ortholog_1 gene-HOLleu_00014 AFI21291.1
ortholog_5026 gene-HOLleu_24029 AFI13996.1
ortholog_5027 gene-HOLleu_24031 AFI13678.1
ortholog_5028 gene-HOLleu_24033 AFI13692.1
ortholog_5029 gene-HOLleu_24034 AFI13950.1
ortholog_5030 gene-HOLleu_24037 AFI02159.1
ortholog_5031 gene-HOLleu_24049 AFI08436.1
ortholog_5032 gene-HOLleu_24059 AFI13656.1
ortholog_5033 gene-HOLleu_24061 AFI16332.1
ortholog_5034 gene-HOLleu_24067 AFI18258.1
ortholog_5035 gene-HOLleu_24068 AFI16410.1
ortholog_5036 gene-HOLleu_24069 AFI16505.1
ortholog_5037 gene-HOLleu_24070 AFI16800.1
ortholog_5038 gene-HOLleu_24071 AFI13472.1
ortholog_5039 gene-HOLleu_24075 AFI01545.1
ortholog_5040 gene-HOLleu_24079 AFI15858.1
ortholog_5041 gene-HOLleu_24081 AFI29242.1
ortholog_5042 gene-HOLleu_24083 AFI21308.1
ortholog_5043 gene-HOLleu_24107 AFI15029.1
ortholog_5044 gene-HOLleu_24115 AFI14234.1
ortholog_5045 gene-HOLleu_24125 AFI14417.1
ortholog_5046 gene-HOLleu_24142 AFI15444.1
ortholog_5047 gene-HOLleu_24144 AFI14005.1
ortholog_5048 gene-HOLleu_24152 AFI02480.1
ortholog_5049 gene-HOLleu_24154 AFI02569.1
ortholog_5050 gene-HOLleu_24158 AFI19852.2
ortholog_5051 gene-HOLleu_24169 AFI18052.1
ortholog_5052 gene-HOLleu_24176 AFI21009.1
ortholog_5053 gene-HOLleu_24183 AFI14804.1
ortholog_5054 gene-HOLleu_24211 AFI16954.2
ortholog_5055 gene-HOLleu_24212 AFI18213.1
ortholog_5056 gene-HOLleu_24215 AFI21073.1
ortholog_5057 gene-HOLleu_24217 AFI21162.1
ortholog_5058 gene-HOLleu_24219 AFI21360.1
ortholog_5059 gene-HOLleu_24220 AFI20080.3
ortholog_5060 gene-HOLleu_24226 AFI20289.1
ortholog_5061 gene-HOLleu_24227 AFI20441.1
ortholog_5062 gene-HOLleu_24232 AFI14159.5
ortholog_5063 gene-HOLleu_24234 AFI13556.1
ortholog_5064 gene-HOLleu_24237 AFI25069.1
ortholog_5065 gene-HOLleu_24243 AFI13440.1
ortholog_5066 gene-HOLleu_24265 AFI20897.1
ortholog_5067 gene-HOLleu_24266 AFI20730.1
ortholog_5068 gene-HOLleu_24267 AFI20233.1
ortholog_5069 gene-HOLleu_24293 AFI17721.1
ortholog_5070 gene-HOLleu_24294 AFI20761.1
ortholog_5071 gene-HOLleu_24298 AFI17991.1
ortholog_5072 gene-HOLleu_24310 AFI09257.1
ortholog_5073 gene-HOLleu_24311 AFI13175.1
ortholog_5074 gene-HOLleu_24316 AFI02868.2
ortholog_5075 gene-HOLleu_24322 AFI16362.1
ortholog_5076 gene-HOLleu_24325 AFI17774.1
ortholog_5077 gene-HOLleu_24328 AFI17800.1
ortholog_5078 gene-HOLleu_24329 AFI17164.1
ortholog_5079 gene-HOLleu_24330 AFI18132.1
ortholog_5080 gene-HOLleu_24331 AFI16401.1
ortholog_5081 gene-HOLleu_24355 AFI20980.2
ortholog_5082 gene-HOLleu_24356 AFI06352.1
ortholog_5083 gene-HOLleu_24360 AFI20043.1
ortholog_5084 gene-HOLleu_24362 AFI03166.1
ortholog_5085 gene-HOLleu_24363 AFI03406.1
ortholog_5086 gene-HOLleu_24374 AFI02275.1
ortholog_5087 gene-HOLleu_24403 AFI02935.1
ortholog_5088 gene-HOLleu_24405 AFI14399.1
ortholog_5089 gene-HOLleu_24413 AFI28390.1
ortholog_5090 gene-HOLleu_24451 AFI26524.1
ortholog_5091 gene-HOLleu_24466 AFI15344.1
ortholog_5092 gene-HOLleu_24467 AFI32146.1
ortholog_5093 gene-HOLleu_24477 AFI13756.1
ortholog_5094 gene-HOLleu_24486 AFI33500.1
ortholog_5095 gene-HOLleu_24502 AFI20953.1
ortholog_5096 gene-HOLleu_24503 AFI21326.1
ortholog_5097 gene-HOLleu_24511 AFI20511.1
ortholog_5098 gene-HOLleu_24513 AFI20528.1
ortholog_5099 gene-HOLleu_24514 AFI17827.1
ortholog_5100 gene-HOLleu_24515 AFI18235.1
ortholog_5101 gene-HOLleu_24516 AFI17903.1
ortholog_5102 gene-HOLleu_24518 AFI14397.2
ortholog_5103 gene-HOLleu_24519 AFI13494.1
ortholog_5104 gene-HOLleu_24527 AFI04902.2
ortholog_5105 gene-HOLleu_24529 AFI03841.1
ortholog_5106 gene-HOLleu_24533 AFI26178.1
ortholog_5107 gene-HOLleu_24537 AFI09785.1
ortholog_5108 gene-HOLleu_24552 AFI02298.5
ortholog_5109 gene-HOLleu_24553 AFI17593.1
ortholog_5110 gene-HOLleu_24556 AFI20985.1
ortholog_5111 gene-HOLleu_24557 AFI19935.1
ortholog_5112 gene-HOLleu_24560 AFI20906.1
ortholog_5113 gene-HOLleu_24561 AFI13349.1
ortholog_5114 gene-HOLleu_24564 AFI16773.1
ortholog_5115 gene-HOLleu_24567 AFI19897.1
ortholog_5116 gene-HOLleu_24569 AFI13468.1
ortholog_5117 gene-HOLleu_24572 AFI20702.1
ortholog_5118 gene-HOLleu_24577 AFI21366.1
ortholog_5119 gene-HOLleu_24583 AFI03334.1
ortholog_5120 gene-HOLleu_24604 AFI22639.1
ortholog_5121 gene-HOLleu_24613 AFI00691.1
ortholog_5122 gene-HOLleu_24628 AFI14878.1
ortholog_5123 gene-HOLleu_24633 AFI16490.1
ortholog_5124 gene-HOLleu_24635 AFI33231.1
ortholog_5125 gene-HOLleu_24640 AFI20908.1
ortholog_5126 gene-HOLleu_24650 AFI20358.1
ortholog_5127 gene-HOLleu_24655 AFI03432.2
ortholog_5128 gene-HOLleu_24669 AFI31668.1
ortholog_5129 gene-HOLleu_24675 AFI21061.1
ortholog_5130 gene-HOLleu_24701 AFI21325.1
ortholog_5131 gene-HOLleu_24731 AFI07378.1
ortholog_5132 gene-HOLleu_24746 AFI02852.1
ortholog_5133 gene-HOLleu_24761 AFI14091.1
ortholog_5134 gene-HOLleu_24783 AFI21260.1
ortholog_5135 gene-HOLleu_24784 AFI20411.1
ortholog_5136 gene-HOLleu_24787 AFI14786.1
ortholog_5137 gene-HOLleu_24788 AFI03137.1
ortholog_5138 gene-HOLleu_24789 AFI02605.1
ortholog_5139 gene-HOLleu_24792 AFI02208.1
ortholog_5140 gene-HOLleu_24794 AFI02264.1
ortholog_5141 gene-HOLleu_24798 AFI33671.1
ortholog_5142 gene-HOLleu_24799 AFI33676.1
ortholog_5143 gene-HOLleu_24808 AFI32547.1
ortholog_5144 gene-HOLleu_24816 AFI02096.2
ortholog_5145 gene-HOLleu_24844 AFI25767.1
ortholog_5146 gene-HOLleu_24906 AFI20696.1
ortholog_5147 gene-HOLleu_24908 AFI21282.1
ortholog_5148 gene-HOLleu_24909 AFI22869.1
ortholog_5149 gene-HOLleu_24919 AFI21303.1
ortholog_5150 gene-HOLleu_24922 AFI00701.1
ortholog_5151 gene-HOLleu_24924 AFI19569.1
ortholog_5152 gene-HOLleu_24937 AFI20312.1
ortholog_5153 gene-HOLleu_24947 AFI11191.1
ortholog_5154 gene-HOLleu_24968 AFI20964.1
ortholog_5155 gene-HOLleu_24987 AFI20414.1
ortholog_5156 gene-HOLleu_25018 AFI22831.1
ortholog_5157 gene-HOLleu_25040 AFI20824.1
ortholog_5158 gene-HOLleu_25041 AFI20465.1
ortholog_5159 gene-HOLleu_25044 AFI01705.1
ortholog_5160 gene-HOLleu_25046 AFI21248.1
ortholog_5161 gene-HOLleu_25048 AFI20576.1
ortholog_5162 gene-HOLleu_25051 AFI20510.1
ortholog_5163 gene-HOLleu_25052 AFI00858.1
ortholog_5164 gene-HOLleu_25069 AFI20098.1
ortholog_5165 gene-HOLleu_25070 AFI19980.1
ortholog_5166 gene-HOLleu_25081 AFI20541.1
ortholog_5167 gene-HOLleu_25088 AFI31288.1
ortholog_5168 gene-HOLleu_25090 AFI20093.1
ortholog_5169 gene-HOLleu_25106 AFI19945.1
ortholog_5170 gene-HOLleu_25117 AFI13222.1
ortholog_5171 gene-HOLleu_25126 AFI20398.1
ortholog_5172 gene-HOLleu_25141 AFI32121.1
ortholog_5173 gene-HOLleu_25148 AFI21085.1
ortholog_5174 gene-HOLleu_25154 AFI14189.1
ortholog_5175 gene-HOLleu_25155 AFI16883.1
ortholog_5176 gene-HOLleu_25165 AFI19893.1
ortholog_5177 gene-HOLleu_25167 AFI21228.1
ortholog_5178 gene-HOLleu_25188 AFI00364.1
ortholog_5179 gene-HOLleu_25189 AFI19073.1
ortholog_5180 gene-HOLleu_25202 AFI21399.1
ortholog_5181 gene-HOLleu_25208 AFI20888.1
ortholog_5182 gene-HOLleu_25209 AFI13473.1
ortholog_5183 gene-HOLleu_25214 AFI20781.1
ortholog_5184 gene-HOLleu_25221 AFI14006.1
ortholog_5185 gene-HOLleu_25223 AFI21246.1
ortholog_5186 gene-HOLleu_25226 AFI01818.1
ortholog_5187 gene-HOLleu_25228 AFI21256.1
ortholog_5188 gene-HOLleu_25241 AFI18055.1
ortholog_5189 gene-HOLleu_25251 AFI20141.1
ortholog_5190 gene-HOLleu_25252 AFI21361.1
ortholog_5191 gene-HOLleu_25253 AFI14218.1
ortholog_5192 gene-HOLleu_25254 AFI02878.1
ortholog_5193 gene-HOLleu_25255 AFI02751.1
ortholog_5194 gene-HOLleu_25260 AFI02254.1
ortholog_5195 gene-HOLleu_25292 AFI02386.1
ortholog_5196 gene-HOLleu_25302 AFI31067.1
ortholog_5197 gene-HOLleu_25314 AFI11260.1
ortholog_5198 gene-HOLleu_25324 AFI21405.1
ortholog_5199 gene-HOLleu_25326 AFI20304.1
ortholog_5200 gene-HOLleu_25331 AFI20807.1
ortholog_5201 gene-HOLleu_25351 AFI13302.1
ortholog_5202 gene-HOLleu_25352 AFI13707.1
ortholog_5203 gene-HOLleu_25356 AFI20027.1
ortholog_5204 gene-HOLleu_25359 AFI21151.1
ortholog_5205 gene-HOLleu_25364 AFI13915.1
ortholog_5206 gene-HOLleu_25366 AFI05403.1
ortholog_5207 gene-HOLleu_25367 AFI21163.1
ortholog_5208 gene-HOLleu_25379 AFI18208.1
ortholog_5209 gene-HOLleu_25380 AFI33666.1
ortholog_5210 gene-HOLleu_25396 AFI07417.1
ortholog_5211 gene-HOLleu_25403 AFI20864.1
ortholog_5212 gene-HOLleu_25413 AFI20602.1
ortholog_5213 gene-HOLleu_25423 AFI20634.1
ortholog_5214 gene-HOLleu_25424 AFI21007.2
ortholog_5215 gene-HOLleu_25426 AFI20519.1
ortholog_5216 gene-HOLleu_25427 AFI13288.1
ortholog_5217 gene-HOLleu_25432 AFI14297.7
ortholog_5218 gene-HOLleu_25433 AFI20178.1
ortholog_5219 gene-HOLleu_25434 AFI20791.1
ortholog_5220 gene-HOLleu_25436 AFI19883.1
ortholog_5221 gene-HOLleu_25465 AFI25089.1
ortholog_5222 gene-HOLleu_25499 AFI20547.1
ortholog_5223 gene-HOLleu_25500 AFI17201.1
ortholog_5224 gene-HOLleu_25504 AFI13751.1
ortholog_5225 gene-HOLleu_25505 AFI13360.1
ortholog_5226 gene-HOLleu_25510 AFI19861.1
ortholog_5227 gene-HOLleu_25522 AFI23650.1
ortholog_5228 gene-HOLleu_25521 AFI27983.1
ortholog_5229 gene-HOLleu_25524 AFI20382.1
ortholog_5230 gene-HOLleu_25528 AFI21049.1
ortholog_5231 gene-HOLleu_25532 AFI20443.1
ortholog_5232 gene-HOLleu_25533 AFI20628.1
ortholog_5233 gene-HOLleu_25537 AFI13290.1
ortholog_5234 gene-HOLleu_25550 AFI21095.1
ortholog_5235 gene-HOLleu_25570 AFI10098.1
ortholog_5236 gene-HOLleu_25585 AFI02506.1
ortholog_5237 gene-HOLleu_25586 AFI19910.1
ortholog_5238 gene-HOLleu_25588 AFI24572.1
ortholog_5239 gene-HOLleu_25615 AFI03169.1
ortholog_5240 gene-HOLleu_25619 AFI02768.1
ortholog_5241 gene-HOLleu_25624 AFI22773.1
ortholog_5242 gene-HOLleu_25625 AFI03382.1
ortholog_5243 gene-HOLleu_25628 AFI21179.1
ortholog_5244 gene-HOLleu_25629 AFI21426.1
ortholog_5245 gene-HOLleu_25661 AFI04631.1
ortholog_5246 gene-HOLleu_25662 AFI13540.1
ortholog_5247 gene-HOLleu_25668 AFI20256.1
ortholog_5248 gene-HOLleu_25670 AFI20729.1
ortholog_5249 gene-HOLleu_25671 AFI32729.1
ortholog_5250 gene-HOLleu_25672 AFI20020.1
ortholog_5251 gene-HOLleu_25676 AFI03157.1
ortholog_5252 gene-HOLleu_25681 AFI09580.1
ortholog_5253 gene-HOLleu_25703 AFI22894.1
ortholog_5254 gene-HOLleu_25711 AFI31828.1
ortholog_5255 gene-HOLleu_25712 AFI18152.2
ortholog_5256 gene-HOLleu_25713 AFI18204.1
ortholog_5257 gene-HOLleu_25746 AFI06806.1
ortholog_5258 gene-HOLleu_25759 AFI02394.2
ortholog_5259 gene-HOLleu_25761 AFI08260.1
ortholog_5260 gene-HOLleu_25762 AFI21757.1
ortholog_5261 gene-HOLleu_25763 AFI20355.2
ortholog_5262 gene-HOLleu_25765 AFI21425.1
ortholog_5263 gene-HOLleu_25789 AFI16522.1
ortholog_5264 gene-HOLleu_25790 AFI05917.1
ortholog_5265 gene-HOLleu_25791 AFI14048.1
ortholog_5266 gene-HOLleu_25792 AFI13255.1
ortholog_5267 gene-HOLleu_25793 AFI02230.1
ortholog_5268 gene-HOLleu_25802 AFI12393.1
ortholog_5269 gene-HOLleu_25829 AFI03325.1
ortholog_5270 gene-HOLleu_25843 AFI13954.1
ortholog_5271 gene-HOLleu_25845 AFI30137.2
ortholog_5272 gene-HOLleu_25868 AFI21040.1
ortholog_5273 gene-HOLleu_25871 AFI13454.1
ortholog_5274 gene-HOLleu_25874 AFI20405.1
ortholog_5275 gene-HOLleu_25895 AFI03089.1
ortholog_5276 gene-HOLleu_25896 AFI20849.1
ortholog_5277 gene-HOLleu_25907 AFI21401.1
ortholog_5278 gene-HOLleu_25909 AFI33257.1
ortholog_5279 gene-HOLleu_25911 AFI20759.1
ortholog_5280 gene-HOLleu_25912 AFI20302.1
ortholog_5281 gene-HOLleu_25914 AFI21166.1
ortholog_5282 gene-HOLleu_25916 AFI20450.1
ortholog_5283 gene-HOLleu_25919 AFI20595.2
ortholog_5284 gene-HOLleu_25922 AFI20504.1
ortholog_5285 gene-HOLleu_25927 AFI20835.2
ortholog_5286 gene-HOLleu_25934 AFI02823.1
ortholog_5287 gene-HOLleu_25935 AFI02562.1
ortholog_5288 gene-HOLleu_25938 AFI14063.1
ortholog_5289 gene-HOLleu_25941 AFI13835.1
ortholog_5290 gene-HOLleu_25961 AFI29219.1
ortholog_5291 gene-HOLleu_25967 AFI21269.1
ortholog_5292 gene-HOLleu_25968 AFI20915.1
ortholog_5293 gene-HOLleu_25969 AFI20369.1
ortholog_5294 gene-HOLleu_25973 AFI21323.1
ortholog_5295 gene-HOLleu_25974 AFI20454.1
ortholog_5296 gene-HOLleu_25979 AFI20068.1
ortholog_5297 gene-HOLleu_25996 AFI16668.1
ortholog_5298 gene-HOLleu_26002 AFI28548.1
ortholog_5299 gene-HOLleu_26013 AFI24348.1
ortholog_5300 gene-HOLleu_26019 AFI24546.2
ortholog_5301 gene-HOLleu_26021 AFI20259.1
ortholog_5302 gene-HOLleu_26022 AFI20464.1
ortholog_5303 gene-HOLleu_26032 AFI06041.1
ortholog_5304 gene-HOLleu_26033 AFI20014.1
ortholog_5305 gene-HOLleu_26037 AFI03044.1
ortholog_5306 gene-HOLleu_26039 AFI02618.1
ortholog_5307 gene-HOLleu_26040 AFI21038.1
ortholog_5308 gene-HOLleu_26044 AFI13592.3
ortholog_5309 gene-HOLleu_26045 AFI14112.1
ortholog_5310 gene-HOLleu_26047 AFI13861.1
ortholog_5311 gene-HOLleu_26062 AFI02296.1
ortholog_5312 gene-HOLleu_26067 AFI25920.1
ortholog_5313 gene-HOLleu_26068 AFI20144.1
ortholog_5314 gene-HOLleu_26072 AFI02881.1
ortholog_5315 gene-HOLleu_26078 AFI05742.1
ortholog_5316 gene-HOLleu_26079 AFI20418.1
ortholog_5317 gene-HOLleu_26081 AFI21094.1
ortholog_5318 gene-HOLleu_26085 AFI33675.1
ortholog_5319 gene-HOLleu_26090 AFI21444.1
ortholog_5320 gene-HOLleu_26092 AFI06356.4
ortholog_5321 gene-HOLleu_26093 AFI21324.1
ortholog_5322 gene-HOLleu_26099 AFI20648.9
ortholog_5323 gene-HOLleu_26102 AFI21133.1
ortholog_5324 gene-HOLleu_26104 AFI19924.1
ortholog_5325 gene-HOLleu_26113 AFI22438.1
ortholog_5326 gene-HOLleu_26116 AFI16713.1
ortholog_5327 gene-HOLleu_26117 AFI04183.1
ortholog_5328 gene-HOLleu_26124 AFI27209.1
ortholog_5329 gene-HOLleu_26146 AFI01359.1
ortholog_5330 gene-HOLleu_26157 AFI13816.1
ortholog_5331 gene-HOLleu_26158 AFI03162.1
ortholog_5332 gene-HOLleu_26159 AFI03459.1
ortholog_5333 gene-HOLleu_26162 AFI03413.2
ortholog_5334 gene-HOLleu_26171 AFI03150.1
ortholog_5335 gene-HOLleu_26174 AFI20377.1
ortholog_5336 gene-HOLleu_26175 AFI20644.1
ortholog_5337 gene-HOLleu_26177 AFI20516.1
ortholog_5338 gene-HOLleu_26190 AFI03499.1
ortholog_5339 gene-HOLleu_26193 AFI02689.1
ortholog_5340 gene-HOLleu_26196 AFI13632.1
ortholog_5341 gene-HOLleu_26197 AFI13364.1
ortholog_5342 gene-HOLleu_26206 AFI18277.1
ortholog_5343 gene-HOLleu_26299 AFI07208.1
ortholog_5344 gene-HOLleu_26311 AFI17122.1
ortholog_5345 gene-HOLleu_26390 AFI01540.1
ortholog_5346 gene-HOLleu_26391 AFI00604.1
ortholog_5347 gene-HOLleu_26486 AFI00311.1
ortholog_5348 gene-HOLleu_26487 AFI00381.1
ortholog_5349 gene-HOLleu_26488 AFI01624.1
ortholog_5350 gene-HOLleu_26490 AFI01728.1
ortholog_5351 gene-HOLleu_26491 AFI01081.1
ortholog_5352 gene-HOLleu_26496 AFI01589.2
ortholog_5353 gene-HOLleu_26505 AFI28641.1
ortholog_5354 gene-HOLleu_26506 AFI23315.1
ortholog_5355 gene-HOLleu_26512 AFI00686.1
ortholog_5356 gene-HOLleu_26514 AFI00045.1
ortholog_5357 gene-HOLleu_26526 AFI00827.1
ortholog_5358 gene-HOLleu_26534 AFI00394.1
ortholog_5359 gene-HOLleu_26544 AFI00368.1
ortholog_5360 gene-HOLleu_26545 AFI23085.1
ortholog_5361 gene-HOLleu_26549 AFI01207.1
ortholog_5362 gene-HOLleu_26550 AFI00542.1
ortholog_5363 gene-HOLleu_26573 AFI15822.1
ortholog_5364 gene-HOLleu_26578 AFI29611.1
ortholog_5365 gene-HOLleu_26594 AFI08694.1
ortholog_5366 gene-HOLleu_26604 AFI05157.1
ortholog_5367 gene-HOLleu_26608 AFI31042.1
ortholog_5368 gene-HOLleu_26612 AFI00157.1
ortholog_5369 gene-HOLleu_26614 AFI00403.1
ortholog_5370 gene-HOLleu_26618 AFI00865.1
ortholog_5371 gene-HOLleu_26620 AFI00963.1
ortholog_5372 gene-HOLleu_26621 AFI00113.1
ortholog_5373 gene-HOLleu_26624 AFI00665.1
ortholog_5374 gene-HOLleu_26626 AFI19533.1
ortholog_5375 gene-HOLleu_26629 AFI01226.1
ortholog_5376 gene-HOLleu_26651 AFI07927.1
ortholog_5377 gene-HOLleu_26655 AFI00467.1
ortholog_5378 gene-HOLleu_26656 AFI28736.1
ortholog_5379 gene-HOLleu_26658 AFI00442.2
ortholog_5380 gene-HOLleu_26669 AFI09917.1
ortholog_5381 gene-HOLleu_26670 AFI10024.1
ortholog_5382 gene-HOLleu_26678 AFI31696.1
ortholog_5383 gene-HOLleu_26679 AFI25543.1
ortholog_5384 gene-HOLleu_26680 AFI29852.1
ortholog_5385 gene-HOLleu_26684 AFI31113.1
ortholog_5386 gene-HOLleu_26698 AFI23572.1
ortholog_5387 gene-HOLleu_26699 AFI01551.1
ortholog_5388 gene-HOLleu_26707 AFI00929.1
ortholog_5389 gene-HOLleu_26708 AFI00226.1
ortholog_5390 gene-HOLleu_26721 AFI19328.1
ortholog_5391 gene-HOLleu_26746 AFI30479.1
ortholog_5392 gene-HOLleu_26761 AFI13322.1
ortholog_5393 gene-HOLleu_26763 AFI12834.1
ortholog_5394 gene-HOLleu_26785 AFI22141.1
ortholog_5395 gene-HOLleu_26803 AFI07306.1
ortholog_5396 gene-HOLleu_26805 AFI28567.1
ortholog_5397 gene-HOLleu_26811 AFI30912.1
ortholog_5398 gene-HOLleu_26814 AFI31306.1
ortholog_5399 gene-HOLleu_26819 AFI29241.1
ortholog_5400 gene-HOLleu_26846 AFI11381.1
ortholog_5401 gene-HOLleu_26850 AFI00128.1
ortholog_5402 gene-HOLleu_26851 AFI00631.1
ortholog_5403 gene-HOLleu_26855 AFI18868.1
ortholog_5404 gene-HOLleu_26862 AFI00901.1
ortholog_5405 gene-HOLleu_26863 AFI01114.1
ortholog_5406 gene-HOLleu_26864 AFI00578.1
ortholog_5407 gene-HOLleu_26865 AFI00523.1
ortholog_5408 gene-HOLleu_26866 AFI01796.1
ortholog_5409 gene-HOLleu_26867 AFI24205.1
ortholog_5410 gene-HOLleu_26869 AFI10250.1
ortholog_5411 gene-HOLleu_26870 AFI00920.1
ortholog_5412 gene-HOLleu_26872 AFI00672.1
ortholog_5413 gene-HOLleu_26873 AFI00859.1
ortholog_5414 gene-HOLleu_26874 AFI01786.1
ortholog_5415 gene-HOLleu_26877 AFI00399.1
ortholog_5416 gene-HOLleu_26878 AFI01464.1
ortholog_5417 gene-HOLleu_26880 AFI26361.1
ortholog_5418 gene-HOLleu_26883 AFI01132.1
ortholog_5419 gene-HOLleu_26884 AFI00306.1
ortholog_5420 gene-HOLleu_26885 AFI24009.2
ortholog_5421 gene-HOLleu_26887 AFI00706.1
ortholog_5422 gene-HOLleu_26895 AFI00354.1
ortholog_5423 gene-HOLleu_26897 AFI01423.1
ortholog_5424 gene-HOLleu_26913 AFI01644.1
ortholog_5425 gene-HOLleu_26919 AFI00970.1
ortholog_5426 gene-HOLleu_26922 AFI01262.2
ortholog_5427 gene-HOLleu_26923 AFI00796.2
ortholog_5428 gene-HOLleu_26924 AFI20810.1
ortholog_5429 gene-HOLleu_26941 AFI04040.1
ortholog_5430 gene-HOLleu_26943 AFI00729.1
ortholog_5431 gene-HOLleu_26944 AFI00362.1
ortholog_5432 gene-HOLleu_26956 AFI00441.1
ortholog_5433 gene-HOLleu_26957 AFI22904.1
ortholog_5434 gene-HOLleu_26962 AFI26339.1
ortholog_5435 gene-HOLleu_26963 AFI00429.3
ortholog_5436 gene-HOLleu_26967 AFI12077.1
ortholog_5437 gene-HOLleu_26968 AFI25487.1
ortholog_5438 gene-HOLleu_26970 AFI00149.1
ortholog_5439 gene-HOLleu_26975 AFI01173.1
ortholog_5440 gene-HOLleu_26993 AFI05991.1
ortholog_5441 gene-HOLleu_26999 AFI07428.1
ortholog_5442 gene-HOLleu_27011 AFI00286.1
ortholog_5443 gene-HOLleu_27012 AFI01366.1
ortholog_5444 gene-HOLleu_27016 AFI00678.1
ortholog_5445 gene-HOLleu_27017 AFI01046.1
ortholog_5446 gene-HOLleu_27021 AFI05255.1
ortholog_5447 gene-HOLleu_27025 AFI00941.1
ortholog_5448 gene-HOLleu_27036 AFI30995.1
ortholog_5449 gene-HOLleu_27041 AFI01497.1
ortholog_5450 gene-HOLleu_27043 AFI33645.1
ortholog_5451 gene-HOLleu_27051 AFI00656.1
ortholog_5452 gene-HOLleu_27053 AFI04818.1
ortholog_5453 gene-HOLleu_27056 AFI08997.2
ortholog_5454 gene-HOLleu_27057 AFI04161.1
ortholog_5455 gene-HOLleu_27058 AFI00625.1
ortholog_5456 gene-HOLleu_27062 AFI00035.1
ortholog_5457 gene-HOLleu_27066 AFI00444.1
ortholog_5458 gene-HOLleu_27067 AFI00704.1
ortholog_5459 gene-HOLleu_27068 AFI00183.1
ortholog_5460 gene-HOLleu_27076 AFI16438.1
ortholog_5461 gene-HOLleu_27080 AFI18668.1
ortholog_5462 gene-HOLleu_27086 AFI00616.1
ortholog_5463 gene-HOLleu_27088 AFI01732.2
ortholog_5464 gene-HOLleu_27089 AFI05743.1
ortholog_5465 gene-HOLleu_27102 AFI15241.1
ortholog_5466 gene-HOLleu_27113 AFI06451.1
ortholog_5467 gene-HOLleu_27120 AFI01082.1
ortholog_5468 gene-HOLleu_27122 AFI00855.1
ortholog_5469 gene-HOLleu_27121 AFI00869.1
ortholog_5470 gene-HOLleu_27123 AFI01493.1
ortholog_5471 gene-HOLleu_27124 AFI01727.1
ortholog_5472 gene-HOLleu_27133 AFI25023.1
ortholog_5473 gene-HOLleu_27145 AFI01382.5
ortholog_5474 gene-HOLleu_27146 AFI01501.3
ortholog_5475 gene-HOLleu_27148 AFI23981.1
ortholog_5476 gene-HOLleu_27161 AFI00265.1
ortholog_5477 gene-HOLleu_27162 AFI01146.1
ortholog_5478 gene-HOLleu_27163 AFI00878.2
ortholog_5479 gene-HOLleu_27164 AFI00088.1
ortholog_5480 gene-HOLleu_27167 AFI01549.1
ortholog_5481 gene-HOLleu_27168 AFI00545.1
ortholog_5482 gene-HOLleu_27169 AFI01020.1
ortholog_5483 gene-HOLleu_27173 AFI00372.1
ortholog_5484 gene-HOLleu_27174 AFI00759.1
ortholog_5485 gene-HOLleu_27177 AFI01578.1
ortholog_5486 gene-HOLleu_27180 AFI01660.2
ortholog_5487 gene-HOLleu_27183 AFI00055.1
ortholog_5488 gene-HOLleu_27185 AFI01576.1
ortholog_5489 gene-HOLleu_27186 AFI00914.1
ortholog_5490 gene-HOLleu_27187 AFI01478.1
ortholog_5491 gene-HOLleu_27189 AFI20126.2
ortholog_5492 gene-HOLleu_27190 AFI23320.1
ortholog_5493 gene-HOLleu_27208 AFI00570.1
ortholog_5494 gene-HOLleu_27215 AFI29432.1
ortholog_5495 gene-HOLleu_27223 AFI18215.1
ortholog_5496 gene-HOLleu_27239 AFI12571.2
ortholog_5497 gene-HOLleu_27240 AFI11852.1
ortholog_5498 gene-HOLleu_27241 AFI00144.2
ortholog_5499 gene-HOLleu_27242 AFI01227.1
ortholog_5500 gene-HOLleu_27243 AFI00331.1
ortholog_5501 gene-HOLleu_27244 AFI00225.2
ortholog_5502 gene-HOLleu_27245 AFI01454.1
ortholog_5503 gene-HOLleu_27253 AFI12563.1
ortholog_5504 gene-HOLleu_27258 AFI23821.1
ortholog_5505 gene-HOLleu_27260 AFI00943.2
ortholog_5506 gene-HOLleu_27268 AFI00190.4
ortholog_5507 gene-HOLleu_27269 AFI00034.1
ortholog_5508 gene-HOLleu_27270 AFI01016.1
ortholog_5509 gene-HOLleu_27272 AFI23476.2
ortholog_5510 gene-HOLleu_27274 AFI01659.1
ortholog_5511 gene-HOLleu_27276 AFI00309.2
ortholog_5512 gene-HOLleu_27278 AFI01808.1
ortholog_5513 gene-HOLleu_27280 AFI01662.1
ortholog_5514 gene-HOLleu_27281 AFI01502.2
ortholog_5515 gene-HOLleu_27282 AFI23739.1
ortholog_5516 gene-HOLleu_27288 AFI00180.1
ortholog_5517 gene-HOLleu_27289 AFI15710.1
ortholog_5518 gene-HOLleu_27294 AFI11849.1
ortholog_5519 gene-HOLleu_27299 AFI01723.1
ortholog_5520 gene-HOLleu_27318 AFI15124.1
ortholog_5521 gene-HOLleu_27319 AFI14949.1
ortholog_5522 gene-HOLleu_27333 AFI24049.1
ortholog_5523 gene-HOLleu_27335 AFI01530.1
ortholog_5524 gene-HOLleu_27336 AFI00619.1
