ortholog_1 SCH01409.1 BL15770
ortholog_4552 SCH15155.1 BL28008
ortholog_4553 SCH15669.1 BL27420
ortholog_4554 SCH15001.1 BL10053
ortholog_4555 SCH15490.1 BL08753
ortholog_4556 SCH15125.1 BL14499
ortholog_4557 SCH14899.1 BL09291
ortholog_4558 SCH15149.1 BL27270
ortholog_4559 SCH15325.1 BL27432
ortholog_4560 SCH15063.1 BL00372
ortholog_4561 SCH15227.1 BL27665
ortholog_4562 SCH16000.1 BL17506
ortholog_4563 SCH15010.1 BL17507
ortholog_4564 SCH14965.1 BL28037
ortholog_4565 SCH15876.1 BL27471
ortholog_4566 SCH15440.1 BL09372
ortholog_4567 SCH16015.1 BL09373
ortholog_4568 SCH14758.1 BL28068
ortholog_4569 SCH15388.1 BL09365
ortholog_4570 SCH15448.1 BL00292
ortholog_4571 SCH15723.1 BL18007
ortholog_4572 SCH15909.1 BL21215
ortholog_4573 SCH15635.1 BL27389
ortholog_4574 SCH15685.1 BL27390
ortholog_4575 SCH15651.1 BL28046
ortholog_4576 SCH15769.1 BL28042
ortholog_4577 SCH15942.1 BL25785
ortholog_4578 SCH15681.1 BL27839
ortholog_4579 SCH15760.1 BL27886
ortholog_4580 SCH15505.1 BL27887
ortholog_4581 SCH15557.1 BL27463
ortholog_4582 SCH15451.1 BL27462
ortholog_4583 SCH15703.1 BL21663
ortholog_4584 SCH15982.1 BL28052
ortholog_4585 SCH15755.1 BL28009
ortholog_4586 SCH15199.1 BL27851
ortholog_4587 SCH14759.1 BL16117
ortholog_4588 SCH14810.1 BL02946
ortholog_4589 SCH14959.1 BL27371
ortholog_4590 SCH14999.1 BL27369
ortholog_4591 SCH14843.1 BL27882
ortholog_4592 SCH14885.1 BL27883
ortholog_4593 SCH15074.1 BL27619
ortholog_4594 SCH14939.1 BL27618
ortholog_4595 SCH14755.1 BL27615
ortholog_4596 SCH15582.1 BL10115
ortholog_4597 SCH15070.1 BL27275
ortholog_4598 SCH14744.1 BL27564
ortholog_4599 SCH15272.1 BL15131
ortholog_4600 SCH15474.1 BL00335
ortholog_4601 SCH16034.1 BL16563
ortholog_4602 SCH15344.1 BL27607
ortholog_4603 SCH15288.1 BL27608
ortholog_4604 SCH15801.1 BL27609
ortholog_4605 SCH15536.1 BL27598
ortholog_4606 SCH15249.1 BL27515
ortholog_4607 SCH15847.1 BL16010
ortholog_4608 SCH15735.1 BL09312
ortholog_4609 SCH15765.1 BL21209
ortholog_4610 SCH15656.1 BL27402
ortholog_4611 SCH15502.1 BL27877
ortholog_4612 SCH15060.1 BL27875
ortholog_4613 SCH15170.1 BL27876
ortholog_4614 SCH15094.1 BL07275
ortholog_4615 SCH15334.1 BL28005
ortholog_4616 SCH15181.1 BL01587
ortholog_4617 SCH14882.1 BL19955
ortholog_4618 SCH16116.1 BL17310
ortholog_4619 SCH16419.1 BL02229
ortholog_4620 SCH16562.1 BL24527
ortholog_4621 SCH17233.1 BL24513
ortholog_4622 SCH17204.1 BL08674
ortholog_4623 SCH17167.1 BL27006
ortholog_4624 SCH17211.1 BL03182
ortholog_4625 SCH16426.1 BL03183
ortholog_4626 SCH16402.1 BL03184
ortholog_4627 SCH16584.1 BL14848
ortholog_4628 SCH17192.1 BL15256
ortholog_4629 SCH16728.1 BL02998
ortholog_4630 SCH16781.1 BL02913
ortholog_4631 SCH16940.1 BL02959
ortholog_4632 SCH16710.1 BL21402
ortholog_4633 SCH17155.1 BL02877
ortholog_4634 SCH16160.1 BL02883
ortholog_4635 SCH16783.1 BL26552
ortholog_4636 SCH16915.1 BL03201
ortholog_4637 SCH16988.1 BL02961
ortholog_4638 SCH16673.1 BL26553
ortholog_4639 SCH16798.1 BL24460
ortholog_4640 SCH16855.1 BL03128
ortholog_4641 SCH16605.1 BL03088
ortholog_4642 SCH16237.1 BL02701
ortholog_4643 SCH16743.1 BL02703
ortholog_4644 SCH16273.1 BL11872
ortholog_4645 SCH17260.1 BL02615
ortholog_4646 SCH16607.1 BL02922
ortholog_4647 SCH16642.1 BL02712
ortholog_4648 SCH16944.1 BL22604
ortholog_4649 SCH16201.1 BL09687
ortholog_4650 SCH16630.1 BL26551
ortholog_4651 SCH16131.1 BL02745
ortholog_4652 SCH16126.1 BL11595
ortholog_4653 SCH16842.1 BL02954
ortholog_4654 SCH16886.1 BL26581
ortholog_4655 SCH16211.1 BL26583
ortholog_4656 SCH16308.1 BL15885
ortholog_4657 SCH16846.1 BL03001
ortholog_4658 SCH17146.1 BL03157
ortholog_4659 SCH16603.1 BL26483
ortholog_4660 SCH16361.1 BL14840
ortholog_4661 SCH16550.1 BL12861
ortholog_4662 SCH16183.1 BL02710
ortholog_4663 SCH16891.1 BL02553
ortholog_4664 SCH16926.1 BL02550
ortholog_4665 SCH16937.1 BL02962
ortholog_4666 SCH16507.1 BL02989
ortholog_4667 SCH16458.1 BL24586
ortholog_4668 SCH16186.1 BL02682
ortholog_4669 SCH16721.1 BL00392
ortholog_4670 SCH16448.1 BL11843
ortholog_4671 SCH16406.1 BL24463
ortholog_4672 SCH16274.1 BL03132
ortholog_4673 SCH16506.1 BL26455
ortholog_4674 SCH17060.1 BL02774
ortholog_4675 SCH16894.1 BL02970
ortholog_4676 SCH16853.1 BL03155
ortholog_4677 SCH16777.1 BL03158
ortholog_4678 SCH16474.1 BL02548
ortholog_4679 SCH16262.1 BL07145
ortholog_4680 SCH16254.1 BL22674
ortholog_4681 SCH17159.1 BL26588
ortholog_4682 SCH17195.1 BL11794
ortholog_4683 SCH16415.1 BL19563
ortholog_4684 SCH16610.1 BL03205
ortholog_4685 SCH16251.1 BL24602
ortholog_4686 SCH16177.1 BL02856
ortholog_4687 SCH16812.1 BL09329
ortholog_4688 SCH17109.1 BL02875
ortholog_4689 SCH16980.1 BL02853
ortholog_4690 SCH17240.1 BL24494
ortholog_4691 SCH17042.1 BL24493
ortholog_4692 SCH16958.1 BL03100
ortholog_4693 SCH16654.1 BL02744
ortholog_4694 SCH16693.1 BL24447
ortholog_4695 SCH16433.1 BL03176
ortholog_4696 SCH16832.1 BL24570
ortholog_4697 SCH16918.1 BL16287
ortholog_4698 SCH16923.1 BL24587
ortholog_4699 SCH16995.1 BL26497
ortholog_4700 SCH16962.1 BL01485
ortholog_4701 SCH16257.1 BL27079
ortholog_4702 SCH17069.1 BL02988
ortholog_4703 SCH16574.1 BL02580
ortholog_4704 SCH16147.1 BL02902
ortholog_4705 SCH16909.1 BL25035
ortholog_4706 SCH16723.1 BL11844
ortholog_4707 SCH17117.1 BL01358
ortholog_4708 SCH16367.1 BL24537
ortholog_4709 SCH16337.1 BL15070
ortholog_4710 SCH16417.1 BL01967
ortholog_4711 SCH16975.1 BL02638
ortholog_4712 SCH17132.1 BL22562
ortholog_4713 SCH16193.1 BL26031
ortholog_4714 SCH17017.1 BL26450
ortholog_4715 SCH16354.1 BL27399
ortholog_4716 SCH16353.1 BL03030
ortholog_4717 SCH16549.1 BL03173
ortholog_4718 SCH17178.1 BL02874
ortholog_4719 SCH16636.1 BL22281
ortholog_4720 SCH16959.1 BL22614
ortholog_4721 SCH16324.1 BL06646
ortholog_4722 SCH16321.1 BL02930
ortholog_4723 SCH16232.1 BL21948
ortholog_4724 SCH17122.1 BL01356
ortholog_4725 SCH16715.1 BL02656
ortholog_4726 SCH16827.1 BL26517
ortholog_4727 SCH16520.1 BL24584
ortholog_4728 SCH16787.1 BL05725
ortholog_4729 SCH17154.1 BL24444
ortholog_4730 SCH17004.1 BL02686
ortholog_4731 SCH16478.1 BL02975
ortholog_4732 SCH16726.1 BL11804
ortholog_4733 SCH16492.1 BL14871
ortholog_4734 SCH16880.1 BL02813
ortholog_4735 SCH16764.1 BL02901
ortholog_4736 SCH16862.1 BL03152
ortholog_4737 SCH16869.1 BL02904
ortholog_4738 SCH16608.1 BL26584
ortholog_4739 SCH16670.1 BL02776
ortholog_4740 SCH16531.1 BL22595
ortholog_4741 SCH16427.1 BL03049
ortholog_4742 SCH16856.1 BL03047
ortholog_4743 SCH16287.1 BL03046
ortholog_4744 SCH17120.1 BL02664
ortholog_4745 SCH16802.1 BL23200
ortholog_4746 SCH16529.1 BL02833
ortholog_4747 SCH17231.1 BL02900
ortholog_4748 SCH17073.1 BL02756
ortholog_4749 SCH16981.1 BL24465
ortholog_4750 SCH17099.1 BL19585
ortholog_4751 SCH16664.1 BL15727
ortholog_4752 SCH16877.1 BL00610
ortholog_4753 SCH17019.1 BL03003
ortholog_4754 SCH16411.1 BL03002
ortholog_4755 SCH17162.1 BL24583
ortholog_4756 SCH16195.1 BL03089
ortholog_4757 SCH16230.1 BL03016
ortholog_4758 SCH16268.1 BL00436
ortholog_4759 SCH16299.1 BL02539
ortholog_4760 SCH16310.1 BL03041
ortholog_4761 SCH17135.1 BL03042
ortholog_4762 SCH16318.1 BL02678
ortholog_4763 SCH17015.1 BL02711
ortholog_4764 SCH16233.1 BL24469
ortholog_4765 SCH16227.1 BL02788
ortholog_4766 SCH16707.1 BL22575
ortholog_4767 SCH16384.1 BL20921
ortholog_4768 SCH16823.1 BL22050
ortholog_4769 SCH16154.1 BL24766
ortholog_4770 SCH16561.1 BL11796
ortholog_4771 SCH17266.1 BL06694
ortholog_4772 SCH16809.1 BL03075
ortholog_4773 SCH16695.1 BL02863
ortholog_4774 SCH16878.1 BL02926
ortholog_4775 SCH16754.1 BL11638
ortholog_4776 SCH16405.1 BL03109
ortholog_4777 SCH16785.1 BL16744
ortholog_4778 SCH16557.1 BL24540
ortholog_4779 SCH16653.1 BL02912
ortholog_4780 SCH16551.1 BL02878
ortholog_4781 SCH16370.1 BL02880
ortholog_4782 SCH16173.1 BL02677
ortholog_4783 SCH16140.1 BL24499
ortholog_4784 SCH16207.1 BL15590
ortholog_4785 SCH16517.1 BL02945
ortholog_4786 SCH16468.1 BL02980
ortholog_4787 SCH16430.1 BL02679
ortholog_4788 SCH17184.1 BL06315
ortholog_4789 SCH16369.1 BL02971
ortholog_4790 SCH16431.1 BL15858
ortholog_4791 SCH16994.1 BL02957
ortholog_4792 SCH16621.1 BL02958
ortholog_4793 SCH16176.1 BL02810
ortholog_4794 SCH17179.1 BL02812
ortholog_4795 SCH17001.1 BL02609
ortholog_4796 SCH17150.1 BL02610
ortholog_4797 SCH17002.1 BL09359
ortholog_4798 SCH16836.1 BL25982
ortholog_4799 SCH17210.1 BL02654
ortholog_4800 SCH17116.1 BL02987
ortholog_4801 SCH16602.1 BL02844
ortholog_4802 SCH16839.1 BL12983
ortholog_4803 SCH16803.1 BL00019
ortholog_4804 SCH16203.1 BL25407
ortholog_4805 SCH16945.1 BL02963
ortholog_4806 SCH17098.1 BL02794
ortholog_4807 SCH16167.1 BL03127
ortholog_4808 SCH17047.1 BL09424
ortholog_4809 SCH16403.1 BL03180
ortholog_4810 SCH16363.1 BL20706
ortholog_4811 SCH16272.1 BL03170
ortholog_4812 SCH16970.1 BL07594
ortholog_4813 SCH16236.1 BL24485
ortholog_4814 SCH17066.1 BL24483
ortholog_4815 SCH16628.1 BL24585
ortholog_4816 SCH16747.1 BL02605
ortholog_4817 SCH17023.1 BL27914
ortholog_4818 SCH16866.1 BL02893
ortholog_4819 SCH16712.1 BL02942
ortholog_4820 SCH16749.1 BL03082
ortholog_4821 SCH16854.1 BL01949
ortholog_4822 SCH16136.1 BL02939
ortholog_4823 SCH17205.1 BL22585
ortholog_4824 SCH16407.1 BL26550
ortholog_4825 SCH16843.1 BL24526
ortholog_4826 SCH16553.1 BL03171
ortholog_4827 SCH16304.1 BL13279
ortholog_4828 SCH17082.1 BL03072
ortholog_4829 SCH16472.1 BL02938
ortholog_4830 SCH16220.1 BL24601
ortholog_4831 SCH16748.1 BL25250
ortholog_4832 SCH17033.1 BL14972
ortholog_4833 SCH16500.1 BL02671
ortholog_4834 SCH17085.1 BL18072
ortholog_4835 SCH17000.1 BL02576
ortholog_4836 SCH16404.1 BL02577
ortholog_4837 SCH16469.1 BL02948
ortholog_4838 SCH17215.1 BL02947
ortholog_4839 SCH17250.1 BL02960
ortholog_4840 SCH16300.1 BL11824
ortholog_4841 SCH16847.1 BL21007
ortholog_4842 SCH16814.1 BL03032
ortholog_4843 SCH16632.1 BL02594
ortholog_4844 SCH16477.1 BL02590
ortholog_4845 SCH16889.1 BL02619
ortholog_4846 SCH16968.1 BL12982
ortholog_4847 SCH16931.1 BL26444
ortholog_4848 SCH16752.1 BL00432
ortholog_4849 SCH16341.1 BL02665
ortholog_4850 SCH17270.1 BL24589
ortholog_4851 SCH16400.1 BL21513
ortholog_4852 SCH16578.1 BL00450
ortholog_4853 SCH17064.1 BL22636
ortholog_4854 SCH16380.1 BL22638
ortholog_4855 SCH17259.1 BL16942
ortholog_4856 SCH16253.1 BL26282
ortholog_4857 SCH16185.1 BL15339
ortholog_4858 SCH17213.1 BL10424
ortholog_4859 SCH16534.1 BL21364
ortholog_4860 SCH17234.1 BL07772
ortholog_4861 SCH17196.1 BL02492
ortholog_4862 SCH16487.1 BL02556
ortholog_4863 SCH16828.1 BL03009
ortholog_4864 SCH16567.1 BL03010
ortholog_4865 SCH16527.1 BL02966
ortholog_4866 SCH16623.1 BL02965
ortholog_4867 SCH16223.1 BL02964
ortholog_4868 SCH16245.1 BL04961
ortholog_4869 SCH16229.1 BL02666
ortholog_4870 SCH16401.1 BL02870
ortholog_4871 SCH16432.1 BL03193
ortholog_4872 SCH16470.1 BL03187
ortholog_4873 SCH16235.1 BL03186
ortholog_4874 SCH16525.1 BL00159
ortholog_4875 SCH16775.1 BL26567
ortholog_4876 SCH17036.1 BL26544
ortholog_4877 SCH17026.1 BL11851
ortholog_4878 SCH16352.1 BL02855
ortholog_4879 SCH17148.1 BL02821
ortholog_4880 SCH16792.1 BL02859
ortholog_4881 SCH16837.1 BL02675
ortholog_4882 SCH16614.1 BL02618
ortholog_4883 SCH17114.1 BL23885
ortholog_4884 SCH16424.1 BL13827
ortholog_4885 SCH16586.1 BL03052
ortholog_4886 SCH16280.1 BL02663
ortholog_4887 SCH16390.1 BL03189
ortholog_4888 SCH17245.1 BL03185
ortholog_4889 SCH16714.1 BL00634
ortholog_4890 SCH17118.1 BL03177
ortholog_4891 SCH16285.1 BL26542
ortholog_4892 SCH16622.1 BL02976
ortholog_4893 SCH16892.1 BL18396
ortholog_4894 SCH16927.1 BL02736
ortholog_4895 SCH17191.1 BL03011
ortholog_4896 SCH17180.1 BL02819
ortholog_4897 SCH16740.1 BL22563
ortholog_4898 SCH16263.1 BL26555
ortholog_4899 SCH16701.1 BL25725
ortholog_4900 SCH16509.1 BL02967
ortholog_4901 SCH16298.1 BL02843
ortholog_4902 SCH16464.1 BL07094
ortholog_4903 SCH16984.1 BL01484
ortholog_4904 SCH17010.1 BL02829
ortholog_4905 SCH16845.1 BL22422
ortholog_4906 SCH17170.1 BL02707
ortholog_4907 SCH16438.1 BL03036
ortholog_4908 SCH16483.1 BL02632
ortholog_4909 SCH16718.1 BL02567
ortholog_4910 SCH16152.1 BL02868
ortholog_4911 SCH17160.1 BL02815
ortholog_4912 SCH17022.1 BL02832
ortholog_4913 SCH16504.1 BL02795
ortholog_4914 SCH16423.1 BL02617
ortholog_4915 SCH16540.1 BL02748
ortholog_4916 SCH17202.1 BL11860
ortholog_4917 SCH17166.1 BL02921
ortholog_4918 SCH17130.1 BL02739
ortholog_4919 SCH17090.1 BL03034
ortholog_4920 SCH17053.1 BL27932
ortholog_4921 SCH17037.1 BL02914
ortholog_4922 SCH17009.1 BL02894
ortholog_4923 SCH16246.1 BL02876
ortholog_4924 SCH16335.1 BL26587
ortholog_4925 SCH16906.1 BL24598
ortholog_4926 SCH16683.1 BL03899
ortholog_4927 SCH16611.1 BL22594
ortholog_4928 SCH16581.1 BL03014
ortholog_4929 SCH16597.1 BL02547
ortholog_4930 SCH16713.1 BL02955
ortholog_4931 SCH16144.1 BL21492
ortholog_4932 SCH17248.1 BL02561
ortholog_4933 SCH16244.1 BL22536
ortholog_4934 SCH16501.1 BL18197
ortholog_4935 SCH16457.1 BL21750
ortholog_4936 SCH16613.1 BL24588
ortholog_4937 SCH16969.1 BL00444
ortholog_4938 SCH17101.1 BL03200
ortholog_4939 SCH17187.1 BL00433
ortholog_4940 SCH16647.1 BL02842
ortholog_4941 SCH16526.1 BL24592
ortholog_4942 SCH17261.1 BL02836
ortholog_4943 SCH16533.1 BL02704
ortholog_4944 SCH16326.1 BL02541
ortholog_4945 SCH16302.1 BL15424
ortholog_4946 SCH16398.1 BL02841
ortholog_4947 SCH16759.1 BL03043
ortholog_4948 SCH16675.1 BL24949
ortholog_4949 SCH17007.1 BL20141
ortholog_4950 SCH16963.1 BL15726
ortholog_4951 SCH16334.1 BL26590
ortholog_4952 SCH16733.1 BL26589
ortholog_4953 SCH17171.1 BL24641
ortholog_4954 SCH16813.1 BL01590
ortholog_4955 SCH16552.1 BL03199
ortholog_4956 SCH17071.1 BL03131
ortholog_4957 SCH17176.1 BL03198
ortholog_4958 SCH16756.1 BL10190
ortholog_4959 SCH16681.1 BL00443
ortholog_4960 SCH16982.1 BL02681
ortholog_4961 SCH16684.1 BL12842
ortholog_4962 SCH16793.1 BL04040
ortholog_4963 SCH16135.1 BL02753
ortholog_4964 SCH17249.1 BL02755
ortholog_4965 SCH16184.1 BL17757
ortholog_4966 SCH16575.1 BL02101
ortholog_4967 SCH16685.1 BL02157
ortholog_4968 SCH16612.1 BL02142
ortholog_4969 SCH16879.1 BL02141
ortholog_4970 SCH17164.1 BL08455
ortholog_4971 SCH16905.1 BL26634
ortholog_4972 SCH16641.1 BL02287
ortholog_4973 SCH16717.1 BL02323
ortholog_4974 SCH16461.1 BL02036
ortholog_4975 SCH17012.1 BL02037
ortholog_4976 SCH16214.1 BL02038
ortholog_4977 SCH16971.1 BL08804
ortholog_4978 SCH17168.1 BL01118
ortholog_4979 SCH16806.1 BL27544
ortholog_4980 SCH17174.1 BL13750
ortholog_4981 SCH16572.1 BL00125
ortholog_4982 SCH16297.1 BL22084
ortholog_4983 SCH16219.1 BL20695
ortholog_4984 SCH16993.1 BL02319
ortholog_4985 SCH16741.1 BL21265
ortholog_4986 SCH16961.1 BL02076
ortholog_4987 SCH17043.1 BL21443
ortholog_4988 SCH16694.1 BL23563
ortholog_4989 SCH16857.1 BL18337
ortholog_4990 SCH16175.1 BL12339
ortholog_4991 SCH16671.1 BL22016
ortholog_4992 SCH16768.1 BL02636
ortholog_4993 SCH16505.1 BL19123
ortholog_4994 SCH17186.1 BL03135
ortholog_4995 SCH17102.1 BL14878
ortholog_4996 SCH17267.1 BL04643
ortholog_4997 SCH16439.1 BL02242
ortholog_4998 SCH16817.1 BL02818
ortholog_4999 SCH16874.1 BL02890
ortholog_5000 SCH17193.1 BL26568
ortholog_5001 SCH16638.1 BL17544
ortholog_5002 SCH16648.1 BL24573
ortholog_5003 SCH17110.1 BL26472
ortholog_5004 SCH17182.1 BL02879
ortholog_5005 SCH16841.1 BL03007
ortholog_5006 SCH16829.1 BL02931
ortholog_5007 SCH17163.1 BL03071
ortholog_5008 SCH16258.1 BL11867
ortholog_5009 SCH16949.1 BL23409
ortholog_5010 SCH16680.1 BL11864
ortholog_5011 SCH16643.1 BL00397
ortholog_5012 SCH16709.1 BL00395
ortholog_5013 SCH16391.1 BL02575
ortholog_5014 SCH16162.1 BL26499
ortholog_5015 SCH16197.1 BL24574
ortholog_5016 SCH16226.1 BL15272
ortholog_5017 SCH17221.1 BL24563
ortholog_5018 SCH17279.1 BL26866
ortholog_5019 SCH17284.1 BL16839
ortholog_5020 SCH17291.1 BL18419
ortholog_5021 SCH17292.1 BL16720
ortholog_5022 SCH17359.1 BL05889
ortholog_5023 SCH18575.1 BL17409
ortholog_5024 SCH17803.1 BL28188
ortholog_5025 SCH18465.1 BL09022
ortholog_5026 SCH17957.1 BL19230
ortholog_5027 SCH18069.1 BL24907
ortholog_5028 SCH18169.1 BL24905
ortholog_5029 SCH17350.1 BL08997
ortholog_5030 SCH17343.1 BL24792
ortholog_5031 SCH17836.1 BL25892
ortholog_5032 SCH17702.1 BL02444
ortholog_5033 SCH18359.1 BL24916
ortholog_5034 SCH17714.1 BL24960
ortholog_5035 SCH17856.1 BL24111
ortholog_5036 SCH17472.1 BL12834
ortholog_5037 SCH18250.1 BL00651
ortholog_5038 SCH17837.1 BL19503
ortholog_5039 SCH18181.1 BL19509
ortholog_5040 SCH17446.1 BL04572
ortholog_5041 SCH18088.1 BL14197
ortholog_5042 SCH18217.1 BL24688
ortholog_5043 SCH18170.1 BL02446
ortholog_5044 SCH17686.1 BL19228
ortholog_5045 SCH18206.1 BL03775
ortholog_5046 SCH18285.1 BL09145
ortholog_5047 SCH18322.1 BL24799
ortholog_5048 SCH17487.1 BL24112
ortholog_5049 SCH18089.1 BL19034
ortholog_5050 SCH18218.1 BL24655
ortholog_5051 SCH17889.1 BL12798
ortholog_5052 SCH17933.1 BL24835
ortholog_5053 SCH18532.1 BL19040
ortholog_5054 SCH17533.1 BL24149
ortholog_5055 SCH18122.1 BL24148
ortholog_5056 SCH17401.1 BL24147
ortholog_5057 SCH17611.1 BL19041
ortholog_5058 SCH18415.1 BL09025
ortholog_5059 SCH18054.1 BL24855
ortholog_5060 SCH18019.1 BL19207
ortholog_5061 SCH17503.1 BL20294
ortholog_5062 SCH18213.1 BL09869
ortholog_5063 SCH18490.1 BL09039
ortholog_5064 SCH17737.1 BL02385
ortholog_5065 SCH17700.1 BL24130
ortholog_5066 SCH18301.1 BL19536
ortholog_5067 SCH18269.1 BL24811
ortholog_5068 SCH18041.1 BL19549
ortholog_5069 SCH17932.1 BL19550
ortholog_5070 SCH17966.1 BL19366
ortholog_5071 SCH18153.1 BL12840
ortholog_5072 SCH18286.1 BL27358
ortholog_5073 SCH18323.1 BL24904
ortholog_5074 SCH17721.1 BL24903
ortholog_5075 SCH17621.1 BL09045
ortholog_5076 SCH17993.1 BL09044
ortholog_5077 SCH18397.1 BL19380
ortholog_5078 SCH17950.1 BL19244
ortholog_5079 SCH18243.1 BL19644
ortholog_5080 SCH17844.1 BL24839
ortholog_5081 SCH18560.1 BL19063
ortholog_5082 SCH17473.1 BL12802
ortholog_5083 SCH17697.1 BL24777
ortholog_5084 SCH18500.1 BL19351
ortholog_5085 SCH17816.1 BL19301
ortholog_5086 SCH18428.1 BL24789
ortholog_5087 SCH18095.1 BL19241
ortholog_5088 SCH17469.1 BL19512
ortholog_5089 SCH17542.1 BL09058
ortholog_5090 SCH17839.1 BL09056
ortholog_5091 SCH17421.1 BL12801
ortholog_5092 SCH18044.1 BL24120
ortholog_5093 SCH18011.1 BL19322
ortholog_5094 SCH17748.1 BL19490
ortholog_5095 SCH17711.1 BL02388
ortholog_5096 SCH17385.1 BL24787
ortholog_5097 SCH18547.1 BL07387
ortholog_5098 SCH17817.1 BL24769
ortholog_5099 SCH17749.1 BL24812
ortholog_5100 SCH17718.1 BL11264
ortholog_5101 SCH17412.1 BL24964
ortholog_5102 SCH17701.1 BL24838
ortholog_5103 SCH17964.1 BL24805
ortholog_5104 SCH17498.1 BL24079
ortholog_5105 SCH17983.1 BL15478
ortholog_5106 SCH18172.1 BL19379
ortholog_5107 SCH18438.1 BL24118
ortholog_5108 SCH17363.1 BL19361
ortholog_5109 SCH17738.1 BL24758
ortholog_5110 SCH17955.1 BL24809
ortholog_5111 SCH17745.1 BL24678
ortholog_5112 SCH17705.1 BL24081
ortholog_5113 SCH18128.1 BL12075
ortholog_5114 SCH18131.1 BL22415
ortholog_5115 SCH18482.1 BL05769
ortholog_5116 SCH17545.1 BL12844
ortholog_5117 SCH18366.1 BL19524
ortholog_5118 SCH17925.1 BL02143
ortholog_5119 SCH17965.1 BL08442
ortholog_5120 SCH18543.1 BL24697
ortholog_5121 SCH18018.1 BL19032
ortholog_5122 SCH18053.1 BL19033
ortholog_5123 SCH18510.1 BL01877
ortholog_5124 SCH17668.1 BL15174
ortholog_5125 SCH18473.1 BL12796
ortholog_5126 SCH17424.1 BL19237
ortholog_5127 SCH17585.1 BL19236
ortholog_5128 SCH18319.1 BL19239
ortholog_5129 SCH18381.1 BL18999
ortholog_5130 SCH17388.1 BL19025
ortholog_5131 SCH17747.1 BL25493
ortholog_5132 SCH18113.1 BL19252
ortholog_5133 SCH18244.1 BL10278
ortholog_5134 SCH18197.1 BL19415
ortholog_5135 SCH18493.1 BL19416
ortholog_5136 SCH18246.1 BL19422
ortholog_5137 SCH18365.1 BL24795
ortholog_5138 SCH17418.1 BL19411
ortholog_5139 SCH17814.1 BL20999
ortholog_5140 SCH18533.1 BL24925
ortholog_5141 SCH17807.1 BL19528
ortholog_5142 SCH17908.1 BL19527
ortholog_5143 SCH18124.1 BL19525
ortholog_5144 SCH17341.1 BL12835
ortholog_5145 SCH18531.1 BL19616
ortholog_5146 SCH17570.1 BL25079
ortholog_5147 SCH17942.1 BL24652
ortholog_5148 SCH17402.1 BL08993
ortholog_5149 SCH18501.1 BL19072
ortholog_5150 SCH17416.1 BL24854
ortholog_5151 SCH17431.1 BL19308
ortholog_5152 SCH17342.1 BL19603
ortholog_5153 SCH17461.1 BL19547
ortholog_5154 SCH17890.1 BL19548
ortholog_5155 SCH17976.1 BL12479
ortholog_5156 SCH18330.1 BL24823
ortholog_5157 SCH17544.1 BL24824
ortholog_5158 SCH17916.1 BL12849
ortholog_5159 SCH18345.1 BL12850
ortholog_5160 SCH18358.1 BL24136
ortholog_5161 SCH17658.1 BL19465
ortholog_5162 SCH17696.1 BL24664
ortholog_5163 SCH17732.1 BL24665
ortholog_5164 SCH17334.1 BL09016
ortholog_5165 SCH17948.1 BL09017
ortholog_5166 SCH17874.1 BL02408
ortholog_5167 SCH17829.1 BL12836
ortholog_5168 SCH18462.1 BL19531
ortholog_5169 SCH17491.1 BL14432
ortholog_5170 SCH17454.1 BL24080
ortholog_5171 SCH17801.1 BL09130
ortholog_5172 SCH18409.1 BL24160
ortholog_5173 SCH18023.1 BL17982
ortholog_5174 SCH17654.1 BL24953
ortholog_5175 SCH18403.1 BL19514
ortholog_5176 SCH18360.1 BL24105
ortholog_5177 SCH17855.1 BL11208
ortholog_5178 SCH18446.1 BL24825
ortholog_5179 SCH17451.1 BL24828
ortholog_5180 SCH17407.1 BL25330
ortholog_5181 SCH18297.1 BL19612
ortholog_5182 SCH18015.1 BL24891
ortholog_5183 SCH18154.1 BL24932
ortholog_5184 SCH17445.1 BL09126
ortholog_5185 SCH17742.1 BL04473
ortholog_5186 SCH17743.1 BL19565
ortholog_5187 SCH18417.1 BL16271
ortholog_5188 SCH17551.1 BL17985
ortholog_5189 SCH17601.1 BL24840
ortholog_5190 SCH17852.1 BL19810
ortholog_5191 SCH17462.1 BL24689
ortholog_5192 SCH17534.1 BL19227
ortholog_5193 SCH17947.1 BL19253
ortholog_5194 SCH17550.1 BL19213
ortholog_5195 SCH18031.1 BL19046
ortholog_5196 SCH18329.1 BL19557
ortholog_5197 SCH17495.1 BL19556
ortholog_5198 SCH17862.1 BL19282
ortholog_5199 SCH17881.1 BL24894
ortholog_5200 SCH18097.1 BL02419
ortholog_5201 SCH17769.1 BL19225
ortholog_5202 SCH18274.1 BL19566
ortholog_5203 SCH17931.1 BL14788
ortholog_5204 SCH18369.1 BL24754
ortholog_5205 SCH18332.1 BL24654
ortholog_5206 SCH18488.1 BL19370
ortholog_5207 SCH18453.1 BL19065
ortholog_5208 SCH18416.1 BL19369
ortholog_5209 SCH17419.1 BL23519
ortholog_5210 SCH17761.1 BL22386
ortholog_5211 SCH17571.1 BL02405
ortholog_5212 SCH18342.1 BL02542
ortholog_5213 SCH17667.1 BL06259
ortholog_5214 SCH17782.1 BL24156
ortholog_5215 SCH17870.1 BL06257
ortholog_5216 SCH18565.1 BL09055
