ortholog_1 MGL01089.1 g162422
ortholog_4991 MGL12378.1 g131211
ortholog_4992 MGL12182.1 g110237
ortholog_4993 MGL13108.1 g42886
ortholog_4994 MGL13084.1 g38577
ortholog_4995 MGL13055.1 g4605
ortholog_4996 MGL13029.1 g44324
ortholog_4997 MGL13000.1 g137656
ortholog_4998 MGL12974.1 g39560
ortholog_4999 MGL13037.1 g41565
ortholog_5000 MGL13109.1 g43871
ortholog_5001 MGL12218.1 g45817
ortholog_5002 MGL12278.1 g139029
ortholog_5003 MGL12518.1 g138131
ortholog_5004 MGL12658.1 g164936
ortholog_5005 MGL12915.1 g136295
ortholog_5006 MGL12288.1 g136300
ortholog_5007 MGL12975.1 g133263
ortholog_5008 MGL13002.1 g133273
ortholog_5009 MGL13110.1 g70296
ortholog_5010 MGL12126.1 g42412
ortholog_5011 MGL12151.1 g132239
ortholog_5012 MGL12184.1 g129188
ortholog_5013 MGL12377.1 g63753
ortholog_5014 MGL12590.1 g62164
ortholog_5015 MGL12628.1 g132258
ortholog_5016 MGL12659.1 g138925
ortholog_5017 MGL12828.1 g15546
ortholog_5018 MGL12629.1 g132262
ortholog_5019 MGL12889.1 g43933
ortholog_5020 MGL12705.1 g43906
ortholog_5021 MGL12916.1 g43897
ortholog_5022 MGL12976.1 g41197
ortholog_5023 MGL13032.1 g100926
ortholog_5024 MGL13057.1 g45483
ortholog_5025 MGL13086.1 g45468
ortholog_5026 MGL13111.1 g45464
ortholog_5027 MGL12152.1 g129748
ortholog_5028 MGL12921.1 g129746
ortholog_5029 MGL12220.1 g129763
ortholog_5030 MGL12250.1 g137666
ortholog_5031 MGL12280.1 g138464
ortholog_5032 MGL12601.1 g129765
ortholog_5033 MGL12464.1 g137540
ortholog_5034 MGL12412.1 g158493
ortholog_5035 MGL12484.1 g132883
ortholog_5036 MGL12519.1 g132166
ortholog_5037 MGL12987.1 g132856
ortholog_5038 MGL12630.1 g136739
ortholog_5039 MGL12700.1 g156044
ortholog_5040 MGL12736.1 g139126
ortholog_5041 MGL12829.1 g138250
ortholog_5042 MGL12561.1 g132805
ortholog_5043 MGL13030.1 g201338
ortholog_5044 MGL12533.1 g214613
ortholog_5045 MGL13001.1 g136260
ortholog_5046 MGL12826.1 g7653
ortholog_5047 MGL12959.1 g43375
ortholog_5048 MGL12482.1 g130346
ortholog_5049 MGL12453.1 g135223
ortholog_5050 MGL12376.1 g137089
ortholog_5051 MGL12344.1 g204020
ortholog_5052 MGL12599.1 g138377
ortholog_5053 MGL13786.1 g82631
ortholog_5054 MGL13819.1 g88308
ortholog_5055 MGL13911.1 g87175
ortholog_5056 MGL13942.1 g82102
ortholog_5057 MGL14006.1 g85288
ortholog_5058 MGL13271.1 g85266
ortholog_5059 MGL13168.1 g83935
ortholog_5060 MGL13201.1 g82031
ortholog_5061 MGL13320.1 g108919
ortholog_5062 MGL13377.1 g86688
ortholog_5063 MGL13953.1 g86702
ortholog_5064 MGL13529.1 g84164
ortholog_5065 MGL13617.1 g12204
ortholog_5066 MGL13648.1 g81155
ortholog_5067 MGL13683.1 g12609
ortholog_5068 MGL13470.1 g185361
ortholog_5069 MGL13722.1 g86412
ortholog_5070 MGL13393.1 g42015
ortholog_5071 MGL13756.1 g86402
ortholog_5072 MGL13820.1 g88135
ortholog_5073 MGL13420.1 g80934
ortholog_5074 MGL13999.1 g80938
ortholog_5075 MGL14061.1 g82647
ortholog_5076 MGL13132.1 g84450
ortholog_5077 MGL13665.1 g176158
ortholog_5078 MGL13258.1 g119400
ortholog_5079 MGL13317.1 g70401
ortholog_5080 MGL13735.1 g190387
ortholog_5081 MGL13777.1 g86473
ortholog_5082 MGL13610.1 g88760
ortholog_5083 MGL13542.1 g79976
ortholog_5084 MGL13778.1 g84207
ortholog_5085 MGL13809.1 g88789
ortholog_5086 MGL13846.1 g85163
ortholog_5087 MGL13877.1 g80000
ortholog_5088 MGL13193.1 g83898
ortholog_5089 MGL13255.1 g83421
ortholog_5090 MGL13287.1 g82460
ortholog_5091 MGL13428.1 g81492
ortholog_5092 MGL13473.1 g83373
ortholog_5093 MGL13480.1 g83654
ortholog_5094 MGL13520.1 g82336
ortholog_5095 MGL13555.1 g82333
ortholog_5096 MGL13747.1 g84208
ortholog_5097 MGL13903.1 g87114
ortholog_5098 MGL13932.1 g202540
ortholog_5099 MGL13964.1 g87974
ortholog_5100 MGL13278.1 g87993
ortholog_5101 MGL13996.1 g83144
ortholog_5102 MGL13983.1 g83143
ortholog_5103 MGL14023.1 g83257
ortholog_5104 MGL13900.1 g79360
ortholog_5105 MGL13874.1 g84135
ortholog_5106 MGL13187.1 g84397
ortholog_5107 MGL13806.1 g102530
ortholog_5108 MGL13775.1 g191041
ortholog_5109 MGL13711.1 g85957
ortholog_5110 MGL13641.1 g79520
ortholog_5111 MGL13553.1 g88824
ortholog_5112 MGL13478.1 g81569
ortholog_5113 MGL13452.1 g87140
ortholog_5114 MGL13426.1 g80091
ortholog_5115 MGL13399.1 g83770
ortholog_5116 MGL13220.1 g84802
ortholog_5117 MGL13285.1 g84806
ortholog_5118 MGL13311.1 g87190
ortholog_5119 MGL13150.1 g86071
ortholog_5120 MGL13368.1 g86905
ortholog_5121 MGL13992.1 g82603
ortholog_5122 MGL13962.1 g81766
ortholog_5123 MGL13825.1 g45080
ortholog_5124 MGL13792.1 g85876
ortholog_5125 MGL13736.1 g85967
ortholog_5126 MGL13727.1 g191226
ortholog_5127 MGL13653.1 g82607
ortholog_5128 MGL13620.1 g5681
ortholog_5129 MGL13601.1 g79990
ortholog_5130 MGL13916.1 g86236
ortholog_5131 MGL14011.1 g97852
ortholog_5132 MGL13950.1 g82746
ortholog_5133 MGL13324.1 g73549
ortholog_5134 MGL13666.1 g5594
ortholog_5135 MGL13348.1 g86990
ortholog_5136 MGL13382.1 g79349
ortholog_5137 MGL13414.1 g79357
ortholog_5138 MGL13210.1 g133880
ortholog_5139 MGL13569.1 g88514
ortholog_5140 MGL13568.1 g82765
ortholog_5141 MGL13533.1 g80792
ortholog_5142 MGL13463.1 g165559
ortholog_5143 MGL13437.1 g86424
ortholog_5144 MGL13381.1 g32033
ortholog_5145 MGL13899.1 g85015
ortholog_5146 MGL13871.1 g86756
ortholog_5147 MGL13708.1 g82331
ortholog_5148 MGL13209.1 g85984
ortholog_5149 MGL14014.1 g85991
ortholog_5150 MGL13605.1 g110428
ortholog_5151 MGL13214.1 g86038
ortholog_5152 MGL13955.1 g27395
ortholog_5153 MGL13678.1 g88674
ortholog_5154 MGL13613.1 g82656
ortholog_5155 MGL13921.1 g152028
ortholog_5156 MGL13232.1 g152026
ortholog_5157 MGL13837.1 g87346
ortholog_5158 MGL13949.1 g88009
ortholog_5159 MGL13544.1 g85865
ortholog_5160 MGL13300.1 g81687
ortholog_5161 MGL13325.1 g81690
ortholog_5162 MGL13383.1 g81691
ortholog_5163 MGL13465.1 g81979
ortholog_5164 MGL13167.1 g49773
ortholog_5165 MGL13739.1 g85154
ortholog_5166 MGL13860.1 g82567
ortholog_5167 MGL13891.1 g88553
ortholog_5168 MGL13918.1 g88556
ortholog_5169 MGL13975.1 g199665
ortholog_5170 MGL13143.1 g85377
ortholog_5171 MGL13948.1 g151002
ortholog_5172 MGL14036.1 g86552
ortholog_5173 MGL14071.1 g86567
ortholog_5174 MGL14080.1 g35225
ortholog_5175 MGL13233.1 g85851
ortholog_5176 MGL13299.1 g158697
ortholog_5177 MGL13349.1 g80965
ortholog_5178 MGL13464.1 g85023
ortholog_5179 MGL13599.1 g79339
ortholog_5180 MGL13654.1 g88305
ortholog_5181 MGL13793.1 g86256
ortholog_5182 MGL13826.1 g127912
ortholog_5183 MGL13890.1 g80208
ortholog_5184 MGL13917.1 g86530
ortholog_5185 MGL13412.1 g85910
ortholog_5186 MGL13462.1 g136254
ortholog_5187 MGL13494.1 g85917
ortholog_5188 MGL13532.1 g82699
ortholog_5189 MGL13618.1 g84310
ortholog_5190 MGL13651.1 g81510
ortholog_5191 MGL13686.1 g83883
ortholog_5192 MGL13248.1 g83700
ortholog_5193 MGL13856.1 g96190
ortholog_5194 MGL13703.1 g82327
ortholog_5195 MGL13883.1 g60413
ortholog_5196 MGL13941.1 g69237
ortholog_5197 MGL13700.1 g81197
ortholog_5198 MGL14030.1 g85370
ortholog_5199 MGL14066.1 g87741
ortholog_5200 MGL13138.1 g65291
ortholog_5201 MGL13227.1 g84370
ortholog_5202 MGL13292.1 g85009
ortholog_5203 MGL13152.1 g81300
ortholog_5204 MGL13755.1 g82965
ortholog_5205 MGL13818.1 g82968
ortholog_5206 MGL13982.1 g81774
ortholog_5207 MGL13616.1 g83631
ortholog_5208 MGL13592.1 g83651
ortholog_5209 MGL13306.1 g116092
ortholog_5210 MGL13376.1 g143613
ortholog_5211 MGL13291.1 g82351
ortholog_5212 MGL13261.1 g80034
ortholog_5213 MGL13361.1 g80027
ortholog_5214 MGL13250.1 g27121
ortholog_5215 MGL13199.1 g86795
ortholog_5216 MGL13872.1 g81579
ortholog_5217 MGL13559.1 g87426
ortholog_5218 MGL13525.1 g87425
ortholog_5219 MGL13340.1 g86829
ortholog_5220 MGL13578.1 g209985
ortholog_5221 MGL13677.1 g81614
ortholog_5222 MGL13882.1 g79417
ortholog_5223 MGL13817.1 g79422
ortholog_5224 MGL13850.1 g79432
ortholog_5225 MGL13784.1 g27066
ortholog_5226 MGL13894.1 g83352
ortholog_5227 MGL13753.1 g83366
ortholog_5228 MGL13720.1 g88150
ortholog_5229 MGL13681.1 g86920
ortholog_5230 MGL13889.1 g82952
ortholog_5231 MGL13384.1 g84494
ortholog_5232 MGL13231.1 g128529
ortholog_5233 MGL13476.1 g86807
ortholog_5234 MGL13639.1 g85884
ortholog_5235 MGL13771.1 g86828
ortholog_5236 MGL13987.1 g181980
ortholog_5237 MGL13154.1 g83038
ortholog_5238 MGL13125.1 g88831
ortholog_5239 MGL14052.1 g87548
ortholog_5240 MGL13388.1 g87575
ortholog_5241 MGL13768.1 g87579
ortholog_5242 MGL13960.1 g117565
ortholog_5243 MGL13492.1 g88780
ortholog_5244 MGL13530.1 g87655
ortholog_5245 MGL13565.1 g85493
ortholog_5246 MGL13685.1 g81387
ortholog_5247 MGL13758.1 g88139
ortholog_5248 MGL13789.1 g85903
ortholog_5249 MGL13821.1 g86958
ortholog_5250 MGL13733.1 g86965
ortholog_5251 MGL13802.1 g83583
ortholog_5252 MGL13634.1 g83551
ortholog_5253 MGL13945.1 g119402
ortholog_5254 MGL13974.1 g165995
ortholog_5255 MGL14034.1 g69226
ortholog_5256 MGL13296.1 g82698
ortholog_5257 MGL13436.1 g84065
ortholog_5258 MGL13461.1 g84223
ortholog_5259 MGL13493.1 g84088
ortholog_5260 MGL13531.1 g86500
ortholog_5261 MGL13566.1 g84081
ortholog_5262 MGL13596.1 g82445
ortholog_5263 MGL13650.1 g74341
ortholog_5264 MGL13629.1 g139512
ortholog_5265 MGL13638.1 g84710
ortholog_5266 MGL13790.1 g84725
ortholog_5267 MGL13521.1 g86809
ortholog_5268 MGL14042.1 g88189
ortholog_5269 MGL13896.1 g88190
ortholog_5270 MGL13308.1 g142688
ortholog_5271 MGL13354.1 g80508
ortholog_5272 MGL13389.1 g13094
ortholog_5273 MGL13507.1 g87361
ortholog_5274 MGL13446.1 g87356
ortholog_5275 MGL13611.1 g83139
ortholog_5276 MGL13644.1 g80422
ortholog_5277 MGL13676.1 g123776
ortholog_5278 MGL13865.1 g83104
ortholog_5279 MGL13779.1 g97161
ortholog_5280 MGL13810.1 g80456
ortholog_5281 MGL13847.1 g128378
ortholog_5282 MGL13149.1 g117385
ortholog_5283 MGL13904.1 g82160
ortholog_5284 MGL13257.1 g16956
ortholog_5285 MGL13386.1 g152949
ortholog_5286 MGL13270.1 g84028
ortholog_5287 MGL13550.1 g84799
ortholog_5288 MGL13515.1 g87187
ortholog_5289 MGL13475.1 g79373
ortholog_5290 MGL13122.1 g85970
ortholog_5291 MGL13365.1 g84484
ortholog_5292 MGL13997.1 g86840
ortholog_5293 MGL14024.1 g86837
ortholog_5294 MGL14059.1 g87207
ortholog_5295 MGL13195.1 g84023
ortholog_5296 MGL13256.1 g84022
ortholog_5297 MGL14048.1 g88060
ortholog_5298 MGL14082.1 g88051
ortholog_5299 MGL13372.1 g87595
ortholog_5300 MGL13855.1 g60411
ortholog_5301 MGL13887.1 g86191
ortholog_5302 MGL13915.1 g87061
ortholog_5303 MGL13946.1 g80075
ortholog_5304 MGL14009.1 g84198
ortholog_5305 MGL13142.1 g88670
ortholog_5306 MGL13897.1 g184807
ortholog_5307 MGL14004.1 g82969
ortholog_5308 MGL13969.1 g143571
ortholog_5309 MGL13909.1 g81572
ortholog_5310 MGL14094.1 g87455
ortholog_5311 MGL13137.1 g82359
ortholog_5312 MGL13774.1 g84788
ortholog_5313 MGL13742.1 g85306
ortholog_5314 MGL13396.1 g85312
ortholog_5315 MGL13671.1 g85329
ortholog_5316 MGL13636.1 g83840
ortholog_5317 MGL13245.1 g83831
ortholog_5318 MGL13816.1 g190625
ortholog_5319 MGL13939.1 g83671
ortholog_5320 MGL13968.1 g84236
ortholog_5321 MGL13178.1 g26696
ortholog_5322 MGL13843.1 g79551
ortholog_5323 MGL13805.1 g12513
ortholog_5324 MGL13395.1 g82983
ortholog_5325 MGL13710.1 g84767
ortholog_5326 MGL13672.1 g88598
ortholog_5327 MGL13640.1 g197570
ortholog_5328 MGL13607.1 g86368
ortholog_5329 MGL13581.1 g85063
ortholog_5330 MGL13552.1 g79342
ortholog_5331 MGL13302.1 g88148
ortholog_5332 MGL13425.1 g85379
ortholog_5333 MGL13443.1 g175327
ortholog_5334 MGL13928.1 g79480
ortholog_5335 MGL14018.1 g88193
ortholog_5336 MGL13126.1 g85895
ortholog_5337 MGL14081.1 g69595
ortholog_5338 MGL13513.1 g85805
ortholog_5339 MGL13213.1 g85828
ortholog_5340 MGL13430.1 g82768
ortholog_5341 MGL14063.1 g87243
ortholog_5342 MGL14092.1 g82667
ortholog_5343 MGL13135.1 g82678
ortholog_5344 MGL13164.1 g84379
ortholog_5345 MGL13864.1 g86167
ortholog_5346 MGL13341.1 g82087
ortholog_5347 MGL13628.1 g163228
ortholog_5348 MGL13908.1 g86536
ortholog_5349 MGL13679.1 g12232
ortholog_5350 MGL13589.1 g83135
ortholog_5351 MGL13560.1 g82906
ortholog_5352 MGL13668.1 g88086
ortholog_5353 MGL13509.1 g82912
ortholog_5354 MGL13876.1 g80716
ortholog_5355 MGL13902.1 g19835
ortholog_5356 MGL13931.1 g83974
ortholog_5357 MGL13995.1 g84681
ortholog_5358 MGL13923.1 g84684
ortholog_5359 MGL14022.1 g84687
ortholog_5360 MGL14087.1 g83629
ortholog_5361 MGL13158.1 g83635
ortholog_5362 MGL13222.1 g83762
ortholog_5363 MGL13313.1 g86363
ortholog_5364 MGL13416.1 g141611
ortholog_5365 MGL13508.1 g88411
ortholog_5366 MGL13454.1 g83441
ortholog_5367 MGL13556.1 g84918
ortholog_5368 MGL13128.1 g162667
ortholog_5369 MGL14056.1 g84423
ortholog_5370 MGL14021.1 g86391
ortholog_5371 MGL13212.1 g80144
ortholog_5372 MGL13994.1 g80156
ortholog_5373 MGL13963.1 g83526
ortholog_5374 MGL13901.1 g85378
ortholog_5375 MGL13875.1 g87459
ortholog_5376 MGL13807.1 g85169
ortholog_5377 MGL13745.1 g166568
ortholog_5378 MGL14060.1 g88012
ortholog_5379 MGL13196.1 g84752
ortholog_5380 MGL13161.1 g84764
ortholog_5381 MGL13303.1 g88251
ortholog_5382 MGL13392.1 g86320
ortholog_5383 MGL13586.1 g111219
ortholog_5384 MGL13456.1 g88558
ortholog_5385 MGL13403.1 g82595
ortholog_5386 MGL13972.1 g82100
ortholog_5387 MGL14007.1 g86574
ortholog_5388 MGL14032.1 g86665
ortholog_5389 MGL14095.1 g80354
ortholog_5390 MGL13139.1 g85245
ortholog_5391 MGL13169.1 g81631
ortholog_5392 MGL13202.1 g83381
ortholog_5393 MGL13264.1 g84688
ortholog_5394 MGL13179.1 g84689
ortholog_5395 MGL13434.1 g83777
ortholog_5396 MGL13564.1 g83933
ortholog_5397 MGL13631.1 g83924
ortholog_5398 MGL13649.1 g88385
ortholog_5399 MGL13684.1 g84035
ortholog_5400 MGL13757.1 g80045
ortholog_5401 MGL13788.1 g104728
ortholog_5402 MGL13886.1 g84063
ortholog_5403 MGL13913.1 g64136
ortholog_5404 MGL13944.1 g135261
ortholog_5405 MGL13973.1 g80055
ortholog_5406 MGL13330.1 g80065
ortholog_5407 MGL14008.1 g81258
ortholog_5408 MGL14033.1 g81595
ortholog_5409 MGL14069.1 g82297
ortholog_5410 MGL14096.1 g197585
ortholog_5411 MGL13140.1 g88002
ortholog_5412 MGL13170.1 g88006
ortholog_5413 MGL13203.1 g82513
ortholog_5414 MGL13265.1 g121401
ortholog_5415 MGL13345.1 g86877
ortholog_5416 MGL13378.1 g85246
ortholog_5417 MGL13435.1 g142795
ortholog_5418 MGL13460.1 g85470
ortholog_5419 MGL13148.1 g139220
ortholog_5420 MGL13924.1 g84201
ortholog_5421 MGL13561.1 g82185
ortholog_5422 MGL13260.1 g85100
ortholog_5423 MGL13925.1 g202093
ortholog_5424 MGL13198.1 g82177
ortholog_5425 MGL13165.1 g152174
ortholog_5426 MGL13136.1 g41439
ortholog_5427 MGL14093.1 g81320
ortholog_5428 MGL13680.1 g83714
ortholog_5429 MGL13783.1 g84471
ortholog_5430 MGL13980.1 g36833
ortholog_5431 MGL13451.1 g86916
ortholog_5432 MGL13505.1 g81705
ortholog_5433 MGL13366.1 g196685
ortholog_5434 MGL13217.1 g35522
ortholog_5435 MGL13153.1 g82936
ortholog_5436 MGL13124.1 g200841
ortholog_5437 MGL14083.1 g86258
ortholog_5438 MGL13512.1 g81609
ortholog_5439 MGL14051.1 g81599
ortholog_5440 MGL13959.1 g86779
ortholog_5441 MGL13926.1 g86046
ortholog_5442 MGL13898.1 g87314
ortholog_5443 MGL14049.1 g87317
ortholog_5444 MGL13870.1 g87325
ortholog_5445 MGL13246.1 g99951
ortholog_5446 MGL13840.1 g87341
ortholog_5447 MGL13803.1 g84922
ortholog_5448 MGL13773.1 g79985
ortholog_5449 MGL13740.1 g79989
ortholog_5450 MGL13707.1 g88224
ortholog_5451 MGL13612.1 g83626
ortholog_5452 MGL13587.1 g17771
ortholog_5453 MGL13485.1 g86656
ortholog_5454 MGL13373.1 g85184
ortholog_5455 MGL13316.1 g60655
ortholog_5456 MGL13315.1 g85447
ortholog_5457 MGL13249.1 g136261
ortholog_5458 MGL13714.1 g82095
ortholog_5459 MGL13186.1 g82096
ortholog_5460 MGL13811.1 g80037
ortholog_5461 MGL13905.1 g14712
ortholog_5462 MGL13934.1 g14715
ortholog_5463 MGL13674.1 g81468
ortholog_5464 MGL13554.1 g84891
ortholog_5465 MGL13453.1 g87967
ortholog_5466 MGL13427.1 g87945
ortholog_5467 MGL13369.1 g87645
ortholog_5468 MGL13254.1 g82625
ortholog_5469 MGL13221.1 g17783
ortholog_5470 MGL13157.1 g198653
ortholog_5471 MGL13993.1 g88101
ortholog_5472 MGL14488.1 g79006
ortholog_5473 MGL14766.1 g83488
ortholog_5474 MGL14364.1 g28335
ortholog_5475 MGL14334.1 g115887
ortholog_5476 MGL14281.1 g118000
ortholog_5477 MGL14492.1 g118006
ortholog_5478 MGL14525.1 g113842
ortholog_5479 MGL14556.1 g94057
ortholog_5480 MGL14202.1 g94058
ortholog_5481 MGL14122.1 g121852
ortholog_5482 MGL15014.1 g121853
ortholog_5483 MGL14937.1 g113790
ortholog_5484 MGL14909.1 g119901
ortholog_5485 MGL14871.1 g119889
ortholog_5486 MGL14743.1 g118265
ortholog_5487 MGL14296.1 g117129
ortholog_5488 MGL14886.1 g117131
ortholog_5489 MGL14465.1 g118806
ortholog_5490 MGL14782.1 g115624
ortholog_5491 MGL14440.1 g118640
ortholog_5492 MGL14724.1 g115344
ortholog_5493 MGL14693.1 g115275
ortholog_5494 MGL14664.1 g99443
ortholog_5495 MGL14159.1 g23559
ortholog_5496 MGL14609.1 g113770
ortholog_5497 MGL14576.1 g118630
ortholog_5498 MGL14479.1 g66247
ortholog_5499 MGL14453.1 g121367
ortholog_5500 MGL14420.1 g122333
ortholog_5501 MGL14777.1 g112312
ortholog_5502 MGL14749.1 g208512
ortholog_5503 MGL14305.1 g120446
ortholog_5504 MGL14275.1 g115574
ortholog_5505 MGL14952.1 g151985
ortholog_5506 MGL14196.1 g75588
ortholog_5507 MGL14324.1 g120721
ortholog_5508 MGL14734.1 g113622
ortholog_5509 MGL14930.1 g113737
ortholog_5510 MGL14748.1 g120331
ortholog_5511 MGL14716.1 g115244
ortholog_5512 MGL14685.1 g16231
ortholog_5513 MGL14865.1 g114135
ortholog_5514 MGL14929.1 g113689
ortholog_5515 MGL14956.1 g116423
ortholog_5516 MGL14413.1 g183323
ortholog_5517 MGL14472.1 g106296
ortholog_5518 MGL14538.1 g118679
ortholog_5519 MGL14138.1 g117919
ortholog_5520 MGL14113.1 g162862
ortholog_5521 MGL14509.1 g115663
ortholog_5522 MGL14192.1 g116054
ortholog_5523 MGL14219.1 g123645
ortholog_5524 MGL14242.1 g118828
ortholog_5525 MGL14354.1 g208436
ortholog_5526 MGL14442.1 g118777
ortholog_5527 MGL14467.1 g116811
ortholog_5528 MGL14706.1 g6086
ortholog_5529 MGL14195.1 g113884
ortholog_5530 MGL14830.1 g113888
ortholog_5531 MGL14166.1 g117766
ortholog_5532 MGL14434.1 g94984
ortholog_5533 MGL14905.1 g114972
ortholog_5534 MGL14960.1 g117300
ortholog_5535 MGL14541.1 g117295
ortholog_5536 MGL14508.1 g116823
ortholog_5537 MGL14449.1 g118028
ortholog_5538 MGL14416.1 g117177
ortholog_5539 MGL14306.1 g121407
ortholog_5540 MGL14198.1 g122387
ortholog_5541 MGL15009.1 g113618
ortholog_5542 MGL14983.1 g91498
ortholog_5543 MGL14931.1 g118059
ortholog_5544 MGL14903.1 g118019
ortholog_5545 MGL14866.1 g114866
ortholog_5546 MGL14838.1 g113145
ortholog_5547 MGL14778.1 g121835
ortholog_5548 MGL14750.1 g37707
ortholog_5549 MGL14718.1 g116177
ortholog_5550 MGL14623.1 g117281
ortholog_5551 MGL14403.1 g117277
ortholog_5552 MGL14606.1 g114152
ortholog_5553 MGL14507.1 g113200
ortholog_5554 MGL14448.1 g114505
ortholog_5555 MGL14474.1 g116411
ortholog_5556 MGL14358.1 g117313
ortholog_5557 MGL14329.1 g117746
ortholog_5558 MGL14924.1 g122661
ortholog_5559 MGL14197.1 g117264
ortholog_5560 MGL14119.1 g117019
ortholog_5561 MGL14982.1 g113727
ortholog_5562 MGL14955.1 g117961
ortholog_5563 MGL14927.1 g117958
ortholog_5564 MGL14899.1 g117956
ortholog_5565 MGL14863.1 g117951
ortholog_5566 MGL14836.1 g58087
ortholog_5567 MGL14775.1 g117114
ortholog_5568 MGL14557.1 g187967
ortholog_5569 MGL14585.1 g154793
ortholog_5570 MGL14218.1 g113785
ortholog_5571 MGL14469.1 g114226
ortholog_5572 MGL15000.1 g119255
ortholog_5573 MGL14356.1 g117038
ortholog_5574 MGL14599.1 g117040
ortholog_5575 MGL14566.1 g118367
ortholog_5576 MGL14894.1 g104528
ortholog_5577 MGL14501.1 g113593
ortholog_5578 MGL14386.1 g117338
ortholog_5579 MGL14445.1 g118333
ortholog_5580 MGL14470.1 g118344
ortholog_5581 MGL14503.1 g121819
ortholog_5582 MGL14536.1 g121743
ortholog_5583 MGL14569.1 g116894
ortholog_5584 MGL14776.1 g135615
ortholog_5585 MGL14837.1 g113218
ortholog_5586 MGL14864.1 g113224
ortholog_5587 MGL14928.1 g118198
ortholog_5588 MGL15007.1 g122149
ortholog_5589 MGL14116.1 g117167
ortholog_5590 MGL14167.1 g114159
ortholog_5591 MGL15001.1 g117791
ortholog_5592 MGL14223.1 g121759
ortholog_5593 MGL14246.1 g116331
ortholog_5594 MGL14828.1 g116323
ortholog_5595 MGL14274.1 g117891
ortholog_5596 MGL14827.1 g23080
ortholog_5597 MGL14357.1 g114546
ortholog_5598 MGL14215.1 g143310
ortholog_5599 MGL14387.1 g120845
ortholog_5600 MGL14446.1 g114139
ortholog_5601 MGL14471.1 g163681
ortholog_5602 MGL14466.1 g119290
ortholog_5603 MGL14537.1 g116369
ortholog_5604 MGL14570.1 g117157
ortholog_5605 MGL14690.1 g120900
ortholog_5606 MGL14869.1 g116755
ortholog_5607 MGL14907.1 g132302
ortholog_5608 MGL14935.1 g114743
ortholog_5609 MGL14962.1 g114763
ortholog_5610 MGL14986.1 g117382
ortholog_5611 MGL14135.1 g56070
ortholog_5612 MGL14112.1 g47076
ortholog_5613 MGL14468.1 g113995
ortholog_5614 MGL14502.1 g122530
ortholog_5615 MGL14661.1 g117784
ortholog_5616 MGL14266.1 g156121
ortholog_5617 MGL15012.1 g118416
ortholog_5618 MGL14144.1 g122703
ortholog_5619 MGL14174.1 g149458
ortholog_5620 MGL14200.1 g118619
ortholog_5621 MGL14228.1 g118625
ortholog_5622 MGL14249.1 g94512
ortholog_5623 MGL14309.1 g114646
ortholog_5624 MGL14332.1 g104008
ortholog_5625 MGL14362.1 g127764
ortholog_5626 MGL14418.1 g127766
ortholog_5627 MGL14451.1 g131323
ortholog_5628 MGL14477.1 g131334
ortholog_5629 MGL14574.1 g114487
ortholog_5630 MGL14641.1 g116168
ortholog_5631 MGL14443.1 g116169
ortholog_5632 MGL14410.1 g120962
ortholog_5633 MGL14385.1 g90835
ortholog_5634 MGL14530.1 g121152
ortholog_5635 MGL14352.1 g121150
ortholog_5636 MGL14708.1 g121128
ortholog_5637 MGL14833.1 g116379
ortholog_5638 MGL14220.1 g116391
ortholog_5639 MGL15005.1 g20115
ortholog_5640 MGL14978.1 g14095
ortholog_5641 MGL14898.1 g118530
ortholog_5642 MGL14861.1 g120293
ortholog_5643 MGL14811.1 g122133
ortholog_5644 MGL14773.1 g130425
ortholog_5645 MGL14345.1 g130427
ortholog_5646 MGL14713.1 g122455
ortholog_5647 MGL14268.1 g113764
ortholog_5648 MGL14376.1 g117977
ortholog_5649 MGL14688.1 g113096
ortholog_5650 MGL14659.1 g113103
ortholog_5651 MGL14625.1 g113710
ortholog_5652 MGL14607.1 g113683
ortholog_5653 MGL14977.1 g113681
ortholog_5654 MGL14171.1 g114844
ortholog_5655 MGL14867.1 g114241
ortholog_5656 MGL14658.1 g118659
ortholog_5657 MGL14624.1 g116368
ortholog_5658 MGL14528.1 g122323
ortholog_5659 MGL14199.1 g115403
ortholog_5660 MGL14278.1 g114499
ortholog_5661 MGL14361.1 g113919
ortholog_5662 MGL14392.1 g120309
ortholog_5663 MGL14476.1 g117124
ortholog_5664 MGL14542.1 g115119
ortholog_5665 MGL14573.1 g117310
ortholog_5666 MGL14626.1 g208085
ortholog_5667 MGL14689.1 g24057
ortholog_5668 MGL14934.1 g115805
ortholog_5669 MGL14961.1 g115810
ortholog_5670 MGL14308.1 g116070
ortholog_5671 MGL14279.1 g117701
ortholog_5672 MGL14173.1 g115012
ortholog_5673 MGL14841.1 g68543
ortholog_5674 MGL14872.1 g114663
ortholog_5675 MGL14938.1 g114969
ortholog_5676 MGL14993.1 g114636
ortholog_5677 MGL14914.1 g50319
ortholog_5678 MGL14791.1 g157508
ortholog_5679 MGL14699.1 g121782
ortholog_5680 MGL14892.1 g120379
ortholog_5681 MGL15021.1 g117147
ortholog_5682 MGL14238.1 g118271
