ortholog_1 SCH00647.1 g59284
ortholog_4358 SCH14366.1 g92681
ortholog_4359 SCH14433.1 g208445
ortholog_4360 SCH14333.1 g102844
ortholog_4361 SCH14423.1 g99448
ortholog_4362 SCH14485.1 g94763
ortholog_4363 SCH14448.1 g94788
ortholog_4364 SCH14396.1 g94787
ortholog_4365 SCH13853.1 g94382
ortholog_4366 SCH14211.1 g93819
ortholog_4367 SCH14459.1 g143932
ortholog_4368 SCH14250.1 g97339
ortholog_4369 SCH14440.1 g96019
ortholog_4370 SCH14332.1 g96027
ortholog_4371 SCH13918.1 g90946
ortholog_4372 SCH14029.1 g98035
ortholog_4373 SCH14420.1 g101217
ortholog_4374 SCH14022.1 g93583
ortholog_4375 SCH14076.1 g93269
ortholog_4376 SCH14621.1 g97133
ortholog_4377 SCH13913.1 g91602
ortholog_4378 SCH14712.1 g97785
ortholog_4379 SCH13850.1 g82913
ortholog_4380 SCH14193.1 g94438
ortholog_4381 SCH14560.1 g178107
ortholog_4382 SCH14625.1 g166087
ortholog_4383 SCH14046.1 g100261
ortholog_4384 SCH14206.1 g101385
ortholog_4385 SCH14289.1 g98073
ortholog_4386 SCH14199.1 g95047
ortholog_4387 SCH14196.1 g194363
ortholog_4388 SCH14304.1 g95583
ortholog_4389 SCH14557.1 g134133
ortholog_4390 SCH14379.1 g187265
ortholog_4391 SCH14597.1 g208620
ortholog_4392 SCH14337.1 g60391
ortholog_4393 SCH14669.1 g90231
ortholog_4394 SCH14675.1 g90205
ortholog_4395 SCH13915.1 g91300
ortholog_4396 SCH14690.1 g93858
ortholog_4397 SCH14059.1 g142750
ortholog_4398 SCH13898.1 g89412
ortholog_4399 SCH14077.1 g90189
ortholog_4400 SCH13948.1 g104382
ortholog_4401 SCH13966.1 g91666
ortholog_4402 SCH14249.1 g93194
ortholog_4403 SCH14302.1 g83732
ortholog_4404 SCH14438.1 g99500
ortholog_4405 SCH14346.1 g99498
ortholog_4406 SCH14084.1 g96873
ortholog_4407 SCH13917.1 g96875
ortholog_4408 SCH13900.1 g100736
ortholog_4409 SCH14707.1 g100745
ortholog_4410 SCH14622.1 g97464
ortholog_4411 SCH13923.1 g89709
ortholog_4412 SCH14482.1 g98971
ortholog_4413 SCH14083.1 g96319
ortholog_4414 SCH14188.1 g90144
ortholog_4415 SCH13994.1 g101566
ortholog_4416 SCH13903.1 g98868
ortholog_4417 SCH14507.1 g98865
ortholog_4418 SCH14636.1 g92383
ortholog_4419 SCH14072.1 g71327
ortholog_4420 SCH14184.1 g92874
ortholog_4421 SCH14085.1 g95291
ortholog_4422 SCH14591.1 g134871
ortholog_4423 SCH14703.1 g98730
ortholog_4424 SCH14354.1 g105695
ortholog_4425 SCH14479.1 g91112
ortholog_4426 SCH14650.1 g7078
ortholog_4427 SCH13864.1 g5093
ortholog_4428 SCH14349.1 g100734
ortholog_4429 SCH14285.1 g94136
ortholog_4430 SCH14510.1 g93681
ortholog_4431 SCH14509.1 g99575
ortholog_4432 SCH14658.1 g89562
ortholog_4433 SCH14163.1 g94806
ortholog_4434 SCH14589.1 g95531
ortholog_4435 SCH14328.1 g96194
ortholog_4436 SCH14664.1 g91921
ortholog_4437 SCH14231.1 g99467
ortholog_4438 SCH14544.1 g100414
ortholog_4439 SCH14409.1 g98236
ortholog_4440 SCH14132.1 g20327
ortholog_4441 SCH14526.1 g94623
ortholog_4442 SCH14035.1 g94130
ortholog_4443 SCH14643.1 g95373
ortholog_4444 SCH14223.1 g143390
ortholog_4445 SCH14364.1 g98228
ortholog_4446 SCH14454.1 g99683
ortholog_4447 SCH14616.1 g91004
ortholog_4448 SCH14257.1 g89708
ortholog_4449 SCH14109.1 g99441
ortholog_4450 SCH14179.1 g214812
ortholog_4451 SCH14639.1 g96893
ortholog_4452 SCH14048.1 g90258
ortholog_4453 SCH14021.1 g148479
ortholog_4454 SCH14736.1 g73803
ortholog_4455 SCH15429.1 g191478
ortholog_4456 SCH15450.1 g187068
ortholog_4457 SCH15346.1 g112482
ortholog_4458 SCH14920.1 g192395
ortholog_4459 SCH15642.1 g192401
ortholog_4460 SCH14972.1 g192407
ortholog_4461 SCH14967.1 g50080
ortholog_4462 SCH15340.1 g98827
ortholog_4463 SCH15433.1 g187704
ortholog_4464 SCH15151.1 g199119
ortholog_4465 SCH15142.1 g190570
ortholog_4466 SCH15105.1 g188529
ortholog_4467 SCH15721.1 g71244
ortholog_4468 SCH15286.1 g203203
ortholog_4469 SCH15960.1 g190141
ortholog_4470 SCH16003.1 g8680
ortholog_4471 SCH15223.1 g189275
ortholog_4472 SCH15561.1 g187308
ortholog_4473 SCH15275.1 g185230
ortholog_4474 SCH15255.1 g202588
ortholog_4475 SCH15341.1 g28234
ortholog_4476 SCH15165.1 g151396
ortholog_4477 SCH15568.1 g185576
ortholog_4478 SCH14760.1 g190875
ortholog_4479 SCH16047.1 g186220
ortholog_4480 SCH15488.1 g186223
ortholog_4481 SCH15541.1 g187053
ortholog_4482 SCH15894.1 g193039
ortholog_4483 SCH15915.1 g193035
ortholog_4484 SCH14979.1 g165701
ortholog_4485 SCH15527.1 g50365
ortholog_4486 SCH15823.1 g50214
ortholog_4487 SCH15559.1 g191851
ortholog_4488 SCH15662.1 g191848
ortholog_4489 SCH15302.1 g191604
ortholog_4490 SCH15700.1 g187070
ortholog_4491 SCH15740.1 g186202
ortholog_4492 SCH15786.1 g185976
ortholog_4493 SCH15624.1 g184913
ortholog_4494 SCH15212.1 g184934
ortholog_4495 SCH14934.1 g184932
ortholog_4496 SCH15565.1 g187449
ortholog_4497 SCH15162.1 g190767
ortholog_4498 SCH15608.1 g186497
ortholog_4499 SCH14799.1 g190989
ortholog_4500 SCH15201.1 g188522
ortholog_4501 SCH14782.1 g215054
ortholog_4502 SCH15262.1 g108334
ortholog_4503 SCH15172.1 g191249
ortholog_4504 SCH15337.1 g187767
ortholog_4505 SCH15298.1 g185885
ortholog_4506 SCH16042.1 g187312
ortholog_4507 SCH14839.1 g190540
ortholog_4508 SCH15241.1 g191562
ortholog_4509 SCH15173.1 g186628
ortholog_4510 SCH15203.1 g190130
ortholog_4511 SCH15555.1 g205927
ortholog_4512 SCH15898.1 g49390
ortholog_4513 SCH15264.1 g188964
ortholog_4514 SCH16094.1 g114604
ortholog_4515 SCH15603.1 g188963
ortholog_4516 SCH14797.1 g188959
ortholog_4517 SCH15138.1 g164316
ortholog_4518 SCH15422.1 g189167
ortholog_4519 SCH14802.1 g189678
ortholog_4520 SCH15466.1 g191032
ortholog_4521 SCH15797.1 g193403
ortholog_4522 SCH15777.1 g190058
ortholog_4523 SCH15419.1 g190117
ortholog_4524 SCH15464.1 g192705
ortholog_4525 SCH15563.1 g193982
ortholog_4526 SCH15100.1 g194328
ortholog_4527 SCH15137.1 g187964
ortholog_4528 SCH15401.1 g56601
ortholog_4529 SCH15473.1 g191134
ortholog_4530 SCH15539.1 g185530
ortholog_4531 SCH15924.1 g190825
ortholog_4532 SCH15139.1 g186138
ortholog_4533 SCH14856.1 g186134
ortholog_4534 SCH15141.1 g121475
ortholog_4535 SCH16022.1 g105438
ortholog_4536 SCH15750.1 g193729
ortholog_4537 SCH15994.1 g16985
ortholog_4538 SCH15963.1 g189231
ortholog_4539 SCH15675.1 g192737
ortholog_4540 SCH15276.1 g192755
ortholog_4541 SCH15402.1 g139993
ortholog_4542 SCH14841.1 g192922
ortholog_4543 SCH15238.1 g193259
ortholog_4544 SCH15296.1 g134028
ortholog_4545 SCH15331.1 g188766
ortholog_4546 SCH15090.1 g34890
ortholog_4547 SCH15134.1 g193072
ortholog_4548 SCH15091.1 g189787
ortholog_4549 SCH14863.1 g191363
ortholog_4550 SCH14907.1 g185754
ortholog_4551 SCH15292.1 g185748
ortholog_4552 SCH15324.1 g187226
ortholog_4553 SCH15477.1 g187222
ortholog_4554 SCH15068.1 g187219
ortholog_4555 SCH15383.1 g194185
ortholog_4556 SCH15424.1 g194186
ortholog_4557 SCH15892.1 g193079
ortholog_4558 SCH16017.1 g190979
ortholog_4559 SCH15946.1 g191377
ortholog_4560 SCH15075.1 g193901
ortholog_4561 SCH15648.1 g191941
ortholog_4562 SCH14912.1 g156907
ortholog_4563 SCH16066.1 g185161
ortholog_4564 SCH15968.1 g190834
ortholog_4565 SCH14886.1 g189404
ortholog_4566 SCH14813.1 g192590
ortholog_4567 SCH14987.1 g191686
ortholog_4568 SCH14993.1 g193353
ortholog_4569 SCH15030.1 g189624
ortholog_4570 SCH14969.1 g188109
ortholog_4571 SCH15024.1 g185041
ortholog_4572 SCH15951.1 g185019
ortholog_4573 SCH16064.1 g185020
ortholog_4574 SCH15627.1 g190615
ortholog_4575 SCH15746.1 g121619
ortholog_4576 SCH15872.1 g189221
ortholog_4577 SCH15819.1 g185583
ortholog_4578 SCH15774.1 g190672
ortholog_4579 SCH15309.1 g192135
ortholog_4580 SCH16057.1 g192136
ortholog_4581 SCH15791.1 g185904
ortholog_4582 SCH15594.1 g193096
ortholog_4583 SCH15491.1 g14334
ortholog_4584 SCH14808.1 g185436
ortholog_4585 SCH14941.1 g209336
ortholog_4586 SCH14757.1 g189385
ortholog_4587 SCH15130.1 g188989
ortholog_4588 SCH15082.1 g193592
ortholog_4589 SCH14950.1 g147207
ortholog_4590 SCH16092.1 g147208
ortholog_4591 SCH15581.1 g193332
ortholog_4592 SCH14850.1 g193315
ortholog_4593 SCH15339.1 g193317
ortholog_4594 SCH14754.1 g194289
ortholog_4595 SCH15146.1 g194303
ortholog_4596 SCH15826.1 g193858
ortholog_4597 SCH15067.1 g193859
ortholog_4598 SCH14765.1 g185416
ortholog_4599 SCH16045.1 g192038
ortholog_4600 SCH15270.1 g185600
ortholog_4601 SCH15983.1 g192115
ortholog_4602 SCH15415.1 g192106
ortholog_4603 SCH14820.1 g193967
ortholog_4604 SCH14834.1 g47500
ortholog_4605 SCH15927.1 g115794
ortholog_4606 SCH15221.1 g31991
ortholog_4607 SCH15837.1 g190846
ortholog_4608 SCH15972.1 g187314
ortholog_4609 SCH15301.1 g193568
ortholog_4610 SCH14942.1 g193643
ortholog_4611 SCH15817.1 g40077
ortholog_4612 SCH15720.1 g104750
ortholog_4613 SCH14873.1 g161810
ortholog_4614 SCH14893.1 g189753
ortholog_4615 SCH15126.1 g192498
ortholog_4616 SCH15235.1 g193735
ortholog_4617 SCH15891.1 g185344
ortholog_4618 SCH15950.1 g185347
ortholog_4619 SCH15263.1 g70926
ortholog_4620 SCH15368.1 g138230
ortholog_4621 SCH15410.1 g212425
ortholog_4622 SCH15107.1 g193583
ortholog_4623 SCH16080.1 g186124
ortholog_4624 SCH15762.1 g194633
ortholog_4625 SCH14983.1 g193614
ortholog_4626 SCH15315.1 g193600
ortholog_4627 SCH16030.1 g192781
ortholog_4628 SCH15732.1 g190469
ortholog_4629 SCH14848.1 g187998
ortholog_4630 SCH15858.1 g187995
ortholog_4631 SCH15366.1 g191359
ortholog_4632 SCH15803.1 g190755
ortholog_4633 SCH15345.1 g189557
ortholog_4634 SCH14891.1 g193806
ortholog_4635 SCH14962.1 g162181
ortholog_4636 SCH15048.1 g190446
ortholog_4637 SCH15864.1 g187670
ortholog_4638 SCH15748.1 g63890
ortholog_4639 SCH14783.1 g190707
ortholog_4640 SCH15416.1 g187243
ortholog_4641 SCH15000.1 g191724
ortholog_4642 SCH16072.1 g186703
ortholog_4643 SCH15133.1 g155694
ortholog_4644 SCH15089.1 g194137
ortholog_4645 SCH15503.1 g186822
ortholog_4646 SCH15120.1 g204795
ortholog_4647 SCH15294.1 g193226
ortholog_4648 SCH15880.1 g189201
ortholog_4649 SCH14966.1 g191975
ortholog_4650 SCH15553.1 g185327
ortholog_4651 SCH15357.1 g185321
ortholog_4652 SCH15297.1 g185867
ortholog_4653 SCH15460.1 g142970
ortholog_4654 SCH15285.1 g187417
ortholog_4655 SCH15517.1 g185162
ortholog_4656 SCH15271.1 g191801
ortholog_4657 SCH16056.1 g184903
ortholog_4658 SCH15480.1 g26462
ortholog_4659 SCH14751.1 g49485
ortholog_4660 SCH15493.1 g115881
ortholog_4661 SCH15551.1 g187712
ortholog_4662 SCH15458.1 g10525
ortholog_4663 SCH16037.1 g191930
ortholog_4664 SCH15812.1 g145102
ortholog_4665 SCH15129.1 g192007
ortholog_4666 SCH15773.1 g187228
ortholog_4667 SCH15343.1 g190263
ortholog_4668 SCH15496.1 g190878
ortholog_4669 SCH14948.1 g190936
ortholog_4670 SCH15633.1 g191240
ortholog_4671 SCH14849.1 g191370
ortholog_4672 SCH14806.1 g194192
ortholog_4673 SCH14990.1 g191218
ortholog_4674 SCH15033.1 g191779
ortholog_4675 SCH14824.1 g187521
ortholog_4676 SCH15644.1 g193437
ortholog_4677 SCH15861.1 g186156
ortholog_4678 SCH15871.1 g189443
ortholog_4679 SCH15677.1 g17413
ortholog_4680 SCH15371.1 g189343
ortholog_4681 SCH15215.1 g191028
ortholog_4682 SCH15483.1 g191024
ortholog_4683 SCH15109.1 g191005
ortholog_4684 SCH14811.1 g191585
ortholog_4685 SCH15711.1 g194622
ortholog_4686 SCH15751.1 g9830
ortholog_4687 SCH16025.1 g15367
ortholog_4688 SCH14954.1 g61172
ortholog_4689 SCH15667.1 g148586
ortholog_4690 SCH15593.1 g33824
ortholog_4691 SCH15312.1 g189415
ortholog_4692 SCH15771.1 g189408
ortholog_4693 SCH15579.1 g191400
ortholog_4694 SCH15670.1 g191796
ortholog_4695 SCH14829.1 g194426
ortholog_4696 SCH15738.1 g190160
ortholog_4697 SCH15428.1 g190954
ortholog_4698 SCH16010.1 g135145
ortholog_4699 SCH14859.1 g84500
ortholog_4700 SCH15461.1 g194677
ortholog_4701 SCH15071.1 g203320
ortholog_4702 SCH15618.1 g187983
ortholog_4703 SCH14826.1 g194508
ortholog_4704 SCH16040.1 g191953
ortholog_4705 SCH14790.1 g191946
ortholog_4706 SCH14871.1 g148183
ortholog_4707 SCH15767.1 g191368
ortholog_4708 SCH15614.1 g200223
ortholog_4709 SCH15653.1 g188919
ortholog_4710 SCH16091.1 g189532
ortholog_4711 SCH14756.1 g188954
ortholog_4712 SCH15544.1 g44328
ortholog_4713 SCH15124.1 g189460
ortholog_4714 SCH15747.1 g191826
ortholog_4715 SCH15869.1 g187192
ortholog_4716 SCH15654.1 g189225
ortholog_4717 SCH14837.1 g187429
ortholog_4718 SCH15583.1 g192162
ortholog_4719 SCH15115.1 g185434
ortholog_4720 SCH15886.1 g189605
ortholog_4721 SCH15834.1 g192232
ortholog_4722 SCH15980.1 g192236
ortholog_4723 SCH15394.1 g191590
ortholog_4724 SCH14819.1 g190644
ortholog_4725 SCH14763.1 g189482
ortholog_4726 SCH15704.1 g117258
ortholog_4727 SCH15406.1 g192157
ortholog_4728 SCH15452.1 g193240
ortholog_4729 SCH15486.1 g191936
ortholog_4730 SCH14807.1 g185641
ortholog_4731 SCH15320.1 g185644
ortholog_4732 SCH15730.1 g185734
ortholog_4733 SCH16019.1 g185738
ortholog_4734 SCH14870.1 g191657
ortholog_4735 SCH15979.1 g187317
ortholog_4736 SCH15832.1 g188399
ortholog_4737 SCH15884.1 g188396
ortholog_4738 SCH15984.1 g127102
ortholog_4739 SCH15084.1 g108220
ortholog_4740 SCH14951.1 g163852
ortholog_4741 SCH15054.1 g188056
ortholog_4742 SCH15299.1 g194191
ortholog_4743 SCH15338.1 g145084
ortholog_4744 SCH15273.1 g186192
ortholog_4745 SCH15463.1 g161837
ortholog_4746 SCH15045.1 g189238
ortholog_4747 SCH15954.1 g185561
ortholog_4748 SCH15180.1 g174550
ortholog_4749 SCH15062.1 g191546
ortholog_4750 SCH16067.1 g127094
ortholog_4751 SCH15666.1 g186854
ortholog_4752 SCH15265.1 g188121
ortholog_4753 SCH15009.1 g188124
ortholog_4754 SCH15230.1 g186784
ortholog_4755 SCH15744.1 g191492
ortholog_4756 SCH14906.1 g185066
ortholog_4757 SCH15122.1 g185072
ortholog_4758 SCH15504.1 g191803
ortholog_4759 SCH15523.1 g188785
ortholog_4760 SCH16083.1 g11401
ortholog_4761 SCH15794.1 g187378
ortholog_4762 SCH15569.1 g186722
ortholog_4763 SCH15039.1 g194348
ortholog_4764 SCH14956.1 g193593
ortholog_4765 SCH15863.1 g185766
ortholog_4766 SCH15196.1 g185862
ortholog_4767 SCH16032.1 g190817
ortholog_4768 SCH15534.1 g191310
ortholog_4769 SCH15953.1 g185951
ortholog_4770 SCH14905.1 g187986
ortholog_4771 SCH16060.1 g187723
ortholog_4772 SCH16031.1 g699
ortholog_4773 SCH15395.1 g189699
ortholog_4774 SCH14889.1 g186366
ortholog_4775 SCH15509.1 g192919
ortholog_4776 SCH15562.1 g192735
ortholog_4777 SCH15072.1 g194173
ortholog_4778 SCH14949.1 g121464
ortholog_4779 SCH15245.1 g188381
ortholog_4780 SCH15607.1 g189667
ortholog_4781 SCH15985.1 g140899
ortholog_4782 SCH16044.1 g188771
ortholog_4783 SCH14780.1 g187815
ortholog_4784 SCH15205.1 g189470
ortholog_4785 SCH15850.1 g189471
ortholog_4786 SCH14981.1 g192514
ortholog_4787 SCH15868.1 g186728
ortholog_4788 SCH14926.1 g185833
ortholog_4789 SCH15121.1 g84338
ortholog_4790 SCH14925.1 g189436
ortholog_4791 SCH15283.1 g186730
ortholog_4792 SCH15646.1 g185256
ortholog_4793 SCH15828.1 g200200
ortholog_4794 SCH16029.1 g184880
ortholog_4795 SCH15191.1 g191902
ortholog_4796 SCH15462.1 g187168
ortholog_4797 SCH15418.1 g201727
ortholog_4798 SCH14894.1 g187515
ortholog_4799 SCH15362.1 g169709
ortholog_4800 SCH15957.1 g58582
ortholog_4801 SCH15321.1 g6397
ortholog_4802 SCH14866.1 g187556
ortholog_4803 SCH14994.1 g186214
ortholog_4804 SCH14836.1 g185010
ortholog_4805 SCH14945.1 g185012
ortholog_4806 SCH15390.1 g189498
ortholog_4807 SCH15248.1 g190678
ortholog_4808 SCH15190.1 g191375
ortholog_4809 SCH15844.1 g191622
ortholog_4810 SCH15714.1 g185364
ortholog_4811 SCH15753.1 g185365
ortholog_4812 SCH15057.1 g185367
ortholog_4813 SCH15664.1 g193120
ortholog_4814 SCH14974.1 g88221
ortholog_4815 SCH14809.1 g190046
ortholog_4816 SCH15970.1 g71817
ortholog_4817 SCH15971.1 g193081
ortholog_4818 SCH15856.1 g155095
ortholog_4819 SCH15046.1 g192762
ortholog_4820 SCH14817.1 g23383
ortholog_4821 SCH15061.1 g190586
ortholog_4822 SCH15936.1 g193924
ortholog_4823 SCH15680.1 g187731
ortholog_4824 SCH15862.1 g190004
ortholog_4825 SCH15547.1 g192495
ortholog_4826 SCH15258.1 g191325
ortholog_4827 SCH15290.1 g191326
ortholog_4828 SCH16063.1 g188424
ortholog_4829 SCH15027.1 g193745
ortholog_4830 SCH15479.1 g187609
ortholog_4831 SCH15187.1 g187607
ortholog_4832 SCH15691.1 g192521
ortholog_4833 SCH15688.1 g185920
ortholog_4834 SCH15621.1 g191718
ortholog_4835 SCH15585.1 g187839
ortholog_4836 SCH14947.1 g191421
ortholog_4837 SCH15737.1 g190973
ortholog_4838 SCH15829.1 g187552
ortholog_4839 SCH16027.1 g185598
ortholog_4840 SCH15686.1 g185477
ortholog_4841 SCH15023.1 g193983
ortholog_4842 SCH15815.1 g193986
ortholog_4843 SCH15770.1 g190822
ortholog_4844 SCH15578.1 g193342
ortholog_4845 SCH14938.1 g190675
ortholog_4846 SCH14960.1 g83980
ortholog_4847 SCH15571.1 g194446
ortholog_4848 SCH15806.1 g194440
ortholog_4849 SCH15741.1 g189913
ortholog_4850 SCH15526.1 g182627
ortholog_4851 SCH15026.1 g188182
ortholog_4852 SCH15274.1 g191103
ortholog_4853 SCH15522.1 g191096
ortholog_4854 SCH15719.1 g41951
ortholog_4855 SCH15037.1 g185094
ortholog_4856 SCH15155.1 g194463
ortholog_4857 SCH15669.1 g189910
ortholog_4858 SCH15001.1 g186787
ortholog_4859 SCH15490.1 g188392
ortholog_4860 SCH15125.1 g190668
ortholog_4861 SCH15149.1 g188757
ortholog_4862 SCH15284.1 g188760
ortholog_4863 SCH15325.1 g193531
ortholog_4864 SCH15364.1 g185629
ortholog_4865 SCH15063.1 g189038
ortholog_4866 SCH15227.1 g194092
ortholog_4867 SCH16000.1 g194422
ortholog_4868 SCH15010.1 g187675
ortholog_4869 SCH14965.1 g193360
ortholog_4870 SCH15876.1 g188890
ortholog_4871 SCH15440.1 g188458
ortholog_4872 SCH14758.1 g188431
ortholog_4873 SCH15388.1 g186363
ortholog_4874 SCH15103.1 g194201
ortholog_4875 SCH15723.1 g189488
ortholog_4876 SCH15909.1 g192146
ortholog_4877 SCH15635.1 g193626
ortholog_4878 SCH15685.1 g193637
ortholog_4879 SCH15728.1 g187685
ortholog_4880 SCH15942.1 g167239
ortholog_4881 SCH15681.1 g139969
ortholog_4882 SCH15760.1 g185392
ortholog_4883 SCH15505.1 g142527
ortholog_4884 SCH15557.1 g23507
ortholog_4885 SCH15451.1 g194834
ortholog_4886 SCH15703.1 g192775
ortholog_4887 SCH15991.1 g185761
ortholog_4888 SCH15982.1 g185765
ortholog_4889 SCH15755.1 g189870
ortholog_4890 SCH16071.1 g186383
ortholog_4891 SCH14810.1 g185475
ortholog_4892 SCH14843.1 g188542
ortholog_4893 SCH14885.1 g188537
ortholog_4894 SCH15074.1 g185413
ortholog_4895 SCH15118.1 g185411
ortholog_4896 SCH15866.1 g185409
ortholog_4897 SCH14755.1 g190894
ortholog_4898 SCH15582.1 g187369
ortholog_4899 SCH15070.1 g193410
ortholog_4900 SCH14744.1 g190125
ortholog_4901 SCH15272.1 g194008
ortholog_4902 SCH14985.1 g194002
ortholog_4903 SCH15474.1 g193997
ortholog_4904 SCH16034.1 g68632
ortholog_4905 SCH15288.1 g186846
ortholog_4906 SCH15536.1 g185856
ortholog_4907 SCH15847.1 g189595
ortholog_4908 SCH15735.1 g185374
ortholog_4909 SCH15765.1 g185375
ortholog_4910 SCH15656.1 g189504
ortholog_4911 SCH15921.1 g185158
ortholog_4912 SCH15200.1 g193258
ortholog_4913 SCH15060.1 g193256
ortholog_4914 SCH15170.1 g188467
ortholog_4915 SCH15094.1 g186316
ortholog_4916 SCH15334.1 g191746
ortholog_4917 SCH15181.1 g157037
ortholog_4918 SCH14882.1 g189134
ortholog_4919 SCH15112.1 g189130
ortholog_4920 SCH16377.1 g16563
ortholog_4921 SCH16807.1 g36714
ortholog_4922 SCH16562.1 g16656
ortholog_4923 SCH17233.1 g15294
ortholog_4924 SCH17204.1 g22617
ortholog_4925 SCH16426.1 g15677
ortholog_4926 SCH16402.1 g15712
ortholog_4927 SCH17192.1 g13590
ortholog_4928 SCH16728.1 g17302
ortholog_4929 SCH16781.1 g18424
ortholog_4930 SCH16940.1 g16026
ortholog_4931 SCH16160.1 g19339
ortholog_4932 SCH16983.1 g21795
ortholog_4933 SCH16915.1 g13375
ortholog_4934 SCH16794.1 g72484
ortholog_4935 SCH16281.1 g17603
ortholog_4936 SCH16798.1 g17607
ortholog_4937 SCH16180.1 g17102
ortholog_4938 SCH16855.1 g20447
ortholog_4939 SCH16605.1 g13495
ortholog_4940 SCH16146.1 g13509
ortholog_4941 SCH16237.1 g60660
ortholog_4942 SCH17260.1 g19482
ortholog_4943 SCH16642.1 g19419
ortholog_4944 SCH16579.1 g22190
ortholog_4945 SCH17030.1 g20964
ortholog_4946 SCH16630.1 g19409
ortholog_4947 SCH16131.1 g20499
ortholog_4948 SCH17172.1 g16762
ortholog_4949 SCH16211.1 g18674
ortholog_4950 SCH16308.1 g17376
ortholog_4951 SCH16248.1 g80051
ortholog_4952 SCH16388.1 g21957
ortholog_4953 SCH16846.1 g23465
ortholog_4954 SCH16603.1 g23277
ortholog_4955 SCH16361.1 g196180
ortholog_4956 SCH16550.1 g23604
ortholog_4957 SCH16183.1 g13883
ortholog_4958 SCH16926.1 g21622
ortholog_4959 SCH16937.1 g14405
ortholog_4960 SCH16507.1 g13693
ortholog_4961 SCH16458.1 g21915
ortholog_4962 SCH16186.1 g23338
ortholog_4963 SCH16721.1 g19749
ortholog_4964 SCH17224.1 g19752
ortholog_4965 SCH16448.1 g19758
ortholog_4966 SCH16204.1 g83489
ortholog_4967 SCH16406.1 g23589
ortholog_4968 SCH17092.1 g114280
ortholog_4969 SCH16274.1 g22830
ortholog_4970 SCH17128.1 g186257
ortholog_4971 SCH16506.1 g23511
ortholog_4972 SCH17060.1 g14685
ortholog_4973 SCH16894.1 g22716
ortholog_4974 SCH16853.1 g13910
ortholog_4975 SCH16777.1 g19791
ortholog_4976 SCH16474.1 g21812
ortholog_4977 SCH16295.1 g29626
ortholog_4978 SCH17159.1 g18142
ortholog_4979 SCH16415.1 g43871
ortholog_4980 SCH16610.1 g18273
ortholog_4981 SCH16251.1 g19149
ortholog_4982 SCH16177.1 g18702
ortholog_4983 SCH16812.1 g211403
ortholog_4984 SCH17109.1 g20471
ortholog_4985 SCH16980.1 g22739
ortholog_4986 SCH17240.1 g86350
ortholog_4987 SCH17042.1 g18938
ortholog_4988 SCH16958.1 g18739
ortholog_4989 SCH16654.1 g20120
ortholog_4990 SCH16693.1 g18725
ortholog_4991 SCH16558.1 g17653
ortholog_4992 SCH16433.1 g16382
ortholog_4993 SCH16832.1 g17335
ortholog_4994 SCH16918.1 g14731
ortholog_4995 SCH16923.1 g16805
ortholog_4996 SCH16995.1 g20815
ortholog_4997 SCH16962.1 g19601
ortholog_4998 SCH16257.1 g17921
ortholog_4999 SCH17069.1 g18792
ortholog_5000 SCH16574.1 g19054
ortholog_5001 SCH16518.1 g14445
ortholog_5002 SCH16147.1 g14447
ortholog_5003 SCH16909.1 g20969
ortholog_5004 SCH16723.1 g14586
ortholog_5005 SCH17117.1 g16571
ortholog_5006 SCH16676.1 g35552
ortholog_5007 SCH16367.1 g15001
ortholog_5008 SCH16408.1 g15452
ortholog_5009 SCH16337.1 g97852
ortholog_5010 SCH16746.1 g20400
ortholog_5011 SCH16975.1 g14234
ortholog_5012 SCH16157.1 g14239
ortholog_5013 SCH17132.1 g13558
ortholog_5014 SCH17017.1 g15309
ortholog_5015 SCH16686.1 g214683
ortholog_5016 SCH16354.1 g127809
ortholog_5017 SCH16353.1 g16756
ortholog_5018 SCH16169.1 g22378
ortholog_5019 SCH16549.1 g20287
ortholog_5020 SCH17178.1 g18989
ortholog_5021 SCH16636.1 g18416
ortholog_5022 SCH16959.1 g19992
ortholog_5023 SCH16324.1 g99214
ortholog_5024 SCH16321.1 g16952
ortholog_5025 SCH16715.1 g22002
ortholog_5026 SCH16520.1 g19019
ortholog_5027 SCH16787.1 g125001
ortholog_5028 SCH17154.1 g17721
ortholog_5029 SCH17004.1 g17572
ortholog_5030 SCH16381.1 g19533
ortholog_5031 SCH16478.1 g19391
ortholog_5032 SCH16434.1 g13458
ortholog_5033 SCH16689.1 g60739
ortholog_5034 SCH16492.1 g21113
ortholog_5035 SCH16880.1 g22707
ortholog_5036 SCH16764.1 g15082
