ortholog_1 MGL00634.1 SCH19313.1
ortholog_5154 MGL11102.1 SCH16614.1
ortholog_5155 MGL11751.1 SCH16308.1
ortholog_5156 MGL11832.1 SCH16437.1
ortholog_5157 MGL11548.1 SCH01150.1
ortholog_5158 MGL11767.1 SCH12757.1
ortholog_5159 MGL11884.1 SCH17811.1
ortholog_5160 MGL12086.1 SCH16176.1
ortholog_5161 MGL11001.1 SCH16725.1
ortholog_5162 MGL11032.1 SCH16713.1
ortholog_5163 MGL11069.1 SCH16937.1
ortholog_5164 MGL11148.1 SCH16223.1
ortholog_5165 MGL11186.1 SCH16623.1
ortholog_5166 MGL11224.1 SCH16527.1
ortholog_5167 MGL11256.1 SCH16402.1
ortholog_5168 MGL12015.1 SCH16426.1
ortholog_5169 MGL11388.1 SCH16509.1
ortholog_5170 MGL11676.1 SCH16818.1
ortholog_5171 MGL11752.1 SCH17021.1
ortholog_5172 MGL11819.1 SCH16339.1
ortholog_5173 MGL11833.1 SCH16970.1
ortholog_5174 MGL11869.1 SCH16272.1
ortholog_5175 MGL11898.1 SCH16265.1
ortholog_5176 MGL11930.1 SCH16458.1
ortholog_5177 MGL11956.1 SCH16507.1
ortholog_5178 MGL11992.1 SCH16847.1
ortholog_5179 MGL11572.1 SCH16578.1
ortholog_5180 MGL11638.1 SCH16361.1
ortholog_5181 MGL11677.1 SCH16603.1
ortholog_5182 MGL11790.1 SCH17160.1
ortholog_5183 MGL11121.1 SCH16252.1
ortholog_5184 MGL11834.1 SCH16280.1
ortholog_5185 MGL11870.1 SCH17265.1
ortholog_5186 MGL11899.1 SCH17210.1
ortholog_5187 MGL11811.1 SCH01641.1
ortholog_5188 MGL11016.1 SCH16300.1
ortholog_5189 MGL11335.1 SCH14293.1
ortholog_5190 MGL11482.1 SCH06434.1
ortholog_5191 MGL11420.1 SCH00916.1
ortholog_5192 MGL11905.1 SCH05438.1
ortholog_5193 MGL11210.1 SCH02034.1
ortholog_5194 MGL11847.1 SCH10888.1
ortholog_5195 MGL12027.1 SCH17179.1
ortholog_5196 MGL12057.1 SCH16474.1
ortholog_5197 MGL11033.1 SCH16838.1
ortholog_5198 MGL11159.1 SCH16285.1
ortholog_5199 MGL11160.1 SCH16286.1
ortholog_5200 MGL11481.1 SCH16988.1
ortholog_5201 MGL11111.1 SCH02097.1
ortholog_5202 MGL11172.1 SCH02194.1
ortholog_5203 MGL11290.1 SCH16695.1
ortholog_5204 MGL11436.1 SCH16549.1
ortholog_5205 MGL11579.1 SCH17026.1
ortholog_5206 MGL11607.1 SCH16607.1
ortholog_5207 MGL11089.1 SCH16852.1
ortholog_5208 MGL11760.1 SCH17035.1
ortholog_5209 MGL11768.1 SCH03922.1
ortholog_5210 MGL11799.1 SCH17260.1
ortholog_5211 MGL11842.1 SCH22629.1
ortholog_5212 MGL12089.1 SCH16433.1
ortholog_5213 MGL11004.1 SCH16890.1
ortholog_5214 MGL11037.1 SCH16984.1
ortholog_5215 MGL11403.1 SCH24012.1
ortholog_5216 MGL11152.1 SCH16552.1
ortholog_5217 MGL11190.1 SCH16468.1
ortholog_5218 MGL11209.1 SCH19988.1
ortholog_5219 MGL11046.1 SCH00110.1
ortholog_5220 MGL11519.1 SCH12983.1
ortholog_5221 MGL11844.1 SCH07667.1
ortholog_5222 MGL11703.1 SCH15228.1
ortholog_5223 MGL11439.1 SCH04861.1
ortholog_5224 MGL11153.1 SCH01534.1
ortholog_5225 MGL11229.1 SCH18800.1
ortholog_5226 MGL11877.1 SCH16994.1
ortholog_5227 MGL11798.1 SCH16597.1
ortholog_5228 MGL11684.1 SCH05200.1
ortholog_5229 MGL11578.1 SCH16162.1
ortholog_5230 MGL11435.1 SCH16880.1
ortholog_5231 MGL11356.1 SCH16363.1
ortholog_5232 MGL11323.1 SCH16167.1
ortholog_5233 MGL11289.1 SCH17047.1
ortholog_5234 MGL11791.1 SCH18022.1
ortholog_5235 MGL11754.1 SCH16571.1
ortholog_5236 MGL11718.1 SCH16982.1
ortholog_5237 MGL11678.1 SCH16819.1
ortholog_5238 MGL11639.1 SCH16963.1
ortholog_5239 MGL11882.1 SCH17007.1
ortholog_5240 MGL11797.1 SCH17270.1
ortholog_5241 MGL11643.1 SCH17197.1
ortholog_5242 MGL11082.1 SCH16226.1
ortholog_5243 MGL11354.1 SCH09936.1
ortholog_5244 MGL11933.1 SCH17193.1
ortholog_5245 MGL11962.1 SCH16775.1
ortholog_5246 MGL12034.1 SCH10949.1
ortholog_5247 MGL11041.1 SCH16846.1
ortholog_5248 MGL12048.1 SCH16411.1
ortholog_5249 MGL11918.1 SCH17019.1
ortholog_5250 MGL11686.1 SCH16916.1
ortholog_5251 MGL11081.1 SCH16215.1
ortholog_5252 MGL11645.1 SCH16877.1
ortholog_5253 MGL11543.1 SCH16560.1
ortholog_5254 MGL11508.1 SCH21795.1
ortholog_5255 MGL11396.1 SCH16231.1
ortholog_5256 MGL12035.1 SCH16938.1
ortholog_5257 MGL11931.1 SCH17218.1
ortholog_5258 MGL11873.1 SCH17205.1
ortholog_5259 MGL11720.1 SCH16136.1
ortholog_5260 MGL11757.1 SCH16464.1
ortholog_5261 MGL11681.1 SCH16403.1
ortholog_5262 MGL11642.1 SCH17118.1
ortholog_5263 MGL12011.1 SCH16425.1
ortholog_5264 MGL11353.1 SCH16523.1
ortholog_5265 MGL12073.1 SCH17233.1
ortholog_5266 MGL11260.1 SCH16628.1
ortholog_5267 MGL11227.1 SCH16408.1
ortholog_5268 MGL11189.1 SCH17132.1
ortholog_5269 MGL11503.1 SCH16670.1
ortholog_5270 MGL11537.1 SCH16958.1
ortholog_5271 MGL11967.1 SCH17111.1
ortholog_5272 MGL11574.1 SCH17042.1
ortholog_5273 MGL11603.1 SCH17240.1
ortholog_5274 MGL11680.1 SCH17010.1
ortholog_5275 MGL11756.1 SCH16832.1
ortholog_5276 MGL11793.1 SCH16360.1
ortholog_5277 MGL11443.1 SCH16817.1
ortholog_5278 MGL11701.1 SCH16738.1
ortholog_5279 MGL11996.1 SCH16849.1
ortholog_5280 MGL12030.1 SCH17180.1
ortholog_5281 MGL12060.1 SCH17222.1
ortholog_5282 MGL12088.1 SCH16781.1
ortholog_5283 MGL11003.1 SCH17215.1
ortholog_5284 MGL11036.1 SCH16469.1
ortholog_5285 MGL11072.1 SCH16199.1
ortholog_5286 MGL11113.1 SCH16636.1
ortholog_5287 MGL11391.1 SCH16923.1
ortholog_5288 MGL11352.1 SCH16653.1
ortholog_5289 MGL11286.1 SCH16646.1
ortholog_5290 MGL11259.1 SCH16683.1
ortholog_5291 MGL11226.1 SCH16906.1
ortholog_5292 MGL11333.1 SCH16450.1
ortholog_5293 MGL11071.1 SCH17098.1
ortholog_5294 MGL11404.1 SCH16532.1
ortholog_5295 MGL11035.1 SCH16687.1
ortholog_5296 MGL11518.1 SCH16635.1
ortholog_5297 MGL11587.1 SCH16709.1
ortholog_5298 MGL12059.1 SCH17053.1
ortholog_5299 MGL12029.1 SCH16733.1
ortholog_5300 MGL11995.1 SCH16334.1
ortholog_5301 MGL11958.1 SCH16246.1
ortholog_5302 MGL11093.1 SCH16335.1
ortholog_5303 MGL11900.1 SCH17195.1
ortholog_5304 MGL11871.1 SCH16827.1
ortholog_5305 MGL11836.1 SCH16177.1
ortholog_5306 MGL11755.1 SCH16511.1
ortholog_5307 MGL11679.1 SCH16548.1
ortholog_5308 MGL11640.1 SCH17166.1
ortholog_5309 MGL11200.1 SCH16774.1
ortholog_5310 MGL11602.1 SCH16814.1
ortholog_5311 MGL11573.1 SCH16829.1
ortholog_5312 MGL11536.1 SCH16278.1
ortholog_5313 MGL11502.1 SCH16630.1
ortholog_5314 MGL11432.1 SCH16693.1
ortholog_5315 MGL11285.1 SCH16448.1
ortholog_5316 MGL11258.1 SCH16721.1
ortholog_5317 MGL11225.1 SCH17022.1
ortholog_5318 MGL11704.1 SCH12845.1
ortholog_5319 MGL11616.1 SCH16181.1
ortholog_5320 MGL11112.1 SCH16561.1
ortholog_5321 MGL12028.1 SCH16761.1
ortholog_5322 MGL11736.1 SCH13965.1
ortholog_5323 MGL12014.1 SCH17234.1
ortholog_5324 MGL11857.1 SCH16353.1
ortholog_5325 MGL11835.1 SCH16990.1
ortholog_5326 MGL11242.1 SCH16406.1
ortholog_5327 MGL11232.1 SCH16550.1
ortholog_5328 MGL11193.1 SCH16423.1
ortholog_5329 MGL11155.1 SCH17187.1
ortholog_5330 MGL11040.1 SCH17666.1
ortholog_5331 MGL12033.1 SCH13054.1
ortholog_5332 MGL11961.1 SCH18320.1
ortholog_5333 MGL11932.1 SCH17072.1
ortholog_5334 MGL11903.1 SCH17069.1
ortholog_5335 MGL11876.1 SCH17004.1
ortholog_5336 MGL11577.1 SCH09566.1
ortholog_5337 MGL11541.1 SCH16689.1
ortholog_5338 MGL11805.1 SCH16936.1
ortholog_5339 MGL11302.1 SCH16624.1
ortholog_5340 MGL11973.1 SCH17116.1
ortholog_5341 MGL11434.1 SCH16696.1
ortholog_5342 MGL11322.1 SCH16590.1
ortholog_5343 MGL11979.1 SCH17008.1
ortholog_5344 MGL11288.1 SCH16153.1
ortholog_5345 MGL11231.1 SCH16391.1
ortholog_5346 MGL11192.1 SCH16535.1
ortholog_5347 MGL11154.1 SCH16964.1
ortholog_5348 MGL11117.1 SCH16785.1
ortholog_5349 MGL11005.1 SCH16793.1
ortholog_5350 MGL11047.1 SCH18759.1
ortholog_5351 MGL12091.1 SCH16222.1
ortholog_5352 MGL12063.1 SCH16707.1
ortholog_5353 MGL11998.1 SCH16384.1
ortholog_5354 MGL11960.1 SCH16779.1
ortholog_5355 MGL11415.1 SCH16823.1
ortholog_5356 MGL11622.1 SCH16194.1
ortholog_5357 MGL11840.1 SCH17150.1
ortholog_5358 MGL12101.1 SCH16878.1
ortholog_5359 MGL11758.1 SCH17269.1
ortholog_5360 MGL11721.1 SCH17171.1
ortholog_5361 MGL11683.1 SCH16602.1
ortholog_5362 MGL10990.1 SCH16398.1
ortholog_5363 MGL11506.1 SCH16647.1
ortholog_5364 MGL11394.1 SCH17170.1
ortholog_5365 MGL11355.1 SCH17013.1
ortholog_5366 MGL11321.1 SCH16672.1
ortholog_5367 MGL11287.1 SCH16783.1
ortholog_5368 MGL11262.1 SCH16673.1
ortholog_5369 MGL11230.1 SCH17159.1
ortholog_5370 MGL11191.1 SCH04194.1
ortholog_5371 MGL11074.1 SCH16520.1
ortholog_5372 MGL11038.1 SCH17162.1
ortholog_5373 MGL11809.1 SCH16197.1
ortholog_5374 MGL11376.1 SCH16526.1
ortholog_5375 MGL11337.1 SCH16407.1
ortholog_5376 MGL11997.1 SCH16506.1
ortholog_5377 MGL11902.1 SCH16498.1
ortholog_5378 MGL11013.1 SCH16146.1
ortholog_5379 MGL11874.1 SCH16457.1
ortholog_5380 MGL11839.1 SCH16613.1
ortholog_5381 MGL11535.1 SCH16664.1
ortholog_5382 MGL11318.1 SCH13021.1
ortholog_5383 MGL11817.1 SCH16152.1
ortholog_5384 MGL11233.1 SCH16504.1
ortholog_5385 MGL12947.1 SCH05299.1
ortholog_5386 MGL12913.1 SCH04490.1
ortholog_5387 MGL12885.1 SCH04457.1
ortholog_5388 MGL12855.1 SCH04566.1
ortholog_5389 MGL12824.1 SCH22480.1
ortholog_5390 MGL12789.1 SCH04639.1
ortholog_5391 MGL12448.1 SCH05112.1
ortholog_5392 MGL12406.1 SCH04611.1
ortholog_5393 MGL13046.1 SCH04844.1
ortholog_5394 MGL12843.1 SCH13408.1
ortholog_5395 MGL13020.1 SCH04363.1
ortholog_5396 MGL12965.1 SCH04646.1
ortholog_5397 MGL12942.1 SCH05025.1
ortholog_5398 MGL12227.1 SCH04413.1
ortholog_5399 MGL12907.1 SCH04733.1
ortholog_5400 MGL12783.1 SCH04941.1
ortholog_5401 MGL12689.1 SCH04587.1
ortholog_5402 MGL12651.1 SCH04773.1
ortholog_5403 MGL12620.1 SCH04403.1
ortholog_5404 MGL12579.1 SCH04974.1
ortholog_5405 MGL12545.1 SCH04798.1
ortholog_5406 MGL12509.1 SCH05325.1
ortholog_5407 MGL12420.1 SCH04339.1
ortholog_5408 MGL13093.1 SCH04307.1
ortholog_5409 MGL13080.1 SCH04635.1
ortholog_5410 MGL13105.1 SCH05186.1
ortholog_5411 MGL12213.1 SCH04455.1
ortholog_5412 MGL12801.1 SCH21503.1
ortholog_5413 MGL12389.1 SCH05260.1
ortholog_5414 MGL12909.1 SCH04747.1
ortholog_5415 MGL12852.1 SCH05295.1
ortholog_5416 MGL12819.1 SCH04870.1
ortholog_5417 MGL12758.1 SCH04692.1
ortholog_5418 MGL12728.1 SCH05214.1
ortholog_5419 MGL13100.1 SCH04530.1
ortholog_5420 MGL12113.1 SCH05033.1
ortholog_5421 MGL12440.1 SCH05153.1
ortholog_5422 MGL12577.1 SCH05042.1
ortholog_5423 MGL12932.1 SCH21960.1
ortholog_5424 MGL12687.1 SCH04335.1
ortholog_5425 MGL12727.1 SCH23949.1
ortholog_5426 MGL12851.1 SCH04534.1
ortholog_5427 MGL12233.1 SCH04427.1
ortholog_5428 MGL13047.1 SCH04332.1
ortholog_5429 MGL13076.1 SCH04833.1
ortholog_5430 MGL13101.1 SCH04715.1
ortholog_5431 MGL12114.1 SCH04838.1
ortholog_5432 MGL12143.1 SCH04744.1
ortholog_5433 MGL12176.1 SCH04444.1
ortholog_5434 MGL12307.1 SCH04496.1
ortholog_5435 MGL12465.1 SCH04633.1
ortholog_5436 MGL12441.1 SCH05280.1
ortholog_5437 MGL13043.1 SCH04693.1
ortholog_5438 MGL13073.1 SCH04943.1
ortholog_5439 MGL12141.1 SCH04387.1
ortholog_5440 MGL12286.1 SCH04938.1
ortholog_5441 MGL12269.1 SCH04830.1
ortholog_5442 MGL12303.1 SCH21615.1
ortholog_5443 MGL12336.1 SCH04902.1
ortholog_5444 MGL12397.1 SCH05043.1
ortholog_5445 MGL12471.1 SCH04673.1
ortholog_5446 MGL12503.1 SCH04396.1
ortholog_5447 MGL12540.1 SCH04495.1
ortholog_5448 MGL12575.1 SCH04458.1
ortholog_5449 MGL12618.1 SCH05323.1
ortholog_5450 MGL12683.1 SCH20396.1
ortholog_5451 MGL12753.1 SCH04700.1
ortholog_5452 MGL12780.1 SCH04698.1
ortholog_5453 MGL12955.1 SCH04890.1
ortholog_5454 MGL12282.1 SCH05108.1
ortholog_5455 MGL12254.1 SCH04431.1
ortholog_5456 MGL12804.1 SCH04922.1
ortholog_5457 MGL12203.1 SCH05114.1
ortholog_5458 MGL12568.1 SCH04803.1
ortholog_5459 MGL12222.1 SCH04575.1
ortholog_5460 MGL12204.1 SCH04644.1
ortholog_5461 MGL12179.1 SCH05261.1
ortholog_5462 MGL12120.1 SCH05013.1
ortholog_5463 MGL13104.1 SCH02426.1
ortholog_5464 MGL13051.1 SCH04899.1
ortholog_5465 MGL13061.1 SCH22718.1
ortholog_5466 MGL12911.1 SCH07274.1
ortholog_5467 MGL12788.1 SCH04701.1
ortholog_5468 MGL12806.1 SCH04728.1
ortholog_5469 MGL12692.1 SCH05183.1
ortholog_5470 MGL12387.1 SCH04333.1
ortholog_5471 MGL12623.1 SCH04904.1
ortholog_5472 MGL12365.1 SCH05246.1
ortholog_5473 MGL12210.1 SCH04607.1
ortholog_5474 MGL12174.1 SCH04637.1
ortholog_5475 MGL12142.1 SCH04588.1
ortholog_5476 MGL13018.1 SCH10354.1
ortholog_5477 MGL12895.1 SCH05050.1
ortholog_5478 MGL12983.1 SCH04953.1
ortholog_5479 MGL12963.1 SCH05057.1
ortholog_5480 MGL12940.1 SCH04940.1
ortholog_5481 MGL12877.1 SCH05106.1
ortholog_5482 MGL13052.1 SCH04983.1
ortholog_5483 MGL13081.1 SCH04521.1
ortholog_5484 MGL13106.1 SCH03318.1
ortholog_5485 MGL13053.1 SCH05266.1
ortholog_5486 MGL13027.1 SCH05238.1
ortholog_5487 MGL12998.1 SCH05014.1
ortholog_5488 MGL12972.1 SCH04793.1
ortholog_5489 MGL12948.1 SCH04724.1
ortholog_5490 MGL12914.1 SCH19908.1
ortholog_5491 MGL12640.1 SCH04301.1
ortholog_5492 MGL12719.1 SCH08103.1
ortholog_5493 MGL12809.1 SCH04623.1
ortholog_5494 MGL12869.1 SCH05253.1
ortholog_5495 MGL12234.1 SCH05069.1
ortholog_5496 MGL13094.1 SCH04286.1
ortholog_5497 MGL12745.1 SCH04949.1
ortholog_5498 MGL12428.1 SCH04477.1
ortholog_5499 MGL12939.1 SCH05086.1
ortholog_5500 MGL12323.1 SCH05096.1
ortholog_5501 MGL12437.1 SCH04491.1
ortholog_5502 MGL12472.1 SCH05311.1
ortholog_5503 MGL12504.1 SCH17441.1
ortholog_5504 MGL12541.1 SCH04407.1
ortholog_5505 MGL12576.1 SCH04730.1
ortholog_5506 MGL12684.1 SCH05269.1
ortholog_5507 MGL12528.1 SCH05149.1
ortholog_5508 MGL12781.1 SCH04630.1
ortholog_5509 MGL12672.1 SCH05322.1
ortholog_5510 MGL12849.1 SCH04992.1
ortholog_5511 MGL12166.1 SCH04958.1
ortholog_5512 MGL12905.1 SCH05109.1
ortholog_5513 MGL12133.1 SCH05289.1
ortholog_5514 MGL12230.1 SCH05179.1
ortholog_5515 MGL12195.1 SCH04671.1
ortholog_5516 MGL12173.1 SCH04808.1
ortholog_5517 MGL12209.1 SCH05262.1
ortholog_5518 MGL12391.1 SCH22770.1
ortholog_5519 MGL12338.1 SCH04868.1
ortholog_5520 MGL12438.1 SCH04774.1
ortholog_5521 MGL12893.1 SCH17358.1
ortholog_5522 MGL12262.1 SCH21077.1
ortholog_5523 MGL12594.1 SCH16787.1
ortholog_5524 MGL12922.1 SCH06366.1
ortholog_5525 MGL12268.1 SCH04893.1
ortholog_5526 MGL12301.1 SCH18655.1
ortholog_5527 MGL12362.1 SCH04589.1
ortholog_5528 MGL12396.1 SCH04378.1
ortholog_5529 MGL12159.1 SCH00693.1
ortholog_5530 MGL12574.1 SCH05198.1
ortholog_5531 MGL12645.1 SCH04643.1
ortholog_5532 MGL12666.1 SCH02924.1
ortholog_5533 MGL12682.1 SCH02910.1
ortholog_5534 MGL12723.1 SCH12440.1
ortholog_5535 MGL12928.1 SCH04947.1
ortholog_5536 MGL12989.1 SCH05196.1
ortholog_5537 MGL12986.1 SCH04476.1
ortholog_5538 MGL12785.1 SCH04362.1
ortholog_5539 MGL12818.1 SCH04663.1
ortholog_5540 MGL12771.1 SCH23802.1
ortholog_5541 MGL12880.1 SCH05233.1
ortholog_5542 MGL12944.1 SCH04469.1
ortholog_5543 MGL12842.1 SCH11856.1
ortholog_5544 MGL12522.1 SCH04874.1
ortholog_5545 MGL12578.1 SCH04665.1
ortholog_5546 MGL12757.1 SCH05152.1
ortholog_5547 MGL12862.1 SCH06141.1
ortholog_5548 MGL12892.1 SCH03111.1
ortholog_5549 MGL12894.1 SCH01491.1
ortholog_5550 MGL12419.1 SCH06692.1
ortholog_5551 MGL12385.1 SCH04529.1
ortholog_5552 MGL12443.1 SCH04488.1
ortholog_5553 MGL12325.1 SCH04350.1
ortholog_5554 MGL12429.1 SCH07137.1
ortholog_5555 MGL12808.1 SCH04627.1
ortholog_5556 MGL12196.1 SCH05110.1
ortholog_5557 MGL12423.1 SCH08813.1
ortholog_5558 MGL12231.1 SCH04323.1
ortholog_5559 MGL13048.1 SCH04689.1
ortholog_5560 MGL12490.1 SCH12211.1
ortholog_5561 MGL12606.1 SCH04531.1
ortholog_5562 MGL12968.1 SCH05250.1
ortholog_5563 MGL13118.1 SCH05336.1
ortholog_5564 MGL12799.1 SCH04842.1
ortholog_5565 MGL13013.1 SCH04734.1
ortholog_5566 MGL12515.1 SCH04586.1
ortholog_5567 MGL12480.1 SCH05048.1
ortholog_5568 MGL12451.1 SCH04824.1
ortholog_5569 MGL12408.1 SCH04881.1
ortholog_5570 MGL12844.1 SCH04906.1
ortholog_5571 MGL12314.1 SCH05258.1
ortholog_5572 MGL12276.1 SCH04604.1
ortholog_5573 MGL12248.1 SCH05087.1
ortholog_5574 MGL12793.1 SCH04570.1
ortholog_5575 MGL12392.1 SCH04342.1
ortholog_5576 MGL12180.1 SCH04780.1
ortholog_5577 MGL12247.1 SCH05293.1
ortholog_5578 MGL12313.1 SCH04505.1
ortholog_5579 MGL12374.1 SCH04590.1
ortholog_5580 MGL12479.1 SCH03849.1
ortholog_5581 MGL12694.1 SCH04539.1
ortholog_5582 MGL12732.1 SCH05118.1
ortholog_5583 MGL12790.1 SCH04453.1
ortholog_5584 MGL12798.1 SCH04368.1
ortholog_5585 MGL12856.1 SCH05231.1
ortholog_5586 MGL12686.1 SCH04600.1
ortholog_5587 MGL12649.1 SCH04819.1
ortholog_5588 MGL13009.1 SCH18849.1
ortholog_5589 MGL12544.1 SCH04966.1
ortholog_5590 MGL12473.1 SCH04867.1
ortholog_5591 MGL12255.1 SCH04447.1
ortholog_5592 MGL12439.1 SCH04784.1
ortholog_5593 MGL12400.1 SCH09655.1
ortholog_5594 MGL12211.1 SCH04614.1
ortholog_5595 MGL12175.1 SCH05156.1
ortholog_5596 MGL12215.1 SCH04951.1
ortholog_5597 MGL12865.1 SCH04523.1
ortholog_5598 MGL12194.1 SCH04472.1
ortholog_5599 MGL12774.1 SCH05263.1
ortholog_5600 MGL12543.1 SCH04980.1
ortholog_5601 MGL12726.1 SCH04855.1
ortholog_5602 MGL12755.1 SCH04563.1
ortholog_5603 MGL12782.1 SCH04722.1
ortholog_5604 MGL12463.1 SCH04677.1
ortholog_5605 MGL12816.1 SCH05027.1
ortholog_5606 MGL12850.1 SCH05073.1
ortholog_5607 MGL12878.1 SCH05211.1
ortholog_5608 MGL12992.1 SCH04930.1
ortholog_5609 MGL13019.1 SCH05236.1
ortholog_5610 MGL13074.1 SCH05151.1
ortholog_5611 MGL12135.1 SCH12585.1
ortholog_5612 MGL12405.1 SCH04961.1
ortholog_5613 MGL12447.1 SCH04542.1
ortholog_5614 MGL12547.1 SCH04334.1
ortholog_5615 MGL12199.1 SCH04777.1
ortholog_5616 MGL12583.1 SCH04682.1
ortholog_5617 MGL12624.1 SCH04501.1
ortholog_5618 MGL12161.1 SCH04352.1
ortholog_5619 MGL12693.1 SCH05252.1
ortholog_5620 MGL12912.1 SCH04326.1
ortholog_5621 MGL12326.1 SCH22978.1
ortholog_5622 MGL12958.1 SCH04994.1
ortholog_5623 MGL12140.1 SCH05306.1
ortholog_5624 MGL12527.1 SCH04416.1
ortholog_5625 MGL13072.1 SCH04717.1
ortholog_5626 MGL12608.1 SCH04282.1
ortholog_5627 MGL12988.1 SCH04764.1
ortholog_5628 MGL12896.1 SCH04439.1
ortholog_5629 MGL12532.1 SCH04343.1
ortholog_5630 MGL12813.1 SCH05276.1
ortholog_5631 MGL12779.1 SCH05120.1
ortholog_5632 MGL12751.1 SCH04494.1
ortholog_5633 MGL12573.1 SCH10235.1
ortholog_5634 MGL12501.1 SCH04658.1
ortholog_5635 MGL12434.1 SCH23153.1
ortholog_5636 MGL12832.1 SCH05105.1
ortholog_5637 MGL12300.1 SCH04619.1
ortholog_5638 MGL12267.1 SCH04526.1
ortholog_5639 MGL12240.1 SCH04608.1
ortholog_5640 MGL12936.1 SCH05134.1
ortholog_5641 MGL12904.1 SCH05175.1
ortholog_5642 MGL12873.1 SCH05174.1
ortholog_5643 MGL12330.1 SCH05296.1
ortholog_5644 MGL12812.1 SCH04745.1
ortholog_5645 MGL12930.1 SCH05117.1
ortholog_5646 MGL12721.1 SCH04564.1
ortholog_5647 MGL12680.1 SCH05320.1
ortholog_5648 MGL12615.1 SCH04426.1
ortholog_5649 MGL12572.1 SCH04802.1
ortholog_5650 MGL12500.1 SCH04364.1
ortholog_5651 MGL12470.1 SCH04837.1
ortholog_5652 MGL12927.1 SCH04395.1
ortholog_5653 MGL12235.1 SCH09417.1
ortholog_5654 MGL12381.1 SCH18739.1
ortholog_5655 MGL12334.1 SCH04430.1
ortholog_5656 MGL12299.1 SCH04459.1
ortholog_5657 MGL12239.1 SCH12367.1
ortholog_5658 MGL12108.1 SCH05284.1
ortholog_5659 MGL13097.1 SCH04664.1
ortholog_5660 MGL12980.1 SCH04463.1
ortholog_5661 MGL13041.1 SCH04483.1
ortholog_5662 MGL13016.1 SCH04690.1
ortholog_5663 MGL12773.1 SCH04308.1
ortholog_5664 MGL12901.1 SCH04892.1
ortholog_5665 MGL12487.1 SCH04711.1
ortholog_5666 MGL13090.1 SCH04560.1
ortholog_5667 MGL12457.1 SCH04903.1
ortholog_5668 MGL12189.1 SCH04683.1
ortholog_5669 MGL12394.1 SCH04879.1
ortholog_5670 MGL12361.1 SCH04434.1
ortholog_5671 MGL12333.1 SCH04337.1
ortholog_5672 MGL12298.1 SCH05210.1
ortholog_5673 MGL12557.1 SCH04771.1
ortholog_5674 MGL12238.1 SCH05321.1
ortholog_5675 MGL12207.1 SCH04850.1
ortholog_5676 MGL12171.1 SCH05065.1
ortholog_5677 MGL12466.1 SCH12366.1
ortholog_5678 MGL12678.1 SCH04562.1
ortholog_5679 MGL12750.1 SCH05085.1
ortholog_5680 MGL12864.1 SCH04409.1
ortholog_5681 MGL12499.1 SCH04386.1
ortholog_5682 MGL12324.1 SCH04522.1
ortholog_5683 MGL12495.1 SCH05051.1
ortholog_5684 MGL12360.1 SCH04300.1
ortholog_5685 MGL12332.1 SCH04821.1
ortholog_5686 MGL12702.1 SCH04567.1
ortholog_5687 MGL12662.1 SCH04847.1
ortholog_5688 MGL12632.1 SCH04968.1
ortholog_5689 MGL12592.1 SCH04497.1
ortholog_5690 MGL12297.1 SCH04954.1
ortholog_5691 MGL12237.1 SCH05053.1
ortholog_5692 MGL12106.1 SCH04810.1
ortholog_5693 MGL13095.1 SCH05031.1
ortholog_5694 MGL13070.1 SCH05339.1
ortholog_5695 MGL13040.1 SCH04756.1
ortholog_5696 MGL13066.1 SCH05089.1
ortholog_5697 MGL12961.1 SCH04985.1
ortholog_5698 MGL12934.1 SCH02214.1
ortholog_5699 MGL12710.1 SCH04914.1
ortholog_5700 MGL12903.1 SCH05157.1
ortholog_5701 MGL12810.1 SCH04740.1
ortholog_5702 MGL12749.1 SCH04517.1
ortholog_5703 MGL12677.1 SCH04556.1
ortholog_5704 MGL12641.1 SCH04705.1
ortholog_5705 MGL12536.1 SCH05026.1
ortholog_5706 MGL12498.1 SCH05209.1
ortholog_5707 MGL12131.1 SCH04315.1
ortholog_5708 MGL12468.1 SCH05215.1
ortholog_5709 MGL12431.1 SCH04518.1
ortholog_5710 MGL13103.1 SCH04506.1
ortholog_5711 MGL13050.1 SCH04298.1
ortholog_5712 MGL13023.1 SCH05237.1
ortholog_5713 MGL12995.1 SCH04408.1
ortholog_5714 MGL12446.1 SCH04357.1
ortholog_5715 MGL12477.1 SCH05283.1
ortholog_5716 MGL12560.1 SCH04804.1
ortholog_5717 MGL12321.1 SCH04474.1
ortholog_5718 MGL12319.1 SCH04626.1
ortholog_5719 MGL12356.1 SCH04767.1
ortholog_5720 MGL12929.1 SCH04712.1
ortholog_5721 MGL12787.1 SCH04621.1
ortholog_5722 MGL12760.1 SCH04928.1
ortholog_5723 MGL12730.1 SCH04932.1
ortholog_5724 MGL12691.1 SCH04778.1
ortholog_5725 MGL12653.1 SCH04610.1
ortholog_5726 MGL12581.1 SCH04866.1
ortholog_5727 MGL12511.1 SCH05142.1
ortholog_5728 MGL12476.1 SCH04377.1
ortholog_5729 MGL12445.1 SCH02390.1
ortholog_5730 MGL12403.1 SCH04720.1
ortholog_5731 MGL12263.1 SCH04291.1
ortholog_5732 MGL12274.1 SCH04967.1
ortholog_5733 MGL13078.1 SCH04860.1
ortholog_5734 MGL12355.1 SCH04417.1
ortholog_5735 MGL12967.1 SCH04613.1
