ortholog_1 MGL01089.1 BL00872
ortholog_4313 MGL11869.1 BL03170
ortholog_4314 MGL11930.1 BL24586
ortholog_4315 MGL11956.1 BL02989
ortholog_4316 MGL11992.1 BL21007
ortholog_4317 MGL11638.1 BL14840
ortholog_4318 MGL11677.1 BL26483
ortholog_4319 MGL11717.1 BL14059
ortholog_4320 MGL11790.1 BL02815
ortholog_4321 MGL11834.1 BL02663
ortholog_4322 MGL11870.1 BL02664
ortholog_4323 MGL11899.1 BL02654
ortholog_4324 MGL11811.1 BL14053
ortholog_4325 MGL11016.1 BL11824
ortholog_4326 MGL11095.1 BL07002
ortholog_4327 MGL12027.1 BL02812
ortholog_4328 MGL12057.1 BL02548
ortholog_4329 MGL11416.1 BL02549
ortholog_4330 MGL11159.1 BL26542
ortholog_4331 MGL11481.1 BL02961
ortholog_4332 MGL11111.1 BL04986
ortholog_4333 MGL11172.1 BL03623
ortholog_4334 MGL11290.1 BL02863
ortholog_4335 MGL11324.1 BL02864
ortholog_4336 MGL11395.1 BL02867
ortholog_4337 MGL11436.1 BL03173
ortholog_4338 MGL11579.1 BL11851
ortholog_4339 MGL11607.1 BL02923
ortholog_4340 MGL11723.1 BL09147
ortholog_4341 MGL11768.1 BL03016
ortholog_4342 MGL11799.1 BL02615
ortholog_4343 MGL11842.1 BL20784
ortholog_4344 MGL12061.1 BL24109
ortholog_4345 MGL11004.1 BL03175
ortholog_4346 MGL11037.1 BL01484
ortholog_4347 MGL11073.1 BL03152
ortholog_4348 MGL11403.1 BL09120
ortholog_4349 MGL11152.1 BL03199
ortholog_4350 MGL11190.1 BL02980
ortholog_4351 MGL11228.1 BL02706
ortholog_4352 MGL11091.1 BL27167
ortholog_4353 MGL11046.1 BL12382
ortholog_4354 MGL11546.1 BL22417
ortholog_4355 MGL11439.1 BL22759
ortholog_4356 MGL11550.1 BL20345
ortholog_4357 MGL11169.1 BL17577
ortholog_4358 MGL11153.1 BL02836
ortholog_4359 MGL11229.1 BL02737
ortholog_4360 MGL11877.1 BL02957
ortholog_4361 MGL11841.1 BL00443
ortholog_4362 MGL11798.1 BL02547
ortholog_4363 MGL11578.1 BL26499
ortholog_4364 MGL11542.1 BL26502
ortholog_4365 MGL11466.1 BL02814
ortholog_4366 MGL11435.1 BL02813
ortholog_4367 MGL11356.1 BL20706
ortholog_4368 MGL11323.1 BL03127
ortholog_4369 MGL11289.1 BL09424
ortholog_4370 MGL11791.1 BL11846
ortholog_4371 MGL11754.1 BL12842
ortholog_4372 MGL11718.1 BL02681
ortholog_4373 MGL11678.1 BL26520
ortholog_4374 MGL11639.1 BL15726
ortholog_4375 MGL11882.1 BL20141
ortholog_4376 MGL11797.1 BL24589
ortholog_4377 MGL12069.1 BL25854
ortholog_4378 MGL11082.1 BL21888
ortholog_4379 MGL11539.1 BL15560
ortholog_4380 MGL11505.1 BL22558
ortholog_4381 MGL11393.1 BL03153
ortholog_4382 MGL11354.1 BL16520
ortholog_4383 MGL11904.1 BL26571
ortholog_4384 MGL11933.1 BL26568
ortholog_4385 MGL11962.1 BL26567
ortholog_4386 MGL12034.1 BL09823
ortholog_4387 MGL11041.1 BL03001
ortholog_4388 MGL12048.1 BL03002
ortholog_4389 MGL11645.1 BL00610
ortholog_4390 MGL11608.1 BL03094
ortholog_4391 MGL11508.1 BL01795
ortholog_4392 MGL11396.1 BL09687
ortholog_4393 MGL11873.1 BL22585
ortholog_4394 MGL11794.1 BL22570
ortholog_4395 MGL11720.1 BL02939
ortholog_4396 MGL11757.1 BL14178
ortholog_4397 MGL11681.1 BL03180
ortholog_4398 MGL11320.1 BL22111
ortholog_4399 MGL12073.1 BL24513
ortholog_4400 MGL11260.1 BL24585
ortholog_4401 MGL11189.1 BL22562
ortholog_4402 MGL11503.1 BL02776
ortholog_4403 MGL11537.1 BL03100
ortholog_4404 MGL11574.1 BL24493
ortholog_4405 MGL11603.1 BL24494
ortholog_4406 MGL11641.1 BL24495
ortholog_4407 MGL11680.1 BL02829
ortholog_4408 MGL11719.1 BL02821
ortholog_4409 MGL11756.1 BL24570
ortholog_4410 MGL11793.1 BL22563
ortholog_4411 MGL11443.1 BL02818
ortholog_4412 MGL12030.1 BL02819
ortholog_4413 MGL12088.1 BL02913
ortholog_4414 MGL11003.1 BL02947
ortholog_4415 MGL11036.1 BL02948
ortholog_4416 MGL11072.1 BL03120
ortholog_4417 MGL11113.1 BL22281
ortholog_4418 MGL11463.1 BL24569
ortholog_4419 MGL11446.1 BL18122
ortholog_4420 MGL11391.1 BL24587
ortholog_4421 MGL11352.1 BL02912
ortholog_4422 MGL11259.1 BL03899
ortholog_4423 MGL11333.1 BL24598
ortholog_4424 MGL11071.1 BL02794
ortholog_4425 MGL11587.1 BL00395
ortholog_4426 MGL12059.1 BL27933
ortholog_4427 MGL12029.1 BL26589
ortholog_4428 MGL11995.1 BL26590
ortholog_4429 MGL11093.1 BL26587
ortholog_4430 MGL11900.1 BL11794
ortholog_4431 MGL11836.1 BL02856
ortholog_4432 MGL11792.1 BL02932
ortholog_4433 MGL11602.1 BL03032
ortholog_4434 MGL11573.1 BL02931
ortholog_4435 MGL11502.1 BL26551
ortholog_4436 MGL11432.1 BL24447
ortholog_4437 MGL11390.1 BL24446
ortholog_4438 MGL12042.1 BL02807
ortholog_4439 MGL11285.1 BL11843
ortholog_4440 MGL11258.1 BL00392
ortholog_4441 MGL11225.1 BL02832
ortholog_4442 MGL11407.1 BL19530
ortholog_4443 MGL11112.1 BL11796
ortholog_4444 MGL11070.1 BL02683
ortholog_4445 MGL11002.1 BL00651
ortholog_4446 MGL12087.1 BL03158
ortholog_4447 MGL11994.1 BL06649
ortholog_4448 MGL12014.1 BL23136
ortholog_4449 MGL11857.1 BL03030
ortholog_4450 MGL11242.1 BL24463
ortholog_4451 MGL11075.1 BL03008
ortholog_4452 MGL11040.1 BL26458
ortholog_4453 MGL11961.1 BL02919
ortholog_4454 MGL11903.1 BL02988
ortholog_4455 MGL11876.1 BL02686
ortholog_4456 MGL11577.1 BL04531
ortholog_4457 MGL11973.1 BL02987
ortholog_4458 MGL11201.1 BL02917
ortholog_4459 MGL11322.1 BL04150
ortholog_4460 MGL11231.1 BL02575
ortholog_4461 MGL11192.1 BL02605
ortholog_4462 MGL11117.1 BL16744
ortholog_4463 MGL11047.1 BL20308
ortholog_4464 MGL12091.1 BL22586
ortholog_4465 MGL11653.1 BL19133
ortholog_4466 MGL12063.1 BL22575
ortholog_4467 MGL11998.1 BL20943
ortholog_4468 MGL11415.1 BL05456
ortholog_4469 MGL11622.1 BL22052
ortholog_4470 MGL11875.1 BL26457
ortholog_4471 MGL11840.1 BL02610
ortholog_4472 MGL12101.1 BL02926
ortholog_4473 MGL11721.1 BL25340
ortholog_4474 MGL11683.1 BL02844
ortholog_4475 MGL10990.1 BL02841
ortholog_4476 MGL11465.1 BL02843
ortholog_4477 MGL11394.1 BL02707
ortholog_4478 MGL11287.1 BL26552
ortholog_4479 MGL11262.1 BL26553
ortholog_4480 MGL11230.1 BL26588
ortholog_4481 MGL11074.1 BL24584
ortholog_4482 MGL11038.1 BL24583
ortholog_4483 MGL11809.1 BL24574
ortholog_4484 MGL11376.1 BL15218
ortholog_4485 MGL12005.1 BL24592
ortholog_4486 MGL11337.1 BL26550
ortholog_4487 MGL12032.1 BL26456
ortholog_4488 MGL11997.1 BL26455
ortholog_4489 MGL11902.1 BL03088
ortholog_4490 MGL11874.1 BL21750
ortholog_4491 MGL11535.1 BL15727
ortholog_4492 MGL11807.1 BL22554
ortholog_4493 MGL11204.1 BL02868
ortholog_4494 MGL11233.1 BL02795
ortholog_4495 MGL12947.1 BL11301
ortholog_4496 MGL12913.1 BL11113
ortholog_4497 MGL12885.1 BL11149
ortholog_4498 MGL12855.1 BL11144
ortholog_4499 MGL12448.1 BL11323
ortholog_4500 MGL12406.1 BL25886
ortholog_4501 MGL13046.1 BL03367
ortholog_4502 MGL12965.1 BL25885
ortholog_4503 MGL12227.1 BL19830
ortholog_4504 MGL12651.1 BL15643
ortholog_4505 MGL12579.1 BL20116
ortholog_4506 MGL12545.1 BL03358
ortholog_4507 MGL12420.1 BL16747
ortholog_4508 MGL13093.1 BL15667
ortholog_4509 MGL13080.1 BL25715
ortholog_4510 MGL12213.1 BL15515
ortholog_4511 MGL12389.1 BL01665
ortholog_4512 MGL12909.1 BL16742
ortholog_4513 MGL12728.1 BL08097
ortholog_4514 MGL13100.1 BL19833
ortholog_4515 MGL12113.1 BL15118
ortholog_4516 MGL12379.1 BL21524
ortholog_4517 MGL12306.1 BL01338
ortholog_4518 MGL12367.1 BL10180
ortholog_4519 MGL12440.1 BL03919
ortholog_4520 MGL12577.1 BL15422
ortholog_4521 MGL12687.1 BL06295
ortholog_4522 MGL12851.1 BL11250
ortholog_4523 MGL12233.1 BL10655
ortholog_4524 MGL12943.1 BL15794
ortholog_4525 MGL13047.1 BL11176
ortholog_4526 MGL13076.1 BL10604
ortholog_4527 MGL13101.1 BL10600
ortholog_4528 MGL12114.1 BL11260
ortholog_4529 MGL12143.1 BL10701
ortholog_4530 MGL12176.1 BL11215
ortholog_4531 MGL12307.1 BL20136
ortholog_4532 MGL12465.1 BL15745
ortholog_4533 MGL12401.1 BL15744
ortholog_4534 MGL12474.1 BL10672
ortholog_4535 MGL13043.1 BL11042
ortholog_4536 MGL12141.1 BL12680
ortholog_4537 MGL12286.1 BL19800
ortholog_4538 MGL12269.1 BL19801
ortholog_4539 MGL12336.1 BL03356
ortholog_4540 MGL12397.1 BL10633
ortholog_4541 MGL12503.1 BL11083
ortholog_4542 MGL12540.1 BL22054
ortholog_4543 MGL12575.1 BL15625
ortholog_4544 MGL12618.1 BL15665
ortholog_4545 MGL12646.1 BL24270
ortholog_4546 MGL12683.1 BL10563
ortholog_4547 MGL12780.1 BL11318
ortholog_4548 MGL12955.1 BL15804
ortholog_4549 MGL12254.1 BL15803
ortholog_4550 MGL12804.1 BL20158
ortholog_4551 MGL12203.1 BL20157
ortholog_4552 MGL12568.1 BL20156
ortholog_4553 MGL12147.1 BL14503
ortholog_4554 MGL12120.1 BL15496
ortholog_4555 MGL13051.1 BL24884
ortholog_4556 MGL12996.1 BL16881
ortholog_4557 MGL12788.1 BL10569
ortholog_4558 MGL12806.1 BL15800
ortholog_4559 MGL12692.1 BL15805
ortholog_4560 MGL12387.1 BL15806
ortholog_4561 MGL12623.1 BL17674
ortholog_4562 MGL12365.1 BL21140
ortholog_4563 MGL12339.1 BL03362
ortholog_4564 MGL12210.1 BL01688
ortholog_4565 MGL12174.1 BL11088
ortholog_4566 MGL12142.1 BL11087
ortholog_4567 MGL12895.1 BL13284
ortholog_4568 MGL12983.1 BL13288
ortholog_4569 MGL12940.1 BL13299
ortholog_4570 MGL12997.1 BL09651
ortholog_4571 MGL13081.1 BL25050
ortholog_4572 MGL13053.1 BL27304
ortholog_4573 MGL13027.1 BL15469
ortholog_4574 MGL12998.1 BL10597
ortholog_4575 MGL12972.1 BL11190
ortholog_4576 MGL12948.1 BL11196
ortholog_4577 MGL12640.1 BL25077
ortholog_4578 MGL12719.1 BL01163
ortholog_4579 MGL12809.1 BL10721
ortholog_4580 MGL12869.1 BL15591
ortholog_4581 MGL12234.1 BL15532
ortholog_4582 MGL13094.1 BL15607
ortholog_4583 MGL12745.1 BL11114
ortholog_4584 MGL12939.1 BL07534
ortholog_4585 MGL12323.1 BL11025
ortholog_4586 MGL12504.1 BL10699
ortholog_4587 MGL12541.1 BL15640
ortholog_4588 MGL12576.1 BL15491
ortholog_4589 MGL12684.1 BL16802
ortholog_4590 MGL12781.1 BL10659
ortholog_4591 MGL12166.1 BL11136
ortholog_4592 MGL12905.1 BL11137
ortholog_4593 MGL12133.1 BL23607
ortholog_4594 MGL12230.1 BL15752
ortholog_4595 MGL12209.1 BL18596
ortholog_4596 MGL12391.1 BL22890
ortholog_4597 MGL12438.1 BL11382
ortholog_4598 MGL12893.1 BL21544
ortholog_4599 MGL12922.1 BL08833
ortholog_4600 MGL12268.1 BL09073
ortholog_4601 MGL12301.1 BL22891
ortholog_4602 MGL12256.1 BL04127
ortholog_4603 MGL12362.1 BL25030
ortholog_4604 MGL12396.1 BL13931
ortholog_4605 MGL12617.1 BL13909
ortholog_4606 MGL12666.1 BL15700
ortholog_4607 MGL12928.1 BL19781
ortholog_4608 MGL12979.1 BL07266
ortholog_4609 MGL12986.1 BL22653
ortholog_4610 MGL12785.1 BL27816
ortholog_4611 MGL12818.1 BL15396
ortholog_4612 MGL12944.1 BL00492
ortholog_4613 MGL12522.1 BL26619
ortholog_4614 MGL12923.1 BL07214
ortholog_4615 MGL12610.1 BL04561
ortholog_4616 MGL12757.1 BL11092
ortholog_4617 MGL13116.1 BL14619
ortholog_4618 MGL12443.1 BL04232
ortholog_4619 MGL12325.1 BL10719
ortholog_4620 MGL12966.1 BL17488
ortholog_4621 MGL12808.1 BL16726
ortholog_4622 MGL12196.1 BL15460
ortholog_4623 MGL13048.1 BL10648
ortholog_4624 MGL12606.1 BL16727
ortholog_4625 MGL12605.1 BL15687
ortholog_4626 MGL12968.1 BL02717
ortholog_4627 MGL13118.1 BL09955
ortholog_4628 MGL12178.1 BL12568
ortholog_4629 MGL12769.1 BL19787
ortholog_4630 MGL12586.1 BL14006
ortholog_4631 MGL13013.1 BL03389
ortholog_4632 MGL12515.1 BL10632
ortholog_4633 MGL12480.1 BL16460
ortholog_4634 MGL12451.1 BL10626
ortholog_4635 MGL12408.1 BL11245
ortholog_4636 MGL12248.1 BL10620
ortholog_4637 MGL12793.1 BL10622
ortholog_4638 MGL12392.1 BL15642
ortholog_4639 MGL12247.1 BL23387
ortholog_4640 MGL12313.1 BL03391
ortholog_4641 MGL12479.1 BL08851
ortholog_4642 MGL12694.1 BL13337
ortholog_4643 MGL12732.1 BL16832
ortholog_4644 MGL12790.1 BL15507
ortholog_4645 MGL12798.1 BL15721
ortholog_4646 MGL12856.1 BL22250
ortholog_4647 MGL12686.1 BL15566
ortholog_4648 MGL13009.1 BL21020
ortholog_4649 MGL12544.1 BL19773
ortholog_4650 MGL12473.1 BL11174
ortholog_4651 MGL12255.1 BL11097
ortholog_4652 MGL12400.1 BL21306
ortholog_4653 MGL12211.1 BL15662
ortholog_4654 MGL12175.1 BL11085
ortholog_4655 MGL12215.1 BL03688
ortholog_4656 MGL12148.1 BL11249
ortholog_4657 MGL12121.1 BL20442
ortholog_4658 MGL12774.1 BL15690
ortholog_4659 MGL12755.1 BL11062
ortholog_4660 MGL12463.1 BL11060
ortholog_4661 MGL12850.1 BL25080
ortholog_4662 MGL12878.1 BL02120
ortholog_4663 MGL12906.1 BL15495
ortholog_4664 MGL12941.1 BL11091
ortholog_4665 MGL12992.1 BL10663
ortholog_4666 MGL13019.1 BL10658
ortholog_4667 MGL13074.1 BL15784
ortholog_4668 MGL12405.1 BL15512
ortholog_4669 MGL12199.1 BL11074
ortholog_4670 MGL12624.1 BL11339
ortholog_4671 MGL12161.1 BL15666
ortholog_4672 MGL12912.1 BL06297
ortholog_4673 MGL12140.1 BL15796
ortholog_4674 MGL12703.1 BL16749
ortholog_4675 MGL13072.1 BL16748
ortholog_4676 MGL12608.1 BL20172
ortholog_4677 MGL12988.1 BL16831
ortholog_4678 MGL12896.1 BL20176
ortholog_4679 MGL12532.1 BL20166
ortholog_4680 MGL12874.1 BL01373
ortholog_4681 MGL12779.1 BL15732
ortholog_4682 MGL12751.1 BL19813
ortholog_4683 MGL12434.1 BL15592
ortholog_4684 MGL12832.1 BL11399
ortholog_4685 MGL12240.1 BL02631
ortholog_4686 MGL12600.1 BL11226
ortholog_4687 MGL12936.1 BL11347
ortholog_4688 MGL12904.1 BL11348
ortholog_4689 MGL12873.1 BL11321
ortholog_4690 MGL12330.1 BL11053
ortholog_4691 MGL12812.1 BL11055
ortholog_4692 MGL12930.1 BL11069
ortholog_4693 MGL12680.1 BL11073
ortholog_4694 MGL12615.1 BL15580
ortholog_4695 MGL12572.1 BL15555
ortholog_4696 MGL12500.1 BL11316
ortholog_4697 MGL12470.1 BL11288
ortholog_4698 MGL12927.1 BL03357
ortholog_4699 MGL12334.1 BL08748
ortholog_4700 MGL12299.1 BL10646
ortholog_4701 MGL12239.1 BL21198
ortholog_4702 MGL12108.1 BL20651
ortholog_4703 MGL13097.1 BL15553
ortholog_4704 MGL12980.1 BL15514
ortholog_4705 MGL12193.1 BL18411
ortholog_4706 MGL13016.1 BL15679
ortholog_4707 MGL12773.1 BL03364
ortholog_4708 MGL12258.1 BL18625
ortholog_4709 MGL12900.1 BL07265
ortholog_4710 MGL12457.1 BL21815
ortholog_4711 MGL12189.1 BL15543
ortholog_4712 MGL12394.1 BL11393
ortholog_4713 MGL12361.1 BL10608
ortholog_4714 MGL12333.1 BL10609
ortholog_4715 MGL12298.1 BL15670
ortholog_4716 MGL12238.1 BL20117
ortholog_4717 MGL12207.1 BL15680
ortholog_4718 MGL12171.1 BL11044
ortholog_4719 MGL12137.1 BL13279
ortholog_4720 MGL12107.1 BL01706
ortholog_4721 MGL12864.1 BL11362
ortholog_4722 MGL12324.1 BL11365
ortholog_4723 MGL12360.1 BL11388
ortholog_4724 MGL12332.1 BL03355
ortholog_4725 MGL12702.1 BL11023
ortholog_4726 MGL12662.1 BL03361
ortholog_4727 MGL12632.1 BL19834
ortholog_4728 MGL12592.1 BL11159
ortholog_4729 MGL12297.1 BL11320
ortholog_4730 MGL12264.1 BL11338
ortholog_4731 MGL12237.1 BL11337
ortholog_4732 MGL12106.1 BL15540
ortholog_4733 MGL13095.1 BL16795
ortholog_4734 MGL13070.1 BL11168
ortholog_4735 MGL13040.1 BL19788
ortholog_4736 MGL13066.1 BL19784
ortholog_4737 MGL12961.1 BL11319
ortholog_4738 MGL12710.1 BL19777
ortholog_4739 MGL12331.1 BL19792
ortholog_4740 MGL12870.1 BL23509
ortholog_4741 MGL12810.1 BL10362
ortholog_4742 MGL12677.1 BL24482
ortholog_4743 MGL12641.1 BL00189
ortholog_4744 MGL12536.1 BL15609
ortholog_4745 MGL12498.1 BL15501
ortholog_4746 MGL12431.1 BL05384
ortholog_4747 MGL12119.1 BL15502
ortholog_4748 MGL13103.1 BL15525
ortholog_4749 MGL13050.1 BL15522
ortholog_4750 MGL12995.1 BL16762
ortholog_4751 MGL12342.1 BL22531
ortholog_4752 MGL12477.1 BL11241
ortholog_4753 MGL12836.1 BL11240
ortholog_4754 MGL12929.1 BL01394
ortholog_4755 MGL12787.1 BL11292
ortholog_4756 MGL12760.1 BL11395
ortholog_4757 MGL12730.1 BL10590
ortholog_4758 MGL12691.1 BL11313
ortholog_4759 MGL12653.1 BL11315
ortholog_4760 MGL12622.1 BL11305
ortholog_4761 MGL12581.1 BL19956
ortholog_4762 MGL12511.1 BL11376
ortholog_4763 MGL12403.1 BL10688
ortholog_4764 MGL12263.1 BL11157
ortholog_4765 MGL12274.1 BL00207
ortholog_4766 MGL13078.1 BL11967
ortholog_4767 MGL12967.1 BL15674
ortholog_4768 MGL12926.1 BL10739
ortholog_4769 MGL12882.1 BL25104
ortholog_4770 MGL12820.1 BL11078
ortholog_4771 MGL12786.1 BL26280
ortholog_4772 MGL12759.1 BL10598
ortholog_4773 MGL12525.1 BL25406
ortholog_4774 MGL12729.1 BL15470
ortholog_4775 MGL12652.1 BL15468
ortholog_4776 MGL12621.1 BL14018
ortholog_4777 MGL12580.1 BL15791
ortholog_4778 MGL12546.1 BL15808
ortholog_4779 MGL12475.1 BL15471
ortholog_4780 MGL12370.1 BL20196
ortholog_4781 MGL12309.1 BL15649
ortholog_4782 MGL12949.1 BL06938
ortholog_4783 MGL12973.1 BL10583
ortholog_4784 MGL13107.1 BL18313
ortholog_4785 MGL12123.1 BL14747
ortholog_4786 MGL12149.1 BL06874
ortholog_4787 MGL12375.1 BL13539
ortholog_4788 MGL12481.1 BL10667
ortholog_4789 MGL12550.1 BL03377
ortholog_4790 MGL12763.1 BL15777
ortholog_4791 MGL12696.1 BL15788
ortholog_4792 MGL12627.1 BL16829
ortholog_4793 MGL12825.1 BL23887
ortholog_4794 MGL12887.1 BL16849
ortholog_4795 MGL12890.1 BL26363
ortholog_4796 MGL12952.1 BL08854
ortholog_4797 MGL12671.1 BL03387
ortholog_4798 MGL12348.1 BL25055
ortholog_4799 MGL12456.1 BL03085
ortholog_4800 MGL12485.1 BL15706
ortholog_4801 MGL12520.1 BL01387
ortholog_4802 MGL12555.1 BL11351
ortholog_4803 MGL12591.1 BL10657
ortholog_4804 MGL12767.1 BL12587
ortholog_4805 MGL12891.1 BL16808
ortholog_4806 MGL12917.1 BL16807
ortholog_4807 MGL13033.1 BL10724
ortholog_4808 MGL13087.1 BL09954
ortholog_4809 MGL13113.1 BL11128
ortholog_4810 MGL12129.1 BL11127
ortholog_4811 MGL12281.1 BL14621
ortholog_4812 MGL12378.1 BL11185
ortholog_4813 MGL12182.1 BL18685
ortholog_4814 MGL13108.1 BL15768
ortholog_4815 MGL13084.1 BL20467
ortholog_4816 MGL13055.1 BL15769
ortholog_4817 MGL13029.1 BL16740
ortholog_4818 MGL13000.1 BL10652
ortholog_4819 MGL12974.1 BL17000
ortholog_4820 MGL13037.1 BL15678
ortholog_4821 MGL13109.1 BL19563
ortholog_4822 MGL12218.1 BL18410
ortholog_4823 MGL13038.1 BL15663
ortholog_4824 MGL12278.1 BL08404
ortholog_4825 MGL12518.1 BL10669
ortholog_4826 MGL12552.1 BL03394
ortholog_4827 MGL12589.1 BL07189
ortholog_4828 MGL12658.1 BL17883
ortholog_4829 MGL12734.1 BL21453
ortholog_4830 MGL12288.1 BL10584
ortholog_4831 MGL12975.1 BL15278
ortholog_4832 MGL12202.1 BL20115
ortholog_4833 MGL13110.1 BL28072
ortholog_4834 MGL12151.1 BL19855
ortholog_4835 MGL12184.1 BL12828
ortholog_4836 MGL12377.1 BL19254
ortholog_4837 MGL12411.1 BL04239
ortholog_4838 MGL12132.1 BL26079
ortholog_4839 MGL12553.1 BL16720
ortholog_4840 MGL12590.1 BL11375
ortholog_4841 MGL12659.1 BL04154
ortholog_4842 MGL12735.1 BL04146
ortholog_4843 MGL12828.1 BL18334
ortholog_4844 MGL12629.1 BL11082
ortholog_4845 MGL12889.1 BL15559
ortholog_4846 MGL12705.1 BL15772
ortholog_4847 MGL12916.1 BL15771
ortholog_4848 MGL12951.1 BL16735
ortholog_4849 MGL12976.1 BL15628
ortholog_4850 MGL13057.1 BL15535
ortholog_4851 MGL13086.1 BL15536
ortholog_4852 MGL13111.1 BL15537
ortholog_4853 MGL12152.1 BL10618
ortholog_4854 MGL12185.1 BL10619
ortholog_4855 MGL12220.1 BL10611
ortholog_4856 MGL12250.1 BL11247
ortholog_4857 MGL12280.1 BL15862
ortholog_4858 MGL12601.1 BL11295
ortholog_4859 MGL12464.1 BL11030
ortholog_4860 MGL12455.1 BL11121
ortholog_4861 MGL12484.1 BL11125
ortholog_4862 MGL12519.1 BL25046
ortholog_4863 MGL12554.1 BL16773
ortholog_4864 MGL12987.1 BL10577
ortholog_4865 MGL12630.1 BL11300
ortholog_4866 MGL12700.1 BL02180
ortholog_4867 MGL12736.1 BL11161
ortholog_4868 MGL12766.1 BL11344
ortholog_4869 MGL12829.1 BL08746
ortholog_4870 MGL12561.1 BL11284
ortholog_4871 MGL12984.1 BL16731
ortholog_4872 MGL13001.1 BL06296
ortholog_4873 MGL12155.1 BL02414
ortholog_4874 MGL12826.1 BL03450
ortholog_4875 MGL12329.1 BL02603
ortholog_4876 MGL12482.1 BL25064
ortholog_4877 MGL12453.1 BL10588
ortholog_4878 MGL12409.1 BL10580
ortholog_4879 MGL12376.1 BL10581
ortholog_4880 MGL12344.1 BL07133
ortholog_4881 MGL12599.1 BL03376
ortholog_4882 MGL13786.1 BL07276
ortholog_4883 MGL13819.1 BL07501
ortholog_4884 MGL13911.1 BL03255
ortholog_4885 MGL13942.1 BL07380
ortholog_4886 MGL14006.1 BL07951
ortholog_4887 MGL14031.1 BL07950
ortholog_4888 MGL13271.1 BL07948
ortholog_4889 MGL14067.1 BL10304
ortholog_4890 MGL13168.1 BL07818
ortholog_4891 MGL13201.1 BL07819
ortholog_4892 MGL13228.1 BL05634
ortholog_4893 MGL13344.1 BL05640
ortholog_4894 MGL13320.1 BL05641
ortholog_4895 MGL13293.1 BL05642
ortholog_4896 MGL13377.1 BL07384
ortholog_4897 MGL13953.1 BL07385
ortholog_4898 MGL13491.1 BL07091
ortholog_4899 MGL13529.1 BL07115
ortholog_4900 MGL13617.1 BL07126
ortholog_4901 MGL13648.1 BL07602
ortholog_4902 MGL13683.1 BL03527
ortholog_4903 MGL13470.1 BL03177
ortholog_4904 MGL13756.1 BL03528
ortholog_4905 MGL14061.1 BL07135
ortholog_4906 MGL13132.1 BL07833
ortholog_4907 MGL13777.1 BL03242
ortholog_4908 MGL13610.1 BL11506
ortholog_4909 MGL13583.1 BL07987
ortholog_4910 MGL13778.1 BL07962
ortholog_4911 MGL13809.1 BL07773
ortholog_4912 MGL13193.1 BL07795
ortholog_4913 MGL13984.1 BL25309
ortholog_4914 MGL13428.1 BL07873
ortholog_4915 MGL13473.1 BL07831
ortholog_4916 MGL13480.1 BL07508
ortholog_4917 MGL13520.1 BL07119
ortholog_4918 MGL13555.1 BL07120
ortholog_4919 MGL13747.1 BL07961
ortholog_4920 MGL13903.1 BL03448
ortholog_4921 MGL13932.1 BL03932
ortholog_4922 MGL13278.1 BL07136
ortholog_4923 MGL13996.1 BL07174
ortholog_4924 MGL13983.1 BL07175
ortholog_4925 MGL13900.1 BL07215
ortholog_4926 MGL13874.1 BL07546
ortholog_4927 MGL13187.1 BL07413
ortholog_4928 MGL13806.1 BL07459
ortholog_4929 MGL13744.1 BL05783
ortholog_4930 MGL13711.1 BL14152
ortholog_4931 MGL13641.1 BL25236
ortholog_4932 MGL13608.1 BL07208
ortholog_4933 MGL13553.1 BL07620
ortholog_4934 MGL13478.1 BL07216
ortholog_4935 MGL13426.1 BL07157
ortholog_4936 MGL13399.1 BL11516
ortholog_4937 MGL13220.1 BL07502
ortholog_4938 MGL13285.1 BL07504
ortholog_4939 MGL13150.1 BL07609
ortholog_4940 MGL13992.1 BL07897
ortholog_4941 MGL13962.1 BL07517
ortholog_4942 MGL13825.1 BL25145
ortholog_4943 MGL13792.1 BL15830
ortholog_4944 MGL13736.1 BL15863
ortholog_4945 MGL13727.1 BL27810
ortholog_4946 MGL13653.1 BL07280
ortholog_4947 MGL13687.1 BL12182
ortholog_4948 MGL13601.1 BL07337
ortholog_4949 MGL13275.1 BL13394
ortholog_4950 MGL13888.1 BL22615
ortholog_4951 MGL13348.1 BL25180
ortholog_4952 MGL13382.1 BL07220
ortholog_4953 MGL13414.1 BL07341
ortholog_4954 MGL13360.1 BL25904
ortholog_4955 MGL13210.1 BL25182
ortholog_4956 MGL14016.1 BL07264
ortholog_4957 MGL13569.1 BL07206
ortholog_4958 MGL13652.1 BL20860
ortholog_4959 MGL13568.1 BL07457
ortholog_4960 MGL13533.1 BL07456
ortholog_4961 MGL13437.1 BL07455
ortholog_4962 MGL13413.1 BL07454
ortholog_4963 MGL13541.1 BL05221
ortholog_4964 MGL13899.1 BL07536
ortholog_4965 MGL13871.1 BL07533
ortholog_4966 MGL13741.1 BL07845
ortholog_4967 MGL13708.1 BL07915
ortholog_4968 MGL13209.1 BL07912
ortholog_4969 MGL13605.1 BL22942
ortholog_4970 MGL13214.1 BL07910
ortholog_4971 MGL13678.1 BL25279
ortholog_4972 MGL13646.1 BL07356
ortholog_4973 MGL13613.1 BL07518
ortholog_4974 MGL13268.1 BL07336
ortholog_4975 MGL13232.1 BL22509
ortholog_4976 MGL13837.1 BL10092
ortholog_4977 MGL13544.1 BL07551
