ortholog_1 gene-HOLleu_00018 PL21831
ortholog_5134 gene-HOLleu_24330 PL19274
ortholog_5135 gene-HOLleu_24331 PL20484
ortholog_5136 gene-HOLleu_24335 PL21264
ortholog_5137 gene-HOLleu_24355 PL20869
ortholog_5138 gene-HOLleu_24357 PL34992
ortholog_5139 gene-HOLleu_24360 PL19508
ortholog_5140 gene-HOLleu_24362 PL20826
ortholog_5141 gene-HOLleu_24363 PL19611
ortholog_5142 gene-HOLleu_24374 PL20577
ortholog_5143 gene-HOLleu_24382 PL03231
ortholog_5144 gene-HOLleu_24403 PL19866
ortholog_5145 gene-HOLleu_24405 PL19135
ortholog_5146 gene-HOLleu_24458 PL06413
ortholog_5147 gene-HOLleu_24477 PL19280
ortholog_5148 gene-HOLleu_24502 PL20749
ortholog_5149 gene-HOLleu_24503 PL19116
ortholog_5150 gene-HOLleu_24513 PL19052
ortholog_5151 gene-HOLleu_24514 PL30898
ortholog_5152 gene-HOLleu_24515 PL19290
ortholog_5153 gene-HOLleu_24516 PL19912
ortholog_5154 gene-HOLleu_24518 PL19459
ortholog_5155 gene-HOLleu_24527 PL29543
ortholog_5156 gene-HOLleu_24529 PL30045
ortholog_5157 gene-HOLleu_24552 PL38227
ortholog_5158 gene-HOLleu_24553 PL36868
ortholog_5159 gene-HOLleu_24555 PL37844
ortholog_5160 gene-HOLleu_24556 PL38940
ortholog_5161 gene-HOLleu_24557 PL39811
ortholog_5162 gene-HOLleu_24560 PL38599
ortholog_5163 gene-HOLleu_24561 PL38797
ortholog_5164 gene-HOLleu_24564 PL38902
ortholog_5165 gene-HOLleu_24569 PL21794
ortholog_5166 gene-HOLleu_24570 PL24962
ortholog_5167 gene-HOLleu_24572 PL39052
ortholog_5168 gene-HOLleu_24573 PL28259
ortholog_5169 gene-HOLleu_24577 PL37750
ortholog_5170 gene-HOLleu_24583 PL37854
ortholog_5171 gene-HOLleu_24604 PL39539
ortholog_5172 gene-HOLleu_24628 PL11481
ortholog_5173 gene-HOLleu_24631 PL25375
ortholog_5174 gene-HOLleu_24633 PL37717
ortholog_5175 gene-HOLleu_24635 PL04265
ortholog_5176 gene-HOLleu_24640 PL38395
ortholog_5177 gene-HOLleu_24644 PL39735
ortholog_5178 gene-HOLleu_24650 PL39320
ortholog_5179 gene-HOLleu_24655 PL39087
ortholog_5180 gene-HOLleu_24669 PL17984
ortholog_5181 gene-HOLleu_24675 PL39063
ortholog_5182 gene-HOLleu_24701 PL39203
ortholog_5183 gene-HOLleu_24710 PL22123
ortholog_5184 gene-HOLleu_24719 PL17115
ortholog_5185 gene-HOLleu_24746 PL39293
ortholog_5186 gene-HOLleu_24762 PL23703
ortholog_5187 gene-HOLleu_24783 PL39713
ortholog_5188 gene-HOLleu_24784 PL39796
ortholog_5189 gene-HOLleu_24788 PL39604
ortholog_5190 gene-HOLleu_24789 PL37223
ortholog_5191 gene-HOLleu_24791 PL38106
ortholog_5192 gene-HOLleu_24792 PL39404
ortholog_5193 gene-HOLleu_24794 PL38441
ortholog_5194 gene-HOLleu_24797 PL37994
ortholog_5195 gene-HOLleu_24798 PL38239
ortholog_5196 gene-HOLleu_24844 PL38891
ortholog_5197 gene-HOLleu_24845 PL39030
ortholog_5198 gene-HOLleu_24849 PL38545
ortholog_5199 gene-HOLleu_24858 PL39025
ortholog_5200 gene-HOLleu_24862 PL08616
ortholog_5201 gene-HOLleu_24907 PL14109
ortholog_5202 gene-HOLleu_24908 PL39364
ortholog_5203 gene-HOLleu_24909 PL28167
ortholog_5204 gene-HOLleu_24913 PL06835
ortholog_5205 gene-HOLleu_24917 PL12330
ortholog_5206 gene-HOLleu_24919 PL37863
ortholog_5207 gene-HOLleu_24937 PL11821
ortholog_5208 gene-HOLleu_24940 PL09532
ortholog_5209 gene-HOLleu_24947 PL31259
ortholog_5210 gene-HOLleu_24949 PL40643
ortholog_5211 gene-HOLleu_24968 PL39853
ortholog_5212 gene-HOLleu_24987 PL38257
ortholog_5213 gene-HOLleu_24988 PL30439
ortholog_5214 gene-HOLleu_25018 PL18742
ortholog_5215 gene-HOLleu_25027 PL15574
ortholog_5216 gene-HOLleu_25040 PL39396
ortholog_5217 gene-HOLleu_25041 PL39773
ortholog_5218 gene-HOLleu_25045 PL38878
ortholog_5219 gene-HOLleu_25046 PL37580
ortholog_5220 gene-HOLleu_25050 PL22004
ortholog_5221 gene-HOLleu_25051 PL12844
ortholog_5222 gene-HOLleu_25059 PL24401
ortholog_5223 gene-HOLleu_25069 PL39050
ortholog_5224 gene-HOLleu_25070 PL37722
ortholog_5225 gene-HOLleu_25082 PL38555
ortholog_5226 gene-HOLleu_25090 PL38112
ortholog_5227 gene-HOLleu_25096 PL16385
ortholog_5228 gene-HOLleu_25106 PL39047
ortholog_5229 gene-HOLleu_25111 PL39745
ortholog_5230 gene-HOLleu_25126 PL38375
ortholog_5231 gene-HOLleu_25148 PL39873
ortholog_5232 gene-HOLleu_25154 PL38214
ortholog_5233 gene-HOLleu_25155 PL37898
ortholog_5234 gene-HOLleu_25158 PL37185
ortholog_5235 gene-HOLleu_25165 PL37716
ortholog_5236 gene-HOLleu_25166 PL39467
ortholog_5237 gene-HOLleu_25167 PL37949
ortholog_5238 gene-HOLleu_25191 PL27911
ortholog_5239 gene-HOLleu_25202 PL38711
ortholog_5240 gene-HOLleu_25208 PL38417
ortholog_5241 gene-HOLleu_25209 PL39894
ortholog_5242 gene-HOLleu_25212 PL29643
ortholog_5243 gene-HOLleu_25214 PL37687
ortholog_5244 gene-HOLleu_25219 PL39283
ortholog_5245 gene-HOLleu_25221 PL37604
ortholog_5246 gene-HOLleu_25223 PL32569
ortholog_5247 gene-HOLleu_25226 PL38606
ortholog_5248 gene-HOLleu_25228 PL27104
ortholog_5249 gene-HOLleu_25239 PL14046
ortholog_5250 gene-HOLleu_25241 PL15367
ortholog_5251 gene-HOLleu_25251 PL39465
ortholog_5252 gene-HOLleu_25252 PL37728
ortholog_5253 gene-HOLleu_25254 PL39603
ortholog_5254 gene-HOLleu_25255 PL39002
ortholog_5255 gene-HOLleu_25259 PL37941
ortholog_5256 gene-HOLleu_25260 PL39570
ortholog_5257 gene-HOLleu_25270 PL23720
ortholog_5258 gene-HOLleu_25292 PL37667
ortholog_5259 gene-HOLleu_25296 PL13656
ortholog_5260 gene-HOLleu_25299 PL38099
ortholog_5261 gene-HOLleu_25301 PL32675
ortholog_5262 gene-HOLleu_25326 PL39413
ortholog_5263 gene-HOLleu_25329 PL39610
ortholog_5264 gene-HOLleu_25331 PL38669
ortholog_5265 gene-HOLleu_25351 PL37576
ortholog_5266 gene-HOLleu_25352 PL39424
ortholog_5267 gene-HOLleu_25356 PL39167
ortholog_5268 gene-HOLleu_25359 PL38705
ortholog_5269 gene-HOLleu_25361 PL37755
ortholog_5270 gene-HOLleu_25364 PL38733
ortholog_5271 gene-HOLleu_25365 PL39503
ortholog_5272 gene-HOLleu_25366 PL35714
ortholog_5273 gene-HOLleu_25379 PL39607
ortholog_5274 gene-HOLleu_25387 PL33578
ortholog_5275 gene-HOLleu_25391 PL14702
ortholog_5276 gene-HOLleu_25398 PL30405
ortholog_5277 gene-HOLleu_25403 PL38006
ortholog_5278 gene-HOLleu_25404 PL39844
ortholog_5279 gene-HOLleu_25423 PL39085
ortholog_5280 gene-HOLleu_25424 PL38145
ortholog_5281 gene-HOLleu_25426 PL38231
ortholog_5282 gene-HOLleu_25427 PL38683
ortholog_5283 gene-HOLleu_25432 PL38473
ortholog_5284 gene-HOLleu_25433 PL38200
ortholog_5285 gene-HOLleu_25434 PL29421
ortholog_5286 gene-HOLleu_25436 PL39752
ortholog_5287 gene-HOLleu_25460 PL26439
ortholog_5288 gene-HOLleu_25473 PL21211
ortholog_5289 gene-HOLleu_25499 PL39800
ortholog_5290 gene-HOLleu_25500 PL34257
ortholog_5291 gene-HOLleu_25504 PL38031
ortholog_5292 gene-HOLleu_25505 PL38013
ortholog_5293 gene-HOLleu_25508 PL37955
ortholog_5294 gene-HOLleu_25510 PL39237
ortholog_5295 gene-HOLleu_25513 PL17800
ortholog_5296 gene-HOLleu_25524 PL38773
ortholog_5297 gene-HOLleu_25525 PL37807
ortholog_5298 gene-HOLleu_25532 PL38436
ortholog_5299 gene-HOLleu_25533 PL38578
ortholog_5300 gene-HOLleu_25537 PL39879
ortholog_5301 gene-HOLleu_25550 PL39741
ortholog_5302 gene-HOLleu_25582 PL02565
ortholog_5303 gene-HOLleu_25583 PL11381
ortholog_5304 gene-HOLleu_25586 PL38339
ortholog_5305 gene-HOLleu_25588 PL30608
ortholog_5306 gene-HOLleu_25608 PL39808
ortholog_5307 gene-HOLleu_25615 PL37757
ortholog_5308 gene-HOLleu_25619 PL38465
ortholog_5309 gene-HOLleu_25625 PL38305
ortholog_5310 gene-HOLleu_25668 PL37678
ortholog_5311 gene-HOLleu_25670 PL39273
ortholog_5312 gene-HOLleu_25671 PL38391
ortholog_5313 gene-HOLleu_25675 PL38081
ortholog_5314 gene-HOLleu_25681 PL38662
ortholog_5315 gene-HOLleu_25712 PL38033
ortholog_5316 gene-HOLleu_25713 PL39205
ortholog_5317 gene-HOLleu_25719 PL10478
ortholog_5318 gene-HOLleu_25761 PL03708
ortholog_5319 gene-HOLleu_25762 PL01636
ortholog_5320 gene-HOLleu_25763 PL38348
ortholog_5321 gene-HOLleu_25765 PL38374
ortholog_5322 gene-HOLleu_25766 PL39511
ortholog_5323 gene-HOLleu_25782 PL01631
ortholog_5324 gene-HOLleu_25784 PL38916
ortholog_5325 gene-HOLleu_25791 PL38575
ortholog_5326 gene-HOLleu_25792 PL39835
ortholog_5327 gene-HOLleu_25793 PL39200
ortholog_5328 gene-HOLleu_25843 PL38521
ortholog_5329 gene-HOLleu_25868 PL39638
ortholog_5330 gene-HOLleu_25871 PL39544
ortholog_5331 gene-HOLleu_25872 PL01946
ortholog_5332 gene-HOLleu_25874 PL38124
ortholog_5333 gene-HOLleu_25877 PL35731
ortholog_5334 gene-HOLleu_25882 PL10492
ortholog_5335 gene-HOLleu_25895 PL37862
ortholog_5336 gene-HOLleu_25896 PL39732
ortholog_5337 gene-HOLleu_25907 PL37833
ortholog_5338 gene-HOLleu_25909 PL38717
ortholog_5339 gene-HOLleu_25911 PL39083
ortholog_5340 gene-HOLleu_25912 PL37733
ortholog_5341 gene-HOLleu_25914 PL38908
ortholog_5342 gene-HOLleu_25916 PL39107
ortholog_5343 gene-HOLleu_25919 PL39120
ortholog_5344 gene-HOLleu_25922 PL38998
ortholog_5345 gene-HOLleu_25929 PL08029
ortholog_5346 gene-HOLleu_25927 PL39088
ortholog_5347 gene-HOLleu_25933 PL37753
ortholog_5348 gene-HOLleu_25934 PL38537
ortholog_5349 gene-HOLleu_25935 PL39155
ortholog_5350 gene-HOLleu_25938 PL22716
ortholog_5351 gene-HOLleu_25941 PL38882
ortholog_5352 gene-HOLleu_25944 PL38849
ortholog_5353 gene-HOLleu_25968 PL37725
ortholog_5354 gene-HOLleu_25969 PL38554
ortholog_5355 gene-HOLleu_25973 PL38369
ortholog_5356 gene-HOLleu_25974 PL37780
ortholog_5357 gene-HOLleu_25979 PL38546
ortholog_5358 gene-HOLleu_25980 PL37619
ortholog_5359 gene-HOLleu_25981 PL39716
ortholog_5360 gene-HOLleu_25989 PL39040
ortholog_5361 gene-HOLleu_25996 PL22432
ortholog_5362 gene-HOLleu_26010 PL23210
ortholog_5363 gene-HOLleu_26013 PL22913
ortholog_5364 gene-HOLleu_26019 PL08263
ortholog_5365 gene-HOLleu_26021 PL39429
ortholog_5366 gene-HOLleu_26022 PL38519
ortholog_5367 gene-HOLleu_26033 PL37595
ortholog_5368 gene-HOLleu_26037 PL38078
ortholog_5369 gene-HOLleu_26039 PL39202
ortholog_5370 gene-HOLleu_26040 PL39788
ortholog_5371 gene-HOLleu_26043 PL09788
ortholog_5372 gene-HOLleu_26044 PL38300
ortholog_5373 gene-HOLleu_26045 PL39529
ortholog_5374 gene-HOLleu_26047 PL39828
ortholog_5375 gene-HOLleu_26062 PL38969
ortholog_5376 gene-HOLleu_26067 PL39032
ortholog_5377 gene-HOLleu_26068 PL38492
ortholog_5378 gene-HOLleu_26072 PL39546
ortholog_5379 gene-HOLleu_26076 PL39613
ortholog_5380 gene-HOLleu_26078 PL34125
ortholog_5381 gene-HOLleu_26080 PL08688
ortholog_5382 gene-HOLleu_26085 PL39014
ortholog_5383 gene-HOLleu_26088 PL37962
ortholog_5384 gene-HOLleu_26090 PL39058
ortholog_5385 gene-HOLleu_26092 PL14417
ortholog_5386 gene-HOLleu_26093 PL38472
ortholog_5387 gene-HOLleu_26099 PL39862
ortholog_5388 gene-HOLleu_26102 PL38498
ortholog_5389 gene-HOLleu_26104 PL39249
ortholog_5390 gene-HOLleu_26116 PL30051
ortholog_5391 gene-HOLleu_26117 PL29300
ortholog_5392 gene-HOLleu_26157 PL37679
ortholog_5393 gene-HOLleu_26158 PL27065
ortholog_5394 gene-HOLleu_26162 PL39758
ortholog_5395 gene-HOLleu_26167 PL37787
ortholog_5396 gene-HOLleu_26171 PL38289
ortholog_5397 gene-HOLleu_26174 PL37938
ortholog_5398 gene-HOLleu_26176 PL38597
ortholog_5399 gene-HOLleu_26177 PL39326
ortholog_5400 gene-HOLleu_26190 PL37663
ortholog_5401 gene-HOLleu_26191 PL39505
ortholog_5402 gene-HOLleu_26193 PL39096
ortholog_5403 gene-HOLleu_26195 PL39518
ortholog_5404 gene-HOLleu_26196 PL38787
ortholog_5405 gene-HOLleu_26197 PL38811
ortholog_5406 gene-HOLleu_26208 PL23841
ortholog_5407 gene-HOLleu_26263 PL05860
ortholog_5408 gene-HOLleu_26298 PL26421
ortholog_5409 gene-HOLleu_26306 PL01943
ortholog_5410 gene-HOLleu_26324 PL31233
ortholog_5411 gene-HOLleu_26333 PL24995
ortholog_5412 gene-HOLleu_26378 PL05152
ortholog_5413 gene-HOLleu_26387 PL29821
ortholog_5414 gene-HOLleu_26390 PL24289
ortholog_5415 gene-HOLleu_26391 PL24619
ortholog_5416 gene-HOLleu_26393 PL04724
ortholog_5417 gene-HOLleu_26422 PL28217
ortholog_5418 gene-HOLleu_26486 PL25120
ortholog_5419 gene-HOLleu_26487 PL24143
ortholog_5420 gene-HOLleu_26488 PL24476
ortholog_5421 gene-HOLleu_26490 PL24887
ortholog_5422 gene-HOLleu_26491 PL25098
ortholog_5423 gene-HOLleu_26506 PL23992
ortholog_5424 gene-HOLleu_26523 PL25035
ortholog_5425 gene-HOLleu_26526 PL24778
ortholog_5426 gene-HOLleu_26529 PL25161
ortholog_5427 gene-HOLleu_26534 PL23903
ortholog_5428 gene-HOLleu_26544 PL24569
ortholog_5429 gene-HOLleu_26545 PL02464
ortholog_5430 gene-HOLleu_26546 PL23994
ortholog_5431 gene-HOLleu_26549 PL23847
ortholog_5432 gene-HOLleu_26550 PL25227
ortholog_5433 gene-HOLleu_26566 PL28085
ortholog_5434 gene-HOLleu_26573 PL35525
ortholog_5435 gene-HOLleu_26578 PL24629
ortholog_5436 gene-HOLleu_26594 PL19069
ortholog_5437 gene-HOLleu_26601 PL06726
ortholog_5438 gene-HOLleu_26608 PL24015
ortholog_5439 gene-HOLleu_26612 PL24470
ortholog_5440 gene-HOLleu_26614 PL25083
ortholog_5441 gene-HOLleu_26618 PL24759
ortholog_5442 gene-HOLleu_26620 PL36914
ortholog_5443 gene-HOLleu_26621 PL24713
ortholog_5444 gene-HOLleu_26624 PL23803
ortholog_5445 gene-HOLleu_26629 PL23955
ortholog_5446 gene-HOLleu_26651 PL23972
ortholog_5447 gene-HOLleu_26655 PL24586
ortholog_5448 gene-HOLleu_26658 PL24908
ortholog_5449 gene-HOLleu_26678 PL07591
ortholog_5450 gene-HOLleu_26680 PL30795
ortholog_5451 gene-HOLleu_26698 PL23786
ortholog_5452 gene-HOLleu_26699 PL24889
ortholog_5453 gene-HOLleu_26707 PL23914
ortholog_5454 gene-HOLleu_26708 PL24918
ortholog_5455 gene-HOLleu_26720 PL32477
ortholog_5456 gene-HOLleu_26725 PL13889
ortholog_5457 gene-HOLleu_26750 PL27443
ortholog_5458 gene-HOLleu_26761 PL39119
ortholog_5459 gene-HOLleu_26803 PL24411
ortholog_5460 gene-HOLleu_26805 PL24059
ortholog_5461 gene-HOLleu_26811 PL34296
ortholog_5462 gene-HOLleu_26850 PL24182
ortholog_5463 gene-HOLleu_26851 PL23842
ortholog_5464 gene-HOLleu_26862 PL24801
ortholog_5465 gene-HOLleu_26863 PL24004
ortholog_5466 gene-HOLleu_26864 PL24052
ortholog_5467 gene-HOLleu_26865 PL24155
ortholog_5468 gene-HOLleu_26866 PL24475
ortholog_5469 gene-HOLleu_26867 PL23782
ortholog_5470 gene-HOLleu_26870 PL24631
ortholog_5471 gene-HOLleu_26872 PL24487
ortholog_5472 gene-HOLleu_26873 PL24682
ortholog_5473 gene-HOLleu_26874 PL24350
ortholog_5474 gene-HOLleu_26877 PL24991
ortholog_5475 gene-HOLleu_26878 PL24764
ortholog_5476 gene-HOLleu_26883 PL24921
ortholog_5477 gene-HOLleu_26884 PL24082
ortholog_5478 gene-HOLleu_26886 PL24409
ortholog_5479 gene-HOLleu_26895 PL24119
ortholog_5480 gene-HOLleu_26897 PL24467
ortholog_5481 gene-HOLleu_26907 PL32802
ortholog_5482 gene-HOLleu_26913 PL23999
ortholog_5483 gene-HOLleu_26919 PL23884
ortholog_5484 gene-HOLleu_26922 PL25040
ortholog_5485 gene-HOLleu_26923 PL24870
ortholog_5486 gene-HOLleu_26931 PL33901
ortholog_5487 gene-HOLleu_26943 PL24248
ortholog_5488 gene-HOLleu_26944 PL24189
ortholog_5489 gene-HOLleu_26946 PL00377
ortholog_5490 gene-HOLleu_26956 PL24562
ortholog_5491 gene-HOLleu_26957 PL31771
ortholog_5492 gene-HOLleu_26962 PL24789
ortholog_5493 gene-HOLleu_26963 PL24341
ortholog_5494 gene-HOLleu_26968 PL24013
ortholog_5495 gene-HOLleu_26970 PL25130
ortholog_5496 gene-HOLleu_26975 PL25135
ortholog_5497 gene-HOLleu_26985 PL24583
ortholog_5498 gene-HOLleu_26993 PL31514
ortholog_5499 gene-HOLleu_26994 PL01007
ortholog_5500 gene-HOLleu_26995 PL31407
ortholog_5501 gene-HOLleu_26998 PL25144
ortholog_5502 gene-HOLleu_27011 PL24444
ortholog_5503 gene-HOLleu_27012 PL26116
ortholog_5504 gene-HOLleu_27017 PL24129
ortholog_5505 gene-HOLleu_27025 PL24387
ortholog_5506 gene-HOLleu_27035 PL04354
ortholog_5507 gene-HOLleu_27041 PL20804
ortholog_5508 gene-HOLleu_27042 PL24830
ortholog_5509 gene-HOLleu_27043 PL24907
ortholog_5510 gene-HOLleu_27047 PL24138
ortholog_5511 gene-HOLleu_27053 PL23799
ortholog_5512 gene-HOLleu_27056 PL17386
ortholog_5513 gene-HOLleu_27058 PL24725
ortholog_5514 gene-HOLleu_27062 PL24627
ortholog_5515 gene-HOLleu_27066 PL23805
ortholog_5516 gene-HOLleu_27067 PL24110
ortholog_5517 gene-HOLleu_27068 PL23944
ortholog_5518 gene-HOLleu_27071 PL25104
ortholog_5519 gene-HOLleu_27086 PL24850
ortholog_5520 gene-HOLleu_27088 PL24436
ortholog_5521 gene-HOLleu_27089 PL29135
ortholog_5522 gene-HOLleu_27098 PL35895
ortholog_5523 gene-HOLleu_27099 PL35447
ortholog_5524 gene-HOLleu_27113 PL34852
ortholog_5525 gene-HOLleu_27119 PL24098
ortholog_5526 gene-HOLleu_27120 PL24707
ortholog_5527 gene-HOLleu_27122 PL24610
ortholog_5528 gene-HOLleu_27121 PL24054
ortholog_5529 gene-HOLleu_27124 PL25118
ortholog_5530 gene-HOLleu_27133 PL23830
ortholog_5531 gene-HOLleu_27145 PL24397
ortholog_5532 gene-HOLleu_27146 PL24501
ortholog_5533 gene-HOLleu_27148 PL24447
ortholog_5534 gene-HOLleu_27154 PL27623
ortholog_5535 gene-HOLleu_27162 PL25044
ortholog_5536 gene-HOLleu_27163 PL24116
ortholog_5537 gene-HOLleu_27164 PL24413
ortholog_5538 gene-HOLleu_27167 PL24645
ortholog_5539 gene-HOLleu_27168 PL24041
ortholog_5540 gene-HOLleu_27169 PL24732
ortholog_5541 gene-HOLleu_27173 PL24074
ortholog_5542 gene-HOLleu_27174 PL24150
ortholog_5543 gene-HOLleu_27176 PL28442
ortholog_5544 gene-HOLleu_27177 PL24434
ortholog_5545 gene-HOLleu_27180 PL24462
ortholog_5546 gene-HOLleu_27182 PL24021
ortholog_5547 gene-HOLleu_27183 PL24466
ortholog_5548 gene-HOLleu_27185 PL25205
ortholog_5549 gene-HOLleu_27186 PL24095
ortholog_5550 gene-HOLleu_27187 PL05280
ortholog_5551 gene-HOLleu_27190 PL25055
ortholog_5552 gene-HOLleu_27239 PL08054
ortholog_5553 gene-HOLleu_27240 PL11258
ortholog_5554 gene-HOLleu_27241 PL23883
ortholog_5555 gene-HOLleu_27242 PL25075
ortholog_5556 gene-HOLleu_27243 PL24112
ortholog_5557 gene-HOLleu_27244 PL24044
ortholog_5558 gene-HOLleu_27245 PL23792
ortholog_5559 gene-HOLleu_27253 PL22281
ortholog_5560 gene-HOLleu_27254 PL02287
ortholog_5561 gene-HOLleu_27258 PL24522
ortholog_5562 gene-HOLleu_27260 PL24438
ortholog_5563 gene-HOLleu_27268 PL23866
ortholog_5564 gene-HOLleu_27269 PL24066
ortholog_5565 gene-HOLleu_27270 PL24398
ortholog_5566 gene-HOLleu_27272 PL25116
ortholog_5567 gene-HOLleu_27274 PL24188
ortholog_5568 gene-HOLleu_27276 PL24020
ortholog_5569 gene-HOLleu_27280 PL23910
ortholog_5570 gene-HOLleu_27281 PL24274
ortholog_5571 gene-HOLleu_27282 PL24668
ortholog_5572 gene-HOLleu_27284 PL24854
ortholog_5573 gene-HOLleu_27288 PL24961
ortholog_5574 gene-HOLleu_27289 PL24591
ortholog_5575 gene-HOLleu_27292 PL40680
ortholog_5576 gene-HOLleu_27299 PL24172
ortholog_5577 gene-HOLleu_27310 PL23886
ortholog_5578 gene-HOLleu_27317 PL24698
ortholog_5579 gene-HOLleu_27318 PL24336
ortholog_5580 gene-HOLleu_27319 PL24638
ortholog_5581 gene-HOLleu_27332 PL23907
ortholog_5582 gene-HOLleu_27333 PL24190
ortholog_5583 gene-HOLleu_27335 PL25186
ortholog_5584 gene-HOLleu_27336 PL25037
ortholog_5585 gene-HOLleu_27338 PL24969
ortholog_5586 gene-HOLleu_27339 PL23787
ortholog_5587 gene-HOLleu_27340 PL24092
ortholog_5588 gene-HOLleu_27357 PL24697
ortholog_5589 gene-HOLleu_27358 PL25017
ortholog_5590 gene-HOLleu_27360 PL25175
ortholog_5591 gene-HOLleu_27361 PL25152
ortholog_5592 gene-HOLleu_27362 PL24688
ortholog_5593 gene-HOLleu_27363 PL24087
ortholog_5594 gene-HOLleu_27365 PL24997
ortholog_5595 gene-HOLleu_27366 PL25201
ortholog_5596 gene-HOLleu_27371 PL24709
ortholog_5597 gene-HOLleu_27372 PL25138
ortholog_5598 gene-HOLleu_27374 PL24744
ortholog_5599 gene-HOLleu_27375 PL25078
ortholog_5600 gene-HOLleu_27379 PL24797
ortholog_5601 gene-HOLleu_27388 PL25218
ortholog_5602 gene-HOLleu_27390 PL24342
ortholog_5603 gene-HOLleu_27397 PL24075
ortholog_5604 gene-HOLleu_27398 PL25264
ortholog_5605 gene-HOLleu_27400 PL24838
ortholog_5606 gene-HOLleu_27406 PL23798
ortholog_5607 gene-HOLleu_27407 PL24265
ortholog_5608 gene-HOLleu_27424 PL24192
ortholog_5609 gene-HOLleu_27427 PL11837
ortholog_5610 gene-HOLleu_27428 PL10465
ortholog_5611 gene-HOLleu_27436 PL11210
ortholog_5612 gene-HOLleu_27447 PL24826
ortholog_5613 gene-HOLleu_27448 PL36879
ortholog_5614 gene-HOLleu_27449 PL24520
ortholog_5615 gene-HOLleu_27456 PL24878
ortholog_5616 gene-HOLleu_27460 PL38739
ortholog_5617 gene-HOLleu_27462 PL17553
ortholog_5618 gene-HOLleu_27466 PL24219
ortholog_5619 gene-HOLleu_27468 PL24048
ortholog_5620 gene-HOLleu_27470 PL14711
ortholog_5621 gene-HOLleu_27473 PL24945
ortholog_5622 gene-HOLleu_27475 PL08221
ortholog_5623 gene-HOLleu_27476 PL24906
ortholog_5624 gene-HOLleu_27485 PL07050
ortholog_5625 gene-HOLleu_27487 PL24291
ortholog_5626 gene-HOLleu_27490 PL17929
ortholog_5627 gene-HOLleu_27495 PL24514
ortholog_5628 gene-HOLleu_27500 PL24301
ortholog_5629 gene-HOLleu_27510 PL25170
ortholog_5630 gene-HOLleu_27511 PL24094
ortholog_5631 gene-HOLleu_27513 PL25114
ortholog_5632 gene-HOLleu_27514 PL24235
ortholog_5633 gene-HOLleu_27515 PL25095
ortholog_5634 gene-HOLleu_27516 PL23899
ortholog_5635 gene-HOLleu_27518 PL24296
ortholog_5636 gene-HOLleu_27528 PL28317
ortholog_5637 gene-HOLleu_27529 PL39330
ortholog_5638 gene-HOLleu_27539 PL24498
ortholog_5639 gene-HOLleu_27541 PL24926
ortholog_5640 gene-HOLleu_27543 PL25124
ortholog_5641 gene-HOLleu_27544 PL24681
ortholog_5642 gene-HOLleu_27545 PL36247
ortholog_5643 gene-HOLleu_27546 PL24669
ortholog_5644 gene-HOLleu_27547 PL23941
ortholog_5645 gene-HOLleu_27549 PL24117
ortholog_5646 gene-HOLleu_27553 PL28187
ortholog_5647 gene-HOLleu_27561 PL23925
ortholog_5648 gene-HOLleu_27564 PL24981
ortholog_5649 gene-HOLleu_27565 PL24954
ortholog_5650 gene-HOLleu_27566 PL25155
ortholog_5651 gene-HOLleu_27567 PL24979
ortholog_5652 gene-HOLleu_27569 PL25198
ortholog_5653 gene-HOLleu_27570 PL23935
ortholog_5654 gene-HOLleu_27571 PL24756
ortholog_5655 gene-HOLleu_27578 PL25141
ortholog_5656 gene-HOLleu_27592 PL24100
ortholog_5657 gene-HOLleu_27599 PL23964
ortholog_5658 gene-HOLleu_27608 PL24108
ortholog_5659 gene-HOLleu_27611 PL24128
ortholog_5660 gene-HOLleu_27612 PL24326
ortholog_5661 gene-HOLleu_27614 PL24278
ortholog_5662 gene-HOLleu_27617 PL23948
ortholog_5663 gene-HOLleu_27618 PL24541
ortholog_5664 gene-HOLleu_27621 PL24175
ortholog_5665 gene-HOLleu_27630 PL24120
ortholog_5666 gene-HOLleu_27633 PL23969
ortholog_5667 gene-HOLleu_27640 PL24936
ortholog_5668 gene-HOLleu_27646 PL24554
ortholog_5669 gene-HOLleu_27649 PL22295
ortholog_5670 gene-HOLleu_27655 PL24037
ortholog_5671 gene-HOLleu_27660 PL24510
ortholog_5672 gene-HOLleu_27669 PL24527
ortholog_5673 gene-HOLleu_27670 PL24652
ortholog_5674 gene-HOLleu_27672 PL24181
ortholog_5675 gene-HOLleu_27676 PL23940
ortholog_5676 gene-HOLleu_27681 PL24365
ortholog_5677 gene-HOLleu_27688 PL38411
ortholog_5678 gene-HOLleu_27699 PL24494
ortholog_5679 gene-HOLleu_27713 PL23783
ortholog_5680 gene-HOLleu_27718 PL24253
ortholog_5681 gene-HOLleu_27719 PL35957
ortholog_5682 gene-HOLleu_27730 PL24126
ortholog_5683 gene-HOLleu_27737 PL24891
ortholog_5684 gene-HOLleu_27738 PL25080
ortholog_5685 gene-HOLleu_27747 PL25202
ortholog_5686 gene-HOLleu_27754 PL24928
ortholog_5687 gene-HOLleu_27755 PL24875
ortholog_5688 gene-HOLleu_27757 PL24259
ortholog_5689 gene-HOLleu_27760 PL23924
ortholog_5690 gene-HOLleu_27764 PL24788
ortholog_5691 gene-HOLleu_27766 PL24458
ortholog_5692 gene-HOLleu_27776 PL04652
