ortholog_1 gene-HOLleu_00001 BL04309_cuf3
ortholog_4888 gene-HOLleu_28214 BL05614_cuf1
ortholog_4889 gene-HOLleu_28215 BL18714_evm0
ortholog_4890 gene-HOLleu_28216 BL21647_evm2
ortholog_4891 gene-HOLleu_28217 BL10928_cuf5
ortholog_4892 gene-HOLleu_28218 BL20159_evm0
ortholog_4893 gene-HOLleu_28237 BL11164_evm0
ortholog_4894 gene-HOLleu_28238 BL20178_evm1
ortholog_4895 gene-HOLleu_28241 BL04402_evm2
ortholog_4896 gene-HOLleu_28249 BL16780_cuf33
ortholog_4897 gene-HOLleu_28251 BL16460_evm0
ortholog_4898 gene-HOLleu_28253 BL26192_evm0
ortholog_4899 gene-HOLleu_28255 BL21024_evm1
ortholog_4900 gene-HOLleu_28256 BL14096_evm0
ortholog_4901 gene-HOLleu_28260 BL19528_cuf5
ortholog_4902 gene-HOLleu_28263 BL69173_cuf0
ortholog_4903 gene-HOLleu_28265 BL96238_cuf7
ortholog_4904 gene-HOLleu_28266 BL05023_cuf9
ortholog_4905 gene-HOLleu_28271 BL01707_cuf2
ortholog_4906 gene-HOLleu_28277 BL06840_evm3
ortholog_4907 gene-HOLleu_28281 BL01955_evm4
ortholog_4908 gene-HOLleu_28283 BL12659_cuf0
ortholog_4909 gene-HOLleu_28284 BL07442_cuf19
ortholog_4910 gene-HOLleu_28285 BL12529_evm4
ortholog_4911 gene-HOLleu_28293 BL17704_cuf0
ortholog_4912 gene-HOLleu_28294 BL26958_evm0
ortholog_4913 gene-HOLleu_28303 BL05555_evm0
ortholog_4914 gene-HOLleu_28308 BL18718_cuf6
ortholog_4915 gene-HOLleu_28310 BL19025_evm25
ortholog_4916 gene-HOLleu_28313 BL07160_cuf6
ortholog_4917 gene-HOLleu_28315 BL01891_cuf2
ortholog_4918 gene-HOLleu_28320 BL17849_cuf3
ortholog_4919 gene-HOLleu_28322 BL07074_cuf11
ortholog_4920 gene-HOLleu_28325 BL04630_cuf12
ortholog_4921 gene-HOLleu_28331 BL16376_cuf10
ortholog_4922 gene-HOLleu_28349 BL51906_cuf0
ortholog_4923 gene-HOLleu_28351 BL16804_cuf0
ortholog_4924 gene-HOLleu_28355 BL80605_cuf0
ortholog_4925 gene-HOLleu_28360 BL12284_cuf1
ortholog_4926 gene-HOLleu_28362 BL14385_evm0
ortholog_4927 gene-HOLleu_28382 BL11397_evm4
ortholog_4928 gene-HOLleu_28393 BL13406_evm0
ortholog_4929 gene-HOLleu_28395 BL18348_evm0
ortholog_4930 gene-HOLleu_28396 BL16454_evm8
ortholog_4931 gene-HOLleu_28397 BL21476_evm3
ortholog_4932 gene-HOLleu_28399 BL20134_evm9
ortholog_4933 gene-HOLleu_28400 BL12946_cuf2
ortholog_4934 gene-HOLleu_28401 BL12844_cuf2
ortholog_4935 gene-HOLleu_28417 BL13408_cuf4
ortholog_4936 gene-HOLleu_28421 BL23349_cuf4
ortholog_4937 gene-HOLleu_28423 BL03257_cuf2
ortholog_4938 gene-HOLleu_28424 BL06365_evm0
ortholog_4939 gene-HOLleu_28431 BL21379_evm1
ortholog_4940 gene-HOLleu_28432 BL01636_evm0
ortholog_4941 gene-HOLleu_28438 BL62141_cuf0
ortholog_4942 gene-HOLleu_28440 BL06561_cuf1
ortholog_4943 gene-HOLleu_28442 BL95569_evm1
ortholog_4944 gene-HOLleu_28445 BL02911_evm4
ortholog_4945 gene-HOLleu_28449 BL13280_evm5
ortholog_4946 gene-HOLleu_28450 BL22940_cuf4
ortholog_4947 gene-HOLleu_28452 BL04960_cuf2
ortholog_4948 gene-HOLleu_28453 BL15108_evm0
ortholog_4949 gene-HOLleu_28455 BL02803_evm5
ortholog_4950 gene-HOLleu_28456 BL08334_cuf1
ortholog_4951 gene-HOLleu_28457 BL78077_cuf1
ortholog_4952 gene-HOLleu_28460 BL14225_evm0
ortholog_4953 gene-HOLleu_28466 BL02961_evm0
ortholog_4954 gene-HOLleu_28467 BL05646_cuf2
ortholog_4955 gene-HOLleu_28470 BL06102_evm0
ortholog_4956 gene-HOLleu_28471 BL14907_cuf3
ortholog_4957 gene-HOLleu_28478 BL20122_cuf0
ortholog_4958 gene-HOLleu_28479 BL07898_cuf2
ortholog_4959 gene-HOLleu_28480 BL19816_cuf6
ortholog_4960 gene-HOLleu_28486 BL10213_cuf20
ortholog_4961 gene-HOLleu_28487 BL07753_evm7
ortholog_4962 gene-HOLleu_28490 BL05292_evm1
ortholog_4963 gene-HOLleu_28492 BL07171_evm5
ortholog_4964 gene-HOLleu_28497 BL06566_evm2
ortholog_4965 gene-HOLleu_28508 BL13409_cuf1
ortholog_4966 gene-HOLleu_28509 BL18695_evm0
ortholog_4967 gene-HOLleu_28516 BL23225_cuf2
ortholog_4968 gene-HOLleu_28519 BL95490_evm1
ortholog_4969 gene-HOLleu_28520 BL24320_cuf1
ortholog_4970 gene-HOLleu_28524 BL19813_cuf8
ortholog_4971 gene-HOLleu_28527 BL01295_cuf3
ortholog_4972 gene-HOLleu_28530 BL01561_cuf2
ortholog_4973 gene-HOLleu_28536 BL10530_cuf3
ortholog_4974 gene-HOLleu_28537 BL10534_cuf7
ortholog_4975 gene-HOLleu_28539 BL23307_cuf4
ortholog_4976 gene-HOLleu_28540 BL24181_evm0
ortholog_4977 gene-HOLleu_28542 BL24065_cuf2
ortholog_4978 gene-HOLleu_28543 BL24571_evm2
ortholog_4979 gene-HOLleu_28544 BL23615_evm0
ortholog_4980 gene-HOLleu_28546 BL01645_evm0
ortholog_4981 gene-HOLleu_28547 BL20161_cuf6
ortholog_4982 gene-HOLleu_28556 BL18693_evm0
ortholog_4983 gene-HOLleu_28558 BL11316_evm0
ortholog_4984 gene-HOLleu_28561 BL22935_evm25
ortholog_4985 gene-HOLleu_28563 BL01662_evm0
ortholog_4986 gene-HOLleu_28565 BL19400_evm4
ortholog_4987 gene-HOLleu_28571 BL22966_evm5
ortholog_4988 gene-HOLleu_28572 BL03888_cuf0
ortholog_4989 gene-HOLleu_28578 BL03889_evm4
ortholog_4990 gene-HOLleu_28583 BL23413_evm7
ortholog_4991 gene-HOLleu_28584 BL21435_cuf2
ortholog_4992 gene-HOLleu_28589 BL14099_evm9
ortholog_4993 gene-HOLleu_28590 BL23302_cuf8
ortholog_4994 gene-HOLleu_28593 BL15166_evm0
ortholog_4995 gene-HOLleu_28596 BL22191_evm0
ortholog_4996 gene-HOLleu_28598 BL08975_evm25
ortholog_4997 gene-HOLleu_28601 BL08976_cuf5
ortholog_4998 gene-HOLleu_28611 BL08974_evm0
ortholog_4999 gene-HOLleu_28613 BL01652_cuf8
ortholog_5000 gene-HOLleu_28614 BL21575_evm0
ortholog_5001 gene-HOLleu_28632 BL03263_cuf6
ortholog_5002 gene-HOLleu_28633 BL06238_cuf6
ortholog_5003 gene-HOLleu_28636 BL83765_cuf0
ortholog_5004 gene-HOLleu_28637 BL21510_cuf1
ortholog_5005 gene-HOLleu_28638 BL19530_cuf2
ortholog_5006 gene-HOLleu_28640 BL95540_evm0
ortholog_5007 gene-HOLleu_28641 BL01651_evm3
ortholog_5008 gene-HOLleu_28661 BL12182_cuf3
ortholog_5009 gene-HOLleu_28662 BL19087_cuf6
ortholog_5010 gene-HOLleu_28663 BL17675_cuf2
ortholog_5011 gene-HOLleu_28664 BL61131_cuf0
ortholog_5012 gene-HOLleu_28665 BL12817_cuf0
ortholog_5013 gene-HOLleu_28667 BL13146_evm0
ortholog_5014 gene-HOLleu_28668 BL59938_cuf0
ortholog_5015 gene-HOLleu_28671 BL18871_evm7
ortholog_5016 gene-HOLleu_28672 BL22041_evm3
ortholog_5017 gene-HOLleu_28673 BL12818_evm2
ortholog_5018 gene-HOLleu_28674 BL21383_evm0
ortholog_5019 gene-HOLleu_28675 BL16458_evm0
ortholog_5020 gene-HOLleu_28677 BL07589_evm0
ortholog_5021 gene-HOLleu_28687 BL18838_cuf4
ortholog_5022 gene-HOLleu_28700 BL07072_evm0
ortholog_5023 gene-HOLleu_28704 BL22958_evm0
ortholog_5024 gene-HOLleu_28705 BL02950_cuf9
ortholog_5025 gene-HOLleu_28706 BL22960_cuf4
ortholog_5026 gene-HOLleu_28708 BL15129_evm9
ortholog_5027 gene-HOLleu_28711 BL25275_evm0
ortholog_5028 gene-HOLleu_28719 BL15107_evm9
ortholog_5029 gene-HOLleu_28723 BL96437_cuf19
ortholog_5030 gene-HOLleu_28732 BL14021_evm2
ortholog_5031 gene-HOLleu_28736 BL00687_evm0
ortholog_5032 gene-HOLleu_28738 BL00684_cuf2
ortholog_5033 gene-HOLleu_28739 BL15639_cuf5
ortholog_5034 gene-HOLleu_28741 BL19298_cuf1
ortholog_5035 gene-HOLleu_28748 BL26652_evm0
ortholog_5036 gene-HOLleu_28753 BL12821_evm10
ortholog_5037 gene-HOLleu_28754 BL05731_cuf6
ortholog_5038 gene-HOLleu_28755 BL32105_evm0
ortholog_5039 gene-HOLleu_28760 BL04816_evm1
ortholog_5040 gene-HOLleu_28761 BL02726_cuf11
ortholog_5041 gene-HOLleu_28765 BL13594_evm0
ortholog_5042 gene-HOLleu_28770 BL18713_evm0
ortholog_5043 gene-HOLleu_28771 BL01376_cuf2
ortholog_5044 gene-HOLleu_28772 BL00982_evm8
ortholog_5045 gene-HOLleu_28774 BL04629_cuf7
ortholog_5046 gene-HOLleu_28775 BL25989_evm0
ortholog_5047 gene-HOLleu_28776 BL20466_cuf5
ortholog_5048 gene-HOLleu_28778 BL00087_evm0
ortholog_5049 gene-HOLleu_28783 BL29028_evm0
ortholog_5050 gene-HOLleu_28787 BL95626_evm0
ortholog_5051 gene-HOLleu_28792 BL09407_evm0
ortholog_5052 gene-HOLleu_28794 BL03504_evm1
ortholog_5053 gene-HOLleu_28796 BL09404_cuf5
ortholog_5054 gene-HOLleu_28799 BL24064_evm30
ortholog_5055 gene-HOLleu_28801 BL21977_evm0
ortholog_5056 gene-HOLleu_28807 BL28221_evm0
ortholog_5057 gene-HOLleu_28808 BL11205_evm0
ortholog_5058 gene-HOLleu_28816 BL58769_cuf0
ortholog_5059 gene-HOLleu_28822 BL24947_cuf0
ortholog_5060 gene-HOLleu_28834 BL09405_evm0
ortholog_5061 gene-HOLleu_28835 BL26191_evm0
ortholog_5062 gene-HOLleu_28836 BL16169_evm5
ortholog_5063 gene-HOLleu_28838 BL09659_evm6
ortholog_5064 gene-HOLleu_28840 BL13283_cuf0
ortholog_5065 gene-HOLleu_28852 BL97235_cuf11
ortholog_5066 gene-HOLleu_28866 BL13045_evm0
ortholog_5067 gene-HOLleu_28867 BL10744_evm5
ortholog_5068 gene-HOLleu_28868 BL13743_evm0
ortholog_5069 gene-HOLleu_28869 BL26689_evm0
ortholog_5070 gene-HOLleu_28872 BL00110_evm3
ortholog_5071 gene-HOLleu_28873 BL00759_cuf5
ortholog_5072 gene-HOLleu_28874 BL16167_cuf6
ortholog_5073 gene-HOLleu_28876 BL22643_cuf11
ortholog_5074 gene-HOLleu_28883 BL00177_evm0
ortholog_5075 gene-HOLleu_28887 BL00435_evm5
ortholog_5076 gene-HOLleu_28889 BL02170_cuf0
ortholog_5077 gene-HOLleu_28892 BL10492_evm2
ortholog_5078 gene-HOLleu_28895 BL18688_evm0
ortholog_5079 gene-HOLleu_28904 BL08300_evm0
ortholog_5080 gene-HOLleu_28914 BL24741_evm0
ortholog_5081 gene-HOLleu_28916 BL13410_evm0
ortholog_5082 gene-HOLleu_28919 BL04620_cuf1
ortholog_5083 gene-HOLleu_28922 BL14988_evm1
ortholog_5084 gene-HOLleu_28926 BL95724_evm1
ortholog_5085 gene-HOLleu_28933 BL01288_evm0
ortholog_5086 gene-HOLleu_28934 BL31680_evm0
ortholog_5087 gene-HOLleu_28942 BL18470_evm0
ortholog_5088 gene-HOLleu_28956 BL05549_cuf2
ortholog_5089 gene-HOLleu_28957 BL13114_evm8
ortholog_5090 gene-HOLleu_28958 BL16902_evm22
ortholog_5091 gene-HOLleu_28959 BL20164_evm0
ortholog_5092 gene-HOLleu_28961 BL07752_cuf1
ortholog_5093 gene-HOLleu_28962 BL16912_cuf2
ortholog_5094 gene-HOLleu_28967 BL14919_cuf11
ortholog_5095 gene-HOLleu_28968 BL20741_cuf0
ortholog_5096 gene-HOLleu_28970 BL08412_cuf3
ortholog_5097 gene-HOLleu_28975 BL18357_evm0
ortholog_5098 gene-HOLleu_28979 BL13405_evm5
ortholog_5099 gene-HOLleu_28981 BL18466_cuf28
ortholog_5100 gene-HOLleu_28986 BL18452_evm0
ortholog_5101 gene-HOLleu_28992 BL01702_cuf1
ortholog_5102 gene-HOLleu_28994 BL18118_evm0
ortholog_5103 gene-HOLleu_28998 BL58595_cuf3
ortholog_5104 gene-HOLleu_28999 BL02131_evm1
ortholog_5105 gene-HOLleu_29001 BL05733_cuf13
ortholog_5106 gene-HOLleu_29003 BL02966_evm0
ortholog_5107 gene-HOLleu_29004 BL78360_cuf0
ortholog_5108 gene-HOLleu_29006 BL18959_cuf3
ortholog_5109 gene-HOLleu_29005 BL16456_evm0
ortholog_5110 gene-HOLleu_29007 BL07443_cuf15
ortholog_5111 gene-HOLleu_29017 BL15942_cuf3
ortholog_5112 gene-HOLleu_29018 BL05777_cuf7
ortholog_5113 gene-HOLleu_29021 BL00809_cuf4
ortholog_5114 gene-HOLleu_29022 BL00322_cuf1
ortholog_5115 gene-HOLleu_29023 BL22312_cuf0
ortholog_5116 gene-HOLleu_29026 BL01683_cuf1
ortholog_5117 gene-HOLleu_29027 BL09406_evm4
ortholog_5118 gene-HOLleu_29028 BL95491_evm0
ortholog_5119 gene-HOLleu_29029 BL12116_cuf4
ortholog_5120 gene-HOLleu_29030 BL00174_cuf3
ortholog_5121 gene-HOLleu_29031 BL01629_evm4
ortholog_5122 gene-HOLleu_29033 BL10905_cuf4
ortholog_5123 gene-HOLleu_29035 BL22260_cuf1
ortholog_5124 gene-HOLleu_29036 BL19292_cuf3
ortholog_5125 gene-HOLleu_29064 BL19295_cuf19
ortholog_5126 gene-HOLleu_29067 BL02692_cuf3
ortholog_5127 gene-HOLleu_29081 BL18894_cuf0
ortholog_5128 gene-HOLleu_29084 BL00960_cuf4
ortholog_5129 gene-HOLleu_29098 BL61387_cuf0
ortholog_5130 gene-HOLleu_29099 BL12709_cuf18
ortholog_5131 gene-HOLleu_29108 BL20151_cuf6
ortholog_5132 gene-HOLleu_29112 BL05294_evm0
ortholog_5133 gene-HOLleu_29119 BL03619_cuf2
ortholog_5134 gene-HOLleu_29121 BL24249_evm0
ortholog_5135 gene-HOLleu_29127 BL16444_evm0
ortholog_5136 gene-HOLleu_29130 BL12819_cuf9
ortholog_5137 gene-HOLleu_29135 BL22036_cuf1
ortholog_5138 gene-HOLleu_29136 BL16699_evm8
ortholog_5139 gene-HOLleu_29140 BL06413_evm0
ortholog_5140 gene-HOLleu_29144 BL82618_cuf4
ortholog_5141 gene-HOLleu_29147 BL10019_evm0
ortholog_5142 gene-HOLleu_29150 BL16276_evm0
ortholog_5143 gene-HOLleu_29152 BL24739_evm4
ortholog_5144 gene-HOLleu_29153 BL16247_cuf1
ortholog_5145 gene-HOLleu_29161 BL29007_evm1
ortholog_5146 gene-HOLleu_29179 BL02883_evm0
ortholog_5147 gene-HOLleu_29181 BL09843_evm0
ortholog_5148 gene-HOLleu_29182 BL01374_evm0
ortholog_5149 gene-HOLleu_29184 BL03412_evm0
ortholog_5150 gene-HOLleu_29187 BL12733_evm0
ortholog_5151 gene-HOLleu_29195 BL05742_evm0
ortholog_5152 gene-HOLleu_29208 BL95591_evm0
ortholog_5153 gene-HOLleu_29218 BL21165_evm0
ortholog_5154 gene-HOLleu_29220 BL20517_evm1
ortholog_5155 gene-HOLleu_29221 BL11270_evm0
ortholog_5156 gene-HOLleu_29222 BL20132_cuf0
ortholog_5157 gene-HOLleu_29226 BL11024_cuf1
ortholog_5158 gene-HOLleu_29231 BL24426_cuf4
ortholog_5159 gene-HOLleu_29235 BL30444_evm0
ortholog_5160 gene-HOLleu_29236 BL02964_cuf1
ortholog_5161 gene-HOLleu_29237 BL14095_cuf2
ortholog_5162 gene-HOLleu_29239 BL11166_evm34
ortholog_5163 gene-HOLleu_29247 BL08985_evm0
ortholog_5164 gene-HOLleu_29249 BL03890_cuf6
ortholog_5165 gene-HOLleu_29284 BL14783_evm11
ortholog_5166 gene-HOLleu_29285 BL03123_cuf8
ortholog_5167 gene-HOLleu_29288 BL56028_cuf1
ortholog_5168 gene-HOLleu_29293 BL11889_cuf3
ortholog_5169 gene-HOLleu_29296 BL22755_cuf1
ortholog_5170 gene-HOLleu_29297 BL24160_evm0
ortholog_5171 gene-HOLleu_29300 BL18497_evm5
ortholog_5172 gene-HOLleu_29301 BL08328_cuf17
ortholog_5173 gene-HOLleu_29305 BL15857_cuf10
ortholog_5174 gene-HOLleu_29310 BL04013_evm0
ortholog_5175 gene-HOLleu_29317 BL03615_evm11
ortholog_5176 gene-HOLleu_29318 BL15572_evm2
ortholog_5177 gene-HOLleu_29319 BL22538_cuf0
ortholog_5178 gene-HOLleu_29320 BL20156_evm1
ortholog_5179 gene-HOLleu_29321 BL16447_evm6
ortholog_5180 gene-HOLleu_29354 BL13449_evm3
ortholog_5181 gene-HOLleu_29357 BL05611_evm8
ortholog_5182 gene-HOLleu_29359 BL24001_cuf3
ortholog_5183 gene-HOLleu_29361 BL05293_cuf5
ortholog_5184 gene-HOLleu_29362 BL12113_cuf5
ortholog_5185 gene-HOLleu_29363 BL22964_cuf1
ortholog_5186 gene-HOLleu_29365 BL05289_evm1
ortholog_5187 gene-HOLleu_29368 BL00760_cuf1
ortholog_5188 gene-HOLleu_29384 BL06233_cuf3
ortholog_5189 gene-HOLleu_29392 BL06990_cuf2
ortholog_5190 gene-HOLleu_29401 BL21381_evm0
ortholog_5191 gene-HOLleu_29406 BL24110_evm0
ortholog_5192 gene-HOLleu_29413 BL89174_cuf0
ortholog_5193 gene-HOLleu_29414 BL15884_evm4
ortholog_5194 gene-HOLleu_29416 BL14277_cuf5
ortholog_5195 gene-HOLleu_29437 BL09778_cuf7
ortholog_5196 gene-HOLleu_29442 BL00959_evm6
ortholog_5197 gene-HOLleu_29472 BL17429_evm0
ortholog_5198 gene-HOLleu_29473 BL20166_evm0
ortholog_5199 gene-HOLleu_29482 BL20162_cuf1
ortholog_5200 gene-HOLleu_29488 BL24754_cuf7
ortholog_5201 gene-HOLleu_29491 BL18694_evm0
ortholog_5202 gene-HOLleu_29495 BL06132_cuf3
ortholog_5203 gene-HOLleu_29501 BL23306_evm0
ortholog_5204 gene-HOLleu_29508 BL06103_evm2
ortholog_5205 gene-HOLleu_29516 BL19524_cuf2
ortholog_5206 gene-HOLleu_29521 BL12795_cuf4
ortholog_5207 gene-HOLleu_29530 BL10931_evm2
ortholog_5208 gene-HOLleu_29538 BL20776_cuf2
ortholog_5209 gene-HOLleu_29540 BL16741_evm0
ortholog_5210 gene-HOLleu_29542 BL00967_evm0
ortholog_5211 gene-HOLleu_29543 BL12791_cuf5
ortholog_5212 gene-HOLleu_29545 BL15881_cuf8
ortholog_5213 gene-HOLleu_29547 BL96430_cuf7
ortholog_5214 gene-HOLleu_29548 BL07290_evm0
ortholog_5215 gene-HOLleu_29553 BL03264_evm0
ortholog_5216 gene-HOLleu_29560 BL25105_evm0
ortholog_5217 gene-HOLleu_29562 BL97224_cuf4
ortholog_5218 gene-HOLleu_29570 BL10632_evm2
ortholog_5219 gene-HOLleu_29575 BL23494_cuf0
ortholog_5220 gene-HOLleu_29577 BL05615_cuf0
ortholog_5221 gene-HOLleu_29586 BL03893_evm2
ortholog_5222 gene-HOLleu_29589 BL06096_evm0
ortholog_5223 gene-HOLleu_29596 BL08970_cuf10
ortholog_5224 gene-HOLleu_29601 BL97233_cuf6
ortholog_5225 gene-HOLleu_29602 BL31216_evm0
ortholog_5226 gene-HOLleu_29603 BL03538_cuf2
ortholog_5227 gene-HOLleu_29605 BL02962_evm3
ortholog_5228 gene-HOLleu_29615 BL16459_evm1
ortholog_5229 gene-HOLleu_29619 BL12119_evm14
ortholog_5230 gene-HOLleu_29620 BL23354_evm3
ortholog_5231 gene-HOLleu_29621 BL15098_evm4
ortholog_5232 gene-HOLleu_29622 BL23748_evm0
ortholog_5233 gene-HOLleu_29627 BL13739_evm1
ortholog_5234 gene-HOLleu_29628 BL06119_cuf6
ortholog_5235 gene-HOLleu_29630 BL07175_evm6
ortholog_5236 gene-HOLleu_29634 BL19404_cuf4
ortholog_5237 gene-HOLleu_29635 BL01635_cuf0
ortholog_5238 gene-HOLleu_29640 BL95497_evm0
ortholog_5239 gene-HOLleu_29658 BL95495_evm3
ortholog_5240 gene-HOLleu_29660 BL26457_evm0
ortholog_5241 gene-HOLleu_29661 BL02696_cuf5
ortholog_5242 gene-HOLleu_29664 BL01002_evm4
ortholog_5243 gene-HOLleu_29669 BL03654_cuf1
ortholog_5244 gene-HOLleu_29725 BL15867_cuf0
ortholog_5245 gene-HOLleu_29735 BL11415_evm0
ortholog_5246 gene-HOLleu_29738 BL03497_evm0
ortholog_5247 gene-HOLleu_29739 BL10839_evm8
ortholog_5248 gene-HOLleu_29747 BL04811_cuf0
ortholog_5249 gene-HOLleu_29752 BL09494_evm0
ortholog_5250 gene-HOLleu_29755 BL23106_evm0
ortholog_5251 gene-HOLleu_29767 BL16205_evm0
ortholog_5252 gene-HOLleu_29779 BL96299_cuf8
ortholog_5253 gene-HOLleu_29780 BL08218_evm0
ortholog_5254 gene-HOLleu_29781 BL10827_evm1
ortholog_5255 gene-HOLleu_29786 BL89231_cuf0
ortholog_5256 gene-HOLleu_29788 BL15928_evm0
ortholog_5257 gene-HOLleu_29790 BL97407_cuf5
ortholog_5258 gene-HOLleu_29803 BL22809_cuf9
ortholog_5259 gene-HOLleu_29804 BL58772_cuf0
ortholog_5260 gene-HOLleu_29806 BL19251_cuf13
ortholog_5261 gene-HOLleu_29810 BL20738_evm0
ortholog_5262 gene-HOLleu_29811 BL20731_evm0
ortholog_5263 gene-HOLleu_29815 BL09325_evm0
ortholog_5264 gene-HOLleu_29817 BL15871_evm0
ortholog_5265 gene-HOLleu_29820 BL21601_cuf2
ortholog_5266 gene-HOLleu_29821 BL82343_cuf1
ortholog_5267 gene-HOLleu_29826 BL31218_evm0
ortholog_5268 gene-HOLleu_29828 BL15970_cuf0
ortholog_5269 gene-HOLleu_29840 BL02093_evm0
ortholog_5270 gene-HOLleu_29842 BL10237_evm7
ortholog_5271 gene-HOLleu_29843 BL22594_cuf4
ortholog_5272 gene-HOLleu_29847 BL13088_cuf4
ortholog_5273 gene-HOLleu_29849 BL24355_evm0
ortholog_5274 gene-HOLleu_29858 BL08399_evm3
ortholog_5275 gene-HOLleu_29867 BL13013_evm2
ortholog_5276 gene-HOLleu_29878 BL35346_cuf0
ortholog_5277 gene-HOLleu_29879 BL95770_evm0
ortholog_5278 gene-HOLleu_29890 BL24004_evm0
ortholog_5279 gene-HOLleu_29894 BL95408_evm1
ortholog_5280 gene-HOLleu_29896 BL87158_cuf0
ortholog_5281 gene-HOLleu_29898 BL50079_cuf1
ortholog_5282 gene-HOLleu_29900 BL18052_cuf2
ortholog_5283 gene-HOLleu_29910 BL06268_evm1
ortholog_5284 gene-HOLleu_29916 BL23135_evm0
ortholog_5285 gene-HOLleu_29919 BL23275_cuf6
ortholog_5286 gene-HOLleu_29923 BL13700_evm4
ortholog_5287 gene-HOLleu_29925 BL04294_evm0
ortholog_5288 gene-HOLleu_29933 BL10291_cuf7
ortholog_5289 gene-HOLleu_29934 BL05490_evm0
ortholog_5290 gene-HOLleu_29935 BL16043_cuf23
ortholog_5291 gene-HOLleu_29936 BL19170_evm7
ortholog_5292 gene-HOLleu_29938 BL96140_evm9
ortholog_5293 gene-HOLleu_29940 BL08109_evm0
ortholog_5294 gene-HOLleu_29944 BL05497_evm4
ortholog_5295 gene-HOLleu_29951 BL08485_cuf2
ortholog_5296 gene-HOLleu_29958 BL15550_cuf10
ortholog_5297 gene-HOLleu_29960 BL74760_cuf1
ortholog_5298 gene-HOLleu_29961 BL04602_evm0
ortholog_5299 gene-HOLleu_29966 BL24051_evm3
ortholog_5300 gene-HOLleu_29967 BL96747_cuf23
ortholog_5301 gene-HOLleu_29974 BL08698_cuf4
ortholog_5302 gene-HOLleu_29976 BL08787_cuf1
ortholog_5303 gene-HOLleu_29979 BL95769_evm1
ortholog_5304 gene-HOLleu_29982 BL09919_evm0
ortholog_5305 gene-HOLleu_29990 BL22722_cuf1
ortholog_5306 gene-HOLleu_29997 BL14873_cuf2
ortholog_5307 gene-HOLleu_29998 BL14879_evm0
ortholog_5308 gene-HOLleu_29999 BL18570_cuf0
ortholog_5309 gene-HOLleu_30002 BL02085_evm9
ortholog_5310 gene-HOLleu_30017 BL31641_evm0
ortholog_5311 gene-HOLleu_30018 BL05493_cuf4
ortholog_5312 gene-HOLleu_30020 BL03717_cuf13
ortholog_5313 gene-HOLleu_30021 BL04456_cuf1
ortholog_5314 gene-HOLleu_30023 BL31564_evm0
ortholog_5315 gene-HOLleu_30030 BL15321_evm0
ortholog_5316 gene-HOLleu_30035 BL02412_cuf4
ortholog_5317 gene-HOLleu_30036 BL21598_evm2
ortholog_5318 gene-HOLleu_30040 BL19927_cuf1
ortholog_5319 gene-HOLleu_30055 BL21180_evm0
ortholog_5320 gene-HOLleu_30056 BL03809_cuf1
ortholog_5321 gene-HOLleu_30069 BL17653_evm0
ortholog_5322 gene-HOLleu_30070 BL16412_evm4
ortholog_5323 gene-HOLleu_30075 BL04292_evm4
ortholog_5324 gene-HOLleu_30092 BL11412_evm5
ortholog_5325 gene-HOLleu_30096 BL10821_evm3
ortholog_5326 gene-HOLleu_30097 BL17513_cuf0
ortholog_5327 gene-HOLleu_30098 BL14328_cuf3
ortholog_5328 gene-HOLleu_30099 BL20681_evm9
ortholog_5329 gene-HOLleu_30100 BL15956_cuf1
ortholog_5330 gene-HOLleu_30102 BL02083_evm9
ortholog_5331 gene-HOLleu_30104 BL14820_evm0
ortholog_5332 gene-HOLleu_30109 BL02081_cuf6
ortholog_5333 gene-HOLleu_30110 BL16823_cuf36
ortholog_5334 gene-HOLleu_30111 BL11286_evm1
ortholog_5335 gene-HOLleu_30112 BL04709_cuf0
ortholog_5336 gene-HOLleu_30113 BL04638_evm0
ortholog_5337 gene-HOLleu_30120 BL24045_cuf2
ortholog_5338 gene-HOLleu_30129 BL10426_evm4
ortholog_5339 gene-HOLleu_30134 BL13706_cuf6
ortholog_5340 gene-HOLleu_30136 BL16413_cuf3
ortholog_5341 gene-HOLleu_30137 BL04024_evm0
ortholog_5342 gene-HOLleu_30138 BL13701_cuf2
ortholog_5343 gene-HOLleu_30144 BL01088_evm1
ortholog_5344 gene-HOLleu_30145 BL01550_evm4
ortholog_5345 gene-HOLleu_30146 BL15909_cuf1
ortholog_5346 gene-HOLleu_30147 BL23280_evm12
ortholog_5347 gene-HOLleu_30151 BL06613_evm16
ortholog_5348 gene-HOLleu_30152 BL74980_cuf3
ortholog_5349 gene-HOLleu_30160 BL28798_evm0
ortholog_5350 gene-HOLleu_30161 BL08584_cuf5
ortholog_5351 gene-HOLleu_30166 BL08591_cuf0
ortholog_5352 gene-HOLleu_30168 BL04325_evm0
ortholog_5353 gene-HOLleu_30171 BL10339_cuf2
ortholog_5354 gene-HOLleu_30176 BL14878_evm0
ortholog_5355 gene-HOLleu_30177 BL30223_evm2
ortholog_5356 gene-HOLleu_30178 BL24957_evm0
ortholog_5357 gene-HOLleu_30183 BL18288_cuf0
ortholog_5358 gene-HOLleu_30191 BL22276_evm0
ortholog_5359 gene-HOLleu_30192 BL18076_cuf24
ortholog_5360 gene-HOLleu_30193 BL19263_evm0
ortholog_5361 gene-HOLleu_30194 BL00791_evm0
