ortholog_1 g320 Em0018g373a
ortholog_3624 g133835 Em0137g15a
ortholog_3625 g133836 Em0016g949a
ortholog_3626 g133847 Em0016g979a
ortholog_3627 g133856 Em0016g980a
ortholog_3628 g133862 Em0016g984a
ortholog_3629 g133880 Em0016g1103a
ortholog_3630 g133952 Em0016g1027a
ortholog_3631 g133958 Em0016g561a
ortholog_3632 g133979 Em0015g32a
ortholog_3633 g133985 Em0016g285a
ortholog_3634 g133987 Em0016g292a
ortholog_3635 g133994 Em0016g1099a
ortholog_3636 g134007 Em0016g1106a
ortholog_3637 g134021 Em0017g568a
ortholog_3638 g134024 Em0019g1035a
ortholog_3639 g134028 Em0005g667a
ortholog_3640 g134035 Em0870g1a
ortholog_3641 g134037 Em0716g2a
ortholog_3642 g134067 Em1045g2a
ortholog_3643 g134193 Em0024g178a
ortholog_3644 g134319 Em0001g1153a
ortholog_3645 g134368 Em0016g57a
ortholog_3646 g134438 Em0016g1002a
ortholog_3647 g134474 Em0011g1032a
ortholog_3648 g134520 Em0001g1679a
ortholog_3649 g134521 Em0130g2a
ortholog_3650 g134539 Em0018g653a
ortholog_3651 g134541 Em0017g578a
ortholog_3652 g134560 Em0016g245a
ortholog_3653 g134581 Em0016g997a
ortholog_3654 g134598 Em0016g550a
ortholog_3655 g134646 Em0016g108a
ortholog_3656 g134659 Em0007g599a
ortholog_3657 g134699 Em0016g945a
ortholog_3658 g134714 Em0022g654a
ortholog_3659 g134771 Em0001g1332a
ortholog_3660 g134804 Em0007g591a
ortholog_3661 g134805 Em0007g593a
ortholog_3662 g134892 Em0016g216a
ortholog_3663 g134914 Em0016g81a
ortholog_3664 g134916 Em0016g68a
ortholog_3665 g134925 Em0016g912a
ortholog_3666 g134972 Em0016g224a
ortholog_3667 g134987 Em0009g1163a
ortholog_3668 g135025 Em0016g259a
ortholog_3669 g135027 Em0016g162a
ortholog_3670 g135041 Em0016g983a
ortholog_3671 g135046 Em0003g1372a
ortholog_3672 g135048 Em0003g1379a
ortholog_3673 g135094 Em0016g355a
ortholog_3674 g135105 Em0016g569a
ortholog_3675 g135168 Em0016g64a
ortholog_3676 g135173 Em0006g862a
ortholog_3677 g135175 Em0016g264a
ortholog_3678 g135188 Em0016g116a
ortholog_3679 g135219 Em0012g82a
ortholog_3680 g135223 Em0007g182a
ortholog_3681 g135240 Em0016g1089a
ortholog_3682 g135261 Em0016g986a
ortholog_3683 g135270 Em0004g1007a
ortholog_3684 g135274 Em0016g120a
ortholog_3685 g135343 Em0016g541a
ortholog_3686 g135344 Em0016g1162a
ortholog_3687 g135367 Em0016g41a
ortholog_3688 g135390 Em0016g438a
ortholog_3689 g135394 Em0016g123a
ortholog_3690 g135397 Em0016g1167a
ortholog_3691 g135405 Em0009g305a
ortholog_3692 g135428 Em0021g539a
ortholog_3693 g135431 Em0418g1a
ortholog_3694 g135526 Em0016g111a
ortholog_3695 g135535 Em0006g1517a
ortholog_3696 g135544 Em0006g610a
ortholog_3697 g135547 Em0001g3763a
ortholog_3698 g135609 Em0016g989a
ortholog_3699 g135662 Em0016g1004a
ortholog_3700 g135669 Em0021g789a
ortholog_3701 g135680 Em0016g1024a
ortholog_3702 g135698 Em0006g1558a
ortholog_3703 g135703 Em0016g167a
ortholog_3704 g135704 Em0016g164a
ortholog_3705 g135709 Em0001g911a
ortholog_3706 g135742 Em0016g304a
ortholog_3707 g135920 Em0013g1065a
ortholog_3708 g136003 Em0006g1181a
ortholog_3709 g136035 Em0005g1023a
ortholog_3710 g136061 Em0016g901a
ortholog_3711 g136074 Em0016g163a
ortholog_3712 g136077 Em0022g623a
ortholog_3713 g136099 Em0016g171a
ortholog_3714 g136120 Em0002g1143a
ortholog_3715 g136149 Em0016g165a
ortholog_3716 g136173 Em0016g392a
ortholog_3717 g136191 Em0016g1083a
ortholog_3718 g136200 Em0016g283a
ortholog_3719 g136210 Em0013g835a
ortholog_3720 g136240 Em0007g331a
ortholog_3721 g136260 Em0007g986a
ortholog_3722 g136296 Em0016g348a
ortholog_3723 g136412 Em0006g272a
ortholog_3724 g136522 Em0009g550a
ortholog_3725 g136526 Em0017g469a
ortholog_3726 g136579 Em0016g1124a
ortholog_3727 g136736 Em0023g69a
ortholog_3728 g136746 Em0007g325a
ortholog_3729 g136765 Em0026g38a
ortholog_3730 g136796 Em0007g267a
ortholog_3731 g136819 Em0007g40a
ortholog_3732 g136834 Em0007g32a
ortholog_3733 g136838 Em0007g30a
ortholog_3734 g136948 Em0007g26a
ortholog_3735 g137008 Em0024g442a
ortholog_3736 g137009 Em0024g373a
ortholog_3737 g137014 Em0001g32a
ortholog_3738 g137015 Em0001g18a
ortholog_3739 g137082 Em0007g369a
ortholog_3740 g137118 Em0007g1339a
ortholog_3741 g137130 Em0508g1a
ortholog_3742 g137201 Em0004g152a
ortholog_3743 g137224 Em0015g713a
ortholog_3744 g137230 Em0007g251a
ortholog_3745 g137241 Em0010g811a
ortholog_3746 g137243 Em0024g242a
ortholog_3747 g137291 Em0026g52a
ortholog_3748 g137292 Em0064g17a
ortholog_3749 g137294 Em0409g3a
ortholog_3750 g137295 Em0064g12a
ortholog_3751 g137314 Em0014g373a
ortholog_3752 g137338 Em0005g7a
ortholog_3753 g137341 Em0005g215a
ortholog_3754 g137386 Em0007g155a
ortholog_3755 g137506 Em0015g227a
ortholog_3756 g137588 Em0484g6a
ortholog_3757 g137654 Em0007g70a
ortholog_3758 g137692 Em0007g1425a
ortholog_3759 g137825 Em0081g2a
ortholog_3760 g137861 Em0012g889a
ortholog_3761 g137880 Em0001g2994a
ortholog_3762 g137902 Em0008g1072a
ortholog_3763 g138043 Em0007g843a
ortholog_3764 g138131 Em0007g258a
ortholog_3765 g138162 Em0007g577a
ortholog_3766 g138217 Em0015g74a
ortholog_3767 g138230 Em0017g136a
ortholog_3768 g138286 Em0006g1037a
ortholog_3769 g138289 Em0007g156a
ortholog_3770 g138309 Em0014g584a
ortholog_3771 g138428 Em0021g830a
ortholog_3772 g138447 Em0024g52a
ortholog_3773 g138464 Em0007g12a
ortholog_3774 g138481 Em0007g962a
ortholog_3775 g138504 Em0040g11a
ortholog_3776 g138650 Em0014g363a
ortholog_3777 g138693 Em0162g11a
ortholog_3778 g138708 Em0010g233a
ortholog_3779 g138767 Em0016g318a
ortholog_3780 g138869 Em0007g78a
ortholog_3781 g138896 Em0013g693a
ortholog_3782 g138899 Em0009g812a
ortholog_3783 g138907 Em0016g947a
ortholog_3784 g138924 Em0007g250a
ortholog_3785 g139028 Em0158g5a
ortholog_3786 g139029 Em0007g1462a
ortholog_3787 g139097 Em0020g97a
ortholog_3788 g139114 Em0007g256a
ortholog_3789 g139120 Em0024g61a
ortholog_3790 g139133 Em0002g1891a
ortholog_3791 g139220 Em0096g8a
ortholog_3792 g139389 Em0003g367a
ortholog_3793 g139786 Em0019g154a
ortholog_3794 g139839 Em0021g894a
ortholog_3795 g139969 Em0016g384a
ortholog_3796 g139994 Em0019g634a
ortholog_3797 g140070 Em0019g1225a
ortholog_3798 g140160 Em0018g1005a
ortholog_3799 g140189 Em0006g1252a
ortholog_3800 g140239 Em0005g593a
ortholog_3801 g140317 Em0004g531a
ortholog_3802 g140355 Em0012g1032a
ortholog_3803 g140402 Em0022g847a
ortholog_3804 g140856 Em0011g582a
ortholog_3805 g140914 Em0004g107a
ortholog_3806 g141144 Em0001g1427a
ortholog_3807 g141279 Em0024g345a
ortholog_3808 g141289 Em0013g622a
ortholog_3809 g141290 Em0013g648a
ortholog_3810 g141333 Em0003g45a
ortholog_3811 g141386 Em0022g692a
ortholog_3812 g141456 Em0001g1920a
ortholog_3813 g141507 Em0005g1554a
ortholog_3814 g141556 Em0020g167a
ortholog_3815 g142269 Em0013g476a
ortholog_3816 g142542 Em0015g671a
ortholog_3817 g142724 Em0008g71a
ortholog_3818 g142737 Em0014g849a
ortholog_3819 g142783 Em0021g37a
ortholog_3820 g142851 Em0023g944a
ortholog_3821 g142885 Em0001g727a
ortholog_3822 g142926 Em0003g34a
ortholog_3823 g142927 Em1255g1a
ortholog_3824 g142943 Em0003g46a
ortholog_3825 g142950 Em0017g128a
ortholog_3826 g142970 Em0001g3672a
ortholog_3827 g143028 Em0016g361a
ortholog_3828 g143034 Em0017g566a
ortholog_3829 g143051 Em0003g348a
ortholog_3830 g143067 Em0017g22a
ortholog_3831 g143205 Em0017g59a
ortholog_3832 g143222 Em0017g362a
ortholog_3833 g143279 Em0018g1225a
ortholog_3834 g143304 Em0022g117a
ortholog_3835 g143345 Em0017g84a
ortholog_3836 g143431 Em0020g937a
ortholog_3837 g143540 Em0003g317a
ortholog_3838 g143558 Em0006g1417a
ortholog_3839 g143562 Em0363g4a
ortholog_3840 g143571 Em0005g1543a
ortholog_3841 g143573 Em0419g6a
ortholog_3842 g143582 Em0003g1104a
ortholog_3843 g143590 Em0015g1268a
ortholog_3844 g143629 Em0018g429a
ortholog_3845 g143638 Em0006g1422a
ortholog_3846 g143678 Em0015g57a
ortholog_3847 g143681 Em0003g844a
ortholog_3848 g143699 Em0091g1a
ortholog_3849 g143707 Em0001g129a
ortholog_3850 g143712 Em0010g526a
ortholog_3851 g143731 Em0016g495a
ortholog_3852 g143813 Em0019g931a
ortholog_3853 g143818 Em0006g1009a
ortholog_3854 g143821 Em0003g62a
ortholog_3855 g143830 Em0017g358a
ortholog_3856 g143969 Em0008g227a
ortholog_3857 g143972 Em0009g1264a
ortholog_3858 g143980 Em0003g1356a
ortholog_3859 g144042 Em0003g1367a
ortholog_3860 g144053 Em0003g1368a
ortholog_3861 g144108 Em0012g238a
ortholog_3862 g144120 Em0017g316a
ortholog_3863 g144190 Em0006g1318a
ortholog_3864 g144291 Em0004g1350a
ortholog_3865 g144313 Em0003g44a
ortholog_3866 g144319 Em0006g1374a
ortholog_3867 g144359 Em0023g563a
ortholog_3868 g144373 Em0018g428a
ortholog_3869 g144462 Em0011g352a
ortholog_3870 g144481 Em0023g367a
ortholog_3871 g144594 Em0017g286a
ortholog_3872 g144650 Em0009g1291a
ortholog_3873 g144654 Em0003g518a
ortholog_3874 g144881 Em0017g177a
ortholog_3875 g144890 Em0009g970a
ortholog_3876 g144968 Em0002g391a
ortholog_3877 g144983 Em0003g1581a
ortholog_3878 g145003 Em0017g945a
ortholog_3879 g145007 Em0003g346a
ortholog_3880 g145008 Em0018g543a
ortholog_3881 g145014 Em0003g188a
ortholog_3882 g145017 Em0016g1036a
ortholog_3883 g145033 Em0003g347a
ortholog_3884 g145083 Em0244g4a
ortholog_3885 g145096 Em0011g507a
ortholog_3886 g145101 Em0006g523a
ortholog_3887 g145102 Em0012g514a
ortholog_3888 g145180 Em0363g1a
ortholog_3889 g145186 Em0008g192a
ortholog_3890 g145211 Em0017g187a
ortholog_3891 g145246 Em0020g182a
ortholog_3892 g145272 Em0003g1881a
ortholog_3893 g145287 Em0003g1254a
ortholog_3894 g145301 Em0023g155a
ortholog_3895 g145324 Em0016g1045a
ortholog_3896 g145332 Em0011g415a
ortholog_3897 g145508 Em0003g1413a
ortholog_3898 g145538 Em0005g1677a
ortholog_3899 g145592 Em0003g458a
ortholog_3900 g145607 Em0017g23a
ortholog_3901 g145612 Em0015g361a
ortholog_3902 g145614 Em0008g168a
ortholog_3903 g145622 Em0003g1405a
ortholog_3904 g145625 Em0003g1407a
ortholog_3905 g145628 Em0003g1408a
ortholog_3906 g145643 Em0003g191a
ortholog_3907 g145659 Em0020g194a
ortholog_3908 g145661 Em0020g195a
ortholog_3909 g145667 Em0010g941a
ortholog_3910 g145670 Em0106g13a
ortholog_3911 g145673 Em0006g1560a
ortholog_3912 g145676 Em0006g892a
ortholog_3913 g145788 Em0017g218a
ortholog_3914 g145814 Em0022g30a
ortholog_3915 g145837 Em0005g12a
ortholog_3916 g145850 Em0009g1293a
ortholog_3917 g145866 Em0016g1067a
ortholog_3918 g145871 Em0017g197a
ortholog_3919 g145881 Em0017g208a
ortholog_3920 g145890 Em0003g40a
ortholog_3921 g145893 Em0003g425a
ortholog_3922 g145901 Em0018g215a
ortholog_3923 g145949 Em0003g187a
ortholog_3924 g145951 Em0003g384a
ortholog_3925 g145985 Em0033g11a
ortholog_3926 g145991 Em0003g681a
ortholog_3927 g146094 Em0010g969a
ortholog_3928 g146095 Em0001g503a
ortholog_3929 g146161 Em0003g328a
ortholog_3930 g146177 Em0005g1162a
ortholog_3931 g146204 Em0003g1221a
ortholog_3932 g146241 Em0006g1557a
ortholog_3933 g146242 Em0020g99a
ortholog_3934 g146244 Em0020g100a
ortholog_3935 g146279 Em0003g1361a
ortholog_3936 g146319 Em0006g1402a
ortholog_3937 g146324 Em0006g1403a
ortholog_3938 g146464 Em0003g1404a
ortholog_3939 g146731 Em0017g24a
ortholog_3940 g146755 Em0017g517a
ortholog_3941 g146823 Em0011g835a
ortholog_3942 g146847 Em0008g1004a
ortholog_3943 g146850 Em0008g1002a
ortholog_3944 g146909 Em0016g1074a
ortholog_3945 g146911 Em0021g571a
ortholog_3946 g146923 Em0019g180a
ortholog_3947 g146949 Em0022g226a
ortholog_3948 g146956 Em0003g42a
ortholog_3949 g146975 Em0003g61a
ortholog_3950 g146982 Em0819g1a
ortholog_3951 g147043 Em0003g386a
ortholog_3952 g147059 Em0003g1874a
ortholog_3953 g147060 Em0012g620a
ortholog_3954 g147070 Em0002g1622a
ortholog_3955 g147116 Em0005g800a
ortholog_3956 g147125 Em0003g815a
ortholog_3957 g147162 Em0005g262a
ortholog_3958 g147168 Em1385g1a
ortholog_3959 g147173 Em0015g507a
ortholog_3960 g147191 Em0003g1443a
ortholog_3961 g147208 Em1158g2a
ortholog_3962 g147367 Em0011g529a
ortholog_3963 g147417 Em0017g26a
ortholog_3964 g147418 Em0017g25a
ortholog_3965 g147425 Em0001g3730a
ortholog_3966 g147441 Em0017g19a
ortholog_3967 g147457 Em0021g315a
ortholog_3968 g147461 Em0005g139a
ortholog_3969 g147558 Em0003g1398a
ortholog_3970 g147629 Em0003g342a
ortholog_3971 g147641 Em0017g465a
ortholog_3972 g147818 Em0017g17a
ortholog_3973 g147850 Em0017g164a
ortholog_3974 g147953 Em0017g65a
ortholog_3975 g147955 Em0021g114a
ortholog_3976 g147964 Em0003g736a
ortholog_3977 g147971 Em0003g1834a
ortholog_3978 g147976 Em0021g808a
ortholog_3979 g147979 Em0005g202a
ortholog_3980 g148006 Em0006g972a
ortholog_3981 g148025 Em0003g344a
ortholog_3982 g148028 Em0010g138a
ortholog_3983 g148066 Em0003g528a
ortholog_3984 g148081 Em0003g189a
ortholog_3985 g148146 Em0017g301a
ortholog_3986 g148166 Em0020g75a
ortholog_3987 g148169 Em0006g629a
ortholog_3988 g148175 Em0006g631a
ortholog_3989 g148275 Em0017g195a
ortholog_3990 g148332 Em0003g1226a
ortholog_3991 g148408 Em0014g180a
ortholog_3992 g148409 Em0014g178a
ortholog_3993 g148417 Em0003g190a
ortholog_3994 g148453 Em0003g1366a
ortholog_3995 g148469 Em0008g53a
ortholog_3996 g148479 Em0007g982a
ortholog_3997 g148586 Em0017g315a
ortholog_3998 g148592 Em0003g1428a
ortholog_3999 g148617 Em0015g65a
ortholog_4000 g148719 Em0007g698a
ortholog_4001 g148872 Em0003g326a
ortholog_4002 g148956 Em0004g62a
ortholog_4003 g149064 Em0011g169a
ortholog_4004 g149067 Em0008g288a
ortholog_4005 g149085 Em0017g20a
ortholog_4006 g149113 Em0003g459a
ortholog_4007 g149188 Em0010g639a
ortholog_4008 g149189 Em0020g919a
ortholog_4009 g149247 Em0012g650a
ortholog_4010 g149399 Em0002g119a
ortholog_4011 g149434 Em0003g778a
ortholog_4012 g149441 Em0017g18a
ortholog_4013 g149526 Em0013g715a
ortholog_4014 g149616 Em0018g51a
ortholog_4015 g149657 Em0013g160a
ortholog_4016 g149813 Em0019g623a
ortholog_4017 g149819 Em0021g248a
ortholog_4018 g149820 Em0011g1009a
ortholog_4019 g149845 Em0015g746a
ortholog_4020 g149871 Em0017g182a
ortholog_4021 g149877 Em0006g1430a
ortholog_4022 g149928 Em0017g29a
ortholog_4023 g149934 Em0018g1148a
ortholog_4024 g149935 Em0018g1149a
ortholog_4025 g150001 Em0003g182a
ortholog_4026 g150048 Em0003g753a
ortholog_4027 g150119 Em0021g993a
ortholog_4028 g150122 Em0014g4a
ortholog_4029 g150123 Em0004g1018a
ortholog_4030 g150131 Em0003g47a
ortholog_4031 g150143 Em0012g676a
ortholog_4032 g150184 Em0021g511a
ortholog_4033 g150217 Em0016g911a
ortholog_4034 g150285 Em0017g32a
ortholog_4035 g150296 Em0009g456a
ortholog_4036 g150325 Em0014g726a
ortholog_4037 g150362 Em0023g602a
ortholog_4038 g150364 Em0017g30a
ortholog_4039 g150368 Em0017g565a
ortholog_4040 g150381 Em0013g313a
ortholog_4041 g150490 Em0015g853a
ortholog_4042 g150501 Em0004g1009a
ortholog_4043 g150506 Em0017g78a
ortholog_4044 g150512 Em0010g716a
ortholog_4045 g150527 Em0004g36a
ortholog_4046 g150573 Em0003g1004a
ortholog_4047 g150586 Em0004g1629a
ortholog_4048 g150590 Em0018g6a
ortholog_4049 g150601 Em0003g654a
ortholog_4050 g150660 Em0010g297a
ortholog_4051 g150661 Em0003g1292a
ortholog_4052 g150664 Em0014g133a
ortholog_4053 g150757 Em0003g321a
ortholog_4054 g150842 Em0017g39a
ortholog_4055 g150868 Em0017g591a
ortholog_4056 g150879 Em0388g3a
ortholog_4057 g150885 Em0017g16a
ortholog_4058 g150972 Em0001g3157a
ortholog_4059 g150992 Em0006g580a
ortholog_4060 g151045 Em0006g1263a
ortholog_4061 g151102 Em0017g576a
ortholog_4062 g151122 Em0109g9a
ortholog_4063 g151144 Em0017g92a
ortholog_4064 g151164 Em0016g362a
ortholog_4065 g151190 Em0019g1050a
ortholog_4066 g151217 Em0001g3367a
ortholog_4067 g151282 Em0598g4a
ortholog_4068 g151301 Em0017g88a
ortholog_4069 g151305 Em0017g253a
ortholog_4070 g151328 Em0001g3624a
ortholog_4071 g151332 Em0003g657a
ortholog_4072 g151335 Em0022g134a
ortholog_4073 g151340 Em0016g73a
ortholog_4074 g151341 Em0016g88a
ortholog_4075 g151384 Em0001g2457a
ortholog_4076 g151447 Em0015g179a
ortholog_4077 g151490 Em0003g733a
ortholog_4078 g151618 Em0001g235a
ortholog_4079 g151747 Em0020g811a
ortholog_4080 g151808 Em0003g1861a
ortholog_4081 g151867 Em0021g337a
ortholog_4082 g151972 Em0737g2a
ortholog_4083 g152020 Em0003g320a
ortholog_4084 g152038 Em0003g722a
ortholog_4085 g152061 Em0019g966a
ortholog_4086 g152147 Em0017g113a
ortholog_4087 g152174 Em0017g96a
ortholog_4088 g152176 Em0015g1026a
ortholog_4089 g152203 Em0006g1507a
ortholog_4090 g152280 Em0019g1118a
ortholog_4091 g152283 Em0017g31a
ortholog_4092 g152303 Em0017g562a
ortholog_4093 g152335 Em0003g1558a
ortholog_4094 g152363 Em0023g500a
ortholog_4095 g152376 Em0429g4a
ortholog_4096 g152406 Em0003g436a
ortholog_4097 g152458 Em0003g487a
ortholog_4098 g152489 Em0003g316a
ortholog_4099 g152534 Em0003g318a
ortholog_4100 g152994 Em0015g442a
ortholog_4101 g153055 Em0001g2284a
ortholog_4102 g153060 Em0016g157a
ortholog_4103 g153468 Em0019g315a
ortholog_4104 g153538 Em0012g387a
ortholog_4105 g153547 Em0015g660a
ortholog_4106 g153553 Em0019g119a
ortholog_4107 g153567 Em0019g702a
ortholog_4108 g153611 Em0019g579a
ortholog_4109 g153669 Em0014g679a
ortholog_4110 g153677 Em0440g1a
ortholog_4111 g153682 Em0023g201a
ortholog_4112 g153695 Em0019g1055a
ortholog_4113 g153713 Em0671g1a
ortholog_4114 g153786 Em0019g355a
ortholog_4115 g153789 Em0014g814a
ortholog_4116 g153813 Em0016g1018a
ortholog_4117 g153851 Em0014g676a
ortholog_4118 g153879 Em0004g1176a
ortholog_4119 g153895 Em0019g1001a
ortholog_4120 g153922 Em0019g275a
ortholog_4121 g153938 Em0009g1114a
ortholog_4122 g153965 Em0019g194a
ortholog_4123 g153966 Em0019g804a
ortholog_4124 g153995 Em0001g1733a
ortholog_4125 g153998 Em0005g142a
ortholog_4126 g154007 Em0008g744a
ortholog_4127 g154092 Em0019g572a
ortholog_4128 g154097 Em0011g98a
ortholog_4129 g154100 Em0393g5a
ortholog_4130 g154132 Em0019g427a
ortholog_4131 g154146 Em0016g546a
ortholog_4132 g154167 Em0006g1268a
ortholog_4133 g154171 Em0009g106a
ortholog_4134 g154183 Em0019g178a
ortholog_4135 g154191 Em0019g541a
ortholog_4136 g154194 Em0014g770a
ortholog_4137 g154204 Em0014g708a
ortholog_4138 g154301 Em0014g710a
ortholog_4139 g154320 Em0019g584a
ortholog_4140 g154326 Em0019g585a
ortholog_4141 g154404 Em0017g961a
ortholog_4142 g154410 Em0019g333a
ortholog_4143 g154445 Em0019g1027a
ortholog_4144 g154510 Em0016g519a
ortholog_4145 g154541 Em0019g836a
ortholog_4146 g154662 Em1189g1a
ortholog_4147 g154666 Em0019g152a
ortholog_4148 g154672 Em0019g956a
ortholog_4149 g154690 Em0019g627a
ortholog_4150 g154692 Em0019g1045a
ortholog_4151 g154694 Em0130g6a
ortholog_4152 g154696 Em0019g1062a
ortholog_4153 g154715 Em0019g717a
ortholog_4154 g154745 Em0695g5a
ortholog_4155 g154820 Em0019g55a
ortholog_4156 g154828 Em0012g1085a
ortholog_4157 g154841 Em0019g576a
ortholog_4158 g154845 Em0019g982a
ortholog_4159 g154860 Em0019g82a
ortholog_4160 g154898 Em0014g768a
ortholog_4161 g154919 Em0424g3a
ortholog_4162 g154929 Em0019g1061a
ortholog_4163 g155132 Em0028g46a
ortholog_4164 g155142 Em0014g690a
ortholog_4165 g155218 Em0007g33a
ortholog_4166 g155227 Em0019g282a
ortholog_4167 g155237 Em0019g555a
ortholog_4168 g155304 Em0019g695a
ortholog_4169 g155348 Em0021g403a
ortholog_4170 g155415 Em0019g97a
ortholog_4171 g155424 g32996.t1
ortholog_4172 g155433 Em0019g838a
ortholog_4173 g155449 Em0008g1239a
ortholog_4174 g155467 Em0006g1354a
ortholog_4175 g155484 Em0551g9a
ortholog_4176 g155488 Em0019g115a
ortholog_4177 g155499 Em0402g8a
ortholog_4178 g155518 Em0020g1098a
ortholog_4179 g155536 Em0004g1039a
ortholog_4180 g155583 Em0010g665a
ortholog_4181 g155595 Em0019g59a
ortholog_4182 g155616 Em0019g141a
ortholog_4183 g155618 Em0019g664a
ortholog_4184 g155620 Em0008g45a
ortholog_4185 g155628 Em0258g12a
ortholog_4186 g155656 Em0019g299a
ortholog_4187 g155658 Em0009g160a
ortholog_4188 g155663 Em0018g535a
ortholog_4189 g155694 Em0001g2529a
ortholog_4190 g155705 Em0019g1063a
ortholog_4191 g155735 Em0014g745a
ortholog_4192 g155763 Em1189g2a
ortholog_4193 g155765 Em0019g343a
ortholog_4194 g155781 Em0144g1a
ortholog_4195 g155783 Em0019g301a
ortholog_4196 g155793 Em0014g815a
ortholog_4197 g155809 Em0001g808a
ortholog_4198 g155834 Em0019g880a
ortholog_4199 g155837 Em0005g952a
ortholog_4200 g155900 Em0019g118a
ortholog_4201 g155950 Em0019g94a
ortholog_4202 g155969 Em0665g4a
ortholog_4203 g155971 Em0019g235a
ortholog_4204 g155988 Em0020g682a
ortholog_4205 g156012 Em0020g1101a
ortholog_4206 g156038 Em0012g495a
ortholog_4207 g156099 Em0004g944a
ortholog_4208 g156105 Em0004g157a
ortholog_4209 g156150 Em0019g1096a
ortholog_4210 g156181 Em0014g576a
ortholog_4211 g156209 Em0718g3a
ortholog_4212 g156212 Em0021g19a
ortholog_4213 g156215 Em0215g2a
ortholog_4214 g156225 Em0019g885a
ortholog_4215 g156229 Em0019g1058a
ortholog_4216 g156259 Em0028g29a
ortholog_4217 g156319 Em0019g207a
ortholog_4218 g156336 Em0022g388a
ortholog_4219 g156363 Em0019g1220a
ortholog_4220 g156398 Em0022g562a
ortholog_4221 g156412 Em0028g21a
ortholog_4222 g156423 Em0019g581a
ortholog_4223 g156428 Em0786g8a
ortholog_4224 g156438 Em0019g239a
ortholog_4225 g156443 Em0019g549a
ortholog_4226 g156479 Em0019g1094a
ortholog_4227 g156491 Em0019g611a
ortholog_4228 g156554 Em0012g988a
ortholog_4229 g156573 Em0019g756a
ortholog_4230 g156579 Em0019g722a
ortholog_4231 g156588 Em0022g184a
ortholog_4232 g156620 Em0022g358a
ortholog_4233 g156621 Em0013g854a
ortholog_4234 g156640 Em0019g606a
ortholog_4235 g156655 Em0019g700a
ortholog_4236 g156659 Em0019g1037a
ortholog_4237 g156661 Em0019g1038a
ortholog_4238 g156675 Em0019g630a
ortholog_4239 g156677 Em0019g187a
ortholog_4240 g156831 Em0019g540a
ortholog_4241 g156845 Em0014g936a
ortholog_4242 g156847 Em0014g982a
ortholog_4243 g156886 Em0014g811a
ortholog_4244 g156888 Em0001g3428a
ortholog_4245 g156896 Em0015g1130a
ortholog_4246 g156907 Em0009g1312a
ortholog_4247 g157000 Em0011g48a
ortholog_4248 g157038 Em0009g758a
ortholog_4249 g157061 Em0020g1011a
ortholog_4250 g157123 Em0019g887a
ortholog_4251 g157127 Em0018g972a
ortholog_4252 g157138 Em0005g86a
ortholog_4253 g157151 Em0019g875a
ortholog_4254 g157188 Em0019g701a
ortholog_4255 g157208 Em0014g582a
ortholog_4256 g157211 Em0019g561a
