ortholog_1 BL06853 Em0023g52a
ortholog_3996 BL20015 Em0015g1175a
ortholog_3997 BL20027 Em0015g46a
ortholog_3998 BL20028 Em0015g695a
ortholog_3999 BL20030 Em0015g95a
ortholog_4000 BL20040 Em0015g1084a
ortholog_4001 BL20041 Em0015g1075a
ortholog_4002 BL20050 Em0015g979a
ortholog_4003 BL20051 Em0015g253a
ortholog_4004 BL20055 Em0015g38a
ortholog_4005 BL20056 Em0008g1211a
ortholog_4006 BL20057 Em0011g9a
ortholog_4007 BL20058 Em0018g80a
ortholog_4008 BL20074 Em0015g705a
ortholog_4009 BL20078 Em0021g398a
ortholog_4010 BL20079 Em0015g1144a
ortholog_4011 BL20080 Em0015g809a
ortholog_4012 BL20081 Em0015g1247a
ortholog_4013 BL20088 Em0015g1257a
ortholog_4014 BL20089 Em0005g1592a
ortholog_4015 BL20096 Em0520g2a
ortholog_4016 BL20107 Em0301g2a
ortholog_4017 BL20110 Em0016g1176a
ortholog_4018 BL20111 Em0216g5a
ortholog_4019 BL20113 Em0017g66a
ortholog_4020 BL20115 Em0010g862a
ortholog_4021 BL20116 Em0010g855a
ortholog_4022 BL20121 Em0023g666a
ortholog_4023 BL20135 Em0023g484a
ortholog_4024 BL20136 Em0010g68a
ortholog_4025 BL20141 Em0010g473a
ortholog_4026 BL20142 Em0015g272a
ortholog_4027 BL20150 Em0010g63a
ortholog_4028 BL20157 Em0010g886a
ortholog_4029 BL20158 Em0010g64a
ortholog_4030 BL20166 Em0010g905a
ortholog_4031 BL20172 Em0010g925a
ortholog_4032 BL20179 Em0021g326a
ortholog_4033 BL20706 Em0022g296a
ortholog_4034 BL20707 Em0015g713a
ortholog_4035 BL20713 Em0015g137a
ortholog_4036 BL20733 Em0004g96a
ortholog_4037 BL20734 Em0015g983a
ortholog_4038 BL20736 Em0015g277a
ortholog_4039 BL20190 Em0011g34a
ortholog_4040 BL20196 Em0020g44a
ortholog_4041 BL20202 Em0019g328a
ortholog_4042 BL20203 Em0015g91a
ortholog_4043 BL20207 Em0015g674a
ortholog_4044 BL20208 Em0015g675a
ortholog_4045 BL20215 Em0015g128a
ortholog_4046 BL20221 Em0001g235a
ortholog_4047 BL20222 Em0004g1069a
ortholog_4048 BL20225 Em0015g825a
ortholog_4049 BL20227 Em0005g1200a
ortholog_4050 BL20236 Em0003g646a
ortholog_4051 BL20238 Em0015g1014a
ortholog_4052 BL20241 Em0020g98a
ortholog_4053 BL20242 Em0003g1366a
ortholog_4054 BL20245 Em0021g239a
ortholog_4055 BL20246 Em0015g362a
ortholog_4056 BL20247 Em0008g1118a
ortholog_4057 BL20251 Em0015g977a
ortholog_4058 BL20254 Em0002g666a
ortholog_4059 BL20255 Em0015g1160a
ortholog_4060 BL20256 Em0013g886a
ortholog_4061 BL20260 Em0015g567a
ortholog_4062 BL20261 Em0015g762a
ortholog_4063 BL20262 Em0015g167a
ortholog_4064 BL20270 Em0015g673a
ortholog_4065 BL20280 Em0015g1221a
ortholog_4066 BL20284 Em0014g27a
ortholog_4067 BL20291 Em0015g50a
ortholog_4068 BL20297 Em0015g454a
ortholog_4069 BL20300 Em0696g1a
ortholog_4070 BL20301 Em0015g52a
ortholog_4071 BL20368 Em0008g569a
ortholog_4072 BL20377 Em0015g109a
ortholog_4073 BL20382 Em0015g110a
ortholog_4074 BL20383 Em0015g224a
ortholog_4075 BL20386 Em0015g1073a
ortholog_4076 BL20389 Em0015g1049a
ortholog_4077 BL20390 Em0019g1095a
ortholog_4078 BL20395 Em0015g781a
ortholog_4079 BL20396 Em0015g624a
ortholog_4080 BL20398 Em0015g599a
ortholog_4081 BL20401 Em0015g602a
ortholog_4082 BL20403 Em0015g604a
ortholog_4083 BL20404 Em0015g822a
ortholog_4084 BL20409 Em0020g1096a
ortholog_4085 BL20412 Em0429g4a
ortholog_4086 BL20413 Em0597g5a
ortholog_4087 BL20422 Em0007g662a
ortholog_4088 BL20429 Em0032g40a
ortholog_4089 BL20448 Em0015g29a
ortholog_4090 BL20451 Em0015g512a
ortholog_4091 BL20454 Em0015g125a
ortholog_4092 BL20455 Em0015g363a
ortholog_4093 BL20456 Em0015g611a
ortholog_4094 BL20463 Em0001g1027a
ortholog_4095 BL20466 Em0015g1011a
ortholog_4096 BL20467 Em0010g895a
ortholog_4097 BL20472 Em0021g300a
ortholog_4098 BL20488 Em0015g691a
ortholog_4099 BL20491 Em0015g676a
ortholog_4100 BL20494 Em0015g168a
ortholog_4101 BL20499 Em0011g29a
ortholog_4102 BL20501 Em0015g785a
ortholog_4103 BL20502 Em0015g119a
ortholog_4104 BL20515 Em0015g467a
ortholog_4105 BL20524 Em0015g1161a
ortholog_4106 BL20529 Em0015g152a
ortholog_4107 BL20530 Em0015g60a
ortholog_4108 BL20534 Em0008g1064a
ortholog_4109 BL20537 Em0008g675a
ortholog_4110 BL20544 Em0481g1a
ortholog_4111 BL20545 Em0015g645a
ortholog_4112 BL20546 Em0558g2a
ortholog_4113 BL20551 Em0015g744a
ortholog_4114 BL20552 Em0015g802a
ortholog_4115 BL20555 Em0015g1266a
ortholog_4116 BL20556 Em0015g1271a
ortholog_4117 BL20557 Em0015g964a
ortholog_4118 BL20559 Em0015g145a
ortholog_4119 BL20561 Em0015g290a
ortholog_4120 BL20562 Em0016g158a
ortholog_4121 BL20569 Em0015g1184a
ortholog_4122 BL20572 Em0001g3564a
ortholog_4123 BL20592 Em0020g636a
ortholog_4124 BL20593 Em0020g637a
ortholog_4125 BL20594 Em0007g969a
ortholog_4126 BL20595 Em0022g816a
ortholog_4127 BL20597 Em0015g1156a
ortholog_4128 BL20598 Em0837g1a
ortholog_4129 BL20651 Em0006g662a
ortholog_4130 BL20662 Em1027g1a
ortholog_4131 BL20667 Em0022g50a
ortholog_4132 BL20683 Em0014g180a
ortholog_4133 BL20690 Em0012g1091a
ortholog_4134 BL20784 Em0019g737a
ortholog_4135 BL20755 Em0005g1635a
ortholog_4136 BL20757 Em0020g238a
ortholog_4137 BL20759 Em0005g1611a
ortholog_4138 BL20760 Em0015g2a
ortholog_4139 BL20761 Em0015g1124a
ortholog_4140 BL20764 Em0005g1445a
ortholog_4141 BL20770 Em0020g538a
ortholog_4142 BL20773 Em0005g1604a
ortholog_4143 BL20774 Em0005g1636a
ortholog_4144 BL20791 Em0023g766a
ortholog_4145 BL20793 Em1196g1a
ortholog_4146 BL20803 Em0024g497a
ortholog_4147 BL20804 Em0021g562a
ortholog_4148 BL20805 Em0023g556a
ortholog_4149 BL20823 Em0013g848a
ortholog_4150 BL20824 Em0005g1190a
ortholog_4151 BL20843 Em0023g779a
ortholog_4152 BL20845 Em0005g1173a
ortholog_4153 BL20874 Em0023g482a
ortholog_4154 BL20878 Em0016g18a
ortholog_4155 BL20881 Em0016g1188a
ortholog_4156 BL20886 Em0006g934a
ortholog_4157 BL20891 Em0001g2524a
ortholog_4158 BL20906 Em0023g795a
ortholog_4159 BL20917 Em0311g3a
ortholog_4160 BL20922 Em0022g54a
ortholog_4161 BL20926 Em0011g584a
ortholog_4162 BL20927 Em0023g419a
ortholog_4163 BL20936 Em0099g16a
ortholog_4164 BL20937 Em0795g3a
ortholog_4165 BL20938 Em0023g935a
ortholog_4166 BL20940 Em0145g8a
ortholog_4167 BL20941 Em0015g99a
ortholog_4168 BL20942 Em0019g498a
ortholog_4169 BL20945 Em0099g19a
ortholog_4170 BL20946 Em0023g565a
ortholog_4171 BL20956 Em0023g386a
ortholog_4172 BL20959 Em0023g940a
ortholog_4173 BL20963 Em0018g1062a
ortholog_4174 BL20964 Em0023g937a
ortholog_4175 BL20969 Em0012g1095a
ortholog_4176 BL20970 Em0021g866a
ortholog_4177 BL20973 Em0003g1242a
ortholog_4178 BL20974 Em0023g436a
ortholog_4179 BL20977 Em0023g449a
ortholog_4180 BL20978 Em0023g503a
ortholog_4181 BL20981 Em0001g2332a
ortholog_4182 BL20992 Em0003g957a
ortholog_4183 BL20994 Em0011g788a
ortholog_4184 BL20998 Em0006g892a
ortholog_4185 BL21007 Em0022g165a
ortholog_4186 BL21011 Em0023g470a
ortholog_4187 BL21012 Em0023g599a
ortholog_4188 BL21014 Em0023g815a
ortholog_4189 BL21015 Em0263g10a
ortholog_4190 BL21020 Em0008g975a
ortholog_4191 BL21023 Em0023g750a
ortholog_4192 BL20785 Em0017g358a
ortholog_4193 BL21037 Em0023g293a
ortholog_4194 BL21039 Em0016g117a
ortholog_4195 BL21188 Em0013g366a
ortholog_4196 BL21189 Em0017g564a
ortholog_4197 BL21190 Em0006g618a
ortholog_4198 BL21191 Em0015g826a
ortholog_4199 BL21192 Em0013g947a
ortholog_4200 BL21195 Em0011g303a
ortholog_4201 BL21196 Em0011g12a
ortholog_4202 BL21053 Em0001g1487a
ortholog_4203 BL21057 Em0021g841a
ortholog_4204 BL21058 Em0003g458a
ortholog_4205 BL21064 Em0021g902a
ortholog_4206 BL21065 Em0021g856a
ortholog_4207 BL21070 Em0021g833a
ortholog_4208 BL21073 Em0021g887a
ortholog_4209 BL21086 Em0016g1005a
ortholog_4210 BL21087 Em0021g890a
ortholog_4211 BL21088 Em0021g829a
ortholog_4212 BL21089 Em0021g884a
ortholog_4213 BL21090 Em0021g831a
ortholog_4214 BL21091 Em0011g1025a
ortholog_4215 BL21101 Em0021g614a
ortholog_4216 BL21105 Em0280g1a
ortholog_4217 BL21124 Em0009g1283a
ortholog_4218 BL21128 Em0028g32a
ortholog_4219 BL21130 Em0021g846a
ortholog_4220 BL21140 Em0001g1617a
ortholog_4221 BL21144 Em0014g272a
ortholog_4222 BL21148 Em0008g1223a
ortholog_4223 BL21153 Em0008g29a
ortholog_4224 BL21154 Em0008g105a
ortholog_4225 BL21165 Em0021g210a
ortholog_4226 BL21167 Em0015g475a
ortholog_4227 BL21169 Em0005g1211a
ortholog_4228 BL21177 Em0008g1228a
ortholog_4229 BL21236 Em0005g1213a
ortholog_4230 BL21237 Em0016g1027a
ortholog_4231 BL21238 Em0016g1177a
ortholog_4232 BL21239 Em0018g35a
ortholog_4233 BL21241 Em0016g561a
ortholog_4234 BL21247 Em0016g924a
ortholog_4235 BL21248 Em0016g1089a
ortholog_4236 BL21262 Em0016g274a
ortholog_4237 BL21265 Em0005g758a
ortholog_4238 BL21266 Em0016g257a
ortholog_4239 BL21268 Em0005g214a
ortholog_4240 BL21276 Em0016g108a
ortholog_4241 BL21277 Em0021g760a
ortholog_4242 BL21279 Em0016g541a
ortholog_4243 BL21207 Em0016g635a
ortholog_4244 BL21208 Em0001g198a
ortholog_4245 BL21211 Em0001g2525a
ortholog_4246 BL21215 Em0002g1892a
ortholog_4247 BL21221 Em0023g24a
ortholog_4248 BL21228 Em0014g19a
ortholog_4249 BL21291 Em0016g562a
ortholog_4250 BL23158 Em0018g1079a
ortholog_4251 BL23159 Em0019g360a
ortholog_4252 BL23166 Em0020g1098a
ortholog_4253 BL22353 Em0202g4a
ortholog_4254 BL22373 Em0004g293a
ortholog_4255 BL22376 Em0005g1331a
ortholog_4256 BL22325 Em0314g1a
ortholog_4257 BL22341 Em0019g977a
ortholog_4258 BL22347 Em0019g586a
ortholog_4259 BL22350 Em0013g451a
ortholog_4260 BL22507 Em0014g7a
ortholog_4261 BL22385 Em0003g1502a
ortholog_4262 BL22386 Em0019g864a
ortholog_4263 BL22387 Em0019g551a
ortholog_4264 BL22389 Em0019g1055a
ortholog_4265 BL22390 Em0019g142a
ortholog_4266 BL22392 Em0240g7a
ortholog_4267 BL22395 Em0019g180a
ortholog_4268 BL22398 Em0019g185a
ortholog_4269 BL22399 Em0016g675a
ortholog_4270 BL22400 Em0021g37a
ortholog_4271 BL22403 Em0019g804a
ortholog_4272 BL22405 Em0019g238a
ortholog_4273 BL22406 Em0028g39a
ortholog_4274 BL22407 Em0018g718a
ortholog_4275 BL22409 Em0028g22a
ortholog_4276 BL22411 Em0014g767a
ortholog_4277 BL22415 Em0020g920a
ortholog_4278 BL22416 Em0014g676a
ortholog_4279 BL22419 Em0014g868a
ortholog_4280 BL22423 Em0014g708a
ortholog_4281 BL22429 Em0014g710a
ortholog_4282 BL22446 Em0019g606a
ortholog_4283 BL22447 Em0019g1179a
ortholog_4284 BL22450 Em0019g693a
ortholog_4285 BL22466 Em0020g82a
ortholog_4286 BL22474 Em0011g66a
ortholog_4287 BL22485 Em0004g1348a
ortholog_4288 BL22487 Em0019g1037a
ortholog_4289 BL22488 Em0006g984a
ortholog_4290 BL22489 Em0019g1038a
ortholog_4291 BL22506 Em0495g2a
ortholog_4292 BL22514 Em0010g970a
ortholog_4293 BL22526 Em0013g93a
ortholog_4294 BL22536 Em0022g660a
ortholog_4295 BL22543 Em0022g132a
ortholog_4296 BL22550 Em0006g1035a
ortholog_4297 BL22552 Em0006g1403a
ortholog_4298 BL22561 Em0010g605a
ortholog_4299 BL22569 Em0022g178a
ortholog_4300 BL22595 Em0022g29a
ortholog_4301 BL22596 Em0022g86a
ortholog_4302 BL22597 Em0022g732a
ortholog_4303 BL22604 Em0022g247a
ortholog_4304 BL22613 Em0363g1a
ortholog_4305 BL22614 Em0022g172a
ortholog_4306 BL22617 Em0013g501a
ortholog_4307 BL22653 Em0007g1a
ortholog_4308 BL22656 Em0008g1044a
ortholog_4309 BL22667 Em0015g1092a
ortholog_4310 BL22688 Em0017g48a
ortholog_4311 BL22691 Em0803g1a
ortholog_4312 BL22692 Em0114g16a
ortholog_4313 BL22695 Em0023g514a
ortholog_4314 BL22700 Em0009g670a
ortholog_4315 BL22702 Em0016g980a
ortholog_4316 BL22704 Em0016g68a
ortholog_4317 BL22705 Em0017g20a
ortholog_4318 BL22708 Em0012g461a
ortholog_4319 BL22710 Em0016g997a
ortholog_4320 BL22714 Em0016g293a
ortholog_4321 BL22719 Em0016g743a
ortholog_4322 BL22722 Em0011g324a
ortholog_4323 BL22775 Em0021g913a
ortholog_4324 BL22788 Em0021g505a
ortholog_4325 BL22790 Em0021g540a
ortholog_4326 BL22791 Em0006g620a
ortholog_4327 BL22795 Em0021g770a
ortholog_4328 BL22796 Em0956g3a
ortholog_4329 BL22815 Em0001g2115a
ortholog_4330 BL22848 Em0007g981a
ortholog_4331 BL22855 Em0002g1864a
ortholog_4332 BL22873 Em0015g130a
ortholog_4333 BL22875 Em0002g257a
ortholog_4334 BL22877 Em0005g228a
ortholog_4335 BL22881 Em0401g3a
ortholog_4336 BL22886 Em0023g805a
ortholog_4337 BL22888 Em0020g697a
ortholog_4338 BL22912 Em0018g601a
ortholog_4339 BL22921 Em0005g1462a
ortholog_4340 BL22941 Em0005g1172a
ortholog_4341 BL22951 Em0017g148a
ortholog_4342 BL22956 Em0005g1216a
ortholog_4343 BL22977 Em1075g1a
ortholog_4344 BL22992 Em0021g349a
ortholog_4345 BL23014 Em0022g819a
ortholog_4346 BL23043 Em0022g333a
ortholog_4347 BL23051 Em0012g1068a
ortholog_4348 BL23069 Em0023g213a
ortholog_4349 BL23073 Em0007g1471a
ortholog_4350 BL23076 Em0001g1122a
ortholog_4351 BL23081 Em0008g1004a
ortholog_4352 BL23085 Em0004g241a
ortholog_4353 BL23086 Em0011g1169a
ortholog_4354 BL23087 Em0004g350a
ortholog_4355 BL23089 Em0004g346a
ortholog_4356 BL23108 Em0010g16a
ortholog_4357 BL23118 Em0003g530a
ortholog_4358 BL23122 Em0015g568a
ortholog_4359 BL23136 Em0022g288a
ortholog_4360 BL23137 Em0016g558a
ortholog_4361 BL23140 Em0005g128a
ortholog_4362 BL24652 Em0023g136a
ortholog_4363 BL24664 Em0020g1009a
ortholog_4364 BL24665 Em0020g1002a
ortholog_4365 BL24679 Em0020g545a
ortholog_4366 BL24681 Em0020g552a
ortholog_4367 BL24688 Em0020g691a
ortholog_4368 BL24692 Em0020g361a
ortholog_4369 BL24693 Em0016g458a
ortholog_4370 BL24697 Em0020g1022a
ortholog_4371 BL24701 Em0020g1082a
ortholog_4372 BL24710 Em0020g85a
ortholog_4373 BL24722 Em0020g342a
ortholog_4374 BL24727 Em0020g870a
ortholog_4375 BL24728 Em0020g1104a
ortholog_4376 BL24729 Em0018g320a
ortholog_4377 BL24736 Em0019g201a
ortholog_4378 BL24737 Em0020g80a
ortholog_4379 BL24744 Em0020g208a
ortholog_4380 BL24755 Em0020g167a
ortholog_4381 BL24768 Em0847g1a
ortholog_4382 BL24769 Em0020g51a
ortholog_4383 BL24772 Em0020g52a
ortholog_4384 BL24777 Em0016g518a
ortholog_4385 BL24787 Em0020g828a
ortholog_4386 BL24788 Em0020g918a
ortholog_4387 BL24789 Em0019g696a
ortholog_4388 BL24792 Em0020g116a
ortholog_4389 BL24797 Em0002g1021a
ortholog_4390 BL24799 Em0020g1080a
ortholog_4391 BL24806 Em0015g420a
ortholog_4392 BL24807 Em0005g1473a
ortholog_4393 BL24809 Em0001g3558a
ortholog_4394 BL24811 Em0020g1054a
ortholog_4395 BL24823 Em0020g357a
ortholog_4396 BL24825 Em0020g365a
ortholog_4397 BL24826 Em0021g303a
ortholog_4398 BL24828 Em0020g351a
ortholog_4399 BL24830 Em0008g1074a
ortholog_4400 BL24833 Em0020g30a
ortholog_4401 BL24836 Em0020g1077a
ortholog_4402 BL24837 Em0202g6a
ortholog_4403 BL24838 Em0020g778a
ortholog_4404 BL24839 Em0020g135a
ortholog_4405 BL24840 Em0020g133a
ortholog_4406 BL24847 Em0019g636a
ortholog_4407 BL24853 Em0020g146a
ortholog_4408 BL24855 Em0005g707a
ortholog_4409 BL24878 Em0016g260a
ortholog_4410 BL24879 Em0020g141a
ortholog_4411 BL24884 Em0022g51a
ortholog_4412 BL24896 Em0020g1050a
ortholog_4413 BL24897 Em0020g922a
ortholog_4414 BL24898 Em0020g940a
ortholog_4415 BL24905 Em0020g945a
ortholog_4416 BL24907 Em0020g944a
ortholog_4417 BL24915 Em0020g971a
ortholog_4418 BL24916 Em0005g1209a
ortholog_4419 BL24917 Em0020g741a
ortholog_4420 BL24929 Em0013g791a
ortholog_4421 BL24935 Em0023g351a
ortholog_4422 BL24946 Em0020g960a
ortholog_4423 BL24947 Em0016g417a
ortholog_4424 BL24948 Em0001g1340a
ortholog_4425 BL24951 Em0020g315a
ortholog_4426 BL24952 Em0020g314a
ortholog_4427 BL24953 Em0004g1005a
ortholog_4428 BL24969 Em0020g873a
ortholog_4429 BL24970 Em0020g872a
ortholog_4430 BL24977 Em0020g500a
ortholog_4431 BL23682 Em0020g183a
ortholog_4432 BL23692 Em0020g566a
ortholog_4433 BL23693 Em0020g799a
ortholog_4434 BL23240 Em0005g952a
ortholog_4435 BL23251 Em0012g1050a
ortholog_4436 BL23190 Em0011g683a
ortholog_4437 BL23191 Em0011g323a
ortholog_4438 BL23195 Em0015g665a
ortholog_4439 BL23200 Em0110g17a
ortholog_4440 BL23204 Em0015g122a
ortholog_4441 BL23214 Em0598g2a
ortholog_4442 BL23218 Em0015g1258a
ortholog_4443 BL23235 Em0015g1118a
ortholog_4444 BL23664 Em0013g232a
ortholog_4445 BL23665 Em0021g165a
ortholog_4446 BL23668 Em0016g60a
ortholog_4447 BL23311 Em0013g303a
ortholog_4448 BL23312 Em0023g374a
ortholog_4449 BL23313 Em0023g373a
ortholog_4450 BL23314 Em0008g702a
ortholog_4451 BL23316 Em0005g1089a
ortholog_4452 BL23320 Em0023g677a
ortholog_4453 BL23321 Em0021g640a
ortholog_4454 BL23323 Em0795g1a
ortholog_4455 BL23324 Em0009g1019a
ortholog_4456 BL23334 Em0005g1092a
ortholog_4457 BL23336 Em0023g749a
ortholog_4458 BL23340 Em0005g1162a
ortholog_4459 BL23341 Em0022g12a
ortholog_4460 BL23350 Em0023g359a
ortholog_4461 BL23351 Em0015g181a
ortholog_4462 BL23359 Em0023g765a
ortholog_4463 BL23363 Em0023g499a
ortholog_4464 BL23365 Em0006g1417a
ortholog_4465 BL23367 Em0001g382a
ortholog_4466 BL23368 Em0001g368a
ortholog_4467 BL23378 Em0002g1327a
ortholog_4468 BL23388 Em0015g358a
ortholog_4469 BL23390 Em0016g125a
ortholog_4470 BL23391 Em0021g20a
ortholog_4471 BL23394 Em0023g321a
ortholog_4472 BL23403 Em0023g755a
ortholog_4473 BL23405 Em0002g976a
ortholog_4474 BL23415 Em0023g772a
ortholog_4475 BL23418 Em0021g860a
ortholog_4476 BL23427 Em0023g418a
ortholog_4477 BL23429 Em0023g544a
ortholog_4478 BL23430 Em0023g776a
ortholog_4479 BL23435 Em0006g1153a
ortholog_4480 BL23437 Em0001g2783a
ortholog_4481 BL23438 Em0019g967a
ortholog_4482 BL23439 Em0023g802a
ortholog_4483 BL23440 Em0023g798a
ortholog_4484 BL23445 Em0020g13a
ortholog_4485 BL23448 Em0002g755a
ortholog_4486 BL23451 Em0005g1175a
ortholog_4487 BL23467 Em0023g508a
ortholog_4488 BL23476 Em0023g774a
ortholog_4489 BL23477 Em0023g714a
ortholog_4490 BL23481 Em0023g400a
ortholog_4491 BL23482 Em0023g728a
ortholog_4492 BL23484 Em0021g486a
ortholog_4493 BL23487 Em0023g389a
ortholog_4494 BL23490 Em0023g562a
ortholog_4495 BL23491 Em0023g427a
ortholog_4496 BL23493 Em0023g709a
ortholog_4497 BL23502 Em0009g1114a
ortholog_4498 BL23506 Em0023g663a
ortholog_4499 BL23507 Em0023g426a
ortholog_4500 BL23511 Em0023g932a
ortholog_4501 BL23512 Em0023g568a
ortholog_4502 BL23513 Em0023g574a
ortholog_4503 BL23515 Em0004g1072a
ortholog_4504 BL23519 Em0023g435a
ortholog_4505 BL23520 Em0018g431a
ortholog_4506 BL23525 Em0003g684a
ortholog_4507 BL23526 Em0023g933a
ortholog_4508 BL23528 Em0023g429a
ortholog_4509 BL23531 Em0015g551a
ortholog_4510 BL23532 Em0023g598a
ortholog_4511 BL23533 Em0023g536a
ortholog_4512 BL23534 Em0023g910a
ortholog_4513 BL23538 Em0012g99a
ortholog_4514 BL23539 Em0016g21a
ortholog_4515 BL23540 Em0005g1163a
ortholog_4516 BL23541 Em0001g1629a
ortholog_4517 BL23556 Em0023g431a
ortholog_4518 BL23558 Em0023g411a
ortholog_4519 BL23563 Em0023g719a
ortholog_4520 BL23567 Em0023g577a
ortholog_4521 BL23568 Em0017g301a
ortholog_4522 BL23569 Em0023g539a
ortholog_4523 BL23570 Em0023g537a
ortholog_4524 BL23581 Em0015g175a
ortholog_4525 BL23589 Em0017g159a
ortholog_4526 BL23597 Em0099g4a
ortholog_4527 BL23598 Em0014g11a
ortholog_4528 BL23601 Em0005g1647a
ortholog_4529 BL23603 Em0017g885a
ortholog_4530 BL23607 Em0019g324a
ortholog_4531 BL23622 Em0023g578a
ortholog_4532 BL23625 Em0023g605a
ortholog_4533 BL23627 Em0016g517a
ortholog_4534 BL23631 Em0003g911a
ortholog_4535 BL23698 Em0004g58a
ortholog_4536 BL23699 Em0021g567a
ortholog_4537 BL23715 Em0016g559a
ortholog_4538 BL23723 Em0001g3567a
ortholog_4539 BL23736 Em0004g1192a
ortholog_4540 BL23741 Em0001g3147a
ortholog_4541 BL23746 Em0017g495a
ortholog_4542 BL23747 Em0018g38a
ortholog_4543 BL23751 Em0019g76a
ortholog_4544 BL23767 Em0004g1107a
ortholog_4545 BL23771 Em0014g371a
ortholog_4546 BL23772 Em0016g425a
ortholog_4547 BL23781 Em0008g10a
ortholog_4548 BL23785 Em0007g101a
ortholog_4549 BL23803 Em0012g719a
ortholog_4550 BL23813 Em0002g283a
ortholog_4551 BL23814 Em0004g63a
ortholog_4552 BL23826 Em0013g550a
ortholog_4553 BL23878 Em0001g2222a
ortholog_4554 BL23889 Em0023g311a
ortholog_4555 BL23896 Em0017g63a
ortholog_4556 BL23897 Em0014g429a
ortholog_4557 BL23899 Em0014g356a
ortholog_4558 BL23901 Em0014g357a
ortholog_4559 BL24191 Em0023g375a
ortholog_4560 BL24199 Em0015g3a
ortholog_4561 BL24203 Em0018g429a
ortholog_4562 BL24206 Em0020g624a
ortholog_4563 BL24207 Em0015g693a
ortholog_4564 BL24219 Em0015g305a
ortholog_4565 BL24220 Em0001g850a
ortholog_4566 BL24222 Em0015g1030a
ortholog_4567 BL24223 Em0015g980a
ortholog_4568 BL24226 Em0088g9a
ortholog_4569 BL24238 Em0015g1050a
ortholog_4570 BL24246 Em0015g124a
ortholog_4571 BL24248 Em1242g1a
ortholog_4572 BL24249 Em0015g1139a
ortholog_4573 BL24250 Em0698g4a
ortholog_4574 BL24256 Em0013g573a
ortholog_4575 BL24264 Em0015g58a
ortholog_4576 BL24267 Em0021g936a
ortholog_4577 BL24271 Em0018g664a
ortholog_4578 BL24273 Em0015g466a
ortholog_4579 BL24275 Em0015g803a
ortholog_4580 BL24277 Em0023g707a
ortholog_4581 BL23950 Em0018g864a
ortholog_4582 BL23961 Em0007g784a
ortholog_4583 BL23974 Em0003g487a
ortholog_4584 BL23997 Em0021g571a
ortholog_4585 BL23998 Em0016g1074a
ortholog_4586 BL24000 Em0006g1436a
ortholog_4587 BL24004 Em0003g187a
ortholog_4588 BL24010 Em0003g1834a
ortholog_4589 BL24039 Em0145g3a
ortholog_4590 BL24045 Em0003g1273a
ortholog_4591 BL24058 Em0003g316a
ortholog_4592 BL24073 Em0001g1288a
ortholog_4593 BL24079 Em0021g730a
ortholog_4594 BL24080 Em0007g938a
ortholog_4595 BL24081 Em0020g1003a
ortholog_4596 BL24097 Em0022g316a
ortholog_4597 BL24099 Em0020g488a
ortholog_4598 BL24100 Em0020g666a
ortholog_4599 BL24101 Em0005g1649a
ortholog_4600 BL24106 Em0020g969a
ortholog_4601 BL24108 Em0016g1057a
ortholog_4602 BL24111 Em0021g65a
ortholog_4603 BL24115 Em0020g377a
ortholog_4604 BL24116 Em0010g79a
ortholog_4605 BL24126 Em0013g29a
ortholog_4606 BL24130 Em0020g482a
ortholog_4607 BL24131 Em0020g454a
ortholog_4608 BL24136 Em0020g916a
ortholog_4609 BL24138 Em0016g1010a
ortholog_4610 BL24144 Em0009g1179a
ortholog_4611 BL24147 Em0020g1024a
ortholog_4612 BL24148 Em0020g114a
ortholog_4613 BL24156 Em0017g413a
ortholog_4614 BL24160 Em0020g148a
ortholog_4615 BL24161 Em0020g644a
ortholog_4616 BL24162 Em0020g649a
ortholog_4617 BL24163 Em0001g1613a
ortholog_4618 BL24170 Em0020g320a
ortholog_4619 BL24171 Em0020g120a
ortholog_4620 BL24180 Em0005g1115a
ortholog_4621 BL24182 Em0020g835a
ortholog_4622 BL24183 Em0019g312a
ortholog_4623 BL24184 Em0019g1033a
ortholog_4624 BL24287 Em0011g250a
ortholog_4625 BL24288 Em0011g1190a
ortholog_4626 BL24289 Em0011g580a
ortholog_4627 BL24294 Em0014g242a
ortholog_4628 BL24300 Em0011g365a
ortholog_4629 BL24309 Em0011g183a
ortholog_4630 BL24310 Em0011g156a
ortholog_4631 BL24319 Em0011g140a
ortholog_4632 BL24342 Em0003g1031a
ortholog_4633 BL24343 Em0003g971a
ortholog_4634 BL24346 Em0023g106a
ortholog_4635 BL24348 Em0011g70a
ortholog_4636 BL24349 Em0011g80a
ortholog_4637 BL24361 Em0011g1023a
ortholog_4638 BL24362 Em0009g993a
ortholog_4639 BL24379 Em0011g1166a
ortholog_4640 BL24383 Em0020g556a
ortholog_4641 BL24387 Em0011g69a
ortholog_4642 BL24388 Em0011g977a
ortholog_4643 BL24393 Em0011g76a
ortholog_4644 BL24394 Em0005g39a
ortholog_4645 BL24399 Em0011g1165a
ortholog_4646 BL24400 Em0023g70a
ortholog_4647 BL24407 Em0011g1158a
ortholog_4648 BL24409 Em0020g774a
ortholog_4649 BL24412 Em0011g1184a
ortholog_4650 BL24420 Em0011g52a
ortholog_4651 BL24422 Em0023g371a
ortholog_4652 BL24425 Em0020g948a
ortholog_4653 BL24427 Em0003g1497a
