ortholog_1 g164 BL24932_evm1
ortholog_4947 g114089 BL08666_evm0
ortholog_4948 g114095 BL13101_evm0
ortholog_4949 g114105 BL19327_evm2
ortholog_4950 g114109 BL14347_evm1
ortholog_4951 g114134 BL06483_cuf1
ortholog_4952 g114152 BL23456_evm0
ortholog_4953 g114167 BL24687_evm11
ortholog_4954 g114170 BL11196_cuf0
ortholog_4955 g114229 BL01292_evm0
ortholog_4956 g114241 BL23242_evm0
ortholog_4957 g114381 BL11059_cuf0
ortholog_4958 g114449 BL21653_evm0
ortholog_4959 g114486 BL06434_evm0
ortholog_4960 g114492 BL08378_evm2
ortholog_4961 g114495 BL19498_cuf1
ortholog_4962 g114499 BL01949_cuf4
ortholog_4963 g114501 BL22133_evm0
ortholog_4964 g114515 BL00388_evm0
ortholog_4965 g114546 BL15936_cuf4
ortholog_4966 g114548 BL70238_cuf0
ortholog_4967 g114554 BL06152_evm2
ortholog_4968 g114568 BL02063_evm0
ortholog_4969 g114574 BL14110_evm4
ortholog_4970 g114620 BL21153_evm21
ortholog_4971 g114630 BL49872_cuf5
ortholog_4972 g114636 BL74012_cuf0
ortholog_4973 g114641 BL10552_cuf6
ortholog_4974 g114653 BL20667_evm0
ortholog_4975 g114655 BL05619_cuf3
ortholog_4976 g114656 BL11798_evm1
ortholog_4977 g114663 BL08185_evm0
ortholog_4978 g114702 BL13682_evm0
ortholog_4979 g114717 BL20097_cuf7
ortholog_4980 g114731 BL05837_cuf5
ortholog_4981 g114741 BL10894_evm4
ortholog_4982 g114743 BL20499_evm0
ortholog_4983 g114763 BL01074_cuf1
ortholog_4984 g114817 BL29603_evm0
ortholog_4985 g114831 BL11390_evm0
ortholog_4986 g114841 BL00744_cuf3
ortholog_4987 g114864 BL24428_evm0
ortholog_4988 g114871 BL31497_evm0
ortholog_4989 g114896 BL06976_evm11
ortholog_4990 g114904 BL10051_evm0
ortholog_4991 g114910 BL15518_evm0
ortholog_4992 g114968 BL04065_evm0
ortholog_4993 g114971 BL01853_cuf5
ortholog_4994 g114972 BL25731_evm0
ortholog_4995 g114981 BL05905_cuf6
ortholog_4996 g114992 BL12140_evm16
ortholog_4997 g115061 BL13000_cuf7
ortholog_4998 g115080 BL10897_evm0
ortholog_4999 g115119 BL12596_evm0
ortholog_5000 g115212 BL06973_cuf1
ortholog_5001 g115242 BL07343_evm27
ortholog_5002 g115244 BL12985_cuf1
ortholog_5003 g115268 BL20242_evm4
ortholog_5004 g115330 BL13891_evm0
ortholog_5005 g115331 BL20328_cuf4
ortholog_5006 g115339 BL32010_evm9
ortholog_5007 g115343 BL12619_evm0
ortholog_5008 g115372 BL08665_cuf3
ortholog_5009 g115386 BL09577_cuf2
ortholog_5010 g115396 BL20761_cuf6
ortholog_5011 g115400 BL12262_cuf3
ortholog_5012 g115407 BL21371_cuf2
ortholog_5013 g115562 BL31265_evm0
ortholog_5014 g115565 BL19086_cuf0
ortholog_5015 g115663 BL11508_evm0
ortholog_5016 g115805 BL23454_evm0
ortholog_5017 g115822 BL00066_evm0
ortholog_5018 g115837 BL26031_evm0
ortholog_5019 g115881 BL21789_cuf1
ortholog_5020 g115920 BL23043_evm2
ortholog_5021 g115940 BL09335_evm0
ortholog_5022 g115945 BL08663_evm0
ortholog_5023 g115956 BL17403_cuf0
ortholog_5024 g116054 BL11012_cuf0
ortholog_5025 g116076 BL23462_evm3
ortholog_5026 g116078 BL97025_cuf3
ortholog_5027 g116090 BL07288_evm0
ortholog_5028 g116126 BL15800_evm18
ortholog_5029 g116134 BL00872_evm21
ortholog_5030 g116169 BL03072_cuf7
ortholog_5031 g116171 BL19497_evm19
ortholog_5032 g116178 BL23374_cuf3
ortholog_5033 g116189 BL95845_evm0
ortholog_5034 g116243 BL15074_evm0
ortholog_5035 g116275 BL27929_evm0
ortholog_5036 g116283 BL15517_evm8
ortholog_5037 g116311 BL04553_evm0
ortholog_5038 g116330 BL18617_evm9
ortholog_5039 g116336 BL20666_evm0
ortholog_5040 g116352 BL28340_evm0
ortholog_5041 g116354 BL00213_evm0
ortholog_5042 g116364 BL07796_cuf1
ortholog_5043 g116367 BL10895_evm12
ortholog_5044 g116368 BL08166_evm3
ortholog_5045 g116369 BL09884_evm0
ortholog_5046 g116378 BL46464_cuf5
ortholog_5047 g116379 BL22503_evm1
ortholog_5048 g116391 BL05046_evm0
ortholog_5049 g116411 BL20497_evm0
ortholog_5050 g116412 BL12460_evm0
ortholog_5051 g116419 BL12161_cuf2
ortholog_5052 g116450 BL19193_evm0
ortholog_5053 g116685 BL28093_evm0
ortholog_5054 g116700 BL16748_cuf3
ortholog_5055 g116741 BL05287_evm0
ortholog_5056 g116752 BL15855_cuf1
ortholog_5057 g116795 BL11246_evm0
ortholog_5058 g116803 BL04901_evm1
ortholog_5059 g116811 BL03345_cuf4
ortholog_5060 g116823 BL42939_cuf1
ortholog_5061 g116832 BL01601_evm1
ortholog_5062 g116870 BL28206_evm0
ortholog_5063 g116871 BL12118_evm0
ortholog_5064 g116874 BL01924_evm4
ortholog_5065 g116887 BL19505_evm4
ortholog_5066 g116893 BL15505_evm0
ortholog_5067 g116964 BL27432_evm0
ortholog_5068 g117012 BL02845_evm0
ortholog_5069 g117019 BL08023_cuf8
ortholog_5070 g117038 BL22418_evm3
ortholog_5071 g117042 BL11686_evm0
ortholog_5072 g117088 BL09882_evm0
ortholog_5073 g117114 BL05081_evm2
ortholog_5074 g117118 BL08157_cuf0
ortholog_5075 g117119 BL21720_evm0
ortholog_5076 g117121 BL24095_cuf1
ortholog_5077 g117129 BL24686_evm5
ortholog_5078 g117147 BL23459_evm0
ortholog_5079 g117155 BL06761_evm0
ortholog_5080 g117170 BL17384_evm12
ortholog_5081 g117177 BL10900_evm4
ortholog_5082 g117182 BL05288_cuf5
ortholog_5083 g117191 BL26950_evm0
ortholog_5084 g117232 BL47898_cuf3
ortholog_5085 g117252 BL18135_evm0
ortholog_5086 g117258 BL07219_cuf4
ortholog_5087 g117265 BL14487_evm0
ortholog_5088 g117277 BL28263_evm0
ortholog_5089 g117295 BL16359_evm11
ortholog_5090 g117300 BL25786_evm0
ortholog_5091 g117302 BL09624_cuf2
ortholog_5092 g117310 BL12592_evm0
ortholog_5093 g117313 BL30938_evm0
ortholog_5094 g117314 BL12699_evm0
ortholog_5095 g117338 BL12992_cuf1
ortholog_5096 g117382 BL01075_evm0
ortholog_5097 g117385 BL06579_evm1
ortholog_5098 g117403 BL14272_cuf12
ortholog_5099 g117411 BL87044_cuf0
ortholog_5100 g117416 BL15775_cuf4
ortholog_5101 g117451 BL04792_evm1
ortholog_5102 g117454 BL23375_evm0
ortholog_5103 g117468 BL23970_evm5
ortholog_5104 g117498 BL07457_evm0
ortholog_5105 g117542 BL32196_evm0
ortholog_5106 g117565 BL05614_cuf1
ortholog_5107 g117641 BL19827_cuf1
ortholog_5108 g117649 BL21705_evm0
ortholog_5109 g117654 BL15416_cuf4
ortholog_5110 g117657 BL08184_evm0
ortholog_5111 g117680 BL14440_cuf0
ortholog_5112 g117695 BL14122_cuf1
ortholog_5113 g117701 BL05621_evm0
ortholog_5114 g117705 BL03795_evm6
ortholog_5115 g117733 BL15839_cuf7
ortholog_5116 g117761 BL19924_evm0
ortholog_5117 g117766 BL24697_evm0
ortholog_5118 g117768 BL23355_evm0
ortholog_5119 g117774 BL07180_cuf6
ortholog_5120 g117775 BL10663_evm0
ortholog_5121 g117786 BL22602_evm0
ortholog_5122 g117792 BL20498_cuf4
ortholog_5123 g117798 BL00919_evm1
ortholog_5124 g117799 BL00920_evm18
ortholog_5125 g117807 BL19499_evm0
ortholog_5126 g117826 BL16736_evm0
ortholog_5127 g117845 BL19046_cuf1
ortholog_5128 g117857 BL18967_evm0
ortholog_5129 g117865 BL13301_cuf12
ortholog_5130 g117891 BL23117_cuf9
ortholog_5131 g117901 BL20329_evm0
ortholog_5132 g117943 BL01013_evm0
ortholog_5133 g117946 BL10334_evm0
ortholog_5134 g117954 BL06007_evm7
ortholog_5135 g117956 BL06000_cuf6
ortholog_5136 g117958 BL06001_cuf3
ortholog_5137 g117961 BL83073_cuf1
ortholog_5138 g117977 BL02224_evm0
ortholog_5139 g117983 BL00751_evm7
ortholog_5140 g118000 BL15440_evm0
ortholog_5141 g118003 BL31489_evm0
ortholog_5142 g118006 BL24196_evm0
ortholog_5143 g118014 BL17222_evm0
ortholog_5144 g118028 BL07054_evm0
ortholog_5145 g118033 BL22329_cuf1
ortholog_5146 g118049 BL96250_cuf11
ortholog_5147 g118057 BL27203_evm0
ortholog_5148 g118059 BL17376_evm0
ortholog_5149 g118073 BL01379_cuf1
ortholog_5150 g118129 BL30104_evm0
ortholog_5151 g118136 BL07229_cuf2
ortholog_5152 g118140 BL19195_evm0
ortholog_5153 g118196 BL04715_cuf4
ortholog_5154 g118198 BL15937_cuf0
ortholog_5155 g118208 BL01669_evm1
ortholog_5156 g118231 BL01847_cuf3
ortholog_5157 g118236 BL96088_evm0
ortholog_5158 g118266 BL00870_evm0
ortholog_5159 g118271 BL01596_cuf15
ortholog_5160 g118272 BL15864_evm0
ortholog_5161 g118296 BL03198_evm0
ortholog_5162 g118333 BL21899_evm3
ortholog_5163 g118344 BL12617_cuf10
ortholog_5164 g118367 BL00711_cuf4
ortholog_5165 g118375 BL04795_evm0
ortholog_5166 g118397 BL07680_cuf2
ortholog_5167 g118427 BL57418_cuf0
ortholog_5168 g118429 BL58516_cuf0
ortholog_5169 g118541 BL15016_evm3
ortholog_5170 g118619 BL10771_cuf1
ortholog_5171 g118625 BL01848_evm0
ortholog_5172 g118640 BL13939_evm4
ortholog_5173 g118645 BL00743_evm0
ortholog_5174 g118659 BL13366_cuf13
ortholog_5175 g118662 BL22769_evm8
ortholog_5176 g118679 BL20023_evm4
ortholog_5177 g118689 BL00708_cuf6
ortholog_5178 g118720 BL12593_evm0
ortholog_5179 g118746 BL11733_cuf5
ortholog_5180 g118758 BL97394_cuf14
ortholog_5181 g118772 BL10742_cuf1
ortholog_5182 g118777 BL24435_cuf5
ortholog_5183 g118786 BL20662_cuf7
ortholog_5184 g118806 BL00650_cuf2
ortholog_5185 g118828 BL09541_cuf4
ortholog_5186 g118831 BL20664_cuf6
ortholog_5187 g118838 BL17883_cuf1
ortholog_5188 g118848 BL18618_cuf10
ortholog_5189 g118858 BL96158_evm1
ortholog_5190 g118878 BL23009_evm0
ortholog_5191 g118883 BL02260_evm3
ortholog_5192 g118890 BL02259_cuf3
ortholog_5193 g118916 BL21020_evm2
ortholog_5194 g118939 BL01449_cuf1
ortholog_5195 g118962 BL24695_evm0
ortholog_5196 g119073 BL19445_cuf2
ortholog_5197 g119091 BL12595_cuf10
ortholog_5198 g119127 BL24433_cuf5
ortholog_5199 g119133 BL74875_cuf1
ortholog_5200 g119251 BL23972_evm2
ortholog_5201 g119290 BL06975_evm0
ortholog_5202 g119292 BL22387_evm0
ortholog_5203 g119294 BL12467_cuf9
ortholog_5204 g119296 BL15503_evm1
ortholog_5205 g119347 BL09353_cuf8
ortholog_5206 g119350 BL25003_evm2
ortholog_5207 g119356 BL19798_evm0
ortholog_5208 g119387 BL23483_evm0
ortholog_5209 g119400 BL21808_cuf2
ortholog_5210 g119402 BL15070_cuf2
ortholog_5211 g119431 BL23346_cuf15
ortholog_5212 g119458 BL06548_cuf25
ortholog_5213 g119465 BL28492_evm0
ortholog_5214 g119487 BL52023_cuf1
ortholog_5215 g119624 BL05427_cuf4
ortholog_5216 g119677 BL14867_evm0
ortholog_5217 g119686 BL03676_evm3
ortholog_5218 g119697 BL02360_evm0
ortholog_5219 g119706 BL20882_evm0
ortholog_5220 g119867 BL00028_cuf1
ortholog_5221 g119883 BL97393_cuf7
ortholog_5222 g119888 BL09336_cuf7
ortholog_5223 g119900 BL19823_evm0
ortholog_5224 g119937 BL08743_cuf0
ortholog_5225 g119948 BL13117_evm0
ortholog_5226 g119971 BL19522_cuf2
ortholog_5227 g119984 BL12098_cuf0
ortholog_5228 g119992 BL14047_evm2
ortholog_5229 g120028 BL04064_evm0
ortholog_5230 g120033 BL22366_cuf1
ortholog_5231 g120060 BL18622_evm0
ortholog_5232 g120135 BL22753_evm3
ortholog_5233 g120186 BL31635_evm0
ortholog_5234 g120196 BL01168_cuf0
ortholog_5235 g120257 BL28201_evm0
ortholog_5236 g120269 BL21396_evm8
ortholog_5237 g120293 BL30941_evm0
ortholog_5238 g120297 BL11228_evm0
ortholog_5239 g120309 BL19425_evm2
ortholog_5240 g120311 BL24144_cuf0
ortholog_5241 g120331 BL18619_cuf5
ortholog_5242 g120362 BL08893_evm0
ortholog_5243 g120366 BL24397_cuf1
ortholog_5244 g120367 BL09599_evm0
ortholog_5245 g120371 BL07643_evm0
ortholog_5246 g120379 BL02778_evm1
ortholog_5247 g120382 BL09662_evm0
ortholog_5248 g120396 BL96464_cuf2
ortholog_5249 g120411 BL27729_evm0
ortholog_5250 g120446 BL15863_evm0
ortholog_5251 g120458 BL13436_evm0
ortholog_5252 g120502 BL05842_evm0
ortholog_5253 g120503 BL12464_cuf2
ortholog_5254 g120640 BL11615_cuf0
ortholog_5255 g120674 BL97206_cuf20
ortholog_5256 g120675 BL97204_cuf11
ortholog_5257 g120713 BL16682_cuf6
ortholog_5258 g120744 BL06696_evm5
ortholog_5259 g120796 BL04590_cuf11
ortholog_5260 g120845 BL95955_evm1
ortholog_5261 g120874 BL14817_evm0
ortholog_5262 g120890 BL00752_cuf5
ortholog_5263 g120900 BL09990_cuf0
ortholog_5264 g120902 BL10712_evm0
ortholog_5265 g120962 BL12465_evm0
ortholog_5266 g121000 BL09656_evm9
ortholog_5267 g121053 BL68067_cuf0
ortholog_5268 g121115 BL23185_cuf3
ortholog_5269 g121123 BL17281_evm3
ortholog_5270 g121128 BL84057_cuf0
ortholog_5271 g121130 BL24070_evm0
ortholog_5272 g121150 BL19461_evm0
ortholog_5273 g121178 BL17248_evm0
ortholog_5274 g121191 BL18879_evm4
ortholog_5275 g121192 BL83204_cuf0
ortholog_5276 g121195 BL04076_cuf2
ortholog_5277 g121210 BL14064_cuf4
ortholog_5278 g121222 BL16530_evm45
ortholog_5279 g121229 BL20767_evm9
ortholog_5280 g121243 BL28262_evm0
ortholog_5281 g121306 BL23018_evm0
ortholog_5282 g121367 BL00156_evm3
ortholog_5283 g121388 BL25989_evm0
ortholog_5284 g121404 BL31564_evm0
ortholog_5285 g121407 BL17529_evm0
ortholog_5286 g121408 BL22768_evm6
ortholog_5287 g121425 BL24927_evm0
ortholog_5288 g121442 BL16201_evm1
ortholog_5289 g121462 BL19200_evm0
ortholog_5290 g121464 BL22410_cuf0
ortholog_5291 g121477 BL12141_cuf7
ortholog_5292 g121521 BL12722_evm1
ortholog_5293 g121533 BL47435_cuf0
ortholog_5294 g121542 BL24103_cuf1
ortholog_5295 g121584 BL04943_evm0
ortholog_5296 g121713 BL24361_evm0
ortholog_5297 g121722 BL95610_evm1
ortholog_5298 g121743 BL17589_cuf1
ortholog_5299 g121757 BL15856_cuf6
ortholog_5300 g121759 BL19829_evm0
ortholog_5301 g121782 BL22330_evm0
ortholog_5302 g121817 BL10746_cuf5
ortholog_5303 g121834 BL21100_cuf5
ortholog_5304 g121835 BL06549_cuf5
ortholog_5305 g121852 BL57615_cuf4
ortholog_5306 g121853 BL30735_evm0
ortholog_5307 g121861 BL02863_evm0
ortholog_5308 g121865 BL12799_evm15
ortholog_5309 g122011 BL23115_evm5
ortholog_5310 g122037 BL13391_evm0
ortholog_5311 g122055 BL25553_evm0
ortholog_5312 g122077 BL16074_cuf1
ortholog_5313 g122133 BL08644_evm2
ortholog_5314 g122144 BL08668_evm6
ortholog_5315 g122147 BL03677_cuf0
ortholog_5316 g122149 BL23332_evm0
ortholog_5317 g122152 BL04453_evm4
ortholog_5318 g122188 BL21229_evm1
ortholog_5319 g122201 BL13962_evm0
ortholog_5320 g122210 BL11391_cuf0
ortholog_5321 g122249 BL21376_cuf4
ortholog_5322 g122279 BL90558_cuf0
ortholog_5323 g122318 BL01462_evm9
ortholog_5324 g122333 BL10419_cuf9
ortholog_5325 g122383 BL11510_evm28
ortholog_5326 g122404 BL10002_evm1
ortholog_5327 g122417 BL04344_cuf10
ortholog_5328 g122438 BL22748_cuf1
ortholog_5329 g122443 BL24514_evm0
ortholog_5330 g122444 BL10686_evm1
ortholog_5331 g122449 BL17015_evm1
ortholog_5332 g122456 BL19825_evm4
ortholog_5333 g122503 BL05843_evm0
ortholog_5334 g122516 BL05841_cuf1
ortholog_5335 g122530 BL23405_evm3
ortholog_5336 g122532 BL21998_evm2
ortholog_5337 g122542 BL09329_evm0
ortholog_5338 g122562 BL87822_cuf1
ortholog_5339 g122640 BL21788_evm0
ortholog_5340 g122664 BL23118_evm0
ortholog_5341 g122703 BL24348_evm40
ortholog_5342 g122796 BL09583_cuf37
ortholog_5343 g122972 BL30688_evm0
ortholog_5344 g122998 BL28943_evm0
ortholog_5345 g123077 BL16189_evm13
ortholog_5346 g123215 BL04603_cuf1
ortholog_5347 g123294 BL20320_cuf1
ortholog_5348 g123364 BL22142_evm0
ortholog_5349 g123577 BL21505_cuf5
ortholog_5350 g123620 BL00513_cuf1
ortholog_5351 g123645 BL18884_cuf2
ortholog_5352 g123770 BL44101_cuf0
ortholog_5353 g123812 BL95929_evm0
ortholog_5354 g123819 BL40286_cuf0
ortholog_5355 g123865 BL00203_cuf3
ortholog_5356 g123936 BL22171_evm0
ortholog_5357 g123965 BL16006_cuf0
ortholog_5358 g123978 BL22004_cuf2
ortholog_5359 g124093 BL95317_evm1
ortholog_5360 g124330 BL20371_evm0
ortholog_5361 g124410 BL96059_evm0
ortholog_5362 g124469 BL12235_cuf0
ortholog_5363 g124618 BL04986_cuf3
ortholog_5364 g124730 BL06687_evm0
ortholog_5365 g124765 BL28203_evm0
ortholog_5366 g124790 BL26339_evm0
ortholog_5367 g124794 BL01840_cuf3
ortholog_5368 g124848 BL69261_cuf0
ortholog_5369 g125153 BL46071_cuf0
ortholog_5370 g125208 BL15928_evm0
ortholog_5371 g125230 BL26306_evm0
ortholog_5372 g125243 BL23617_evm0
ortholog_5373 g125267 BL08992_evm0
ortholog_5374 g125273 BL08994_evm0
ortholog_5375 g125274 BL13826_cuf5
ortholog_5376 g125342 BL08731_cuf2
ortholog_5377 g125343 BL01225_cuf0
ortholog_5378 g125463 BL26997_evm0
ortholog_5379 g125491 BL10961_evm0
ortholog_5380 g125601 BL17002_evm0
ortholog_5381 g125602 BL65152_cuf0
ortholog_5382 g125766 BL00114_cuf4
ortholog_5383 g125814 BL21109_evm0
ortholog_5384 g126051 BL22053_evm3
ortholog_5385 g126183 BL03475_cuf25
ortholog_5386 g126283 BL06300_cuf7
ortholog_5387 g126342 BL28531_evm0
ortholog_5388 g126418 BL06949_evm0
ortholog_5389 g126624 BL12719_evm1
ortholog_5390 g126842 BL11961_cuf2
ortholog_5391 g126936 BL33910_cuf1
ortholog_5392 g126964 BL20829_cuf2
ortholog_5393 g127025 BL16560_cuf3
ortholog_5394 g127043 BL28711_evm0
ortholog_5395 g127235 BL97219_cuf17
ortholog_5396 g127494 BL21608_cuf2
ortholog_5397 g127512 BL19917_evm0
ortholog_5398 g127538 BL06475_cuf5
ortholog_5399 g127539 BL21179_cuf4
ortholog_5400 g127603 BL02744_evm1
ortholog_5401 g127605 BL06473_cuf2
ortholog_5402 g127651 BL96935_cuf1
ortholog_5403 g127655 BL76284_cuf8
ortholog_5404 g127664 BL12675_evm6
ortholog_5405 g127691 BL13630_cuf6
ortholog_5406 g127696 BL04056_cuf18
ortholog_5407 g127705 BL21475_evm0
ortholog_5408 g127715 BL15190_evm2
ortholog_5409 g127717 BL20164_evm0
ortholog_5410 g127718 BL14931_evm0
ortholog_5411 g127729 BL21674_evm0
ortholog_5412 g127735 BL22855_cuf7
ortholog_5413 g127739 BL12399_evm0
ortholog_5414 g127741 BL05055_evm0
ortholog_5415 g127743 BL17341_evm0
ortholog_5416 g127756 BL24773_cuf0
ortholog_5417 g127762 BL02537_cuf1
ortholog_5418 g127764 BL10554_cuf4
ortholog_5419 g127766 BL08662_evm0
ortholog_5420 g127769 BL09230_evm2
ortholog_5421 g127799 BL95807_evm1
ortholog_5422 g127806 BL24462_cuf1
ortholog_5423 g127809 BL28798_evm0
ortholog_5424 g127825 BL10510_evm3
ortholog_5425 g127906 BL08572_evm0
ortholog_5426 g127912 BL87339_cuf1
ortholog_5427 g127933 BL08230_evm0
ortholog_5428 g127978 BL21316_cuf10
ortholog_5429 g127995 BL22152_cuf4
ortholog_5430 g128006 BL02967_evm0
ortholog_5431 g128013 BL23659_evm1
ortholog_5432 g128018 BL97003_cuf0
ortholog_5433 g128020 BL01566_evm3
ortholog_5434 g128051 BL13882_evm0
ortholog_5435 g128053 BL22385_cuf2
ortholog_5436 g128066 BL04472_cuf4
ortholog_5437 g128074 BL96941_cuf6
ortholog_5438 g128154 BL12939_evm0
ortholog_5439 g128159 BL04991_cuf2
ortholog_5440 g128163 BL08232_cuf1
ortholog_5441 g128193 BL21317_evm6
ortholog_5442 g128207 BL00486_cuf5
ortholog_5443 g128237 BL11473_evm0
ortholog_5444 g128244 BL23231_evm0
ortholog_5445 g128245 BL96829_cuf0
ortholog_5446 g128277 BL40051_cuf1
ortholog_5447 g128280 BL10773_evm2
ortholog_5448 g128290 BL07014_evm0
ortholog_5449 g128351 BL13785_evm0
ortholog_5450 g128361 BL16280_evm10
ortholog_5451 g128363 BL08695_cuf0
ortholog_5452 g128367 BL23008_evm0
ortholog_5453 g128404 BL21536_evm2
ortholog_5454 g128413 BL18759_evm0
ortholog_5455 g128420 BL04781_evm4
ortholog_5456 g128457 BL03008_evm18
ortholog_5457 g128469 BL03396_evm6
ortholog_5458 g128479 BL06036_cuf5
ortholog_5459 g128522 BL17478_evm0
ortholog_5460 g128531 BL16625_evm2
ortholog_5461 g128534 BL09318_cuf2
ortholog_5462 g128542 BL30603_evm0
ortholog_5463 g128571 BL12038_cuf2
ortholog_5464 g128573 BL15631_evm6
ortholog_5465 g128575 BL39162_cuf0
ortholog_5466 g128617 BL12088_evm3
ortholog_5467 g128679 BL01526_cuf4
ortholog_5468 g128682 BL11158_cuf1
ortholog_5469 g128737 BL22878_evm0
ortholog_5470 g128746 BL14747_evm9
ortholog_5471 g128751 BL06521_evm0
ortholog_5472 g128755 BL17871_cuf26
ortholog_5473 g128787 BL08026_cuf7
ortholog_5474 g128791 BL12730_evm0
ortholog_5475 g128800 BL96722_cuf7
ortholog_5476 g128812 BL23200_cuf0
ortholog_5477 g128839 BL06855_cuf2
ortholog_5478 g128841 BL12759_evm0
ortholog_5479 g128883 BL12760_cuf1
ortholog_5480 g128887 BL95701_evm1
ortholog_5481 g128892 BL18249_cuf2
ortholog_5482 g128898 BL68785_cuf0
ortholog_5483 g128931 BL06738_cuf3
ortholog_5484 g128947 BL04237_cuf3
ortholog_5485 g128964 BL23015_evm0
ortholog_5486 g128971 BL23722_cuf4
ortholog_5487 g129031 BL05512_cuf1
ortholog_5488 g129037 BL18761_evm0
ortholog_5489 g129056 BL95233_evm1
ortholog_5490 g129083 BL95002_evm1
ortholog_5491 g129087 BL24937_cuf3
ortholog_5492 g129105 BL08172_evm0
ortholog_5493 g129113 BL20934_cuf5
ortholog_5494 g129124 BL18995_evm0
ortholog_5495 g129128 BL18538_evm0
ortholog_5496 g129138 BL21773_cuf2
ortholog_5497 g129139 BL15309_evm0
ortholog_5498 g129142 BL04779_cuf3
ortholog_5499 g129146 BL02686_evm9
ortholog_5500 g129159 BL23163_evm5
ortholog_5501 g129188 BL24614_evm0
ortholog_5502 g129191 BL01498_cuf25
ortholog_5503 g129207 BL08462_cuf0
ortholog_5504 g129266 BL28117_evm0
ortholog_5505 g129381 BL23440_cuf12
ortholog_5506 g129399 BL08319_cuf1
ortholog_5507 g129416 BL16935_evm0
ortholog_5508 g129452 BL24317_cuf1
ortholog_5509 g129482 BL96312_cuf1
ortholog_5510 g129499 BL14539_cuf1
ortholog_5511 g129517 BL15114_evm0
ortholog_5512 g129518 BL19451_evm0
ortholog_5513 g129526 BL18233_cuf27
ortholog_5514 g129550 BL19812_cuf0
ortholog_5515 g129555 BL01513_evm2
ortholog_5516 g129568 BL17655_evm0
ortholog_5517 g129574 BL87387_cuf1
ortholog_5518 g129575 BL62568_cuf0
ortholog_5519 g129579 BL07933_evm0
ortholog_5520 g129597 BL11676_cuf11
ortholog_5521 g129637 BL21322_evm0
ortholog_5522 g129648 BL95924_evm1
ortholog_5523 g129719 BL20872_cuf7
ortholog_5524 g129748 BL96143_evm0
ortholog_5525 g129761 BL03680_evm3
ortholog_5526 g129763 BL12001_evm0
ortholog_5527 g129765 BL05109_evm0
ortholog_5528 g129773 BL05618_cuf2
ortholog_5529 g129792 BL01412_evm9
ortholog_5530 g129806 BL00465_evm1
ortholog_5531 g129862 BL10072_evm0
ortholog_5532 g129870 BL22224_evm1
ortholog_5533 g129875 BL02566_cuf12
ortholog_5534 g129886 BL09116_evm12
ortholog_5535 g129919 BL09902_evm0
ortholog_5536 g129947 BL14306_cuf0
ortholog_5537 g129949 BL10501_evm4
ortholog_5538 g129954 BL21609_evm3
ortholog_5539 g129956 BL15116_evm1
ortholog_5540 g129958 BL04102_evm0
ortholog_5541 g129965 BL14749_cuf4
ortholog_5542 g129982 BL10658_cuf11
ortholog_5543 g129999 BL07951_cuf1
ortholog_5544 g130070 BL14754_evm0
ortholog_5545 g130091 BL21218_evm0
ortholog_5546 g130094 BL29048_evm0
ortholog_5547 g130097 BL96679_cuf1
ortholog_5548 g130108 BL21962_evm5
ortholog_5549 g130112 BL05805_evm1
ortholog_5550 g130118 BL14647_cuf1
ortholog_5551 g130125 BL09173_cuf5
ortholog_5552 g130193 BL14839_cuf4
ortholog_5553 g130199 BL22225_evm0
ortholog_5554 g130286 BL00492_cuf1
ortholog_5555 g130307 BL15233_evm0
ortholog_5556 g130315 BL11679_evm0
ortholog_5557 g130329 BL18763_cuf3
ortholog_5558 g130333 BL06953_evm0
ortholog_5559 g130341 BL04962_evm0
ortholog_5560 g130346 BL09188_evm2
ortholog_5561 g130360 BL27528_evm0
ortholog_5562 g130361 BL16617_evm5
ortholog_5563 g130425 BL19974_evm0
ortholog_5564 g130427 BL19983_cuf0
ortholog_5565 g130433 BL95892_evm0
ortholog_5566 g130465 BL02760_evm0
ortholog_5567 g130474 BL30276_evm0
ortholog_5568 g130489 BL02076_evm0
ortholog_5569 g130497 BL20670_evm1
ortholog_5570 g130503 BL21961_cuf0
ortholog_5571 g130505 BL28435_evm0
ortholog_5572 g130516 BL17939_cuf27
ortholog_5573 g130533 BL15112_cuf9
ortholog_5574 g130544 BL03452_cuf6
ortholog_5575 g130556 BL10502_evm5
ortholog_5576 g130566 BL15119_cuf2
