ortholog_1 gene-HOLleu_00014 BL21936
ortholog_4062 gene-HOLleu_23566 BL23498
ortholog_4063 gene-HOLleu_23578 BL10433
ortholog_4064 gene-HOLleu_23583 BL23515
ortholog_4065 gene-HOLleu_23613 BL21221
ortholog_4066 gene-HOLleu_23621 BL07572
ortholog_4067 gene-HOLleu_23626 BL07687
ortholog_4068 gene-HOLleu_23627 BL25327
ortholog_4069 gene-HOLleu_23629 BL06979
ortholog_4070 gene-HOLleu_23650 BL05769
ortholog_4071 gene-HOLleu_23651 BL25057
ortholog_4072 gene-HOLleu_23656 BL16878
ortholog_4073 gene-HOLleu_23693 BL00832
ortholog_4074 gene-HOLleu_23698 BL07608
ortholog_4075 gene-HOLleu_23707 BL06946
ortholog_4076 gene-HOLleu_23708 BL03410
ortholog_4077 gene-HOLleu_23713 BL07684
ortholog_4078 gene-HOLleu_23726 BL06970
ortholog_4079 gene-HOLleu_23737 BL07079
ortholog_4080 gene-HOLleu_23761 BL16223
ortholog_4081 gene-HOLleu_23781 BL06975
ortholog_4082 gene-HOLleu_23784 BL07069
ortholog_4083 gene-HOLleu_23791 BL25054
ortholog_4084 gene-HOLleu_23794 BL06933
ortholog_4085 gene-HOLleu_23795 BL07664
ortholog_4086 gene-HOLleu_23796 BL07661
ortholog_4087 gene-HOLleu_23827 BL16798
ortholog_4088 gene-HOLleu_23834 BL27785
ortholog_4089 gene-HOLleu_23840 BL24390
ortholog_4090 gene-HOLleu_23841 BL18841
ortholog_4091 gene-HOLleu_23854 BL06990
ortholog_4092 gene-HOLleu_23870 BL25086
ortholog_4093 gene-HOLleu_23876 BL11725
ortholog_4094 gene-HOLleu_23878 BL15883
ortholog_4095 gene-HOLleu_23913 BL07723
ortholog_4096 gene-HOLleu_23919 BL06957
ortholog_4097 gene-HOLleu_23938 BL07731
ortholog_4098 gene-HOLleu_23943 BL07645
ortholog_4099 gene-HOLleu_23944 BL07694
ortholog_4100 gene-HOLleu_23945 BL03456
ortholog_4101 gene-HOLleu_23966 BL06482
ortholog_4102 gene-HOLleu_23969 BL08270
ortholog_4103 gene-HOLleu_23995 BL21540
ortholog_4104 gene-HOLleu_23999 BL26053
ortholog_4105 gene-HOLleu_24000 BL06917
ortholog_4106 gene-HOLleu_24003 BL24670
ortholog_4107 gene-HOLleu_24006 BL07641
ortholog_4108 gene-HOLleu_24010 BL09802
ortholog_4109 gene-HOLleu_24013 BL03455
ortholog_4110 gene-HOLleu_24015 BL07716
ortholog_4111 gene-HOLleu_24016 BL06935
ortholog_4112 gene-HOLleu_24018 BL03458
ortholog_4113 gene-HOLleu_24022 BL15431
ortholog_4114 gene-HOLleu_24023 BL03309
ortholog_4115 gene-HOLleu_24024 BL25603
ortholog_4116 gene-HOLleu_24025 BL07394
ortholog_4117 gene-HOLleu_24029 BL06899
ortholog_4118 gene-HOLleu_24031 BL07023
ortholog_4119 gene-HOLleu_24033 BL07024
ortholog_4120 gene-HOLleu_24034 BL07237
ortholog_4121 gene-HOLleu_24037 BL24509
ortholog_4122 gene-HOLleu_24049 BL07331
ortholog_4123 gene-HOLleu_24059 BL05541
ortholog_4124 gene-HOLleu_24061 BL06936
ortholog_4125 gene-HOLleu_24067 BL07670
ortholog_4126 gene-HOLleu_24068 BL07671
ortholog_4127 gene-HOLleu_24069 BL03293
ortholog_4128 gene-HOLleu_24075 BL26137
ortholog_4129 gene-HOLleu_24079 BL13508
ortholog_4130 gene-HOLleu_24080 BL23818
ortholog_4131 gene-HOLleu_24081 BL13285
ortholog_4132 gene-HOLleu_24082 BL12053
ortholog_4133 gene-HOLleu_24107 BL20921
ortholog_4134 gene-HOLleu_24125 BL07330
ortholog_4135 gene-HOLleu_24134 BL21942
ortholog_4136 gene-HOLleu_24152 BL06955
ortholog_4137 gene-HOLleu_24158 BL03459
ortholog_4138 gene-HOLleu_24176 BL06071
ortholog_4139 gene-HOLleu_24179 BL13539
ortholog_4140 gene-HOLleu_24186 BL18676
ortholog_4141 gene-HOLleu_24211 BL07681
ortholog_4142 gene-HOLleu_24212 BL25119
ortholog_4143 gene-HOLleu_24215 BL25329
ortholog_4144 gene-HOLleu_24217 BL15912
ortholog_4145 gene-HOLleu_24219 BL07621
ortholog_4146 gene-HOLleu_24220 BL03463
ortholog_4147 gene-HOLleu_24226 BL05653
ortholog_4148 gene-HOLleu_24227 BL11330
ortholog_4149 gene-HOLleu_24232 BL07668
ortholog_4150 gene-HOLleu_24234 BL06562
ortholog_4151 gene-HOLleu_24237 BL27306
ortholog_4152 gene-HOLleu_24243 BL07606
ortholog_4153 gene-HOLleu_24293 BL24837
ortholog_4154 gene-HOLleu_24294 BL07576
ortholog_4155 gene-HOLleu_24298 BL07633
ortholog_4156 gene-HOLleu_24310 BL23467
ortholog_4157 gene-HOLleu_24311 BL07375
ortholog_4158 gene-HOLleu_24316 BL07752
ortholog_4159 gene-HOLleu_24318 BL07396
ortholog_4160 gene-HOLleu_24322 BL07756
ortholog_4161 gene-HOLleu_24325 BL03416
ortholog_4162 gene-HOLleu_24328 BL07447
ortholog_4163 gene-HOLleu_24329 BL06976
ortholog_4164 gene-HOLleu_24330 BL06977
ortholog_4165 gene-HOLleu_24331 BL24788
ortholog_4166 gene-HOLleu_24362 BL07666
ortholog_4167 gene-HOLleu_24363 BL07663
ortholog_4168 gene-HOLleu_24374 BL03454
ortholog_4169 gene-HOLleu_24389 BL23072
ortholog_4170 gene-HOLleu_24405 BL07252
ortholog_4171 gene-HOLleu_24458 BL18405
ortholog_4172 gene-HOLleu_24465 BL15973
ortholog_4173 gene-HOLleu_24466 BL10745
ortholog_4174 gene-HOLleu_24477 BL27909
ortholog_4175 gene-HOLleu_24501 BL26971
ortholog_4176 gene-HOLleu_24502 BL07726
ortholog_4177 gene-HOLleu_24503 BL07688
ortholog_4178 gene-HOLleu_24511 BL15910
ortholog_4179 gene-HOLleu_24513 BL03479
ortholog_4180 gene-HOLleu_24514 BL15873
ortholog_4181 gene-HOLleu_24515 BL15871
ortholog_4182 gene-HOLleu_24516 BL15903
ortholog_4183 gene-HOLleu_24518 BL18735
ortholog_4184 gene-HOLleu_24527 BL17729
ortholog_4185 gene-HOLleu_24529 BL17631
ortholog_4186 gene-HOLleu_24552 BL09832
ortholog_4187 gene-HOLleu_24553 BL18339
ortholog_4188 gene-HOLleu_24556 BL25470
ortholog_4189 gene-HOLleu_24557 BL18617
ortholog_4190 gene-HOLleu_24560 BL05651
ortholog_4191 gene-HOLleu_24561 BL09706
ortholog_4192 gene-HOLleu_24564 BL11634
ortholog_4193 gene-HOLleu_24569 BL21029
ortholog_4194 gene-HOLleu_24571 BL23698
ortholog_4195 gene-HOLleu_24577 BL09746
ortholog_4196 gene-HOLleu_24583 BL11599
ortholog_4197 gene-HOLleu_24604 BL23127
ortholog_4198 gene-HOLleu_24627 BL06425
ortholog_4199 gene-HOLleu_24628 BL03005
ortholog_4200 gene-HOLleu_24633 BL05043
ortholog_4201 gene-HOLleu_24637 BL20219
ortholog_4202 gene-HOLleu_24640 BL09861
ortholog_4203 gene-HOLleu_24650 BL05565
ortholog_4204 gene-HOLleu_24655 BL09817
ortholog_4205 gene-HOLleu_24675 BL09834
ortholog_4206 gene-HOLleu_24719 BL25477
ortholog_4207 gene-HOLleu_24746 BL09810
ortholog_4208 gene-HOLleu_24761 BL10956
ortholog_4209 gene-HOLleu_24762 BL03870
ortholog_4210 gene-HOLleu_24783 BL18662
ortholog_4211 gene-HOLleu_24784 BL18661
ortholog_4212 gene-HOLleu_24786 BL09847
ortholog_4213 gene-HOLleu_24788 BL09798
ortholog_4214 gene-HOLleu_24789 BL09844
ortholog_4215 gene-HOLleu_24792 BL11499
ortholog_4216 gene-HOLleu_24794 BL01767
ortholog_4217 gene-HOLleu_24796 BL15459
ortholog_4218 gene-HOLleu_24798 BL15458
ortholog_4219 gene-HOLleu_24799 BL07288
ortholog_4220 gene-HOLleu_24816 BL11691
ortholog_4221 gene-HOLleu_24826 BL16510
ortholog_4222 gene-HOLleu_24840 BL08537
ortholog_4223 gene-HOLleu_24842 BL00295
ortholog_4224 gene-HOLleu_24844 BL16269
ortholog_4225 gene-HOLleu_24862 BL01005
ortholog_4226 gene-HOLleu_24896 BL07733
ortholog_4227 gene-HOLleu_24907 BL02053
ortholog_4228 gene-HOLleu_24908 BL18629
ortholog_4229 gene-HOLleu_24909 BL02266
ortholog_4230 gene-HOLleu_24915 BL16267
ortholog_4231 gene-HOLleu_24919 BL02593
ortholog_4232 gene-HOLleu_24938 BL23038
ortholog_4233 gene-HOLleu_24940 BL04707
ortholog_4234 gene-HOLleu_24949 BL18451
ortholog_4235 gene-HOLleu_24950 BL05027
ortholog_4236 gene-HOLleu_24968 BL25459
ortholog_4237 gene-HOLleu_24987 BL18634
ortholog_4238 gene-HOLleu_25040 BL05704
ortholog_4239 gene-HOLleu_25041 BL23715
ortholog_4240 gene-HOLleu_25046 BL11534
ortholog_4241 gene-HOLleu_25052 BL16258
ortholog_4242 gene-HOLleu_25069 BL10290
ortholog_4243 gene-HOLleu_25070 BL13642
ortholog_4244 gene-HOLleu_25090 BL18721
ortholog_4245 gene-HOLleu_25106 BL17592
ortholog_4246 gene-HOLleu_25117 BL08905
ortholog_4247 gene-HOLleu_25121 BL08912
ortholog_4248 gene-HOLleu_25126 BL09772
ortholog_4249 gene-HOLleu_25148 BL09773
ortholog_4250 gene-HOLleu_25154 BL09812
ortholog_4251 gene-HOLleu_25155 BL22410
ortholog_4252 gene-HOLleu_25158 BL23697
ortholog_4253 gene-HOLleu_25166 BL08895
ortholog_4254 gene-HOLleu_25167 BL11611
ortholog_4255 gene-HOLleu_25184 BL10272
ortholog_4256 gene-HOLleu_25208 BL11510
ortholog_4257 gene-HOLleu_25209 BL09736
ortholog_4258 gene-HOLleu_25214 BL18653
ortholog_4259 gene-HOLleu_25219 BL17940
ortholog_4260 gene-HOLleu_25221 BL08891
ortholog_4261 gene-HOLleu_25223 BL21184
ortholog_4262 gene-HOLleu_25226 BL09845
ortholog_4263 gene-HOLleu_25247 BL27728
ortholog_4264 gene-HOLleu_25252 BL16941
ortholog_4265 gene-HOLleu_25253 BL09733
ortholog_4266 gene-HOLleu_25254 BL07610
ortholog_4267 gene-HOLleu_25255 BL09838
ortholog_4268 gene-HOLleu_25259 BL09820
ortholog_4269 gene-HOLleu_25266 BL10726
ortholog_4270 gene-HOLleu_25292 BL11669
ortholog_4271 gene-HOLleu_25296 BL02052
ortholog_4272 gene-HOLleu_25324 BL17927
ortholog_4273 gene-HOLleu_25326 BL17926
ortholog_4274 gene-HOLleu_25331 BL17924
ortholog_4275 gene-HOLleu_25351 BL18660
ortholog_4276 gene-HOLleu_25352 BL18657
ortholog_4277 gene-HOLleu_25356 BL25462
ortholog_4278 gene-HOLleu_25359 BL23810
ortholog_4279 gene-HOLleu_25361 BL09835
ortholog_4280 gene-HOLleu_25364 BL18656
ortholog_4281 gene-HOLleu_25366 BL19400
ortholog_4282 gene-HOLleu_25403 BL09750
ortholog_4283 gene-HOLleu_25413 BL09991
ortholog_4284 gene-HOLleu_25417 BL09837
ortholog_4285 gene-HOLleu_25423 BL09785
ortholog_4286 gene-HOLleu_25424 BL18631
ortholog_4287 gene-HOLleu_25426 BL18632
ortholog_4288 gene-HOLleu_25427 BL18659
ortholog_4289 gene-HOLleu_25432 BL22992
ortholog_4290 gene-HOLleu_25433 BL00620
ortholog_4291 gene-HOLleu_25434 BL05671
ortholog_4292 gene-HOLleu_25436 BL09860
ortholog_4293 gene-HOLleu_25493 BL24911
ortholog_4294 gene-HOLleu_25499 BL09748
ortholog_4295 gene-HOLleu_25500 BL11530
ortholog_4296 gene-HOLleu_25504 BL17915
ortholog_4297 gene-HOLleu_25505 BL17917
ortholog_4298 gene-HOLleu_25510 BL10059
ortholog_4299 gene-HOLleu_25513 BL23332
ortholog_4300 gene-HOLleu_25521 BL06995
ortholog_4301 gene-HOLleu_25525 BL23706
ortholog_4302 gene-HOLleu_25537 BL14521
ortholog_4303 gene-HOLleu_25549 BL13795
ortholog_4304 gene-HOLleu_25550 BL01265
ortholog_4305 gene-HOLleu_25551 BL23541
ortholog_4306 gene-HOLleu_25585 BL15463
ortholog_4307 gene-HOLleu_25586 BL25807
ortholog_4308 gene-HOLleu_25588 BL06062
ortholog_4309 gene-HOLleu_25614 BL21291
ortholog_4310 gene-HOLleu_25615 BL11610
ortholog_4311 gene-HOLleu_25619 BL09723
ortholog_4312 gene-HOLleu_25625 BL05401
ortholog_4313 gene-HOLleu_25628 BL11639
ortholog_4314 gene-HOLleu_25668 BL18723
ortholog_4315 gene-HOLleu_25670 BL18722
ortholog_4316 gene-HOLleu_25671 BL18625
ortholog_4317 gene-HOLleu_25672 BL09783
ortholog_4318 gene-HOLleu_25676 BL23768
ortholog_4319 gene-HOLleu_25681 BL23772
ortholog_4320 gene-HOLleu_25712 BL10512
ortholog_4321 gene-HOLleu_25713 BL11619
ortholog_4322 gene-HOLleu_25761 BL06113
ortholog_4323 gene-HOLleu_25762 BL07413
ortholog_4324 gene-HOLleu_25765 BL09816
ortholog_4325 gene-HOLleu_25766 BL18705
ortholog_4326 gene-HOLleu_25788 BL17962
ortholog_4327 gene-HOLleu_25790 BL20197
ortholog_4328 gene-HOLleu_25791 BL23771
ortholog_4329 gene-HOLleu_25792 BL23767
ortholog_4330 gene-HOLleu_25793 BL18668
ortholog_4331 gene-HOLleu_25843 BL25422
ortholog_4332 gene-HOLleu_25844 BL21000
ortholog_4333 gene-HOLleu_25868 BL16023
ortholog_4334 gene-HOLleu_25871 BL09731
ortholog_4335 gene-HOLleu_25895 BL16261
ortholog_4336 gene-HOLleu_25896 BL09752
ortholog_4337 gene-HOLleu_25907 BL23748
ortholog_4338 gene-HOLleu_25909 BL18783
ortholog_4339 gene-HOLleu_25911 BL11598
ortholog_4340 gene-HOLleu_25912 BL11483
ortholog_4341 gene-HOLleu_25916 BL10081
ortholog_4342 gene-HOLleu_25919 BL05047
ortholog_4343 gene-HOLleu_25922 BL18691
ortholog_4344 gene-HOLleu_25934 BL18618
ortholog_4345 gene-HOLleu_25938 BL18808
ortholog_4346 gene-HOLleu_25959 BL20290
ortholog_4347 gene-HOLleu_25967 BL05654
ortholog_4348 gene-HOLleu_25968 BL25876
ortholog_4349 gene-HOLleu_25969 BL11588
ortholog_4350 gene-HOLleu_25973 BL10073
ortholog_4351 gene-HOLleu_25974 BL11514
ortholog_4352 gene-HOLleu_25996 BL18626
ortholog_4353 gene-HOLleu_26002 BL24896
ortholog_4354 gene-HOLleu_26010 BL03811
ortholog_4355 gene-HOLleu_26019 BL01602
ortholog_4356 gene-HOLleu_26021 BL18649
ortholog_4357 gene-HOLleu_26022 BL18648
ortholog_4358 gene-HOLleu_26033 BL25460
ortholog_4359 gene-HOLleu_26037 BL18720
ortholog_4360 gene-HOLleu_26039 BL23773
ortholog_4361 gene-HOLleu_26045 BL09826
ortholog_4362 gene-HOLleu_26047 BL09843
ortholog_4363 gene-HOLleu_26067 BL09747
ortholog_4364 gene-HOLleu_26072 BL09766
ortholog_4365 gene-HOLleu_26090 BL18678
ortholog_4366 gene-HOLleu_26092 BL19897
ortholog_4367 gene-HOLleu_26093 BL09854
ortholog_4368 gene-HOLleu_26102 BL18394
ortholog_4369 gene-HOLleu_26113 BL12470
ortholog_4370 gene-HOLleu_26116 BL17847
ortholog_4371 gene-HOLleu_26117 BL17623
ortholog_4372 gene-HOLleu_26147 BL06602
ortholog_4373 gene-HOLleu_26157 BL25374
ortholog_4374 gene-HOLleu_26158 BL05127
ortholog_4375 gene-HOLleu_26159 BL23779
ortholog_4376 gene-HOLleu_26167 BL17943
ortholog_4377 gene-HOLleu_26175 BL11568
ortholog_4378 gene-HOLleu_26177 BL25877
ortholog_4379 gene-HOLleu_26193 BL03051
ortholog_4380 gene-HOLleu_26196 BL16390
ortholog_4381 gene-HOLleu_26197 BL25495
ortholog_4382 gene-HOLleu_26281 BL24324
ortholog_4383 gene-HOLleu_26298 BL18573
ortholog_4384 gene-HOLleu_26300 BL15436
ortholog_4385 gene-HOLleu_26390 BL22775
ortholog_4386 gene-HOLleu_26391 BL25912
ortholog_4387 gene-HOLleu_26422 BL01458
ortholog_4388 gene-HOLleu_26487 BL26230
ortholog_4389 gene-HOLleu_26488 BL26060
ortholog_4390 gene-HOLleu_26490 BL26051
ortholog_4391 gene-HOLleu_26491 BL13948
ortholog_4392 gene-HOLleu_26493 BL00565
ortholog_4393 gene-HOLleu_26496 BL13903
ortholog_4394 gene-HOLleu_26506 BL22790
ortholog_4395 gene-HOLleu_26512 BL26263
ortholog_4396 gene-HOLleu_26514 BL25964
ortholog_4397 gene-HOLleu_26523 BL26681
ortholog_4398 gene-HOLleu_26526 BL25738
ortholog_4399 gene-HOLleu_26529 BL07997
ortholog_4400 gene-HOLleu_26544 BL26147
ortholog_4401 gene-HOLleu_26546 BL26145
ortholog_4402 gene-HOLleu_26550 BL26084
ortholog_4403 gene-HOLleu_26573 BL03610
ortholog_4404 gene-HOLleu_26578 BL10797
ortholog_4405 gene-HOLleu_26614 BL21360
ortholog_4406 gene-HOLleu_26618 BL26009
ortholog_4407 gene-HOLleu_26620 BL10787
ortholog_4408 gene-HOLleu_26621 BL02488
ortholog_4409 gene-HOLleu_26624 BL04585
ortholog_4410 gene-HOLleu_26626 BL13969
ortholog_4411 gene-HOLleu_26629 BL22312
ortholog_4412 gene-HOLleu_26651 BL01888
ortholog_4413 gene-HOLleu_26655 BL25881
ortholog_4414 gene-HOLleu_26656 BL17879
ortholog_4415 gene-HOLleu_26658 BL17891
ortholog_4416 gene-HOLleu_26670 BL27332
ortholog_4417 gene-HOLleu_26678 BL11254
ortholog_4418 gene-HOLleu_26693 BL19402
ortholog_4419 gene-HOLleu_26699 BL26228
ortholog_4420 gene-HOLleu_26707 BL26116
ortholog_4421 gene-HOLleu_26711 BL26011
ortholog_4422 gene-HOLleu_26726 BL26296
ortholog_4423 gene-HOLleu_26799 BL07665
ortholog_4424 gene-HOLleu_26803 BL05986
ortholog_4425 gene-HOLleu_26805 BL17882
ortholog_4426 gene-HOLleu_26850 BL25948
ortholog_4427 gene-HOLleu_26851 BL00121
ortholog_4428 gene-HOLleu_26855 BL03989
ortholog_4429 gene-HOLleu_26862 BL13899
ortholog_4430 gene-HOLleu_26863 BL25960
ortholog_4431 gene-HOLleu_26864 BL25958
ortholog_4432 gene-HOLleu_26865 BL06738
ortholog_4433 gene-HOLleu_26866 BL21562
ortholog_4434 gene-HOLleu_26867 BL27449
ortholog_4435 gene-HOLleu_26869 BL16691
ortholog_4436 gene-HOLleu_26870 BL22796
ortholog_4437 gene-HOLleu_26873 BL10764
ortholog_4438 gene-HOLleu_26874 BL21057
ortholog_4439 gene-HOLleu_26878 BL26673
ortholog_4440 gene-HOLleu_26883 BL01098
ortholog_4441 gene-HOLleu_26884 BL26672
ortholog_4442 gene-HOLleu_26893 BL17840
ortholog_4443 gene-HOLleu_26895 BL26107
ortholog_4444 gene-HOLleu_26897 BL25810
ortholog_4445 gene-HOLleu_26913 BL25927
ortholog_4446 gene-HOLleu_26915 BL27446
ortholog_4447 gene-HOLleu_26919 BL26071
ortholog_4448 gene-HOLleu_26922 BL17890
ortholog_4449 gene-HOLleu_26923 BL25871
ortholog_4450 gene-HOLleu_26943 BL10763
ortholog_4451 gene-HOLleu_26953 BL07944
ortholog_4452 gene-HOLleu_26956 BL22799
ortholog_4453 gene-HOLleu_26957 BL02750
ortholog_4454 gene-HOLleu_26959 BL01185
ortholog_4455 gene-HOLleu_26962 BL00369
ortholog_4456 gene-HOLleu_26963 BL13843
ortholog_4457 gene-HOLleu_26968 BL11553
ortholog_4458 gene-HOLleu_26970 BL26088
ortholog_4459 gene-HOLleu_26975 BL10810
ortholog_4460 gene-HOLleu_26992 BL17402
ortholog_4461 gene-HOLleu_26998 BL26140
ortholog_4462 gene-HOLleu_27012 BL16398
ortholog_4463 gene-HOLleu_27016 BL16402
ortholog_4464 gene-HOLleu_27017 BL16400
ortholog_4465 gene-HOLleu_27025 BL26665
ortholog_4466 gene-HOLleu_27041 BL25762
ortholog_4467 gene-HOLleu_27042 BL13884
ortholog_4468 gene-HOLleu_27044 BL10795
ortholog_4469 gene-HOLleu_27052 BL21075
ortholog_4470 gene-HOLleu_27053 BL25862
ortholog_4471 gene-HOLleu_27056 BL21019
ortholog_4472 gene-HOLleu_27062 BL08647
ortholog_4473 gene-HOLleu_27066 BL26127
ortholog_4474 gene-HOLleu_27067 BL14467
ortholog_4475 gene-HOLleu_27068 BL25859
ortholog_4476 gene-HOLleu_27071 BL13876
ortholog_4477 gene-HOLleu_27088 BL26057
ortholog_4478 gene-HOLleu_27089 BL25768
ortholog_4479 gene-HOLleu_27102 BL03086
ortholog_4480 gene-HOLleu_27113 BL24343
ortholog_4481 gene-HOLleu_27119 BL11290
ortholog_4482 gene-HOLleu_27120 BL26000
ortholog_4483 gene-HOLleu_27122 BL10791
ortholog_4484 gene-HOLleu_27121 BL26188
ortholog_4485 gene-HOLleu_27124 BL10790
ortholog_4486 gene-HOLleu_27133 BL25956
ortholog_4487 gene-HOLleu_27138 BL06684
ortholog_4488 gene-HOLleu_27145 BL26231
ortholog_4489 gene-HOLleu_27146 BL26110
ortholog_4490 gene-HOLleu_27163 BL26193
ortholog_4491 gene-HOLleu_27164 BL10765
ortholog_4492 gene-HOLleu_27167 BL10769
ortholog_4493 gene-HOLleu_27168 BL25737
ortholog_4494 gene-HOLleu_27169 BL25742
ortholog_4495 gene-HOLleu_27174 BL26050
ortholog_4496 gene-HOLleu_27177 BL25860
ortholog_4497 gene-HOLleu_27180 BL25847
ortholog_4498 gene-HOLleu_27183 BL25844
ortholog_4499 gene-HOLleu_27185 BL25843
ortholog_4500 gene-HOLleu_27187 BL27510
ortholog_4501 gene-HOLleu_27189 BL19059
ortholog_4502 gene-HOLleu_27190 BL23597
ortholog_4503 gene-HOLleu_27208 BL17898
ortholog_4504 gene-HOLleu_27239 BL00927
ortholog_4505 gene-HOLleu_27241 BL10809
ortholog_4506 gene-HOLleu_27243 BL25994
ortholog_4507 gene-HOLleu_27244 BL26066
ortholog_4508 gene-HOLleu_27245 BL25870
ortholog_4509 gene-HOLleu_27258 BL25900
ortholog_4510 gene-HOLleu_27260 BL18655
ortholog_4511 gene-HOLleu_27268 BL25934
ortholog_4512 gene-HOLleu_27270 BL26033
ortholog_4513 gene-HOLleu_27272 BL15293
ortholog_4514 gene-HOLleu_27274 BL10799
ortholog_4515 gene-HOLleu_27278 BL22795
ortholog_4516 gene-HOLleu_27280 BL25925
ortholog_4517 gene-HOLleu_27281 BL19933
ortholog_4518 gene-HOLleu_27282 BL16640
ortholog_4519 gene-HOLleu_27288 BL26171
ortholog_4520 gene-HOLleu_27289 BL26065
ortholog_4521 gene-HOLleu_27317 BL25840
ortholog_4522 gene-HOLleu_27335 BL25806
ortholog_4523 gene-HOLleu_27336 BL26251
ortholog_4524 gene-HOLleu_27337 BL06982
ortholog_4525 gene-HOLleu_27338 BL21105
ortholog_4526 gene-HOLleu_27340 BL21073
ortholog_4527 gene-HOLleu_27352 BL04584
ortholog_4528 gene-HOLleu_27358 BL08027
ortholog_4529 gene-HOLleu_27362 BL13959
ortholog_4530 gene-HOLleu_27363 BL07741
ortholog_4531 gene-HOLleu_27365 BL21104
ortholog_4532 gene-HOLleu_27366 BL26006
ortholog_4533 gene-HOLleu_27371 BL13980
ortholog_4534 gene-HOLleu_27372 BL13982
ortholog_4535 gene-HOLleu_27375 BL13939
ortholog_4536 gene-HOLleu_27379 BL25993
ortholog_4537 gene-HOLleu_27390 BL26099
ortholog_4538 gene-HOLleu_27397 BL13981
ortholog_4539 gene-HOLleu_27398 BL13983
ortholog_4540 gene-HOLleu_27401 BL09769
ortholog_4541 gene-HOLleu_27406 BL25928
ortholog_4542 gene-HOLleu_27407 BL26151
ortholog_4543 gene-HOLleu_27413 BL15444
ortholog_4544 gene-HOLleu_27435 BL22101
ortholog_4545 gene-HOLleu_27447 BL26108
ortholog_4546 gene-HOLleu_27448 BL08128
ortholog_4547 gene-HOLleu_27449 BL13837
ortholog_4548 gene-HOLleu_27459 BL04360
ortholog_4549 gene-HOLleu_27465 BL21131
ortholog_4550 gene-HOLleu_27466 BL26179
ortholog_4551 gene-HOLleu_27468 BL10770
ortholog_4552 gene-HOLleu_27472 BL21090
ortholog_4553 gene-HOLleu_27476 BL26017
ortholog_4554 gene-HOLleu_27478 BL08208
ortholog_4555 gene-HOLleu_27487 BL07649
ortholog_4556 gene-HOLleu_27495 BL26132
ortholog_4557 gene-HOLleu_27499 BL25764
ortholog_4558 gene-HOLleu_27500 BL10833
ortholog_4559 gene-HOLleu_27511 BL13888
ortholog_4560 gene-HOLleu_27513 BL17887
ortholog_4561 gene-HOLleu_27514 BL17980
ortholog_4562 gene-HOLleu_27516 BL07996
ortholog_4563 gene-HOLleu_27518 BL07994
ortholog_4564 gene-HOLleu_27519 BL21087
ortholog_4565 gene-HOLleu_27526 BL02024
ortholog_4566 gene-HOLleu_27539 BL21088
ortholog_4567 gene-HOLleu_27541 BL25813
ortholog_4568 gene-HOLleu_27542 BL07707
ortholog_4569 gene-HOLleu_27543 BL26046
ortholog_4570 gene-HOLleu_27546 BL26644
ortholog_4571 gene-HOLleu_27547 BL26016
ortholog_4572 gene-HOLleu_27552 BL17779
ortholog_4573 gene-HOLleu_27561 BL18085
ortholog_4574 gene-HOLleu_27564 BL26248
ortholog_4575 gene-HOLleu_27565 BL26249
ortholog_4576 gene-HOLleu_27566 BL25947
ortholog_4577 gene-HOLleu_27567 BL25945
ortholog_4578 gene-HOLleu_27570 BL13970
ortholog_4579 gene-HOLleu_27571 BL10796
ortholog_4580 gene-HOLleu_27578 BL25812
ortholog_4581 gene-HOLleu_27591 BL06721
ortholog_4582 gene-HOLleu_27599 BL10820
ortholog_4583 gene-HOLleu_27608 BL10821
ortholog_4584 gene-HOLleu_27611 BL26032
ortholog_4585 gene-HOLleu_27612 BL26043
ortholog_4586 gene-HOLleu_27614 BL25889
ortholog_4587 gene-HOLleu_27617 BL25760
ortholog_4588 gene-HOLleu_27630 BL25799
ortholog_4589 gene-HOLleu_27633 BL25605
ortholog_4590 gene-HOLleu_27640 BL13897
ortholog_4591 gene-HOLleu_27646 BL25991
ortholog_4592 gene-HOLleu_27655 BL26068
ortholog_4593 gene-HOLleu_27660 BL17881
ortholog_4594 gene-HOLleu_27669 BL10819
ortholog_4595 gene-HOLleu_27670 BL10818
ortholog_4596 gene-HOLleu_27672 BL23801
ortholog_4597 gene-HOLleu_27676 BL25756
ortholog_4598 gene-HOLleu_27679 BL13923
ortholog_4599 gene-HOLleu_27680 BL26024
ortholog_4600 gene-HOLleu_27681 BL16405
ortholog_4601 gene-HOLleu_27688 BL11742
ortholog_4602 gene-HOLleu_27710 BL26393
ortholog_4603 gene-HOLleu_27713 BL26073
ortholog_4604 gene-HOLleu_27718 BL26666
ortholog_4605 gene-HOLleu_27730 BL25924
ortholog_4606 gene-HOLleu_27733 BL24327
ortholog_4607 gene-HOLleu_27737 BL26199
ortholog_4608 gene-HOLleu_27738 BL06041
ortholog_4609 gene-HOLleu_27754 BL26098
ortholog_4610 gene-HOLleu_27755 BL10773
ortholog_4611 gene-HOLleu_27757 BL09317
ortholog_4612 gene-HOLleu_27760 BL26236
ortholog_4613 gene-HOLleu_27761 BL16641
ortholog_4614 gene-HOLleu_27764 BL21084
ortholog_4615 gene-HOLleu_27766 BL10789
ortholog_4616 gene-HOLleu_27783 BL26200
ortholog_4617 gene-HOLleu_27792 BL06417
ortholog_4618 gene-HOLleu_27800 BL21064
ortholog_4619 gene-HOLleu_27802 BL21065
ortholog_4620 gene-HOLleu_27807 BL26086
