ortholog_1 g178 gene-HOLleu_44920
ortholog_4221 g110316 gene-HOLleu_32374
ortholog_4222 g110325 gene-HOLleu_33681
ortholog_4223 g110333 gene-HOLleu_31577
ortholog_4224 g110343 gene-HOLleu_30181
ortholog_4225 g110385 gene-HOLleu_24564
ortholog_4226 g110389 gene-HOLleu_32480
ortholog_4227 g110391 gene-HOLleu_32637
ortholog_4228 g110428 gene-HOLleu_40191
ortholog_4229 g110435 gene-HOLleu_32187
ortholog_4230 g110458 gene-HOLleu_31219
ortholog_4231 g110472 gene-HOLleu_35493
ortholog_4232 g110490 gene-HOLleu_32172
ortholog_4233 g110495 gene-HOLleu_31810
ortholog_4234 g110499 gene-HOLleu_32101
ortholog_4235 g110503 gene-HOLleu_32100
ortholog_4236 g110508 gene-HOLleu_31227
ortholog_4237 g110509 gene-HOLleu_32282
ortholog_4238 g110514 gene-HOLleu_32283
ortholog_4239 g110576 gene-HOLleu_31790
ortholog_4240 g110612 gene-HOLleu_31791
ortholog_4241 g110615 gene-HOLleu_32712
ortholog_4242 g110622 gene-HOLleu_32711
ortholog_4243 g110631 gene-HOLleu_32707
ortholog_4244 g110635 gene-HOLleu_32350
ortholog_4245 g110667 gene-HOLleu_03917
ortholog_4246 g110680 gene-HOLleu_32536
ortholog_4247 g110681 gene-HOLleu_32367
ortholog_4248 g110705 gene-HOLleu_02119
ortholog_4249 g110755 gene-HOLleu_32549
ortholog_4250 g110789 gene-HOLleu_32548
ortholog_4251 g110806 gene-HOLleu_19684
ortholog_4252 g110808 gene-HOLleu_37952
ortholog_4253 g110818 gene-HOLleu_31712
ortholog_4254 g110829 gene-HOLleu_31453
ortholog_4255 g110833 gene-HOLleu_11973
ortholog_4256 g110848 gene-HOLleu_32369
ortholog_4257 g110892 gene-HOLleu_31809
ortholog_4258 g111024 gene-HOLleu_25046
ortholog_4259 g111025 gene-HOLleu_25791
ortholog_4260 g111038 gene-HOLleu_25537
ortholog_4261 g111040 gene-HOLleu_24569
ortholog_4262 g111042 gene-HOLleu_25252
ortholog_4263 g111049 gene-HOLleu_31609
ortholog_4264 g111055 gene-HOLleu_25935
ortholog_4265 g111067 gene-HOLleu_32489
ortholog_4266 g111069 gene-HOLleu_07513
ortholog_4267 g111075 gene-HOLleu_32492
ortholog_4268 g111080 gene-HOLleu_31337
ortholog_4269 g111114 gene-HOLleu_31585
ortholog_4270 g111119 gene-HOLleu_23135
ortholog_4271 g111120 gene-HOLleu_32042
ortholog_4272 g111147 gene-HOLleu_32614
ortholog_4273 g111183 gene-HOLleu_11918
ortholog_4274 g111202 gene-HOLleu_31680
ortholog_4275 g111205 gene-HOLleu_31679
ortholog_4276 g111219 gene-HOLleu_28571
ortholog_4277 g111229 gene-HOLleu_13747
ortholog_4278 g111279 gene-HOLleu_32046
ortholog_4279 g111310 gene-HOLleu_27056
ortholog_4280 g111318 gene-HOLleu_32561
ortholog_4281 g111357 gene-HOLleu_25434
ortholog_4282 g111377 gene-HOLleu_24552
ortholog_4283 g111410 gene-HOLleu_31213
ortholog_4284 g111431 gene-HOLleu_31424
ortholog_4285 g111450 gene-HOLleu_31241
ortholog_4286 g111454 gene-HOLleu_32626
ortholog_4287 g111457 gene-HOLleu_32618
ortholog_4288 g111458 gene-HOLleu_32616
ortholog_4289 g111466 gene-HOLleu_32597
ortholog_4290 g111471 gene-HOLleu_31798
ortholog_4291 g111474 gene-HOLleu_16147
ortholog_4292 g111478 gene-HOLleu_45084
ortholog_4293 g111479 gene-HOLleu_32622
ortholog_4294 g111485 gene-HOLleu_43222
ortholog_4295 g111513 gene-HOLleu_25843
ortholog_4296 g111557 gene-HOLleu_31870
ortholog_4297 g111562 gene-HOLleu_31871
ortholog_4298 g111576 gene-HOLleu_24908
ortholog_4299 g111599 gene-HOLleu_36297
ortholog_4300 g111600 gene-HOLleu_31970
ortholog_4301 g111653 gene-HOLleu_32177
ortholog_4302 g111655 gene-HOLleu_32576
ortholog_4303 g111660 gene-HOLleu_31240
ortholog_4304 g111662 gene-HOLleu_24789
ortholog_4305 g111666 gene-HOLleu_40932
ortholog_4306 g111683 gene-HOLleu_31788
ortholog_4307 g111698 gene-HOLleu_31280
ortholog_4308 g111710 gene-HOLleu_31859
ortholog_4309 g111720 gene-HOLleu_31862
ortholog_4310 g111758 gene-HOLleu_31233
ortholog_4311 g111820 gene-HOLleu_25255
ortholog_4312 g111869 gene-HOLleu_31662
ortholog_4313 g111872 gene-HOLleu_32210
ortholog_4314 g111874 gene-HOLleu_32353
ortholog_4315 g111876 gene-HOLleu_32160
ortholog_4316 g111883 gene-HOLleu_32844
ortholog_4317 g111926 gene-HOLleu_31976
ortholog_4318 g111946 gene-HOLleu_32088
ortholog_4319 g111976 gene-HOLleu_34157
ortholog_4320 g111977 gene-HOLleu_33184
ortholog_4321 g111995 gene-HOLleu_26158
ortholog_4322 g112017 gene-HOLleu_19334
ortholog_4323 g112036 gene-HOLleu_27190
ortholog_4324 g112044 gene-HOLleu_20481
ortholog_4325 g112054 gene-HOLleu_32157
ortholog_4326 g112081 gene-HOLleu_31957
ortholog_4327 g112084 gene-HOLleu_31594
ortholog_4328 g112092 gene-HOLleu_31283
ortholog_4329 g112115 gene-HOLleu_31608
ortholog_4330 g112143 gene-HOLleu_32058
ortholog_4331 g112155 gene-HOLleu_32512
ortholog_4332 g112180 gene-HOLleu_25208
ortholog_4333 g112195 gene-HOLleu_28473
ortholog_4334 g112255 gene-HOLleu_26099
ortholog_4335 g112292 gene-HOLleu_16311
ortholog_4336 g112294 gene-HOLleu_31709
ortholog_4337 g112299 gene-HOLleu_32108
ortholog_4338 g112301 gene-HOLleu_32270
ortholog_4339 g112315 gene-HOLleu_31816
ortholog_4340 g112342 gene-HOLleu_32601
ortholog_4341 g112354 gene-HOLleu_24987
ortholog_4342 g112357 gene-HOLleu_24556
ortholog_4343 g112359 gene-HOLleu_25121
ortholog_4344 g112363 gene-HOLleu_12908
ortholog_4345 g112369 gene-HOLleu_25155
ortholog_4346 g112391 gene-HOLleu_25292
ortholog_4347 g112396 gene-HOLleu_25403
ortholog_4348 g112403 gene-HOLleu_25260
ortholog_4349 g112416 gene-HOLleu_25614
ortholog_4350 g112446 gene-HOLleu_24786
ortholog_4351 g112478 gene-HOLleu_00628
ortholog_4352 g112484 gene-HOLleu_32387
ortholog_4353 g112504 gene-HOLleu_32602
ortholog_4354 g112509 gene-HOLleu_25619
ortholog_4355 g112516 gene-HOLleu_32767
ortholog_4356 g112534 gene-HOLleu_32763
ortholog_4357 g112571 gene-HOLleu_32167
ortholog_4358 g112588 gene-HOLleu_32567
ortholog_4359 g112594 gene-HOLleu_32103
ortholog_4360 g112599 gene-HOLleu_23057
ortholog_4361 g112605 gene-HOLleu_32305
ortholog_4362 g112650 gene-HOLleu_25069
ortholog_4363 g112662 gene-HOLleu_31703
ortholog_4364 g112665 gene-HOLleu_32391
ortholog_4365 g112686 gene-HOLleu_31865
ortholog_4366 g112696 gene-HOLleu_31742
ortholog_4367 g112714 gene-HOLleu_31738
ortholog_4368 g112737 gene-HOLleu_26079
ortholog_4369 g112740 gene-HOLleu_26090
ortholog_4370 g112766 gene-HOLleu_16897
ortholog_4371 g112773 gene-HOLleu_44974
ortholog_4372 g112778 gene-HOLleu_31779
ortholog_4373 g112780 gene-HOLleu_25874
ortholog_4374 g112791 gene-HOLleu_25907
ortholog_4375 g112796 gene-HOLleu_24603
ortholog_4376 g112886 gene-HOLleu_24557
ortholog_4377 g112901 gene-HOLleu_32873
ortholog_4378 g112908 gene-HOLleu_26171
ortholog_4379 g112926 gene-HOLleu_25426
ortholog_4380 g112962 gene-HOLleu_31817
ortholog_4381 g113021 gene-HOLleu_32389
ortholog_4382 g113035 gene-HOLleu_25524
ortholog_4383 g113043 gene-HOLleu_25126
ortholog_4384 g113103 gene-HOLleu_32974
ortholog_4385 g113145 gene-HOLleu_32902
ortholog_4386 g113200 gene-HOLleu_34090
ortholog_4387 g113218 gene-HOLleu_33795
ortholog_4388 g113224 gene-HOLleu_33796
ortholog_4389 g113271 gene-HOLleu_33794
ortholog_4390 g113289 gene-HOLleu_33870
ortholog_4391 g113312 gene-HOLleu_14838
ortholog_4392 g113346 gene-HOLleu_33723
ortholog_4393 g113442 gene-HOLleu_03823
ortholog_4394 g113444 gene-HOLleu_00199
ortholog_4395 g113475 gene-HOLleu_33216
ortholog_4396 g113493 gene-HOLleu_34077
ortholog_4397 g113535 gene-HOLleu_05502
ortholog_4398 g113575 gene-HOLleu_33933
ortholog_4399 g113593 gene-HOLleu_34103
ortholog_4400 g113597 gene-HOLleu_40823
ortholog_4401 g113615 gene-HOLleu_33360
ortholog_4402 g113618 gene-HOLleu_32930
ortholog_4403 g113622 gene-HOLleu_33456
ortholog_4404 g113628 gene-HOLleu_33454
ortholog_4405 g113632 gene-HOLleu_24937
ortholog_4406 g113656 gene-HOLleu_34276
ortholog_4407 g113661 gene-HOLleu_10083
ortholog_4408 g113666 gene-HOLleu_14409
ortholog_4409 g113681 gene-HOLleu_32971
ortholog_4410 g113689 gene-HOLleu_33413
ortholog_4411 g113705 gene-HOLleu_33819
ortholog_4412 g113710 gene-HOLleu_32973
ortholog_4413 g113727 gene-HOLleu_33334
ortholog_4414 g113731 gene-HOLleu_33534
ortholog_4415 g113737 gene-HOLleu_33533
ortholog_4416 g113766 gene-HOLleu_33256
ortholog_4417 g113767 gene-HOLleu_33113
ortholog_4418 g113784 gene-HOLleu_33706
ortholog_4419 g113790 gene-HOLleu_33341
ortholog_4420 g113804 gene-HOLleu_19902
ortholog_4421 g113842 gene-HOLleu_34045
ortholog_4422 g113848 gene-HOLleu_33659
ortholog_4423 g113855 gene-HOLleu_34059
ortholog_4424 g113870 gene-HOLleu_33029
ortholog_4425 g113873 gene-HOLleu_33501
ortholog_4426 g113878 gene-HOLleu_38309
ortholog_4427 g113919 gene-HOLleu_33409
ortholog_4428 g113931 gene-HOLleu_15884
ortholog_4429 g113970 gene-HOLleu_16155
ortholog_4430 g113995 gene-HOLleu_33934
ortholog_4431 g114010 gene-HOLleu_33277
ortholog_4432 g114014 gene-HOLleu_33279
ortholog_4433 g114017 gene-HOLleu_33602
ortholog_4434 g114024 gene-HOLleu_33143
ortholog_4435 g114038 gene-HOLleu_43864
ortholog_4436 g114045 gene-HOLleu_33642
ortholog_4437 g114051 gene-HOLleu_37562
ortholog_4438 g114073 gene-HOLleu_39940
ortholog_4439 g114094 gene-HOLleu_33724
ortholog_4440 g114104 gene-HOLleu_33147
ortholog_4441 g114110 gene-HOLleu_33149
ortholog_4442 g114135 gene-HOLleu_33339
ortholog_4443 g114138 gene-HOLleu_29290
ortholog_4444 g114139 gene-HOLleu_32892
ortholog_4445 g114155 gene-HOLleu_33500
ortholog_4446 g114159 gene-HOLleu_34165
ortholog_4447 g114170 gene-HOLleu_33164
ortholog_4448 g114173 gene-HOLleu_21035
ortholog_4449 g114223 gene-HOLleu_33007
ortholog_4450 g114241 gene-HOLleu_29602
ortholog_4451 g114281 gene-HOLleu_14887
ortholog_4452 g114290 gene-HOLleu_27837
ortholog_4453 g114340 gene-HOLleu_33185
ortholog_4454 g114450 gene-HOLleu_00677
ortholog_4455 g114487 gene-HOLleu_34125
ortholog_4456 g114492 gene-HOLleu_44775
ortholog_4457 g114495 gene-HOLleu_33142
ortholog_4458 g114499 gene-HOLleu_33523
ortholog_4459 g114501 gene-HOLleu_34187
ortholog_4460 g114508 gene-HOLleu_34086
ortholog_4461 g114546 gene-HOLleu_33399
ortholog_4462 g114548 gene-HOLleu_33384
ortholog_4463 g114554 gene-HOLleu_35442
ortholog_4464 g114561 gene-HOLleu_34190
ortholog_4465 g114568 gene-HOLleu_33117
ortholog_4466 g114574 gene-HOLleu_33959
ortholog_4467 g114620 gene-HOLleu_33006
ortholog_4468 g114636 gene-HOLleu_34202
ortholog_4469 g114646 gene-HOLleu_33697
ortholog_4470 g114656 gene-HOLleu_33834
ortholog_4471 g114673 gene-HOLleu_34110
ortholog_4472 g114731 gene-HOLleu_33175
ortholog_4473 g114737 gene-HOLleu_11453
ortholog_4474 g114743 gene-HOLleu_33621
ortholog_4475 g114763 gene-HOLleu_33619
ortholog_4476 g114844 gene-HOLleu_33087
ortholog_4477 g114866 gene-HOLleu_32904
ortholog_4478 g114896 gene-HOLleu_32907
ortholog_4479 g114910 gene-HOLleu_33695
ortholog_4480 g114960 gene-HOLleu_34179
ortholog_4481 g114969 gene-HOLleu_33688
ortholog_4482 g114971 gene-HOLleu_33711
ortholog_4483 g114972 gene-HOLleu_33775
ortholog_4484 g115012 gene-HOLleu_33356
ortholog_4485 g115037 gene-HOLleu_33355
ortholog_4486 g115119 gene-HOLleu_33011
ortholog_4487 g115169 gene-HOLleu_32937
ortholog_4488 g115242 gene-HOLleu_32938
ortholog_4489 g115244 gene-HOLleu_33837
ortholog_4490 g115339 gene-HOLleu_32891
ortholog_4491 g115343 gene-HOLleu_33789
ortholog_4492 g115372 gene-HOLleu_33767
ortholog_4493 g115396 gene-HOLleu_33332
ortholog_4494 g115400 gene-HOLleu_33823
ortholog_4495 g115407 gene-HOLleu_33625
ortholog_4496 g115554 gene-HOLleu_33609
ortholog_4497 g115574 gene-HOLleu_33589
ortholog_4498 g115576 gene-HOLleu_41409
ortholog_4499 g115624 gene-HOLleu_33017
ortholog_4500 g115664 gene-HOLleu_33234
ortholog_4501 g115786 gene-HOLleu_15348
ortholog_4502 g115805 gene-HOLleu_32966
ortholog_4503 g115810 gene-HOLleu_32967
ortholog_4504 g115822 gene-HOLleu_32969
ortholog_4505 g115881 gene-HOLleu_06480
ortholog_4506 g115920 gene-HOLleu_33613
ortholog_4507 g115945 gene-HOLleu_13740
ortholog_4508 g115956 gene-HOLleu_34144
ortholog_4509 g116039 gene-HOLleu_34107
ortholog_4510 g116054 gene-HOLleu_33465
ortholog_4511 g116070 gene-HOLleu_33030
ortholog_4512 g116109 gene-HOLleu_43076
ortholog_4513 g116127 gene-HOLleu_33646
ortholog_4514 g116134 gene-HOLleu_34203
ortholog_4515 g116169 gene-HOLleu_33167
ortholog_4516 g116171 gene-HOLleu_20569
ortholog_4517 g116178 gene-HOLleu_34168
ortholog_4518 g116201 gene-HOLleu_33390
ortholog_4519 g116283 gene-HOLleu_33774
ortholog_4520 g116330 gene-HOLleu_33628
ortholog_4521 g116331 gene-HOLleu_37275
ortholog_4522 g116333 gene-HOLleu_33629
ortholog_4523 g116336 gene-HOLleu_32880
ortholog_4524 g116364 gene-HOLleu_21441
ortholog_4525 g116368 gene-HOLleu_33739
ortholog_4526 g116369 gene-HOLleu_32983
ortholog_4527 g116372 gene-HOLleu_33561
ortholog_4528 g116391 gene-HOLleu_34084
ortholog_4529 g116411 gene-HOLleu_34087
ortholog_4530 g116412 gene-HOLleu_33901
ortholog_4531 g116450 gene-HOLleu_33276
ortholog_4532 g116684 gene-HOLleu_16472
ortholog_4533 g116699 gene-HOLleu_35861
ortholog_4534 g116741 gene-HOLleu_32906
ortholog_4535 g116752 gene-HOLleu_33822
ortholog_4536 g116795 gene-HOLleu_33857
ortholog_4537 g116804 gene-HOLleu_33036
ortholog_4538 g116811 gene-HOLleu_33389
ortholog_4539 g116852 gene-HOLleu_12164
ortholog_4540 g116871 gene-HOLleu_40771
ortholog_4541 g116874 gene-HOLleu_20219
ortholog_4542 g116877 gene-HOLleu_43673
ortholog_4543 g116887 gene-HOLleu_32992
ortholog_4544 g116893 gene-HOLleu_33165
ortholog_4545 g116913 gene-HOLleu_39653
ortholog_4546 g116963 gene-HOLleu_03051
ortholog_4547 g117010 gene-HOLleu_33435
ortholog_4548 g117017 gene-HOLleu_34021
ortholog_4549 g117038 gene-HOLleu_33658
ortholog_4550 g117040 gene-HOLleu_34104
ortholog_4551 g117042 gene-HOLleu_33958
ortholog_4552 g117043 gene-HOLleu_33862
ortholog_4553 g117088 gene-HOLleu_33097
ortholog_4554 g117089 gene-HOLleu_33098
ortholog_4555 g117114 gene-HOLleu_34034
ortholog_4556 g117119 gene-HOLleu_19672
ortholog_4557 g117129 gene-HOLleu_33863
ortholog_4558 g117147 gene-HOLleu_33886
ortholog_4559 g117157 gene-HOLleu_32935
ortholog_4560 g117167 gene-HOLleu_33948
ortholog_4561 g117177 gene-HOLleu_33099
ortholog_4562 g117189 gene-HOLleu_33253
ortholog_4563 g117252 gene-HOLleu_33961
ortholog_4564 g117258 gene-HOLleu_05178
ortholog_4565 g117265 gene-HOLleu_33075
ortholog_4566 g117277 gene-HOLleu_33637
ortholog_4567 g117295 gene-HOLleu_33071
ortholog_4568 g117300 gene-HOLleu_32920
ortholog_4569 g117310 gene-HOLleu_12989
ortholog_4570 g117314 gene-HOLleu_24080
ortholog_4571 g117382 gene-HOLleu_32909
ortholog_4572 g117385 gene-HOLleu_26157
ortholog_4573 g117403 gene-HOLleu_32929
ortholog_4574 g117416 gene-HOLleu_33666
ortholog_4575 g117438 gene-HOLleu_26646
ortholog_4576 g117454 gene-HOLleu_33865
ortholog_4577 g117589 gene-HOLleu_38006
ortholog_4578 g117607 gene-HOLleu_38632
ortholog_4579 g117641 gene-HOLleu_33737
ortholog_4580 g117651 gene-HOLleu_34016
ortholog_4581 g117657 gene-HOLleu_33665
ortholog_4582 g117680 gene-HOLleu_32944
ortholog_4583 g117701 gene-HOLleu_33926
ortholog_4584 g117705 gene-HOLleu_35653
ortholog_4585 g117733 gene-HOLleu_33047
ortholog_4586 g117746 gene-HOLleu_33052
ortholog_4587 g117758 gene-HOLleu_19338
ortholog_4588 g117766 gene-HOLleu_33810
ortholog_4589 g117772 gene-HOLleu_17777
ortholog_4590 g117784 gene-HOLleu_33287
ortholog_4591 g117791 gene-HOLleu_33656
ortholog_4592 g117807 gene-HOLleu_33338
ortholog_4593 g117857 gene-HOLleu_34063
ortholog_4594 g117867 gene-HOLleu_41631
ortholog_4595 g117875 gene-HOLleu_17310
ortholog_4596 g117891 gene-HOLleu_33626
ortholog_4597 g117901 gene-HOLleu_33684
ortholog_4598 g117920 gene-HOLleu_33093
ortholog_4599 g117951 gene-HOLleu_33443
ortholog_4600 g117956 gene-HOLleu_33445
ortholog_4601 g117958 gene-HOLleu_33674
ortholog_4602 g117961 gene-HOLleu_33676
ortholog_4603 g117977 gene-HOLleu_33654
ortholog_4604 g118000 gene-HOLleu_33108
ortholog_4605 g118006 gene-HOLleu_33109
ortholog_4606 g118014 gene-HOLleu_32961
ortholog_4607 g118019 gene-HOLleu_32905
ortholog_4608 g118028 gene-HOLleu_33466
ortholog_4609 g118033 gene-HOLleu_33516
ortholog_4610 g118045 gene-HOLleu_33595
ortholog_4611 g118059 gene-HOLleu_34030
ortholog_4612 g118073 gene-HOLleu_10778
ortholog_4613 g118110 gene-HOLleu_22679
ortholog_4614 g118116 gene-HOLleu_15764
ortholog_4615 g118136 gene-HOLleu_33890
ortholog_4616 g118140 gene-HOLleu_33127
ortholog_4617 g118198 gene-HOLleu_33428
ortholog_4618 g118204 gene-HOLleu_33885
ortholog_4619 g118208 gene-HOLleu_33683
ortholog_4620 g118233 gene-HOLleu_33689
ortholog_4621 g118236 gene-HOLleu_33712
ortholog_4622 g118265 gene-HOLleu_33630
ortholog_4623 g118271 gene-HOLleu_33888
ortholog_4624 g118272 gene-HOLleu_42227
ortholog_4625 g118296 gene-HOLleu_33552
ortholog_4626 g118333 gene-HOLleu_33367
ortholog_4627 g118344 gene-HOLleu_33368
ortholog_4628 g118367 gene-HOLleu_33327
ortholog_4629 g118374 gene-HOLleu_32959
ortholog_4630 g118397 gene-HOLleu_33531
ortholog_4631 g118426 gene-HOLleu_29739
ortholog_4632 g118505 gene-HOLleu_34886
ortholog_4633 g118507 gene-HOLleu_11187
ortholog_4634 g118530 gene-HOLleu_33605
ortholog_4635 g118619 gene-HOLleu_33583
ortholog_4636 g118625 gene-HOLleu_33611
ortholog_4637 g118632 gene-HOLleu_34009
ortholog_4638 g118640 gene-HOLleu_33640
ortholog_4639 g118645 gene-HOLleu_33265
ortholog_4640 g118659 gene-HOLleu_34027
ortholog_4641 g118662 gene-HOLleu_32879
ortholog_4642 g118679 gene-HOLleu_33208
ortholog_4643 g118720 gene-HOLleu_33174
ortholog_4644 g118771 gene-HOLleu_33777
ortholog_4645 g118777 gene-HOLleu_33291
ortholog_4646 g118789 gene-HOLleu_33107
ortholog_4647 g118806 gene-HOLleu_33275
ortholog_4648 g118808 gene-HOLleu_33400
ortholog_4649 g118809 gene-HOLleu_29936
ortholog_4650 g118823 gene-HOLleu_07799
ortholog_4651 g118831 gene-HOLleu_44127
ortholog_4652 g118833 gene-HOLleu_33462
ortholog_4653 g118837 gene-HOLleu_18317
ortholog_4654 g118849 gene-HOLleu_32945
ortholog_4655 g118858 gene-HOLleu_06623
ortholog_4656 g118878 gene-HOLleu_22405
ortholog_4657 g118883 gene-HOLleu_33116
ortholog_4658 g118890 gene-HOLleu_34184
ortholog_4659 g118916 gene-HOLleu_07308
ortholog_4660 g118962 gene-HOLleu_33151
ortholog_4661 g119091 gene-HOLleu_33530
ortholog_4662 g119127 gene-HOLleu_32936
ortholog_4663 g119133 gene-HOLleu_00724
ortholog_4664 g119173 gene-HOLleu_30649
ortholog_4665 g119254 gene-HOLleu_33453
ortholog_4666 g119263 gene-HOLleu_00622
ortholog_4667 g119292 gene-HOLleu_27373
ortholog_4668 g119294 gene-HOLleu_33912
ortholog_4669 g119296 gene-HOLleu_33638
ortholog_4670 g119310 gene-HOLleu_33437
ortholog_4671 g119326 gene-HOLleu_32271
ortholog_4672 g119350 gene-HOLleu_33401
ortholog_4673 g119356 gene-HOLleu_33159
ortholog_4674 g119387 gene-HOLleu_33141
ortholog_4675 g119402 gene-HOLleu_29381
ortholog_4676 g119431 gene-HOLleu_33744
ortholog_4677 g119465 gene-HOLleu_32991
ortholog_4678 g119489 gene-HOLleu_03391
ortholog_4679 g119620 gene-HOLleu_10105
ortholog_4680 g119625 gene-HOLleu_33905
ortholog_4681 g119643 gene-HOLleu_33735
ortholog_4682 g119677 gene-HOLleu_34199
ortholog_4683 g119685 gene-HOLleu_33498
ortholog_4684 g119691 gene-HOLleu_32981
ortholog_4685 g119697 gene-HOLleu_32954
ortholog_4686 g119706 gene-HOLleu_32958
ortholog_4687 g119734 gene-HOLleu_39479
ortholog_4688 g119856 gene-HOLleu_10044
ortholog_4689 g119883 gene-HOLleu_33365
ortholog_4690 g119889 gene-HOLleu_33661
ortholog_4691 g119905 gene-HOLleu_33660
ortholog_4692 g119926 gene-HOLleu_33000
ortholog_4693 g119935 gene-HOLleu_33008
ortholog_4694 g119975 gene-HOLleu_33086
ortholog_4695 g119992 gene-HOLleu_34012
ortholog_4696 g120028 gene-HOLleu_33664
ortholog_4697 g120033 gene-HOLleu_33432
ortholog_4698 g120135 gene-HOLleu_33521
ortholog_4699 g120163 gene-HOLleu_33522
ortholog_4700 g120174 gene-HOLleu_28664
ortholog_4701 g120191 gene-HOLleu_01218
ortholog_4702 g120225 gene-HOLleu_33940
ortholog_4703 g120269 gene-HOLleu_33263
ortholog_4704 g120293 gene-HOLleu_33606
ortholog_4705 g120297 gene-HOLleu_33832
ortholog_4706 g120309 gene-HOLleu_33133
ortholog_4707 g120311 gene-HOLleu_32943
ortholog_4708 g120331 gene-HOLleu_33838
ortholog_4709 g120353 gene-HOLleu_25266
ortholog_4710 g120362 gene-HOLleu_22498
ortholog_4711 g120366 gene-HOLleu_33511
ortholog_4712 g120371 gene-HOLleu_33768
ortholog_4713 g120396 gene-HOLleu_15599
ortholog_4714 g120446 gene-HOLleu_33679
ortholog_4715 g120453 gene-HOLleu_33636
ortholog_4716 g120495 gene-HOLleu_18077
ortholog_4717 g120637 gene-HOLleu_31136
ortholog_4718 g120675 gene-HOLleu_22913
ortholog_4719 g120680 gene-HOLleu_33096
ortholog_4720 g120721 gene-HOLleu_33385
ortholog_4721 g120820 gene-HOLleu_33158
ortholog_4722 g120821 gene-HOLleu_28004
ortholog_4723 g120845 gene-HOLleu_33085
ortholog_4724 g120892 gene-HOLleu_32877
ortholog_4725 g120923 gene-HOLleu_36882
ortholog_4726 g120962 gene-HOLleu_33166
ortholog_4727 g121000 gene-HOLleu_35425
ortholog_4728 g121001 gene-HOLleu_33758
ortholog_4729 g121052 gene-HOLleu_36786
ortholog_4730 g121053 gene-HOLleu_21404
ortholog_4731 g121101 gene-HOLleu_12615
ortholog_4732 g121123 gene-HOLleu_11105
ortholog_4733 g121130 gene-HOLleu_33593
ortholog_4734 g121152 gene-HOLleu_33594
ortholog_4735 g121191 gene-HOLleu_33438
ortholog_4736 g121193 gene-HOLleu_33759
ortholog_4737 g121210 gene-HOLleu_33288
ortholog_4738 g121218 gene-HOLleu_33290
ortholog_4739 g121222 gene-HOLleu_33350
ortholog_4740 g121229 gene-HOLleu_34097
ortholog_4741 g121267 gene-HOLleu_14442
ortholog_4742 g121288 gene-HOLleu_10782
ortholog_4743 g121367 gene-HOLleu_33672
ortholog_4744 g121388 gene-HOLleu_28775
ortholog_4745 g121407 gene-HOLleu_33255
ortholog_4746 g121425 gene-HOLleu_31655
ortholog_4747 g121462 gene-HOLleu_33025
ortholog_4748 g121475 gene-HOLleu_04908
ortholog_4749 g121542 gene-HOLleu_33696
ortholog_4750 g121560 gene-HOLleu_32934
ortholog_4751 g121569 gene-HOLleu_37118
ortholog_4752 g121619 gene-HOLleu_32884
ortholog_4753 g121639 gene-HOLleu_38173
ortholog_4754 g121722 gene-HOLleu_32886
ortholog_4755 g121743 gene-HOLleu_32949
ortholog_4756 g121757 gene-HOLleu_33751
ortholog_4757 g121759 gene-HOLleu_32933
ortholog_4758 g121782 gene-HOLleu_33229
ortholog_4759 g121819 gene-HOLleu_32950
ortholog_4760 g121835 gene-HOLleu_32899
ortholog_4761 g121839 gene-HOLleu_32900
ortholog_4762 g121852 gene-HOLleu_33358
ortholog_4763 g121856 gene-HOLleu_33306
ortholog_4764 g121860 gene-HOLleu_39463
ortholog_4765 g121865 gene-HOLleu_21906
ortholog_4766 g121869 gene-HOLleu_36816
ortholog_4767 g121981 gene-HOLleu_33324
